date,COPX_2021_Q4,meta
2021-10-14 00:00:00,1.8044081744488025,
2021-10-14 10:00:00,-25.22605887267089,
2021-10-14 10:30:00,13.837374120239478,
2021-10-14 12:00:00,14.319298253118834,
2021-10-14 13:30:00,43.91969553313745,
2021-10-14 15:00:00,44.125630058609715,
2021-10-14 15:30:30,44.125630058609715,
2021-10-14 23:59:59,55.71502995665971,c
2021-10-15 00:00:00,141.07290620378348,
2021-10-15 10:00:00,169.8303840012045,
2021-10-15 10:30:00,159.91072949504147,
2021-10-15 12:00:00,139.67256081042927,
2021-10-15 13:30:00,132.76975465902336,
2021-10-15 15:00:00,156.37985038978556,
2021-10-15 15:30:30,156.37985038978556,s
2021-10-15 23:59:59,154.28674739057013,w
2021-10-18 00:00:00,346.6133128847237,
2021-10-18 10:00:00,403.06083042788447,
2021-10-18 10:30:00,412.140069782017,
2021-10-18 12:00:00,381.89308580779465,
2021-10-18 13:30:00,378.7966344817345,
2021-10-18 15:00:00,421.38618532423203,
2021-10-18 15:30:30,421.38618532423203,
2021-10-18 23:59:59,425.08421726889463,c
2021-10-19 00:00:00,337.7982645439035,
2021-10-19 10:00:00,347.8343927250689,
2021-10-19 10:30:00,352.40258662937254,
2021-10-19 12:00:00,364.90455421441504,
2021-10-19 13:30:00,381.9769478397656,
2021-10-19 15:00:00,364.9636654005814,
2021-10-19 15:30:30,364.9636654005814,
2021-10-19 23:59:59,342.4032210301956,c
2021-10-20 00:00:00,311.17670903404576,
2021-10-20 10:00:00,243.28840212665457,
2021-10-20 10:30:00,242.85803864165058,
2021-10-20 12:00:00,230.62392944314487,
2021-10-20 13:30:00,216.49908910018883,
2021-10-20 15:00:00,194.67934547353784,
2021-10-20 15:30:30,194.67934547353784,
2021-10-20 23:59:59,185.75948646075994,c
2021-10-21 00:00:00,152.195267046282,
2021-10-21 10:00:00,112.13359473805497,
2021-10-21 10:30:00,144.2855904424977,
2021-10-21 12:00:00,178.90627906413272,
2021-10-21 13:30:00,166.1307899353635,
2021-10-21 15:00:00,162.23559368124685,
2021-10-21 15:30:30,162.23559368124685,
2021-10-21 23:59:59,143.63003228763236,c
2021-10-22 00:00:00,4.163714338349035,
2021-10-22 10:00:00,-13.501747277528551,
2021-10-22 10:30:00,-10.655847986189258,
2021-10-22 12:00:00,-15.322291733187718,
2021-10-22 13:30:00,6.193325447023721,
2021-10-22 15:00:00,7.4667313238581485,
2021-10-22 15:30:30,7.4667313238581485,
2021-10-22 23:59:59,-16.090822329997003,w
2021-10-25 00:00:00,-16.16053364563585,
2021-10-25 10:00:00,-53.5443597383858,
2021-10-25 10:30:00,-76.62780514557136,
2021-10-25 12:00:00,-34.021160110801695,
2021-10-25 13:30:00,-21.883114100588948,
2021-10-25 15:00:00,-0.2556265474852708,
2021-10-25 15:30:30,-0.2556265474852708,A
2021-10-25 23:59:59,-1.8795295477768548,c
2021-10-26 00:00:00,16.628085179014754,
