date,MSCI_ESG_2021_Q4,meta
2021-10-14 00:00:00,47.5086950773242,
2021-10-14 10:00:00,74.68532321694346,
2021-10-14 10:30:00,57.00473497184507,
2021-10-14 12:00:00,54.93502493082623,
2021-10-14 13:30:00,54.21379111532913,
2021-10-14 15:00:00,49.41752285545728,
2021-10-14 15:30:30,49.41752285545728,
2021-10-14 23:59:59,51.769307586703405,c
2021-10-15 00:00:00,61.668815782756496,
2021-10-15 10:00:00,36.646888206509246,
2021-10-15 10:30:00,37.417696890400684,
2021-10-15 12:00:00,22.509693476063788,
2021-10-15 13:30:00,21.535959502396828,
2021-10-15 15:00:00,13.371384197678676,
2021-10-15 15:30:30,13.371384197678676,
2021-10-15 23:59:59,15.840578822330304,w
2021-10-18 00:00:00,2.6997975278332618,
2021-10-18 10:00:00,-0.990762641643876,
2021-10-18 10:30:00,6.47595300588565,
2021-10-18 12:00:00,17.845934139707847,
2021-10-18 13:30:00,30.3522106865709,
2021-10-18 15:00:00,35.67213640446658,
2021-10-18 15:30:30,35.67213640446658,
2021-10-18 23:59:59,30.708671523173653,c
2021-10-19 00:00:00,29.72183879151802,
2021-10-19 10:00:00,22.53337566603409,
2021-10-19 10:30:00,28.444201067573832,
2021-10-19 12:00:00,50.21639212709033,
2021-10-19 13:30:00,67.69909864981142,
2021-10-19 15:00:00,52.27842137718592,
2021-10-19 15:30:30,52.27842137718592,
2021-10-19 23:59:59,51.64241982806575,c
2021-10-20 00:00:00,62.993540707737296,
2021-10-20 10:00:00,31.69697492772751,
2021-10-20 10:30:00,37.45224575026409,
2021-10-20 12:00:00,29.658487910079526,
2021-10-20 13:30:00,18.8257705144956,
2021-10-20 15:00:00,18.511150179707315,
2021-10-20 15:30:30,18.511150179707315,
2021-10-20 23:59:59,17.789079556936905,c
2021-10-21 00:00:00,15.071182181053732,
2021-10-21 10:00:00,36.68005074418049,
2021-10-21 10:30:00,45.634602921235796,
2021-10-21 12:00:00,38.57542359855488,
