date,FTSE_US_2023_Q1,meta
2023-01-06 00:00:00,286.5450953727725,
2023-01-06 10:00:00,354.02881610308987,
2023-01-06 10:30:00,353.06846939716365,
2023-01-06 12:00:00,318.3472615175697,
2023-01-06 13:30:00,290.92791925335223,
2023-01-06 15:00:00,291.99448673816573,
2023-01-06 15:30:30,291.99448673816573,
2023-01-06 23:59:59,296.05284298919605,w
2023-01-09 00:00:00,301.21707438423323,
2023-01-09 10:00:00,278.3626426149601,
2023-01-09 10:30:00,265.26440774757157,
2023-01-09 12:00:00,257.0490180549898,
2023-01-09 13:30:00,274.2156036223041,
2023-01-09 15:00:00,296.5631802597111,
2023-01-09 15:30:30,296.5631802597111,
2023-01-09 23:59:59,293.4352783330273,c
2023-01-10 00:00:00,314.0348583355508,
2023-01-10 10:00:00,266.5236714554999,
2023-01-10 10:30:00,261.3761069625766,
2023-01-10 12:00:00,283.20730269020305,
2023-01-10 13:30:00,297.2488793459768,
2023-01-10 15:00:00,294.59950234965163,
2023-01-10 15:30:30,294.59950234965163,
2023-01-10 23:59:59,291.7701311654803,c
2023-01-11 00:00:00,293.3840389862712,
2023-01-11 10:00:00,265.7133794699255,
2023-01-11 10:30:00,262.9413989312054,
2023-01-11 12:00:00,257.0829442821723,
2023-01-11 13:30:00,213.0861320002116,
2023-01-11 15:00:00,219.98013309636985,
2023-01-11 15:30:30,219.98013309636985,
2023-01-11 23:59:59,207.652565414033,c
2023-01-12 00:00:00,198.31116342048335,
2023-01-12 10:00:00,255.7341230031459,
2023-01-12 10:30:00,260.6088829685764,
2023-01-12 12:00:00,263.9794191500787,
2023-01-12 13:30:00,262.8305899165289,
2023-01-12 15:00:00,254.7754951273198,
2023-01-12 15:30:30,254.7754951273198,
2023-01-12 23:59:59,257.33774695839406,c
2023-01-13 00:00:00,290.03569071815537,
2023-01-13 10:00:00,260.08751000626694,
2023-01-13 10:30:00,270.3662509411972,
2023-01-13 12:00:00,273.9291769426611,
2023-01-13 13:30:00,273.9539855544067,
2023-01-13 15:00:00,273.1874391242777,
2023-01-13 15:30:30,273.1874391242777,
2023-01-13 23:59:59,262.7639033533071,w
2023-01-16 00:00:00,262.7639033533071,
2023-01-16 10:00:00,262.7639033533071,
2023-01-16 10:30:00,262.7639033533071,
2023-01-16 12:00:00,262.7639033533071,
2023-01-16 13:30:00,262.7639033533071,
2023-01-16 15:00:00,262.7639033533071,
2023-01-16 15:30:30,262.7639033533071,
2023-01-16 23:59:59,262.7639033533071,c
2023-01-17 00:00:00,278.7546271138076,
2023-01-17 10:00:00,291.16170232155514,
2023-01-17 10:30:00,281.8025468484491,
2023-01-17 12:00:00,275.9393649514034,
2023-01-17 13:30:00,254.19109404517212,
2023-01-17 15:00:00,240.8408200947208,
2023-01-17 15:30:30,240.8408200947208,
2023-01-17 23:59:59,249.11474492066213,c
2023-01-18 00:00:00,248.6101696045041,
2023-01-18 10:00:00,244.45218962117542,
2023-01-18 10:30:00,236.83993709681909,
2023-01-18 12:00:00,256.4042568852685,
2023-01-18 13:30:00,263.04251541018994,
2023-01-18 15:00:00,255.48736367371794,
2023-01-18 15:30:30,255.48736367371794,
2023-01-18 23:59:59,268.97229133874976,c
2023-01-19 00:00:00,301.2120590578211,
2023-01-19 10:00:00,279.4827625615835,
2023-01-19 10:30:00,267.46570985577705,
2023-01-19 12:00:00,283.1703313706414,
2023-01-19 13:30:00,287.64982745994007,
2023-01-19 15:00:00,275.9755062621971,
2023-01-19 15:30:30,275.9755062621971,
2023-01-19 23:59:59,277.18119769186865,c
2023-01-20 00:00:00,258.32708748833875,
2023-01-20 10:00:00,263.5819780142481,
2023-01-20 10:30:00,243.38484804703057,
2023-01-20 12:00:00,244.12926056242782,
2023-01-20 13:30:00,226.4722705428892,
2023-01-20 15:00:00,193.80583195162876,
2023-01-20 15:30:30,193.80583195162876,
2023-01-20 23:59:59,188.92879305194492,w
2023-01-23 00:00:00,188.6227682494973,
2023-01-23 10:00:00,150.51347345130603,
2023-01-23 10:30:00,143.51871699223193,
2023-01-23 12:00:00,125.1599072584354,
2023-01-23 13:30:00,135.3388852182627,
2023-01-23 15:00:00,148.2040981277937,
2023-01-23 15:30:30,148.2040981277937,
2023-01-23 23:59:59,142.85590499539694,c
2023-01-24 00:00:00,149.03664376282927,
2023-01-24 10:00:00,124.19248227086655,
2023-01-24 10:30:00,126.88827585737886,
2023-01-24 12:00:00,131.07706598414597,
2023-01-24 13:30:00,138.42282603132549,
2023-01-24 15:00:00,145.5656815060304,
2023-01-24 15:30:30,145.5656815060304,
2023-01-24 23:59:59,141.14819143945306,c
2023-01-25 00:00:00,169.96858363001775,
2023-01-25 10:00:00,158.30329169277297,
2023-01-25 10:30:00,163.50133069236722,
2023-01-25 12:00:00,176.20708224656596,
2023-01-25 13:30:00,166.01333166015434,
2023-01-25 15:00:00,156.20376213909094,
2023-01-25 15:30:30,156.20376213909094,
2023-01-25 23:59:59,153.15196879208702,c
2023-01-26 00:00:00,145.01599942985467,
2023-01-26 10:00:00,153.2684027075345,
2023-01-26 10:30:00,142.39658442799305,
2023-01-26 12:00:00,175.50764751206975,
2023-01-26 13:30:00,178.60812593990318,
2023-01-26 15:00:00,175.9185106058253,
2023-01-26 15:30:30,175.9185106058253,
2023-01-26 23:59:59,174.19349416969249,c
2023-01-27 00:00:00,179.77150698449145,
2023-01-27 10:00:00,152.4839438207939,
2023-01-27 10:30:00,160.6314760796456,
2023-01-27 12:00:00,149.3695915682647,
2023-01-27 13:30:00,116.66803636500117,
2023-01-27 15:00:00,110.10080830237712,
2023-01-27 15:30:30,110.10080830237712,
2023-01-27 23:59:59,114.58512127882295,w
2023-01-30 00:00:00,133.3131199112795,
2023-01-30 10:00:00,115.88938319751037,
2023-01-30 10:30:00,148.7708221024518,
2023-01-30 12:00:00,122.60064782310019,
2023-01-30 13:30:00,128.21508644212304,
2023-01-30 15:00:00,133.93652292373622,
2023-01-30 15:30:30,133.93652292373622,
2023-01-30 23:59:59,136.12476121701752,c
2023-01-31 00:00:00,104.1085154575162,
2023-01-31 10:00:00,114.79621461382271,
2023-01-31 10:30:00,105.1500130797815,
2023-01-31 12:00:00,118.7418511541307,
2023-01-31 13:30:00,120.6563593899914,
2023-01-31 15:00:00,100.13131738090578,
2023-01-31 15:30:30,100.13131738090578,
2023-01-31 23:59:59,99.04321223512852,c
2023-02-01 00:00:00,91.89759581862154,
2023-02-01 10:00:00,71.59353974836608,
2023-02-01 10:30:00,54.65869572187239,
2023-02-01 12:00:00,35.76083053260072,
2023-02-01 13:30:00,26.806955824854413,
2023-02-01 15:00:00,1.151093134031953,
2023-02-01 15:30:30,1.151093134031953,
2023-02-01 23:59:59,-16.35042797951087,c
2023-02-02 00:00:00,-114.2289392135076,
2023-02-02 10:00:00,-166.26510251909576,
2023-02-02 10:30:00,-191.53527007903244,
2023-02-02 12:00:00,-224.83535914726122,
2023-02-02 13:30:00,-246.6741245549631,
2023-02-02 15:00:00,-236.9107938417003,
2023-02-02 15:30:30,-236.9107938417003,
2023-02-02 23:59:59,-255.21151764476963,c
2023-02-03 00:00:00,-152.54391143185876,
2023-02-03 10:00:00,-148.24243579625,
2023-02-03 10:30:00,-119.95258535646099,
2023-02-03 12:00:00,-146.3618927640764,
2023-02-03 13:30:00,-130.94354176835805,
2023-02-03 15:00:00,-103.27931454314717,
2023-02-03 15:30:30,-103.27931454314717,
2023-02-03 23:59:59,-100.84765310430248,w
2023-02-06 00:00:00,-48.550184566853886,
2023-02-06 10:00:00,-42.890478334117915,
2023-02-06 10:30:00,-35.167715206345974,
2023-02-06 12:00:00,-45.31367787317322,
2023-02-06 13:30:00,-53.80668094431553,
2023-02-06 15:00:00,-81.14598475167872,
2023-02-06 15:30:30,-81.14598475167872,
2023-02-06 23:59:59,-78.26930302051687,c
2023-02-07 00:00:00,-67.74661997496423,
2023-02-07 10:00:00,-61.357012045734336,
2023-02-07 10:30:00,-67.56364509235436,
2023-02-07 12:00:00,-59.509298744518674,
2023-02-07 13:30:00,-63.525929163248975,
2023-02-07 15:00:00,-70.47770754987073,
2023-02-07 15:30:30,-70.47770754987073,
2023-02-07 23:59:59,-58.99031483167687,c
2023-02-08 00:00:00,28.726782747981815,
2023-02-08 10:00:00,29.86999754599401,
2023-02-08 10:30:00,39.89426421685903,
2023-02-08 12:00:00,34.90650538143268,
2023-02-08 13:30:00,39.56120621843161,
2023-02-08 15:00:00,39.54939918020841,
2023-02-08 15:30:30,39.54939918020841,
2023-02-08 23:59:59,33.14877464775759,c
2023-02-09 00:00:00,-10.43372591999082,
2023-02-09 10:00:00,-6.470531114484402,
2023-02-09 10:30:00,15.560336280124147,
2023-02-09 12:00:00,1.7455288172179735,
2023-02-09 13:30:00,24.86263452654407,
2023-02-09 15:00:00,49.964686733859025,
2023-02-09 15:30:30,49.964686733859025,
2023-02-09 23:59:59,52.479129148346146,c
2023-02-10 00:00:00,110.7095512658193,
2023-02-10 10:00:00,98.03654782941476,
2023-02-10 10:30:00,114.4736656380312,
2023-02-10 12:00:00,139.794860348856,
2023-02-10 13:30:00,132.49483826277992,
2023-02-10 15:00:00,146.56770594891123,
2023-02-10 15:30:30,146.56770594891123,
2023-02-10 23:59:59,136.34790497761333,w
2023-02-13 00:00:00,139.71201513895335,
2023-02-13 10:00:00,126.3080756915449,
2023-02-13 10:30:00,123.02455273317923,
