date,XRT_WW_2022_Q4,meta
2022-11-11 00:00:00,-1809.7016943352883,
2022-11-11 10:00:00,-2088.487108496299,
2022-11-11 10:30:00,-2222.4652448678357,
2022-11-11 12:00:00,-2220.2972541162076,
2022-11-11 13:30:00,-2187.1436168968235,
2022-11-11 15:00:00,-2269.420268824781,
2022-11-11 15:30:30,-2269.420268824781,u
2022-11-11 23:59:59,-2350.690147701365,w
2022-11-14 00:00:00,-2278.105609235771,
2022-11-14 10:00:00,-2020.9287606635921,
2022-11-14 10:30:00,-1817.9217166917374,
2022-11-14 12:00:00,-1763.4172183039818,
2022-11-14 13:30:00,-1881.9590439819358,
2022-11-14 15:00:00,-1853.704447545997,
2022-11-14 15:30:30,-1853.704447545997,
2022-11-14 23:59:59,-1764.9858773073247,c
2022-11-15 00:00:00,-2016.901480367646,
2022-11-15 10:00:00,-1841.3276307436117,
2022-11-15 10:30:00,-1785.9106377803228,
2022-11-15 12:00:00,-1854.052494143396,
2022-11-15 13:30:00,-1780.9121795089582,
2022-11-15 15:00:00,-1726.8190936032765,
2022-11-15 15:30:30,-1726.8190936032765,
2022-11-15 23:59:59,-1711.8487800925054,c
2022-11-16 00:00:00,-1593.8129112959318,
2022-11-16 10:00:00,-1509.9054168594862,
2022-11-16 10:30:00,-1482.6137809895827,
2022-11-16 12:00:00,-1456.6537434717543,
2022-11-16 13:30:00,-1459.807376219857,
2022-11-16 15:00:00,-1430.7799709772253,
2022-11-16 15:30:30,-1430.7799709772253,
2022-11-16 23:59:59,-1365.7447262145124,c
2022-11-17 00:00:00,-1221.289313693016,
2022-11-17 10:00:00,-1167.184568936078,
2022-11-17 10:30:00,-1189.874943356227,
2022-11-17 12:00:00,-1129.1428574352317,
2022-11-17 13:30:00,-1133.2862107027431,
2022-11-17 15:00:00,-1110.2398772438391,
2022-11-17 15:30:30,-1110.2398772438391,
2022-11-17 23:59:59,-1146.3824633903564,c
2022-11-18 00:00:00,-1219.8444378700829,
2022-11-18 10:00:00,-1197.992150641653,
2022-11-18 10:30:00,-1140.6721004772999,
2022-11-18 12:00:00,-1106.4258353485084,
2022-11-18 13:30:00,-1122.0233923131577,
2022-11-18 15:00:00,-1115.4792961498038,
2022-11-18 15:30:30,-1115.4792961498038,
2022-11-18 23:59:59,-1205.91630793662,w
2022-11-21 00:00:00,-1111.6910842149573,
2022-11-21 10:00:00,-1026.9566922467934,
2022-11-21 10:30:00,-1003.369386135767,
2022-11-21 12:00:00,-940.758796529497,
2022-11-21 13:30:00,-982.0056961251598,
2022-11-21 15:00:00,-963.6336644500884,
2022-11-21 15:30:30,-963.6336644500884,
2022-11-21 23:59:59,-975.4805703580691,c
2022-11-22 00:00:00,-924.6829187910075,
2022-11-22 10:00:00,-844.3171110158428,
2022-11-22 10:30:00,-947.1263640822021,
2022-11-22 12:00:00,-857.3779168086148,
2022-11-22 13:30:00,-859.4900592550853,
2022-11-22 15:00:00,-808.4817715089212,
2022-11-22 15:30:30,-808.4817715089212,
2022-11-22 23:59:59,-819.7228761864794,c
2022-11-23 00:00:00,-969.2298599126402,
2022-11-23 10:00:00,-956.7403480335774,
2022-11-23 10:30:00,-949.6855466874631,
2022-11-23 12:00:00,-1035.5854048793722,
2022-11-23 13:30:00,-1043.890480677317,
2022-11-23 15:00:00,-1096.9467764595993,
2022-11-23 15:30:30,-1096.9467764595993,
2022-11-23 23:59:59,-1126.7450420500295,c
2022-11-24 00:00:00,-1126.7450420500295,
2022-11-24 10:00:00,-1126.7450420500295,
2022-11-24 10:30:00,-1126.7450420500295,
2022-11-24 12:00:00,-1126.7450420500295,
2022-11-24 13:30:00,-1126.7450420500295,
2022-11-24 15:00:00,-1126.7450420500295,
2022-11-24 15:30:30,-1126.7450420500295,
2022-11-24 23:59:59,-1126.7450420500295,c
2022-11-25 00:00:00,-1073.5298315526625,
2022-11-25 10:00:00,-1094.7487025045302,
2022-11-25 10:30:00,-1141.231857680301,
2022-11-25 12:00:00,-1145.5882563608684,
2022-11-25 13:30:00,-1145.5882563608684,
2022-11-25 15:00:00,-1145.5882563608684,
2022-11-25 15:30:30,-1145.5882563608684,
2022-11-25 23:59:59,-1073.824419820327,w
2022-11-28 00:00:00,-1037.3542271109022,
2022-11-28 10:00:00,-1043.8674519297588,
2022-11-28 10:30:00,-972.6489699339168,
2022-11-28 12:00:00,-954.0453958243147,
2022-11-28 13:30:00,-931.8915189008308,
2022-11-28 15:00:00,-904.9053044903094,
2022-11-28 15:30:30,-904.9053044903094,
2022-11-28 23:59:59,-877.9885766689258,c
2022-11-29 00:00:00,-923.9706797025669,
2022-11-29 10:00:00,-903.3249611712745,
2022-11-29 10:30:00,-986.0448309012004,
2022-11-29 12:00:00,-976.0546344106424,
2022-11-29 13:30:00,-937.42584122989,
2022-11-29 15:00:00,-938.885969874385,
2022-11-29 15:30:30,-938.885969874385,
2022-11-29 23:59:59,-928.2447519227967,c
2022-11-30 00:00:00,-880.7060568902357,
2022-11-30 10:00:00,-863.0077595246858,
2022-11-30 10:30:00,-913.7776099829975,
2022-11-30 12:00:00,-862.6463783224522,
2022-11-30 13:30:00,-844.5383357537266,
2022-11-30 15:00:00,-1031.4895546154617,
2022-11-30 15:30:30,-1031.4895546154617,s
2022-11-30 23:59:59,-1129.8538013711486,c
2022-12-01 00:00:00,-1001.5430515287198,
2022-12-01 10:00:00,-995.712050681328,
2022-12-01 10:30:00,-893.6133539673847,
2022-12-01 12:00:00,-1080.995948198799,
2022-12-01 13:30:00,-1050.3697073419476,
2022-12-01 15:00:00,-1027.0991043747777,
2022-12-01 15:30:30,-1027.0991043747777,
2022-12-01 23:59:59,-984.1327032202421,c
2022-12-02 00:00:00,-872.1679508127468,
2022-12-02 10:00:00,-805.9881075105081,
2022-12-02 10:30:00,-852.033459849385,
2022-12-02 12:00:00,-873.3876014216053,
2022-12-02 13:30:00,-868.2591658018414,
2022-12-02 15:00:00,-911.0823034897799,
2022-12-02 15:30:30,-911.0823034897799,
2022-12-02 23:59:59,-921.5878066709033,w
2022-12-05 00:00:00,-869.8135574434637,
2022-12-05 10:00:00,-884.6085359385579,
2022-12-05 10:30:00,-815.2043204136339,
2022-12-05 12:00:00,-792.1484728172263,
2022-12-05 13:30:00,-679.8819407520364,
2022-12-05 15:00:00,-652.0151875090623,
2022-12-05 15:30:30,-652.0151875090623,
2022-12-05 23:59:59,-638.9757036453748,c
2022-12-06 00:00:00,-659.1826303148455,
2022-12-06 10:00:00,-542.1844087438622,
2022-12-06 10:30:00,-482.12605890019245,
2022-12-06 12:00:00,-533.6831391559094,
2022-12-06 13:30:00,-530.2207129258877,
2022-12-06 15:00:00,-519.2879189251325,
2022-12-06 15:30:30,-519.2879189251325,
2022-12-06 23:59:59,-549.1872506583504,c
2022-12-07 00:00:00,-19.179310517097065,
2022-12-07 10:00:00,63.15244545916221,
2022-12-07 10:30:00,191.25946181241966,
2022-12-07 12:00:00,88.72607939408704,
2022-12-07 13:30:00,86.35798550598042,
2022-12-07 15:00:00,215.19860476233043,
2022-12-07 15:30:30,215.19860476233043,
2022-12-07 23:59:59,207.42350811498545,c
2022-12-08 00:00:00,122.44690414326124,
2022-12-08 10:00:00,14.182041164459633,
2022-12-08 10:30:00,17.13746452677242,
2022-12-08 12:00:00,38.465146000740106,
2022-12-08 13:30:00,47.44516755532254,
2022-12-08 15:00:00,31.629548991902766,
2022-12-08 15:30:30,31.629548991902766,
2022-12-08 23:59:59,-30.622792631848597,c
2022-12-09 00:00:00,77.65471993505207,
2022-12-09 10:00:00,-7.796369273483833,
2022-12-09 10:30:00,-73.44428954291743,
2022-12-09 12:00:00,-48.94548521714273,
2022-12-09 13:30:00,40.739588658228286,
2022-12-09 15:00:00,22.400203753785036,
2022-12-09 15:30:30,22.400203753785036,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,-51.63935625412182,
2022-12-12 10:00:00,40.8768600124431,
2022-12-12 10:30:00,86.70105350491917,
2022-12-12 12:00:00,29.61968716790807,
2022-12-12 13:30:00,69.833093429894,
2022-12-12 15:00:00,45.28587147056055,
2022-12-12 15:30:30,45.28587147056055,
2022-12-12 23:59:59,22.32265426826143,c
2022-12-13 00:00:00,-144.1177584794325,
2022-12-13 10:00:00,-81.15454570319116,
2022-12-13 10:30:00,-56.64763088076393,
2022-12-13 12:00:00,35.11336358096355,
2022-12-13 13:30:00,1.5056855319419356,
2022-12-13 15:00:00,-10.637776990961129,
2022-12-13 15:30:30,-10.637776990961129,
2022-12-13 23:59:59,0.7220766225716488,c
2022-12-14 00:00:00,43.38233124529279,
2022-12-14 10:00:00,-59.257737499921404,
2022-12-14 10:30:00,-127.27723223278576,
2022-12-14 12:00:00,-106.24217612874963,
2022-12-14 13:30:00,-93.45493197227802,
2022-12-14 15:00:00,-93.91618873214179,
2022-12-14 15:30:30,-93.91618873214179,
2022-12-14 23:59:59,-78.70251883040055,c
2022-12-15 00:00:00,-30.010378650428493,
2022-12-15 10:00:00,-113.18443504112201,
2022-12-15 10:30:00,-167.74354844858158,
2022-12-15 12:00:00,-33.88698787967678,
2022-12-15 13:30:00,-90.84726614761985,
2022-12-15 15:00:00,-73.40489195064697,
2022-12-15 15:30:30,-73.40489195064697,
2022-12-15 23:59:59,-91.72441194758517,c
2022-12-16 00:00:00,-38.316325023605714,
2022-12-16 10:00:00,56.91986199417602,
2022-12-16 10:30:00,112.71651578197475,
2022-12-16 12:00:00,177.63155783237357,
2022-12-16 13:30:00,162.6941924956293,
2022-12-16 15:00:00,229.72495089240874,
2022-12-16 15:30:30,229.72495089240874,
2022-12-16 23:59:59,210.3092123095057,e
2022-12-19 00:00:00,210.3663339117486,
2022-12-19 10:00:00,313.67727329778904,
2022-12-19 10:30:00,339.289115358323,
2022-12-19 12:00:00,421.58884715569116,
2022-12-19 13:30:00,356.8976981973883,
2022-12-19 15:00:00,329.61555951332775,
2022-12-19 15:30:30,329.61555951332775,
2022-12-19 23:59:59,316.3714620721487,c
2022-12-20 00:00:00,381.30065116274227,
2022-12-20 10:00:00,439.7056191233876,
2022-12-20 10:30:00,432.88820487896305,
2022-12-20 12:00:00,523.9569547041663,
2022-12-20 13:30:00,515.5120223558147,
2022-12-20 15:00:00,502.9865388062899,
2022-12-20 15:30:30,502.9865388062899,
2022-12-20 23:59:59,505.3288027708561,c
2022-12-21 00:00:00,554.0082775688096,
2022-12-21 10:00:00,357.5865749414072,
2022-12-21 10:30:00,375.13113888182806,
2022-12-21 12:00:00,337.5496150894842,
2022-12-21 13:30:00,333.39480118463894,
2022-12-21 15:00:00,312.7512430838392,
2022-12-21 15:30:30,312.7512430838392,
2022-12-21 23:59:59,344.96954304289443,c
2022-12-22 00:00:00,379.654018160222,
2022-12-22 10:00:00,441.1426080132105,
2022-12-22 10:30:00,428.6416362244504,
2022-12-22 12:00:00,418.86191660261943,
2022-12-22 13:30:00,433.634868174807,
2022-12-22 15:00:00,417.85083114093004,
2022-12-22 15:30:30,417.85083114093004,
2022-12-22 23:59:59,376.01667034515276,c
2022-12-23 00:00:00,401.7313990805087,
2022-12-23 10:00:00,416.8952854831482,
2022-12-23 10:30:00,360.50859286105583,
2022-12-23 12:00:00,355.2641508386678,
2022-12-23 13:30:00,364.61733152842885,
2022-12-23 15:00:00,352.87639412868,
2022-12-23 15:30:30,352.87639412868,
2022-12-23 23:59:59,344.33820611925216,w
2022-12-26 00:00:00,344.33820611925216,
2022-12-26 10:00:00,344.33820611925216,
2022-12-26 10:30:00,344.33820611925216,
2022-12-26 12:00:00,344.33820611925216,
2022-12-26 13:30:00,344.33820611925216,
2022-12-26 15:00:00,344.33820611925216,
2022-12-26 15:30:30,344.33820611925216,
2022-12-26 23:59:59,344.33820611925216,c
2022-12-27 00:00:00,395.3946158259246,
2022-12-27 10:00:00,417.8797181163536,
2022-12-27 10:30:00,421.8476603432223,
2022-12-27 12:00:00,388.16764903749004,
2022-12-27 13:30:00,408.2786432120902,
2022-12-27 15:00:00,433.67994581593166,
2022-12-27 15:30:30,433.67994581593166,
2022-12-27 23:59:59,450.85430351223704,c
2022-12-28 00:00:00,487.5012813614728,
2022-12-28 10:00:00,459.48209524541767,
2022-12-28 10:30:00,475.2841401252456,
2022-12-28 12:00:00,469.994111654431,
2022-12-28 13:30:00,425.2829693136025,
2022-12-28 15:00:00,434.64637683443243,
2022-12-28 15:30:30,434.64637683443243,
2022-12-28 23:59:59,457.08554769402554,c
2022-12-29 00:00:00,426.37766608248376,
2022-12-29 10:00:00,379.4732831998151,
2022-12-29 10:30:00,310.01532663957255,
2022-12-29 12:00:00,270.5235140772827,
2022-12-29 13:30:00,288.16087363522274,
2022-12-29 15:00:00,252.667013597915,
2022-12-29 15:30:30,252.667013597915,
2022-12-29 23:59:59,231.9012045364077,c
2022-12-30 00:00:00,279.80395697077347,
2022-12-30 10:00:00,197.89578222753403,
2022-12-30 10:30:00,201.09180832858442,
2022-12-30 12:00:00,162.51922513440468,
2022-12-30 13:30:00,177.04874381106652,
2022-12-30 15:00:00,170.28543169894215,
2022-12-30 15:30:30,170.28543169894215,
2022-12-30 23:59:59,112.40953728944987,w
