date,IGF_2021_Q1,meta
2021-03-10 00:00:00,-115.51776740534115,
2021-03-10 10:00:00,-96.30438713791614,
2021-03-10 10:30:00,-99.9744786655549,
2021-03-10 12:00:00,-115.15659954826174,
2021-03-10 13:30:00,-106.65950537139997,
2021-03-10 15:00:00,-111.31124873402973,
2021-03-10 15:30:30,-111.31124873402973,
2021-03-10 23:59:59,-124.13174219354323,c
2021-03-11 00:00:00,-118.20195256391548,
2021-03-11 10:00:00,-96.31065059689058,
2021-03-11 10:30:00,-97.87696738316777,
2021-03-11 12:00:00,-81.92735161957808,
2021-03-11 13:30:00,-87.71185694156998,
2021-03-11 15:00:00,-85.99286851918214,
2021-03-11 15:30:30,-85.99286851918214,
2021-03-11 23:59:59,-107.40764519273239,c
2021-03-12 00:00:00,-98.63465445247789,
2021-03-12 10:00:00,-114.9192790128327,
2021-03-12 10:30:00,-120.50623494671004,
2021-03-12 12:00:00,-113.01477881256346,
2021-03-12 13:30:00,-95.21895201392499,
2021-03-12 15:00:00,-77.17413551922755,
2021-03-12 15:30:30,-77.17413551922755,
2021-03-12 23:59:59,-87.37968668990402,w
2021-03-15 00:00:00,-86.96220041722881,
2021-03-15 10:00:00,-46.79675952211301,
2021-03-15 10:30:00,-56.26801561421962,
2021-03-15 12:00:00,-38.84984583310802,
2021-03-15 13:30:00,-36.8811942688867,
2021-03-15 15:00:00,-53.7044649495715,
2021-03-15 15:30:30,-53.7044649495715,
2021-03-15 23:59:59,-43.41609847654445,c
2021-03-16 00:00:00,-29.380763482872453,
2021-03-16 10:00:00,-12.967309761866773,
2021-03-16 10:30:00,-27.133424862065112,
2021-03-16 12:00:00,-21.863091889485077,
2021-03-16 13:30:00,-26.947300007432204,
2021-03-16 15:00:00,-24.803644762750537,
2021-03-16 15:30:30,-24.803644762750537,
2021-03-16 23:59:59,-31.30971998490577,c
2021-03-17 00:00:00,-43.648638689588324,
2021-03-17 10:00:00,-99.47636664507627,
2021-03-17 10:30:00,-87.54616169255246,
2021-03-17 12:00:00,-84.16693729916938,
2021-03-17 13:30:00,-96.10026906117741,
2021-03-17 15:00:00,-104.03692188804553,
2021-03-17 15:30:30,-104.03692188804553,
2021-03-17 23:59:59,-108.10592436741422,c
2021-03-18 00:00:00,-104.99024356152017,
2021-03-18 10:00:00,-136.1983343280301,
2021-03-18 10:30:00,-157.29493210319924,
2021-03-18 12:00:00,-146.7966026338197,
2021-03-18 13:30:00,-119.12567506272535,
2021-03-18 15:00:00,-81.39154307109584,
2021-03-18 15:30:30,-81.39154307109584,
2021-03-18 23:59:59,-79.29361641042078,c
2021-03-19 00:00:00,-78.64503050469807,
2021-03-19 10:00:00,-100.7845287869693,
2021-03-19 10:30:00,-93.39006388812845,
2021-03-19 12:00:00,-81.12138423482315,
2021-03-19 13:30:00,-53.81048101375791,
2021-03-19 15:00:00,-16.921111701509062,
2021-03-19 15:30:30,-16.921111701509062,q
2021-03-19 23:59:59,-46.8566307921044,w
2021-03-22 00:00:00,-57.41043512878878,
2021-03-22 10:00:00,-43.60544973758624,
2021-03-22 10:30:00,-38.16105643201968,
2021-03-22 12:00:00,-66.76641669944615,
2021-03-22 13:30:00,-82.51248837121761,
2021-03-22 15:00:00,-74.15846040418114,
2021-03-22 15:30:30,-74.15846040418114,
2021-03-22 23:59:59,-57.89345007012753,c
2021-03-23 00:00:00,-44.39998338832288,
2021-03-23 10:00:00,-69.88323214340448,
2021-03-23 10:30:00,-57.661994121475345,
2021-03-23 12:00:00,-20.82275932567495,
2021-03-23 13:30:00,-10.122406548305662,
2021-03-23 15:00:00,21.767197779320213,
2021-03-23 15:30:30,21.767197779320213,
2021-03-23 23:59:59,9.623229811736337,c
2021-03-24 00:00:00,-9.072940403895473,
2021-03-24 10:00:00,-14.272071186589528,
2021-03-24 10:30:00,-29.05238808504714,
2021-03-24 12:00:00,3.933270955761145,
2021-03-24 13:30:00,0.3187167005792162,
2021-03-24 15:00:00,8.194548316387909,
2021-03-24 15:30:30,8.194548316387909,
2021-03-24 23:59:59,0.0,a
2021-03-25 00:00:00,29.455654506636847,
2021-03-25 10:00:00,54.89805020579524,
2021-03-25 10:30:00,62.49096119452929,
2021-03-25 12:00:00,66.07113770162687,
2021-03-25 13:30:00,61.833886133415035,
2021-03-25 15:00:00,58.34752440775469,
2021-03-25 15:30:30,58.34752440775469,
2021-03-25 23:59:59,44.26896294568655,c
2021-03-26 00:00:00,27.972680295616556,
2021-03-26 10:00:00,5.801407838026762,
2021-03-26 10:30:00,-2.372248885154022,
2021-03-26 12:00:00,20.23394813046434,
2021-03-26 13:30:00,23.1671394966736,
2021-03-26 15:00:00,19.040925072947175,
2021-03-26 15:30:30,19.040925072947175,
2021-03-26 23:59:59,36.77484773686206,w
2021-03-29 00:00:00,48.60702850672533,
2021-03-29 10:00:00,58.355490388733415,
2021-03-29 10:30:00,67.90703406195234,
2021-03-29 12:00:00,90.34593681275874,
2021-03-29 13:30:00,98.69861989227547,
2021-03-29 15:00:00,75.51751090302241,
2021-03-29 15:30:30,75.51751090302241,
2021-03-29 23:59:59,69.81516265636924,c
2021-03-30 00:00:00,59.94831354965845,
