date,CAD_BBCA_2022_Q4,meta
2022-11-18 00:00:00,161.5782559980355,
2022-11-18 10:00:00,147.45077028224938,
2022-11-18 10:30:00,165.59381813219505,
2022-11-18 12:00:00,189.51015331185243,
2022-11-18 13:30:00,225.92561343772113,
2022-11-18 15:00:00,221.2279436251388,
2022-11-18 15:30:30,221.2279436251388,
2022-11-18 23:59:59,209.0311447425503,w
2022-11-21 00:00:00,269.5648566578084,
2022-11-21 10:00:00,336.14355536262883,
2022-11-21 10:30:00,338.6617594033455,
2022-11-21 12:00:00,360.1035121748117,
2022-11-21 13:30:00,363.51131201151554,
2022-11-21 15:00:00,388.53652431946006,
2022-11-21 15:30:30,388.53652431946006,
2022-11-21 23:59:59,393.44959383725245,c
2022-11-22 00:00:00,399.5067088290142,
2022-11-22 10:00:00,503.7948653280789,
2022-11-22 10:30:00,410.25955293171376,
2022-11-22 12:00:00,378.8542232241071,
2022-11-22 13:30:00,381.6931661109328,
2022-11-22 15:00:00,381.42622236167176,
2022-11-22 15:30:30,381.42622236167176,
2022-11-22 23:59:59,394.3512956851474,c
2022-11-23 00:00:00,362.52921447578507,
2022-11-23 10:00:00,380.90747118678706,
2022-11-23 10:30:00,395.71587831772496,
2022-11-23 12:00:00,425.3500600561427,
2022-11-23 13:30:00,418.5976994210776,
2022-11-23 15:00:00,411.08999400539807,
2022-11-23 15:30:30,411.08999400539807,
2022-11-23 23:59:59,416.040272153331,c
2022-11-24 00:00:00,421.2967233078332,
2022-11-24 10:00:00,449.42002402729855,
2022-11-24 10:30:00,452.2781228288621,
2022-11-24 12:00:00,457.2207199686491,
2022-11-24 13:30:00,440.5642260518764,
2022-11-24 15:00:00,421.8618065044124,
2022-11-24 15:30:30,421.8618065044124,
2022-11-24 23:59:59,424.0664241917917,c
2022-11-25 00:00:00,440.3108758493494,
2022-11-25 10:00:00,440.7299392348254,
2022-11-25 10:30:00,437.0411808185174,
2022-11-25 12:00:00,398.1731198969853,
2022-11-25 13:30:00,377.60068461163144,
2022-11-25 15:00:00,386.6511606955695,
2022-11-25 15:30:30,386.6511606955695,
2022-11-25 23:59:59,405.4521560421784,w
2022-11-28 00:00:00,412.3491600476501,
2022-11-28 10:00:00,370.7724229723688,
2022-11-28 10:30:00,408.4417397811558,
2022-11-28 12:00:00,452.8205519303627,
2022-11-28 13:30:00,433.95741294990563,
2022-11-28 15:00:00,439.02777830967386,
2022-11-28 15:30:30,439.02777830967386,
2022-11-28 23:59:59,445.2248705649409,c
2022-11-29 00:00:00,403.80421811668464,
2022-11-29 10:00:00,423.67317352287256,
2022-11-29 10:30:00,428.93847962640007,
2022-11-29 12:00:00,419.8191928132057,
2022-11-29 13:30:00,404.63149281043223,
2022-11-29 15:00:00,417.5746088018397,
2022-11-29 15:30:30,417.5746088018397,
2022-11-29 23:59:59,394.7659499390213,c
2022-11-30 00:00:00,271.75373463521305,
2022-11-30 10:00:00,297.9812138552236,
2022-11-30 10:30:00,309.14460927525477,
2022-11-30 12:00:00,341.94174150130647,
2022-11-30 13:30:00,395.2969533710105,
2022-11-30 15:00:00,394.4777411543136,
2022-11-30 15:30:30,394.4777411543136,s
2022-11-30 23:59:59,365.3874755214095,c
2022-12-01 00:00:00,366.30054825216894,
2022-12-01 10:00:00,285.9213564138771,
2022-12-01 10:30:00,269.3762018213332,
2022-12-01 12:00:00,164.71804585832587,
2022-12-01 13:30:00,164.91506670037109,
2022-12-01 15:00:00,165.88336777392198,
2022-12-01 15:30:30,165.88336777392198,
2022-12-01 23:59:59,165.87707539209168,c
2022-12-02 00:00:00,205.59187367741103,
2022-12-02 10:00:00,204.85562934015667,
2022-12-02 10:30:00,186.98139031219318,
2022-12-02 12:00:00,123.13206317569029,
2022-12-02 13:30:00,100.44186782515965,
2022-12-02 15:00:00,105.92249481739594,
2022-12-02 15:30:30,105.92249481739594,
2022-12-02 23:59:59,112.85859010544107,w
2022-12-05 00:00:00,138.19454731054117,
2022-12-05 10:00:00,205.86465823973867,
2022-12-05 10:30:00,168.5507436688364,
2022-12-05 12:00:00,158.5424594171252,
2022-12-05 13:30:00,183.95237103930594,
2022-12-05 15:00:00,195.75063578623696,
2022-12-05 15:30:30,195.75063578623696,
2022-12-05 23:59:59,201.8314098627299,c
2022-12-06 00:00:00,210.9414130488193,
2022-12-06 10:00:00,208.5779066345545,
2022-12-06 10:30:00,192.78310104260657,
2022-12-06 12:00:00,174.50119894030223,
2022-12-06 13:30:00,164.08973675940467,
2022-12-06 15:00:00,153.09246514095435,
2022-12-06 15:30:30,153.09246514095435,
2022-12-06 23:59:59,152.33686405721556,c
2022-12-07 00:00:00,150.52710592836723,
2022-12-07 10:00:00,123.2315174140237,
2022-12-07 10:30:00,136.72230499301713,
2022-12-07 12:00:00,150.93421799438386,
2022-12-07 13:30:00,155.8694696189546,
2022-12-07 15:00:00,159.713227361181,
2022-12-07 15:30:30,159.713227361181,
2022-12-07 23:59:59,159.60086348400648,c
2022-12-08 00:00:00,132.612764054786,
2022-12-08 10:00:00,36.65278349280152,
2022-12-08 10:30:00,30.58159757976364,
2022-12-08 12:00:00,40.08374627804932,
2022-12-08 13:30:00,14.088564310458707,
2022-12-08 15:00:00,0.6019701102480894,
2022-12-08 15:30:30,0.6019701102480894,
2022-12-08 23:59:59,10.838921187401922,c
2022-12-09 00:00:00,-3.463089092227733,
2022-12-09 10:00:00,-13.522404609263788,
2022-12-09 10:30:00,-33.479449568371706,
2022-12-09 12:00:00,-30.976325631922748,
2022-12-09 13:30:00,-34.354847614554274,
2022-12-09 15:00:00,-9.202250438945555,
2022-12-09 15:30:30,-9.202250438945555,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,24.47902078200451,
2022-12-12 10:00:00,22.667754040740817,
2022-12-12 10:30:00,69.3029471868881,
2022-12-12 12:00:00,-23.11484003166015,
2022-12-12 13:30:00,-0.8789116607468372,
2022-12-12 15:00:00,-5.443195068314765,
2022-12-12 15:30:30,-5.443195068314765,
2022-12-12 23:59:59,-27.37083760519846,c
2022-12-13 00:00:00,-152.20499059042754,
2022-12-13 10:00:00,-129.08054426962462,
2022-12-13 10:30:00,-118.83955112727142,
2022-12-13 12:00:00,-19.918301774275108,
2022-12-13 13:30:00,-49.24381440539463,
2022-12-13 15:00:00,-61.347096956902305,
2022-12-13 15:30:30,-61.347096956902305,
2022-12-13 23:59:59,-84.06111709847926,c
2022-12-14 00:00:00,-80.6120929858846,
2022-12-14 10:00:00,-19.919613707506414,
2022-12-14 10:30:00,-51.23811516809104,
2022-12-14 12:00:00,-102.30788826005175,
2022-12-14 13:30:00,-62.697683449636656,
2022-12-14 15:00:00,-72.1951348875757,
2022-12-14 15:30:30,-72.1951348875757,
2022-12-14 23:59:59,-90.3090785317803,c
2022-12-15 00:00:00,-61.129768464995436,
2022-12-15 10:00:00,-13.076912995070757,
2022-12-15 10:30:00,-15.449446226692771,
2022-12-15 12:00:00,39.83979930072422,
2022-12-15 13:30:00,51.692573448098756,
2022-12-15 15:00:00,57.372787350052135,
2022-12-15 15:30:30,57.372787350052135,
2022-12-15 23:59:59,67.42431224978048,c
2022-12-16 00:00:00,54.2224459949914,
2022-12-16 10:00:00,161.76960036301506,
2022-12-16 10:30:00,208.734901507661,
2022-12-16 12:00:00,220.01259260954518,
2022-12-16 13:30:00,204.31666031371753,
2022-12-16 15:00:00,202.3256321781697,
2022-12-16 15:30:30,202.3256321781697,
2022-12-16 23:59:59,187.44138913315555,e
2022-12-19 00:00:00,212.09324933284574,
2022-12-19 10:00:00,213.17540866917176,
2022-12-19 10:30:00,215.4293679664857,
2022-12-19 12:00:00,247.78415851714254,
2022-12-19 13:30:00,223.35034171639822,
2022-12-19 15:00:00,233.2903711043596,
2022-12-19 15:30:30,233.2903711043596,
2022-12-19 23:59:59,238.3132071819875,c
2022-12-20 00:00:00,260.6918450531209,
2022-12-20 10:00:00,261.5640261928618,
2022-12-20 10:30:00,222.2958756392907,
2022-12-20 12:00:00,274.7994067993674,
2022-12-20 13:30:00,304.669929597452,
2022-12-20 15:00:00,263.18186995864886,
2022-12-20 15:30:30,263.18186995864886,
2022-12-20 23:59:59,285.6658001369142,c
2022-12-21 00:00:00,283.99890975451035,
2022-12-21 10:00:00,270.5243074465827,
2022-12-21 10:30:00,268.741459206749,
2022-12-21 12:00:00,264.37443864775173,
2022-12-21 13:30:00,281.32949794840016,
2022-12-21 15:00:00,274.93288559655446,
2022-12-21 15:30:30,274.93288559655446,
2022-12-21 23:59:59,279.6167860369138,c
2022-12-22 00:00:00,303.9289695527098,
2022-12-22 10:00:00,377.5099722511166,
2022-12-22 10:30:00,392.8317613436601,
2022-12-22 12:00:00,355.2220992316149,
2022-12-22 13:30:00,400.8253067337383,
2022-12-22 15:00:00,382.067559448223,
2022-12-22 15:30:30,382.067559448223,
2022-12-22 23:59:59,376.4446322967816,c
2022-12-23 00:00:00,377.27075629076165,
2022-12-23 10:00:00,440.37668561761933,
2022-12-23 10:30:00,459.0606153972529,
2022-12-23 12:00:00,476.4862743272617,
2022-12-23 13:30:00,502.8960052369017,
2022-12-23 15:00:00,514.903009497755,
2022-12-23 15:30:30,514.903009497755,
2022-12-23 23:59:59,488.02799689361825,w
2022-12-26 00:00:00,488.02799689361825,
2022-12-26 10:00:00,488.02799689361825,
2022-12-26 10:30:00,488.02799689361825,
2022-12-26 12:00:00,488.02799689361825,
2022-12-26 13:30:00,488.02799689361825,
2022-12-26 15:00:00,488.02799689361825,
2022-12-26 15:30:30,488.02799689361825,
2022-12-26 23:59:59,488.02799689361825,c
2022-12-27 00:00:00,488.02799689361825,
2022-12-27 10:00:00,488.02799689361825,
2022-12-27 10:30:00,488.02799689361825,
2022-12-27 12:00:00,488.02799689361825,
2022-12-27 13:30:00,488.02799689361825,
2022-12-27 15:00:00,488.02799689361825,
2022-12-27 15:30:30,488.02799689361825,
2022-12-27 23:59:59,488.02799689361825,c
2022-12-28 00:00:00,608.954719355811,
2022-12-28 10:00:00,546.9618510700948,
2022-12-28 10:30:00,604.1554294288351,
2022-12-28 12:00:00,598.7422340093192,
2022-12-28 13:30:00,594.0866376651666,
2022-12-28 15:00:00,579.61968426223,
2022-12-28 15:30:30,579.61968426223,
2022-12-28 23:59:59,556.2305737904016,c
2022-12-29 00:00:00,553.0828062333478,
2022-12-29 10:00:00,458.5737766665319,
2022-12-29 10:30:00,466.2025725145078,
2022-12-29 12:00:00,427.4661321182565,
2022-12-29 13:30:00,404.58036524323796,
2022-12-29 15:00:00,421.0537471253597,
2022-12-29 15:30:30,421.0537471253597,
2022-12-29 23:59:59,417.09721131103925,c
2022-12-30 00:00:00,465.67136248243634,
2022-12-30 10:00:00,429.17356929486897,
2022-12-30 10:30:00,420.3315297327518,
2022-12-30 12:00:00,410.4480254376605,
2022-12-30 13:30:00,416.9033234670615,
2022-12-30 15:00:00,388.31787270585255,
2022-12-30 15:30:30,388.31787270585255,
2022-12-30 23:59:59,385.3398196866956,w
