date,AS_FTSE_EM_AD_2023_Q1,meta
2023-01-06 00:00:00,-1753.6237715592633,
2023-01-06 01:00:00,-1753.6237715592633,
2023-01-06 02:30:00,-1765.6677639807112,
2023-01-06 03:00:00,-1754.4153729499012,
2023-01-06 18:30:00,-1754.4153729499012,
2023-01-06 20:00:00,-1754.4153729499012,
2023-01-06 23:00:00,-1754.4153729499012,
2023-01-06 23:59:59,-1741.2076442139842,w
2023-01-09 00:00:00,-1664.4875605632005,
2023-01-09 01:00:00,-1664.4875605632005,
2023-01-09 02:30:00,-1751.857263634769,
2023-01-09 03:00:00,-1680.9215987722164,
2023-01-09 18:30:00,-1680.9215987722164,
2023-01-09 20:00:00,-1680.9215987722164,
2023-01-09 23:00:00,-1769.9857635509725,
2023-01-09 23:59:59,-1784.3628519854774,c
2023-01-10 00:00:00,-1765.4129080197163,
2023-01-10 01:00:00,-1765.4129080197163,
2023-01-10 02:30:00,-1674.9330162070437,
2023-01-10 03:00:00,-1637.3242331876754,
2023-01-10 18:30:00,-1637.3242331876754,
2023-01-10 20:00:00,-1637.3242331876754,
2023-01-10 23:00:00,-1671.1350776642394,
2023-01-10 23:59:59,-1577.625203794929,c
2023-01-11 00:00:00,-1577.625203794929,
2023-01-11 01:00:00,-1577.625203794929,
2023-01-11 02:30:00,-1577.4015928456392,
2023-01-11 03:00:00,-1618.0783142847395,
2023-01-11 18:30:00,-1618.0783142847395,
2023-01-11 20:00:00,-1618.0783142847395,
2023-01-11 23:00:00,-1389.1490852730967,
2023-01-11 23:59:59,-1448.710185326987,c
2023-01-12 00:00:00,-1394.3754208470855,
2023-01-12 01:00:00,-1394.3754208470855,
2023-01-12 02:30:00,-1382.8766560523873,
2023-01-12 03:00:00,-1423.1022405580425,
2023-01-12 18:30:00,-1423.1022405580425,
2023-01-12 20:00:00,-1423.1022405580425,
2023-01-12 23:00:00,-1171.9988881309382,
2023-01-12 23:59:59,-1156.5715850481683,c
2023-01-13 00:00:00,-1108.127247843895,
2023-01-13 01:00:00,-1108.127247843895,
2023-01-13 02:30:00,-1012.4792880683253,
2023-01-13 03:00:00,-997.3137810134231,
2023-01-13 18:30:00,-997.3137810134231,
2023-01-13 20:00:00,-997.3137810134231,
2023-01-13 23:00:00,-997.3137810134231,
2023-01-13 23:59:59,-1105.905733160489,w
2023-01-16 00:00:00,-1014.981486448276,
2023-01-16 01:00:00,-1014.981486448276,
2023-01-16 02:30:00,-1015.5823635010074,
2023-01-16 03:00:00,-909.0801938302484,
2023-01-16 18:30:00,-909.0801938302484,
2023-01-16 20:00:00,-909.0801938302484,
2023-01-16 23:00:00,-493.0435227741509,
2023-01-16 23:59:59,-485.4242458975441,c
2023-01-17 00:00:00,-475.4657365559251,
2023-01-17 01:00:00,-475.4657365559251,
2023-01-17 02:30:00,-479.16614228309663,
2023-01-17 03:00:00,-466.4162688177257,
2023-01-17 18:30:00,-466.4162688177257,
2023-01-17 20:00:00,-466.4162688177257,
2023-01-17 23:00:00,-661.5890580373998,
2023-01-17 23:59:59,-591.1464591137774,c
2023-01-18 00:00:00,-558.6058985180953,
2023-01-18 01:00:00,-558.6058985180953,
2023-01-18 02:30:00,-428.64806324465826,
2023-01-18 03:00:00,-477.95537967285236,
2023-01-18 18:30:00,-477.95537967285236,
2023-01-18 20:00:00,-477.95537967285236,
2023-01-18 23:00:00,-215.05734808159286,
2023-01-18 23:59:59,-359.4697946256292,c
2023-01-19 00:00:00,-363.92653710924424,
2023-01-19 01:00:00,-363.92653710924424,
2023-01-19 02:30:00,-384.7459104604659,
2023-01-19 03:00:00,-364.8830977079906,
2023-01-19 18:30:00,-364.8830977079906,
2023-01-19 20:00:00,-364.8830977079906,
2023-01-19 23:00:00,-482.34661166639853,
2023-01-19 23:59:59,-499.1392834956223,c
2023-01-20 00:00:00,-418.45739831159517,
2023-01-20 01:00:00,-418.45739831159517,
2023-01-20 02:30:00,-423.91576121864455,
2023-01-20 03:00:00,-356.33553065968044,
2023-01-20 18:30:00,-356.33553065968044,
2023-01-20 20:00:00,-356.33553065968044,
2023-01-20 23:00:00,-356.33553065968044,
2023-01-20 23:59:59,-368.46711197791774,w
2023-01-23 00:00:00,-368.46711197791774,
2023-01-23 01:00:00,-368.46711197791774,
2023-01-23 02:30:00,-368.46711197791774,
2023-01-23 03:00:00,-368.46711197791774,
2023-01-23 18:30:00,-368.46711197791774,
2023-01-23 20:00:00,-368.46711197791774,
2023-01-23 23:00:00,-358.9060137298311,
2023-01-23 23:59:59,-358.9060137298311,c
2023-01-24 00:00:00,-192.33521849410863,
2023-01-24 01:00:00,-192.33521849410863,
2023-01-24 02:30:00,-0.7667254535863322,
2023-01-24 03:00:00,59.77239367004404,
2023-01-24 18:30:00,59.77239367004404,
2023-01-24 20:00:00,59.77239367004404,
2023-01-24 23:00:00,-227.31618307917415,
2023-01-24 23:59:59,-368.1582025636635,c
2023-01-25 00:00:00,-368.1582025636635,
2023-01-25 01:00:00,-368.1582025636635,
2023-01-25 02:30:00,-388.64550773447445,
2023-01-25 03:00:00,-368.17246880045786,
2023-01-25 18:30:00,-368.17246880045786,
2023-01-25 20:00:00,-368.17246880045786,
2023-01-25 23:00:00,-411.24888690390253,
2023-01-25 23:59:59,-333.99721972671796,c
2023-01-26 00:00:00,-391.5516909719372,
2023-01-26 01:00:00,-391.5516909719372,
2023-01-26 02:30:00,-377.3028926877796,
2023-01-26 03:00:00,-364.06411884090267,
2023-01-26 18:30:00,-364.06411884090267,
2023-01-26 20:00:00,-364.06411884090267,
2023-01-26 23:00:00,-333.13301528747616,
2023-01-26 23:59:59,-387.85846943741853,c
2023-01-27 00:00:00,-378.26935016877906,
2023-01-27 01:00:00,-378.26935016877906,
2023-01-27 02:30:00,-445.17533062907205,
2023-01-27 03:00:00,-369.6407194779513,
2023-01-27 18:30:00,-369.6407194779513,
2023-01-27 20:00:00,-369.6407194779513,
2023-01-27 23:00:00,-369.6407194779513,
2023-01-27 23:59:59,-345.4810644721347,w
2023-01-30 00:00:00,-468.05836629416444,
