date,CAD_XDV_2022_Q1,meta
2022-02-18 00:00:00,176.97389406834645,
2022-02-18 10:00:00,175.71533001251123,
2022-02-18 10:30:00,171.15973351989965,
2022-02-18 12:00:00,171.849845087561,
2022-02-18 13:30:00,163.04689356592928,
2022-02-18 15:00:00,176.17124369146177,
2022-02-18 15:30:30,176.17124369146177,
2022-02-18 23:59:59,172.67900299776647,w
2022-02-21 00:00:00,172.67900299776647,
2022-02-21 10:00:00,172.67900299776647,
2022-02-21 10:30:00,172.67900299776647,
2022-02-21 12:00:00,172.67900299776647,
2022-02-21 13:30:00,172.67900299776647,
2022-02-21 15:00:00,172.67900299776647,
2022-02-21 15:30:30,172.67900299776647,
2022-02-21 23:59:59,172.67900299776647,c
2022-02-22 00:00:00,116.90380077731106,
2022-02-22 10:00:00,143.90739786108134,
2022-02-22 10:30:00,157.4433074721211,
2022-02-22 12:00:00,169.5821248003591,
2022-02-22 13:30:00,164.64607703697106,
2022-02-22 15:00:00,173.01812259746976,
2022-02-22 15:30:30,173.01812259746976,
2022-02-22 23:59:59,170.81172667843146,c
2022-02-23 00:00:00,164.953093766562,
2022-02-23 10:00:00,150.82723601493103,
2022-02-23 10:30:00,153.51052352405122,
2022-02-23 12:00:00,156.10533333639512,
2022-02-23 13:30:00,146.7837340739111,
2022-02-23 15:00:00,145.94850931544772,
2022-02-23 15:30:30,145.94850931544772,
2022-02-23 23:59:59,135.5188056752446,c
2022-02-24 00:00:00,34.449979805047406,
2022-02-24 10:00:00,81.91938956562865,
2022-02-24 10:30:00,90.07898446287982,
2022-02-24 12:00:00,82.3623134599867,
2022-02-24 13:30:00,82.07377346273427,
2022-02-24 15:00:00,86.17172704482073,
2022-02-24 15:30:30,86.17172704482073,
2022-02-24 23:59:59,79.9455795982841,c
2022-02-25 00:00:00,77.48004444166702,
2022-02-25 10:00:00,19.93488294558972,
2022-02-25 10:30:00,28.360790052859784,
2022-02-25 12:00:00,54.16571959377745,
2022-02-25 13:30:00,69.38895889293372,
2022-02-25 15:00:00,50.10939961433178,
2022-02-25 15:30:30,50.10939961433178,
2022-02-25 23:59:59,40.05493881962536,w
2022-02-28 00:00:00,26.930890357883754,
2022-02-28 10:00:00,24.361506457740006,
2022-02-28 10:30:00,-15.536014562602418,
2022-02-28 12:00:00,16.846123244211526,
2022-02-28 13:30:00,5.118700308968187,
2022-02-28 15:00:00,2.225615969963428,
2022-02-28 15:30:30,2.225615969963428,s
2022-02-28 23:59:59,-12.553500913505104,c
2022-03-01 00:00:00,-21.18198384831976,
2022-03-01 10:00:00,-59.536300896901594,
2022-03-01 10:30:00,-63.217359144216516,
2022-03-01 12:00:00,-58.364742982474354,
2022-03-01 13:30:00,-72.68778463149079,
2022-03-01 15:00:00,-82.98311464800247,
2022-03-01 15:30:30,-82.98311464800247,
2022-03-01 23:59:59,-76.33126715621427,c
2022-03-02 00:00:00,-87.63861077353522,
2022-03-02 10:00:00,-98.49559208913024,
2022-03-02 10:30:00,-99.31916643554098,
2022-03-02 12:00:00,-109.6141009001708,
2022-03-02 13:30:00,-101.77160584405976,
2022-03-02 15:00:00,-102.52109684655636,
2022-03-02 15:30:30,-102.52109684655636,
2022-03-02 23:59:59,-117.54219140416535,c
2022-03-03 00:00:00,-111.03554571230472,
2022-03-03 10:00:00,-81.4203326372334,
2022-03-03 10:30:00,-80.2003071654965,
2022-03-03 12:00:00,-81.07075002957436,
2022-03-03 13:30:00,-67.36798137318499,
2022-03-03 15:00:00,-48.70367882903338,
2022-03-03 15:30:30,-48.70367882903338,
2022-03-03 23:59:59,-36.94255909057358,c
2022-03-04 00:00:00,-32.95918278194961,
2022-03-04 10:00:00,-61.04897887944526,
2022-03-04 10:30:00,-77.55071564529999,
2022-03-04 12:00:00,-60.920709925575125,
2022-03-04 13:30:00,-33.351740716612085,
2022-03-04 15:00:00,-88.5821056569697,
2022-03-04 15:30:30,-88.5821056569697,
2022-03-04 23:59:59,-87.33708610253075,w
2022-03-07 00:00:00,-133.43822311360293,
2022-03-07 10:00:00,-137.90670233347282,
2022-03-07 10:30:00,-145.73401541818419,
2022-03-07 12:00:00,-111.03414229043221,
2022-03-07 13:30:00,-82.14140105136187,
2022-03-07 15:00:00,-80.6900521581623,
2022-03-07 15:30:30,-80.6900521581623,
2022-03-07 23:59:59,-77.02251711199438,c
2022-03-08 00:00:00,-144.8238769941131,
2022-03-08 10:00:00,-84.89830771552954,
2022-03-08 10:30:00,-112.3575252134442,
2022-03-08 12:00:00,-122.35682904730675,
2022-03-08 13:30:00,-54.43021107864308,
2022-03-08 15:00:00,-47.958890051780486,
2022-03-08 15:30:30,-47.958890051780486,
2022-03-08 23:59:59,-44.00995334708227,c
2022-03-09 00:00:00,53.827419897287314,
2022-03-09 10:00:00,47.12336293366445,
2022-03-09 10:30:00,27.868894887169404,
2022-03-09 12:00:00,-4.476119840271167,
2022-03-09 13:30:00,62.403667295691776,
2022-03-09 15:00:00,66.12438999844198,
2022-03-09 15:30:30,66.12438999844198,
2022-03-09 23:59:59,50.279883299477206,c
2022-03-10 00:00:00,25.638447463117586,
2022-03-10 10:00:00,36.49325068818155,
2022-03-10 10:30:00,35.53791166260578,
2022-03-10 12:00:00,84.39751158706133,
2022-03-10 13:30:00,80.23020787977441,
2022-03-10 15:00:00,55.758877778428314,
2022-03-10 15:30:30,55.758877778428314,
2022-03-10 23:59:59,60.75947063783451,c
2022-03-11 00:00:00,102.71557684593074,
2022-03-11 10:00:00,44.609349315533336,
2022-03-11 10:30:00,63.89984465470832,
2022-03-11 12:00:00,31.729720621122624,
2022-03-11 13:30:00,3.4015407980244845,
2022-03-11 15:00:00,-7.475890900294985,
2022-03-11 15:30:30,-7.475890900294985,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,116.03236293385692,
2022-03-14 10:00:00,212.996503788189,
2022-03-14 10:30:00,214.99425246595183,
2022-03-14 12:00:00,202.26894543028254,
2022-03-14 13:30:00,198.0567688430658,
2022-03-14 15:00:00,172.1857923687901,
2022-03-14 15:30:30,172.1857923687901,
2022-03-14 23:59:59,173.3424428707758,c
2022-03-15 00:00:00,252.94451344123684,
2022-03-15 10:00:00,276.9437634538332,
2022-03-15 10:30:00,258.00114420966815,
2022-03-15 12:00:00,193.25449074186326,
2022-03-15 13:30:00,173.73574446428506,
2022-03-15 15:00:00,162.56319769687218,
2022-03-15 15:30:30,162.56319769687218,
2022-03-15 23:59:59,175.49275995476785,c
2022-03-16 00:00:00,170.21472336500358,
2022-03-16 10:00:00,179.13057370411582,
2022-03-16 10:30:00,225.8464943509042,
2022-03-16 12:00:00,259.99274757479645,
2022-03-16 13:30:00,250.64857138310867,
2022-03-16 15:00:00,288.0111433788153,
2022-03-16 15:30:30,288.0111433788153,
2022-03-16 23:59:59,273.1095093404823,c
2022-03-17 00:00:00,244.48373739891917,
2022-03-17 10:00:00,245.50088465379054,
2022-03-17 10:30:00,225.83482453737884,
2022-03-17 12:00:00,188.90259474490517,
2022-03-17 13:30:00,220.4471988489678,
2022-03-17 15:00:00,231.33753372673812,
2022-03-17 15:30:30,231.33753372673812,
2022-03-17 23:59:59,213.55233361917374,c
2022-03-18 00:00:00,224.11142250048215,
2022-03-18 10:00:00,180.54348484637296,
2022-03-18 10:30:00,172.7904980764107,
2022-03-18 12:00:00,158.49475696389663,
2022-03-18 13:30:00,157.18151874250646,
2022-03-18 15:00:00,177.6098105400231,
2022-03-18 15:30:30,177.6098105400231,
2022-03-18 23:59:59,170.86042321383002,e
2022-03-21 00:00:00,146.13105862186,
2022-03-21 10:00:00,89.46827054944958,
2022-03-21 10:30:00,94.0089196858147,
2022-03-21 12:00:00,101.62664067669061,
2022-03-21 13:30:00,84.67228301240232,
2022-03-21 15:00:00,101.93362350686641,
2022-03-21 15:30:30,101.93362350686641,
2022-03-21 23:59:59,123.58156382247,c
2022-03-22 00:00:00,126.17109223558361,
2022-03-22 10:00:00,137.04140257618974,
2022-03-22 10:30:00,134.91208026676293,
2022-03-22 12:00:00,151.59389925941798,
2022-03-22 13:30:00,142.9616724964983,
2022-03-22 15:00:00,167.59233726910804,
2022-03-22 15:30:30,167.59233726910804,
2022-03-22 23:59:59,147.085079705854,c
2022-03-23 00:00:00,113.53812947250924,
2022-03-23 10:00:00,92.3725296513561,
2022-03-23 10:30:00,79.81085868021069,
2022-03-23 12:00:00,75.99286962590907,
2022-03-23 13:30:00,84.91207302841781,
2022-03-23 15:00:00,75.37656398356728,
2022-03-23 15:30:30,75.37656398356728,
2022-03-23 23:59:59,62.697896958042065,c
2022-03-24 00:00:00,69.85530348618761,
2022-03-24 10:00:00,35.93833434773887,
2022-03-24 10:30:00,9.91199399043478,
2022-03-24 12:00:00,19.0615691349509,
2022-03-24 13:30:00,24.66416483020089,
2022-03-24 15:00:00,54.11573492821117,
2022-03-24 15:30:30,54.11573492821117,
2022-03-24 23:59:59,48.242722118271445,c
2022-03-25 00:00:00,61.74210372276718,
2022-03-25 10:00:00,28.8977723245888,
2022-03-25 10:30:00,20.851535820998947,
2022-03-25 12:00:00,37.58453636156469,
2022-03-25 13:30:00,27.98392602067122,
2022-03-25 15:00:00,24.859638185045014,
2022-03-25 15:30:30,24.859638185045014,
2022-03-25 23:59:59,-10.498615010782942,w
2022-03-28 00:00:00,51.93746238410756,
2022-03-28 10:00:00,48.152714152628505,
2022-03-28 10:30:00,23.41185185657241,
2022-03-28 12:00:00,25.221241380215815,
2022-03-28 13:30:00,43.479214569292935,
2022-03-28 15:00:00,26.293267774789115,
2022-03-28 15:30:30,26.293267774789115,
2022-03-28 23:59:59,8.065471686229898,c
2022-03-29 00:00:00,89.74401981952565,
2022-03-29 10:00:00,148.30075264584298,
2022-03-29 10:30:00,122.847063810789,
2022-03-29 12:00:00,141.86548000579933,
2022-03-29 13:30:00,109.27464539322546,
2022-03-29 15:00:00,110.16022784415622,
2022-03-29 15:30:30,110.16022784415622,
2022-03-29 23:59:59,65.73643665732868,c
2022-03-30 00:00:00,44.25802887899658,
2022-03-30 10:00:00,33.46678986057668,
2022-03-30 10:30:00,42.81905136080354,
2022-03-30 12:00:00,41.275891801959574,
2022-03-30 13:30:00,34.560724690286406,
2022-03-30 15:00:00,22.807464661012887,
2022-03-30 15:30:30,22.807464661012887,
2022-03-30 23:59:59,31.822733363646535,c
2022-03-31 00:00:00,58.85474951257572,
2022-03-31 10:00:00,32.15618391038697,
2022-03-31 10:30:00,27.44635280931982,
2022-03-31 12:00:00,26.06589963016097,
2022-03-31 13:30:00,11.870916605691946,
2022-03-31 15:00:00,40.13191803120765,
2022-03-31 15:30:30,40.13191803120765,
2022-03-31 23:59:59,24.68219565471145,c
2022-04-01 00:00:00,36.07654384099169,
2022-04-01 10:00:00,-7.210096340150358,
2022-04-01 10:30:00,1.804993012005184,
2022-04-01 12:00:00,-12.447626763645758,
2022-04-01 13:30:00,-14.886770725974884,
2022-04-01 15:00:00,1.4554581259480983,
2022-04-01 15:30:30,1.4554581259480983,
2022-04-01 23:59:59,-20.89362361652593,w
