date,GDXJ_2022_Q1,meta
2022-02-18 00:00:00,-311.83256312492904,
2022-02-18 10:00:00,-368.06974038043245,
2022-02-18 10:30:00,-396.9924899577554,
2022-02-18 12:00:00,-441.93460122920806,
2022-02-18 13:30:00,-422.21855573430867,
2022-02-18 15:00:00,-451.11739822951677,
2022-02-18 15:30:30,-451.11739822951677,
2022-02-18 23:59:59,-437.9767543587727,w
2022-02-21 00:00:00,-437.9767543587727,
2022-02-21 10:00:00,-437.9767543587727,
2022-02-21 10:30:00,-437.9767543587727,
2022-02-21 12:00:00,-437.9767543587727,
2022-02-21 13:30:00,-437.9767543587727,
2022-02-21 15:00:00,-437.9767543587727,
2022-02-21 15:30:30,-437.9767543587727,
2022-02-21 23:59:59,-437.9767543587727,c
2022-02-22 00:00:00,-445.55560565871565,
2022-02-22 10:00:00,-425.4965942858744,
2022-02-22 10:30:00,-476.5520316256543,
2022-02-22 12:00:00,-464.5577534717222,
2022-02-22 13:30:00,-466.09515692119476,
2022-02-22 15:00:00,-460.16459557683675,
2022-02-22 15:30:30,-460.16459557683675,
2022-02-22 23:59:59,-491.286126704802,c
2022-02-23 00:00:00,-462.4094748283628,
2022-02-23 10:00:00,-448.3346425595196,
2022-02-23 10:30:00,-409.0871866545908,
2022-02-23 12:00:00,-374.382677986016,
2022-02-23 13:30:00,-385.80891427837196,
2022-02-23 15:00:00,-415.1020130593697,
2022-02-23 15:30:30,-415.1020130593697,
2022-02-23 23:59:59,-411.9363714086335,c
2022-02-24 00:00:00,-213.1027337479104,
2022-02-24 10:00:00,-374.0467915767408,
2022-02-24 10:30:00,-409.2999824206049,
2022-02-24 12:00:00,-401.46458636394755,
2022-02-24 13:30:00,-420.9638099989488,
2022-02-24 15:00:00,-478.30792963371096,
2022-02-24 15:30:30,-478.30792963371096,
2022-02-24 23:59:59,-454.68249990506547,c
2022-02-25 00:00:00,-464.52596048054784,
2022-02-25 10:00:00,-513.3325041754583,
2022-02-25 10:30:00,-488.1675162312067,
2022-02-25 12:00:00,-483.4731599080178,
2022-02-25 13:30:00,-431.44824954482146,
2022-02-25 15:00:00,-407.0147146259201,
2022-02-25 15:30:30,-407.0147146259201,
2022-02-25 23:59:59,-432.2383699703664,w
2022-02-28 00:00:00,-366.1233048530644,
2022-02-28 10:00:00,-398.12976092088593,
2022-02-28 10:30:00,-339.3948710547734,
2022-02-28 12:00:00,-372.32777308783807,
2022-02-28 13:30:00,-375.02213407549107,
2022-02-28 15:00:00,-365.2738037473473,
2022-02-28 15:30:30,-365.2738037473473,s
2022-02-28 23:59:59,-369.97383223691804,c
2022-03-01 00:00:00,-330.7858467342494,
2022-03-01 10:00:00,-271.76653265398136,
2022-03-01 10:30:00,-312.85516151116735,
2022-03-01 12:00:00,-375.82460296164254,
2022-03-01 13:30:00,-360.10785646233353,
