date,AS_NKY_2023_Q1,meta
2023-01-09 00:00:00,-110.40250240799855,
2023-01-09 01:00:00,-110.40250240799855,
2023-01-09 02:30:00,-110.40250240799855,
2023-01-09 03:00:00,-110.40250240799855,
2023-01-09 18:30:00,-110.40250240799855,
2023-01-09 20:00:00,-91.60338602352692,
2023-01-09 23:00:00,-89.28477593461685,
2023-01-09 23:59:59,-89.28477593461685,c
2023-01-10 00:00:00,-94.82505634993561,
2023-01-10 01:00:00,-105.6295814090488,
2023-01-10 02:30:00,-105.6295814090488,
2023-01-10 03:00:00,-105.6295814090488,
2023-01-10 18:30:00,-105.6295814090488,
2023-01-10 20:00:00,-116.68185741676291,
2023-01-10 23:00:00,-135.96620932281144,
2023-01-10 23:59:59,-135.39392989215207,c
2023-01-11 00:00:00,-142.1896891365392,
2023-01-11 01:00:00,-145.42080549332604,
2023-01-11 02:30:00,-145.42080549332604,
2023-01-11 03:00:00,-145.42080549332604,
2023-01-11 18:30:00,-145.42080549332604,
2023-01-11 20:00:00,-171.34577878380287,
2023-01-11 23:00:00,-193.86144969051668,
2023-01-11 23:59:59,-177.7912989125374,c
2023-01-12 00:00:00,-188.99266031883815,
2023-01-12 01:00:00,-180.66603731967848,
2023-01-12 02:30:00,-180.66603731967848,
2023-01-12 03:00:00,-180.66603731967848,
2023-01-12 18:30:00,-180.66603731967848,
2023-01-12 20:00:00,-187.01109799491064,
2023-01-12 23:00:00,-173.91815200380188,
2023-01-12 23:59:59,-166.44485508343132,c
2023-01-13 00:00:00,-161.4360425986332,
2023-01-13 01:00:00,-160.0541075689614,
2023-01-13 02:30:00,-160.0541075689614,
2023-01-13 03:00:00,-160.0541075689614,
2023-01-13 18:30:00,-160.0541075689614,
2023-01-13 20:00:00,-160.0541075689614,
2023-01-13 23:00:00,-160.0541075689614,
2023-01-13 23:59:59,-160.21630509513898,w
2023-01-16 00:00:00,-126.53110272563913,
2023-01-16 01:00:00,-113.43264557598752,
2023-01-16 02:30:00,-113.43264557598752,
2023-01-16 03:00:00,-113.43264557598752,
2023-01-16 18:30:00,-113.43264557598752,
2023-01-16 20:00:00,-131.56113633667746,
2023-01-16 23:00:00,-142.1249402566266,
2023-01-16 23:59:59,-148.8924124315032,c
2023-01-17 00:00:00,-152.57535008022478,
2023-01-17 01:00:00,-156.0179716380053,
2023-01-17 02:30:00,-156.0179716380053,
2023-01-17 03:00:00,-156.0179716380053,
2023-01-17 18:30:00,-156.0179716380053,
2023-01-17 20:00:00,-175.04953550165806,
2023-01-17 23:00:00,-185.88793372425562,
2023-01-17 23:59:59,-192.5595067795971,c
2023-01-18 00:00:00,-190.45502638342498,
2023-01-18 01:00:00,-190.1757940522847,
2023-01-18 02:30:00,-190.1757940522847,
2023-01-18 03:00:00,-190.1757940522847,
2023-01-18 18:30:00,-190.1757940522847,
2023-01-18 20:00:00,-151.49263373148312,
2023-01-18 23:00:00,-132.13316730659108,
2023-01-18 23:59:59,-145.0015757530814,c
2023-01-19 00:00:00,-122.30206601725979,
2023-01-19 01:00:00,-106.53376644499951,
2023-01-19 02:30:00,-106.53376644499951,
2023-01-19 03:00:00,-106.53376644499951,
2023-01-19 18:30:00,-106.53376644499951,
2023-01-19 20:00:00,-99.90069724535954,
2023-01-19 23:00:00,-112.10213106210915,
2023-01-19 23:59:59,-108.17471800601857,c
2023-01-20 00:00:00,-87.40736727272156,
2023-01-20 01:00:00,-81.92965680544057,
2023-01-20 02:30:00,-81.92965680544057,
2023-01-20 03:00:00,-81.92965680544057,
2023-01-20 18:30:00,-81.92965680544057,
2023-01-20 20:00:00,-81.92965680544057,
2023-01-20 23:00:00,-81.92965680544057,
2023-01-20 23:59:59,-85.55365912642628,w
2023-01-23 00:00:00,-40.333161743684514,
2023-01-23 01:00:00,-32.57108242222296,
2023-01-23 02:30:00,-32.57108242222296,
2023-01-23 03:00:00,-32.57108242222296,
2023-01-23 18:30:00,-32.57108242222296,
2023-01-23 20:00:00,11.774238301469381,
2023-01-23 23:00:00,23.067986355888706,
2023-01-23 23:59:59,5.740573512607057,c
2023-01-24 00:00:00,2.850987512505526,
2023-01-24 01:00:00,9.95333716434834,
2023-01-24 02:30:00,9.95333716434834,
2023-01-24 03:00:00,9.95333716434834,
2023-01-24 18:30:00,9.95333716434834,
2023-01-24 20:00:00,13.391034582687894,
2023-01-24 23:00:00,17.264494700486125,
2023-01-24 23:59:59,27.82808954675636,c
2023-01-25 00:00:00,24.863459119092227,
2023-01-25 01:00:00,29.967130749391913,
2023-01-25 02:30:00,29.967130749391913,
2023-01-25 03:00:00,29.967130749391913,
2023-01-25 18:30:00,29.967130749391913,
2023-01-25 20:00:00,60.559961062389334,
2023-01-25 23:00:00,62.64837766044917,
2023-01-25 23:59:59,51.657484548276386,c
2023-01-26 00:00:00,47.5852493244501,
2023-01-26 01:00:00,46.09417755603772,
