date,NDX_2021_Q2,meta
2021-05-07 00:00:00,-144.53217696210845,
2021-05-07 10:00:00,-129.7884118713712,
2021-05-07 10:30:00,-121.23003052467347,
2021-05-07 12:00:00,-132.26782812969455,
2021-05-07 13:30:00,-155.18266540406148,
2021-05-07 15:00:00,-157.54821908201012,
2021-05-07 15:30:30,-157.54821908201012,
2021-05-07 23:59:59,-153.0799932253226,w
2021-05-10 00:00:00,-190.66911372061162,
2021-05-10 10:00:00,-250.52001162297975,
2021-05-10 10:30:00,-247.4354100665517,
2021-05-10 12:00:00,-236.2406014075155,
2021-05-10 13:30:00,-230.8433110093677,
2021-05-10 15:00:00,-225.6304832942382,
2021-05-10 15:30:30,-225.6304832942382,
2021-05-10 23:59:59,-234.6281290720841,c
2021-05-11 00:00:00,-313.82712504020947,
2021-05-11 10:00:00,-204.2615974106354,
2021-05-11 10:30:00,-232.51534002786158,
2021-05-11 12:00:00,-167.4910967055503,
2021-05-11 13:30:00,-151.77728682932857,
2021-05-11 15:00:00,-163.06669129146053,
2021-05-11 15:30:30,-163.06669129146053,
2021-05-11 23:59:59,-157.93348997265937,c
2021-05-12 00:00:00,-198.4513931289342,
2021-05-12 10:00:00,-194.2287214466838,
2021-05-12 10:30:00,-209.31386505934333,
2021-05-12 12:00:00,-224.58555984288927,
2021-05-12 13:30:00,-206.64240106991656,
2021-05-12 15:00:00,-229.80864335318304,
2021-05-12 15:30:30,-229.80864335318304,
2021-05-12 23:59:59,-229.50537646871555,c
2021-05-13 00:00:00,-222.96068903464734,
2021-05-13 10:00:00,-220.30449210853487,
2021-05-13 10:30:00,-256.67680467889676,
2021-05-13 12:00:00,-327.925729068672,
2021-05-13 13:30:00,-345.0473378222456,
2021-05-13 15:00:00,-341.39932816256226,
2021-05-13 15:30:30,-341.39932816256226,u
2021-05-13 23:59:59,-317.02545691784366,c
2021-05-14 00:00:00,-306.7321362592985,
2021-05-14 10:00:00,-323.35698991741873,
2021-05-14 10:30:00,-278.94732042602743,
2021-05-14 12:00:00,-281.7175169055308,
2021-05-14 13:30:00,-288.2766977537078,
2021-05-14 15:00:00,-285.2844101783373,
2021-05-14 15:30:30,-285.2844101783373,
2021-05-14 23:59:59,-287.789807617229,w
