date,PBW_2021_Q1,meta
2021-03-02 00:00:00,-466.0317221055347,
2021-03-02 10:00:00,-464.49408772224024,
2021-03-02 10:30:00,-451.93977746585404,
2021-03-02 12:00:00,-406.6341265012746,
2021-03-02 13:30:00,-321.8771147402126,
2021-03-02 15:00:00,-353.6683218913947,
2021-03-02 15:30:30,-353.6683218913947,
2021-03-02 23:59:59,-376.827149477837,c
2021-03-03 00:00:00,-351.69657776589196,
2021-03-03 10:00:00,-357.27191230106394,
2021-03-03 10:30:00,-394.2165001313968,
2021-03-03 12:00:00,-350.40949596825925,
2021-03-03 13:30:00,-373.6930174671906,
2021-03-03 15:00:00,-423.46196650505414,
2021-03-03 15:30:30,-423.46196650505414,
2021-03-03 23:59:59,-356.09534245431297,c
2021-03-04 00:00:00,-389.2289855016096,
2021-03-04 10:00:00,-487.7526616110962,
2021-03-04 10:30:00,-544.9350874000496,
2021-03-04 12:00:00,-584.8923937556484,
2021-03-04 13:30:00,-658.8387325592422,
2021-03-04 15:00:00,-613.5889701197357,
2021-03-04 15:30:30,-613.5889701197357,
2021-03-04 23:59:59,-599.2515483215724,c
2021-03-05 00:00:00,-588.3096410229648,
2021-03-05 10:00:00,-656.5299300211237,
2021-03-05 10:30:00,-696.1758226363856,
2021-03-05 12:00:00,-751.2627553227511,
2021-03-05 13:30:00,-742.4003480329026,
2021-03-05 15:00:00,-685.4137029099875,
2021-03-05 15:30:30,-685.4137029099875,
2021-03-05 23:59:59,-641.68990370141,w
2021-03-08 00:00:00,-585.8296606783133,
2021-03-08 10:00:00,-596.4654274957198,
2021-03-08 10:30:00,-497.4924549584649,
2021-03-08 12:00:00,-487.3817091148653,
2021-03-08 13:30:00,-506.8491339958751,
2021-03-08 15:00:00,-488.56977416564837,
2021-03-08 15:30:30,-488.56977416564837,
2021-03-08 23:59:59,-507.5662123695243,c
2021-03-09 00:00:00,-525.2283402948171,
2021-03-09 10:00:00,-479.1843529026996,
2021-03-09 10:30:00,-455.9875633048669,
2021-03-09 12:00:00,-443.150078158196,
2021-03-09 13:30:00,-480.9988346025706,
2021-03-09 15:00:00,-450.09619956650914,
2021-03-09 15:30:30,-450.09619956650914,
2021-03-09 23:59:59,-440.5429288651534,c
2021-03-10 00:00:00,-473.15277420017856,
