date,CAD_MISC_2021_Q3,meta
2021-08-20 00:00:00,318.9819225833967,
2021-08-20 10:00:00,359.4024916344338,
2021-08-20 10:30:00,353.02383041642315,
2021-08-20 12:00:00,362.6641080747745,
2021-08-20 13:30:00,361.59448233471903,
2021-08-20 15:00:00,366.8739468502972,
2021-08-20 15:30:30,366.8739468502972,
2021-08-20 23:59:59,368.3416057132713,w
2021-08-23 00:00:00,379.80976809284493,
2021-08-23 10:00:00,360.3965831446626,
2021-08-23 10:30:00,332.2611973863186,
2021-08-23 12:00:00,332.0838693417909,
2021-08-23 13:30:00,339.14270911467247,
2021-08-23 15:00:00,332.7861729481183,
2021-08-23 15:30:30,332.7861729481183,
2021-08-23 23:59:59,348.59232681232606,c
2021-08-24 00:00:00,358.81523135826137,
2021-08-24 10:00:00,351.36225288969854,
2021-08-24 10:30:00,347.75173179387275,
2021-08-24 12:00:00,348.9930593741651,
2021-08-24 13:30:00,354.42619940204986,
2021-08-24 15:00:00,353.31177558428953,
2021-08-24 15:30:30,353.31177558428953,
2021-08-24 23:59:59,353.3937888250175,c
2021-08-25 00:00:00,326.51699337898253,
2021-08-25 10:00:00,345.41769417015485,
2021-08-25 10:30:00,348.1036847545902,
2021-08-25 12:00:00,339.4771763798417,
2021-08-25 13:30:00,335.6605159466467,
2021-08-25 15:00:00,321.6726522024496,
2021-08-25 15:30:30,321.6726522024496,
2021-08-25 23:59:59,337.27419558421616,c
2021-08-26 00:00:00,334.0145147878602,
2021-08-26 10:00:00,310.03704491470444,
2021-08-26 10:30:00,317.26801533548405,
2021-08-26 12:00:00,321.85059214312196,
2021-08-26 13:30:00,328.61718926000503,
2021-08-26 15:00:00,311.9792635608437,
2021-08-26 15:30:30,311.9792635608437,
2021-08-26 23:59:59,295.5520936673229,c
2021-08-27 00:00:00,290.747365495994,
2021-08-27 10:00:00,267.9687682405083,
2021-08-27 10:30:00,278.0702593672959,
2021-08-27 12:00:00,268.601636200493,
2021-08-27 13:30:00,259.17345130740387,
2021-08-27 15:00:00,273.13467836999735,
2021-08-27 15:30:30,273.13467836999735,
2021-08-27 23:59:59,280.64991708441767,w
2021-08-30 00:00:00,288.01893644010534,
2021-08-30 10:00:00,302.0909328668022,
2021-08-30 10:30:00,292.51796685973795,
2021-08-30 12:00:00,282.159122487481,
2021-08-30 13:30:00,307.5694361293645,
2021-08-30 15:00:00,308.177956297759,
2021-08-30 15:30:30,308.177956297759,
2021-08-30 23:59:59,292.41239683451204,c
2021-08-31 00:00:00,243.26468414914916,
2021-08-31 10:00:00,169.25509699369604,
2021-08-31 10:30:00,154.9126541192195,
2021-08-31 12:00:00,144.84819173175038,
2021-08-31 13:30:00,-58.90226818328574,
2021-08-31 15:00:00,2.8426371733285123,
2021-08-31 15:30:30,2.8426371733285123,s
2021-08-31 23:59:59,-5.40252248492834,c
2021-09-01 00:00:00,79.45681981847201,
2021-09-01 10:00:00,-227.32570304901128,
2021-09-01 10:30:00,-175.99218778776594,
2021-09-01 12:00:00,-177.80654967643522,
2021-09-01 13:30:00,-145.07045620402778,
2021-09-01 15:00:00,-140.29055288447125,
2021-09-01 15:30:30,-140.29055288447125,
2021-09-01 23:59:59,-166.70910482289082,c
2021-09-02 00:00:00,-152.44552942831797,
2021-09-02 10:00:00,-158.7915821373581,
2021-09-02 10:30:00,-148.0005117651217,
2021-09-02 12:00:00,-194.93982711807803,
2021-09-02 13:30:00,-216.62008867653958,
2021-09-02 15:00:00,-232.4078021489304,
2021-09-02 15:30:30,-232.4078021489304,
2021-09-02 23:59:59,-223.07860641515754,c
2021-09-03 00:00:00,-220.28570810621113,
2021-09-03 10:00:00,-289.058133769739,
2021-09-03 10:30:00,-346.15010894797933,
2021-09-03 12:00:00,-353.41772440141995,
2021-09-03 13:30:00,-362.7646623985529,
2021-09-03 15:00:00,-309.05776110864554,
2021-09-03 15:30:30,-309.05776110864554,
2021-09-03 23:59:59,-308.8526075205209,w
2021-09-06 00:00:00,-308.8526075205209,
2021-09-06 10:00:00,-308.8526075205209,
2021-09-06 10:30:00,-308.8526075205209,
2021-09-06 12:00:00,-308.8526075205209,
2021-09-06 13:30:00,-308.8526075205209,
2021-09-06 15:00:00,-308.8526075205209,
2021-09-06 15:30:30,-308.8526075205209,
2021-09-06 23:59:59,-308.8526075205209,c
2021-09-07 00:00:00,-321.30336356072166,
2021-09-07 10:00:00,-369.48148217969856,
2021-09-07 10:30:00,-304.2727680635335,
2021-09-07 12:00:00,-254.6046025382666,
2021-09-07 13:30:00,-223.26502249654322,
2021-09-07 15:00:00,-199.20633923907144,
2021-09-07 15:30:30,-199.20633923907144,
2021-09-07 23:59:59,-215.14850789051707,c
2021-09-08 00:00:00,-170.69072124144895,
2021-09-08 10:00:00,-167.2932958697702,
2021-09-08 10:30:00,-141.2406893337611,
2021-09-08 12:00:00,-161.36564620368972,
2021-09-08 13:30:00,-122.22739646471746,
2021-09-08 15:00:00,-146.47893937070967,
2021-09-08 15:30:30,-146.47893937070967,
2021-09-08 23:59:59,-175.55660560888782,c
2021-09-09 00:00:00,-151.27394129028835,
2021-09-09 10:00:00,-42.54735330903668,
2021-09-09 10:30:00,-12.674274916329523,
2021-09-09 12:00:00,-60.37573751475202,
2021-09-09 13:30:00,-38.195011529841395,
2021-09-09 15:00:00,-38.84520566309902,
2021-09-09 15:30:30,-38.84520566309902,
2021-09-09 23:59:59,-47.82859908681439,c
2021-09-10 00:00:00,-19.311196035554985,
2021-09-10 10:00:00,-43.26334866992693,
2021-09-10 10:30:00,-42.55707450584214,
2021-09-10 12:00:00,-34.15002361180177,
2021-09-10 13:30:00,-14.272457574967575,
2021-09-10 15:00:00,6.700976911160524,
2021-09-10 15:30:30,6.700976911160524,
