date,EU_SMI_2021_Q4,meta
2021-11-12 00:00:00,39.63085272814786,
2021-11-12 03:30:00,50.11775735451539,
2021-11-12 04:00:00,41.77834135660548,
2021-11-12 06:00:00,62.92919579162758,
2021-11-12 08:00:00,68.49868186047954,
2021-11-12 10:30:00,71.37395167450934,
2021-11-12 11:00:00,74.3556874119354,
2021-11-12 23:59:59,69.76202947688483,w
2021-11-15 00:00:00,78.05592753602537,
2021-11-15 03:30:00,80.03198267084603,
2021-11-15 04:00:00,81.66060980249779,
2021-11-15 06:00:00,80.6723082551508,
2021-11-15 08:00:00,86.9102446654972,
2021-11-15 10:30:00,90.30861168275544,
2021-11-15 11:00:00,87.3520892913747,
2021-11-15 23:59:59,85.36275498130576,c
2021-11-16 00:00:00,82.42868532488956,
2021-11-16 03:30:00,84.29383392336854,
2021-11-16 04:00:00,82.16578294155866,
2021-11-16 06:00:00,87.46026241323966,
2021-11-16 08:00:00,81.95441434015773,
2021-11-16 10:30:00,83.83518741488975,
2021-11-16 11:00:00,87.69879683278461,
2021-11-16 23:59:59,93.4436815104998,c
2021-11-17 00:00:00,109.78956246215849,
2021-11-17 03:30:00,121.83969087570311,
2021-11-17 04:00:00,124.17453894135546,
2021-11-17 06:00:00,113.32497929930226,
2021-11-17 08:00:00,112.94137271775286,
2021-11-17 10:30:00,104.82385792892974,
2021-11-17 11:00:00,105.54739592821555,
2021-11-17 23:59:59,103.59688652488522,c
2021-11-18 00:00:00,110.56748169871507,
2021-11-18 03:30:00,118.9628698785903,
2021-11-18 04:00:00,118.13804025772377,
2021-11-18 06:00:00,96.54328631997753,
2021-11-18 08:00:00,99.3446027514224,
2021-11-18 10:30:00,98.2831761765131,
2021-11-18 11:00:00,103.83171176105007,
2021-11-18 23:59:59,112.47209986044992,c
2021-11-19 00:00:00,123.6723441128968,
2021-11-19 03:30:00,128.34485393510036,
2021-11-19 04:00:00,128.74221513269018,
2021-11-19 06:00:00,109.12829344984577,
2021-11-19 08:00:00,91.72083548330468,
2021-11-19 10:30:00,108.5073313849174,
2021-11-19 11:00:00,109.85947764527582,
2021-11-19 23:59:59,121.31339022484626,w
2021-11-22 00:00:00,134.2610348400738,
2021-11-22 03:30:00,134.74135140980732,
2021-11-22 04:00:00,128.86735825440724,
2021-11-22 06:00:00,137.46158058664804,
2021-11-22 08:00:00,139.2457429975593,
2021-11-22 10:30:00,141.52597977466135,
2021-11-22 11:00:00,139.96423933045259,
2021-11-22 23:59:59,134.42501746444572,c
2021-11-23 00:00:00,121.0718443032839,
2021-11-23 03:30:00,123.63140533904063,
2021-11-23 04:00:00,121.13097001094344,
2021-11-23 06:00:00,118.12012797191015,
2021-11-23 08:00:00,128.52383396184138,
2021-11-23 10:30:00,157.65851384512368,
2021-11-23 11:00:00,149.94107954850332,
2021-11-23 23:59:59,152.01669465884459,c
2021-11-24 00:00:00,154.15779822705966,
2021-11-24 03:30:00,177.08936572429872,
2021-11-24 04:00:00,172.37767447473374,
2021-11-24 06:00:00,154.3078062827404,
2021-11-24 08:00:00,153.5890894878745,
2021-11-24 10:30:00,142.90368514006482,
2021-11-24 11:00:00,137.02407691544192,
2021-11-24 23:59:59,143.20062763554606,c
2021-11-25 00:00:00,145.50254209857323,
2021-11-25 03:30:00,145.7540566971632,
2021-11-25 04:00:00,148.00764804477208,
2021-11-25 06:00:00,157.9063737387631,
2021-11-25 08:00:00,151.90167458350408,
2021-11-25 10:30:00,158.7198334804588,
2021-11-25 11:00:00,155.38826881740212,
2021-11-25 23:59:59,152.29010246754058,c
2021-11-26 00:00:00,104.78554647562625,
