date,AS_IDV_2023_Q1,meta
2023-02-17 00:00:00,-49.312251228906405,
2023-02-17 01:00:00,-52.89900586499952,
2023-02-17 02:30:00,-54.981419316582375,
2023-02-17 03:00:00,-58.13653055179684,
2023-02-17 18:30:00,-58.13653055179684,
2023-02-17 20:00:00,-58.13653055179684,
2023-02-17 23:00:00,-58.13653055179684,
2023-02-17 23:59:59,-56.51520545594744,w
2023-02-20 00:00:00,-33.09625620526093,
2023-02-20 01:00:00,-35.08474764804046,
2023-02-20 02:30:00,-34.40578909976017,
2023-02-20 03:00:00,-35.78840415179434,
2023-02-20 18:30:00,-60.19079725748334,
2023-02-20 20:00:00,-62.59795316603315,
2023-02-20 23:00:00,-54.903252702866254,
2023-02-20 23:59:59,-54.943082518430714,c
2023-02-21 00:00:00,-64.76875993570418,
2023-02-21 01:00:00,-64.49090228581777,
2023-02-21 02:30:00,-63.73831189600551,
2023-02-21 03:00:00,-67.24095257035587,
2023-02-21 18:30:00,-72.2887700266845,
2023-02-21 20:00:00,-72.28791985623526,
2023-02-21 23:00:00,-81.02221652510181,
2023-02-21 23:59:59,-75.43701035605464,c
2023-02-22 00:00:00,-63.7484344249748,
2023-02-22 01:00:00,-61.603313612213796,
2023-02-22 02:30:00,-63.37514322674744,
2023-02-22 03:00:00,-62.50341144136256,
2023-02-22 18:30:00,-67.80014528737486,
2023-02-22 20:00:00,-81.94481284033229,
2023-02-22 23:00:00,-77.91751960939601,
2023-02-22 23:59:59,-75.74001018714502,c
2023-02-23 00:00:00,-82.90523979999796,
2023-02-23 01:00:00,-83.6224217964035,
2023-02-23 02:30:00,-83.37295302847167,
2023-02-23 03:00:00,-84.30352849618872,
2023-02-23 18:30:00,-80.48778242085787,
2023-02-23 20:00:00,-85.37404267953958,
2023-02-23 23:00:00,-81.62818142750523,
2023-02-23 23:59:59,-81.87109365996783,c
2023-02-24 00:00:00,-95.69408717721782,
2023-02-24 01:00:00,-95.83353934379521,
2023-02-24 02:30:00,-92.03038052038555,
2023-02-24 03:00:00,-89.67967985611679,
2023-02-24 18:30:00,-89.67967985611679,
2023-02-24 20:00:00,-89.67967985611679,
2023-02-24 23:00:00,-89.67967985611679,
2023-02-24 23:59:59,-90.08211213912337,w
2023-02-27 00:00:00,-108.53388172089413,
2023-02-27 01:00:00,-109.92993566975895,
2023-02-27 02:30:00,-106.15240629342497,
2023-02-27 03:00:00,-109.85880023935937,
2023-02-27 18:30:00,-106.21856778194737,
2023-02-27 20:00:00,-113.27035359307851,
2023-02-27 23:00:00,-98.81238639035632,
2023-02-27 23:59:59,-93.58428711636958,c
