date,AS_IDV_2023_Q1,meta
2023-02-28 00:00:00,-89.91057424918036,
2023-02-28 01:00:00,-83.53810640021486,
2023-02-28 02:30:00,-76.39128935380064,
2023-02-28 03:00:00,-85.53901024152813,
2023-02-28 18:30:00,-82.60635546893607,
2023-02-28 20:00:00,-73.62910109387963,
2023-02-28 23:00:00,-65.34336357727958,
2023-02-28 23:59:59,-68.54059976925677,c
2023-03-01 00:00:00,-69.61359372505885,
2023-03-01 01:00:00,-66.6312815847885,
2023-03-01 02:30:00,-65.56988947840392,
2023-03-01 03:00:00,-66.80047583469783,
2023-03-01 18:30:00,-66.76839819147598,
2023-03-01 20:00:00,-76.04881727692502,
2023-03-01 23:00:00,-95.16113541362756,
2023-03-01 23:59:59,-100.85973654776889,c
2023-03-02 00:00:00,-92.92303760757041,
2023-03-02 01:00:00,-95.76273817477016,
2023-03-02 02:30:00,-99.88923068915645,
2023-03-02 03:00:00,-103.38922906117676,
2023-03-02 18:30:00,-100.57493732079286,
2023-03-02 20:00:00,-101.41306981186781,
2023-03-02 23:00:00,-92.0065574004572,
2023-03-02 23:59:59,-88.99708811066918,c
2023-03-03 00:00:00,-93.23819168038779,
2023-03-03 01:00:00,-98.36814745752989,
2023-03-03 02:30:00,-94.33935204257014,
2023-03-03 03:00:00,-93.31540744189746,
2023-03-03 18:30:00,-93.31540744189746,
2023-03-03 20:00:00,-93.31540744189746,
2023-03-03 23:00:00,-93.31540744189746,
2023-03-03 23:59:59,-93.3934418885064,w
2023-03-06 00:00:00,-89.9147669400283,
2023-03-06 01:00:00,-85.22270288186279,
2023-03-06 02:30:00,-82.0546291212762,
2023-03-06 03:00:00,-82.3547278703637,
2023-03-06 18:30:00,-82.31331912113568,
2023-03-06 20:00:00,-72.76077498470197,
2023-03-06 23:00:00,-62.63275292153841,
2023-03-06 23:59:59,-67.02505613586514,c
2023-03-07 00:00:00,-77.91862059077522,
2023-03-07 01:00:00,-81.63342766751953,
2023-03-07 02:30:00,-82.73025385487907,
2023-03-07 03:00:00,-84.22339122635312,
2023-03-07 18:30:00,-82.21628130787894,
2023-03-07 20:00:00,-79.81430050290004,
2023-03-07 23:00:00,-60.55952310859975,
2023-03-07 23:59:59,-59.858356134456486,c
2023-03-08 00:00:00,-65.55845192675784,
2023-03-08 01:00:00,-65.99292566228567,
2023-03-08 02:30:00,-63.72524188157499,
2023-03-08 03:00:00,-67.29446666194687,
2023-03-08 18:30:00,-51.990902504008346,
2023-03-08 20:00:00,-48.91851438350618,
2023-03-08 23:00:00,-35.5896613087304,
2023-03-08 23:59:59,-35.88647485085636,c
2023-03-09 00:00:00,-41.258353703290666,
2023-03-09 01:00:00,-39.29050699732677,
2023-03-09 02:30:00,-35.50708242547135,
2023-03-09 03:00:00,-36.95586319519708,
2023-03-09 18:30:00,-36.95586319519708,
2023-03-09 20:00:00,-32.84815238070938,
2023-03-09 23:00:00,-2.678292502874285,
2023-03-09 23:59:59,-1.546019904850084,c
2023-03-10 00:00:00,-2.0657554710830937,
2023-03-10 01:00:00,1.8149976665969518,
2023-03-10 02:30:00,0.32485869027576086,
2023-03-10 03:00:00,-0.5651742775101809,
2023-03-10 18:30:00,-0.5651742775101809,
2023-03-10 20:00:00,-0.5651742775101809,
2023-03-10 23:00:00,-0.5651742775101809,
2023-03-10 23:59:59,0.0,a
2023-03-13 00:00:00,0.0,
2023-03-13 01:00:00,0.0,
2023-03-13 02:30:00,0.0,
2023-03-13 03:00:00,0.0,
2023-03-13 18:30:00,0.0,
2023-03-13 20:00:00,0.0,
2023-03-13 23:00:00,0.0,
2023-03-13 23:59:59,0.0,c
2023-03-14 00:00:00,0.0,
2023-03-14 01:00:00,0.0,
2023-03-14 02:30:00,0.0,
2023-03-14 03:00:00,0.0,
2023-03-14 18:30:00,0.0,
2023-03-14 20:00:00,0.0,
2023-03-14 23:00:00,0.0,
2023-03-14 23:59:59,0.0,c
2023-03-15 00:00:00,0.0,
2023-03-15 01:00:00,0.0,
2023-03-15 02:30:00,0.0,
2023-03-15 03:00:00,0.0,
2023-03-15 18:30:00,0.0,
2023-03-15 20:00:00,0.0,
2023-03-15 23:00:00,0.0,
2023-03-15 23:59:59,0.0,c
2023-03-16 00:00:00,0.0,
2023-03-16 01:00:00,0.0,
2023-03-16 02:30:00,0.0,
2023-03-16 03:00:00,0.0,
2023-03-16 18:30:00,0.0,
2023-03-16 20:00:00,0.0,
2023-03-16 23:00:00,0.0,
2023-03-16 23:59:59,0.0,c
2023-03-17 00:00:00,0.0,
2023-03-17 01:00:00,0.0,
2023-03-17 02:30:00,0.0,
2023-03-17 03:00:00,0.0,
2023-03-17 18:30:00,0.0,
2023-03-17 20:00:00,0.0,
2023-03-17 23:00:00,0.0,
2023-03-17 23:59:59,0.0,e
2023-03-20 00:00:00,0.0,
2023-03-20 01:00:00,0.0,
2023-03-20 02:30:00,0.0,
2023-03-20 03:00:00,0.0,
2023-03-20 18:30:00,0.0,
2023-03-20 20:00:00,0.0,
2023-03-20 23:00:00,0.0,
2023-03-20 23:59:59,0.0,c
2023-03-21 00:00:00,0.0,
2023-03-21 01:00:00,0.0,
2023-03-21 02:30:00,0.0,
2023-03-21 03:00:00,0.0,
2023-03-21 18:30:00,0.0,
2023-03-21 20:00:00,0.0,
2023-03-21 23:00:00,0.0,
2023-03-21 23:59:59,0.0,c
2023-03-22 00:00:00,0.0,
2023-03-22 01:00:00,0.0,
2023-03-22 02:30:00,0.0,
2023-03-22 03:00:00,0.0,
2023-03-22 18:30:00,0.0,
2023-03-22 20:00:00,0.0,
2023-03-22 23:00:00,0.0,
2023-03-22 23:59:59,0.0,c
2023-03-23 00:00:00,0.0,
2023-03-23 01:00:00,0.0,
2023-03-23 02:30:00,0.0,
2023-03-23 03:00:00,0.0,
2023-03-23 18:30:00,0.0,
2023-03-23 20:00:00,0.0,
2023-03-23 23:00:00,0.0,
2023-03-23 23:59:59,0.0,c
2023-03-24 00:00:00,0.0,
2023-03-24 01:00:00,0.0,
2023-03-24 02:30:00,0.0,
2023-03-24 03:00:00,0.0,
2023-03-24 18:30:00,0.0,
2023-03-24 20:00:00,0.0,
2023-03-24 23:00:00,0.0,
2023-03-24 23:59:59,0.0,w
2023-03-27 00:00:00,0.0,
2023-03-27 01:00:00,0.0,
2023-03-27 02:30:00,0.0,
2023-03-27 03:00:00,0.0,
2023-03-27 18:30:00,0.0,
2023-03-27 20:00:00,0.0,
2023-03-27 23:00:00,0.0,
2023-03-27 23:59:59,0.0,c
2023-03-28 00:00:00,0.0,
2023-03-28 01:00:00,0.0,
2023-03-28 02:30:00,0.0,
2023-03-28 03:00:00,0.0,
2023-03-28 18:30:00,0.0,
2023-03-28 20:00:00,0.0,
2023-03-28 23:00:00,0.0,
2023-03-28 23:59:59,0.0,c
2023-03-29 00:00:00,0.0,
2023-03-29 01:00:00,0.0,
2023-03-29 02:30:00,0.0,
2023-03-29 03:00:00,0.0,
2023-03-29 18:30:00,0.0,
2023-03-29 20:00:00,0.0,
2023-03-29 23:00:00,0.0,
2023-03-29 23:59:59,0.0,c
2023-03-30 00:00:00,0.0,
2023-03-30 01:00:00,0.0,
2023-03-30 02:30:00,0.0,
2023-03-30 03:00:00,0.0,
2023-03-30 18:30:00,0.0,
2023-03-30 20:00:00,0.0,
2023-03-30 23:00:00,0.0,
2023-03-30 23:59:59,0.0,c
2023-03-31 00:00:00,0.0,
2023-03-31 01:00:00,0.0,
2023-03-31 02:30:00,0.0,
2023-03-31 03:00:00,0.0,
2023-03-31 18:30:00,0.0,
2023-03-31 20:00:00,0.0,
2023-03-31 23:00:00,0.0,
2023-03-31 23:59:59,0.0,w
