date,AS_MSCI_EM_REST_STAY_2022_Q2,meta
2022-03-31 00:00:00,-99.18483627260127,
2022-03-31 01:00:00,-94.78841404974992,
2022-03-31 02:30:00,-94.78841404974992,
2022-03-31 03:00:00,-94.78841404974992,
2022-03-31 18:30:00,-94.78841404974992,
2022-03-31 20:00:00,-94.78841404974992,
2022-03-31 23:00:00,-129.89512720127675,
2022-03-31 23:59:59,-139.4591131124737,c
2022-04-01 00:00:00,-128.6890444177359,
2022-04-01 01:00:00,-138.15107690315983,
2022-04-01 02:30:00,-138.15107690315983,
2022-04-01 03:00:00,-138.15107690315983,
2022-04-01 18:30:00,-138.15107690315983,
2022-04-01 20:00:00,-138.15107690315983,
2022-04-01 23:00:00,-138.15107690315983,
2022-04-01 23:59:59,-140.66244401766505,w
2022-04-04 00:00:00,-115.05324344901578,
2022-04-04 01:00:00,-113.0066002810039,
2022-04-04 02:30:00,-113.0066002810039,
2022-04-04 03:00:00,-113.0066002810039,
2022-04-04 18:30:00,-113.0066002810039,
2022-04-04 20:00:00,-113.0066002810039,
2022-04-04 23:00:00,-132.8916644072001,
2022-04-04 23:59:59,-145.79225181059508,c
2022-04-05 00:00:00,-138.25995175839216,
2022-04-05 01:00:00,-133.67701455357803,
2022-04-05 02:30:00,-133.67701455357803,
2022-04-05 03:00:00,-133.67701455357803,
2022-04-05 18:30:00,-133.67701455357803,
2022-04-05 20:00:00,-133.67701455357803,
2022-04-05 23:00:00,-165.35735576355046,
2022-04-05 23:59:59,-164.2325037227772,c
2022-04-06 00:00:00,-159.22771532299146,
2022-04-06 01:00:00,-167.4353363374761,
2022-04-06 02:30:00,-167.4353363374761,
2022-04-06 03:00:00,-167.4353363374761,
2022-04-06 18:30:00,-167.4353363374761,
2022-04-06 20:00:00,-167.4353363374761,
2022-04-06 23:00:00,-208.57843726548037,
2022-04-06 23:59:59,-206.4432981925387,c
2022-04-07 00:00:00,-205.37331356483207,
2022-04-07 01:00:00,-189.48684748033418,
2022-04-07 02:30:00,-189.48684748033418,
2022-04-07 03:00:00,-189.48684748033418,
2022-04-07 18:30:00,-189.48684748033418,
2022-04-07 20:00:00,-189.48684748033418,
2022-04-07 23:00:00,-199.3830331708824,
2022-04-07 23:59:59,-202.34591362272056,c
2022-04-08 00:00:00,-204.03202254567202,
2022-04-08 01:00:00,-211.8229810237939,
2022-04-08 02:30:00,-211.8229810237939,
2022-04-08 03:00:00,-211.8229810237939,
2022-04-08 18:30:00,-211.8229810237939,
2022-04-08 20:00:00,-211.8229810237939,
2022-04-08 23:00:00,-211.8229810237939,
2022-04-08 23:59:59,-203.64254879557473,w
2022-04-11 00:00:00,-198.08554338206693,
2022-04-11 01:00:00,-194.01662383756513,
2022-04-11 02:30:00,-194.01662383756513,
2022-04-11 03:00:00,-194.01662383756513,
2022-04-11 18:30:00,-194.01662383756513,
2022-04-11 20:00:00,-194.01662383756513,
2022-04-11 23:00:00,-200.9389609261824,
2022-04-11 23:59:59,-191.5071102663261,c
2022-04-12 00:00:00,-196.05466501205876,
2022-04-12 01:00:00,-193.30289197331888,
2022-04-12 02:30:00,-193.30289197331888,
2022-04-12 03:00:00,-193.30289197331888,
2022-04-12 18:30:00,-193.30289197331888,
2022-04-12 20:00:00,-193.30289197331888,
2022-04-12 23:00:00,-204.77718522617545,
2022-04-12 23:59:59,-208.9527703654527,c
2022-04-13 00:00:00,-215.3915097740129,
2022-04-13 01:00:00,-211.56237200825933,
2022-04-13 02:30:00,-211.56237200825933,
2022-04-13 03:00:00,-211.56237200825933,
2022-04-13 18:30:00,-211.56237200825933,
2022-04-13 20:00:00,-211.56237200825933,
2022-04-13 23:00:00,-174.93429951203666,
2022-04-13 23:59:59,-162.72353871965788,c
2022-04-14 00:00:00,-165.0456839545833,
2022-04-14 01:00:00,-163.61340215074404,
2022-04-14 02:30:00,-163.61340215074404,
2022-04-14 03:00:00,-163.61340215074404,
2022-04-14 18:30:00,-163.61340215074404,
2022-04-14 20:00:00,-163.61340215074404,
2022-04-14 23:00:00,-163.946773377638,
2022-04-14 23:59:59,-152.73876601166853,c
2022-04-15 00:00:00,-146.7146179734541,
2022-04-15 01:00:00,-147.57855086192058,
2022-04-15 02:30:00,-147.57855086192058,
2022-04-15 03:00:00,-147.57855086192058,
2022-04-15 18:30:00,-147.57855086192058,
2022-04-15 20:00:00,-147.57855086192058,
2022-04-15 23:00:00,-147.57855086192058,
2022-04-15 23:59:59,-160.8106437985682,w
2022-04-18 00:00:00,-139.5901978722568,
2022-04-18 01:00:00,-152.76607522890401,
2022-04-18 02:30:00,-152.76607522890401,
2022-04-18 03:00:00,-152.76607522890401,
2022-04-18 18:30:00,-152.76607522890401,
2022-04-18 20:00:00,-152.76607522890401,
2022-04-18 23:00:00,-114.85510244685963,
2022-04-18 23:59:59,-114.99816219117429,c
2022-04-19 00:00:00,-117.38798271396593,
2022-04-19 01:00:00,-119.65245835153792,
2022-04-19 02:30:00,-119.65245835153792,
