date,MSCI_MXN_2022_Q1,meta
2022-01-05 00:00:00,-417.0667704507082,
2022-01-05 10:00:00,-470.72051442343627,
2022-01-05 10:30:00,-514.6237192512972,
2022-01-05 12:00:00,-480.925695838866,
2022-01-05 13:30:00,-506.46717132185177,
2022-01-05 15:00:00,-494.43422425459494,
2022-01-05 15:30:30,-494.43422425459494,
2022-01-05 23:59:59,-505.2563410015059,c
2022-01-06 00:00:00,-494.7240187787793,
2022-01-06 10:00:00,-502.20871124051564,
2022-01-06 10:30:00,-507.0187348719469,
2022-01-06 12:00:00,-481.79622024375067,
2022-01-06 13:30:00,-466.08953175884017,
2022-01-06 15:00:00,-467.7066574339078,
2022-01-06 15:30:30,-467.7066574339078,
2022-01-06 23:59:59,-466.48438997339235,c
2022-01-07 00:00:00,-449.1403809976746,
2022-01-07 10:00:00,-486.5422087627385,
2022-01-07 10:30:00,-474.6665900505682,
2022-01-07 12:00:00,-483.42186736782196,
2022-01-07 13:30:00,-474.69604189141273,
2022-01-07 15:00:00,-507.6628108306627,
2022-01-07 15:30:30,-507.6628108306627,
2022-01-07 23:59:59,-495.31874936927625,w
2022-01-10 00:00:00,-493.76005513278096,
2022-01-10 10:00:00,-508.1096829255066,
2022-01-10 10:30:00,-502.2205748647143,
2022-01-10 12:00:00,-508.35245170348844,
2022-01-10 13:30:00,-500.26029162735813,
2022-01-10 15:00:00,-474.55877721132447,
2022-01-10 15:30:30,-474.55877721132447,
2022-01-10 23:59:59,-465.56094351048523,c
2022-01-11 00:00:00,-503.94351926401123,
2022-01-11 10:00:00,-463.5916635552553,
2022-01-11 10:30:00,-487.1295984198505,
2022-01-11 12:00:00,-522.1369633499476,
2022-01-11 13:30:00,-518.4211006423484,
2022-01-11 15:00:00,-491.93852095675857,
2022-01-11 15:30:30,-491.93852095675857,
2022-01-11 23:59:59,-507.0684344056681,c
2022-01-12 00:00:00,-494.7379727994553,
2022-01-12 10:00:00,-536.9185242836743,
2022-01-12 10:30:00,-526.5666923771323,
2022-01-12 12:00:00,-556.7209190758585,
2022-01-12 13:30:00,-573.1770992423835,
2022-01-12 15:00:00,-544.1870098767545,
2022-01-12 15:30:30,-544.1870098767545,
2022-01-12 23:59:59,-507.2400789289036,c
2022-01-13 00:00:00,-534.6735144609584,
2022-01-13 10:00:00,-496.6703864273345,
2022-01-13 10:30:00,-480.44660319296963,
2022-01-13 12:00:00,-491.4243753683786,
2022-01-13 13:30:00,-496.46742414428354,
2022-01-13 15:00:00,-461.4345058121289,
2022-01-13 15:30:30,-461.4345058121289,
2022-01-13 23:59:59,-475.37546569064807,c
2022-01-14 00:00:00,-475.679879741876,
2022-01-14 10:00:00,-460.0574878528546,
2022-01-14 10:30:00,-469.01030160539676,
2022-01-14 12:00:00,-457.1035436872139,
2022-01-14 13:30:00,-441.48710943980313,
2022-01-14 15:00:00,-472.7545997441948,
2022-01-14 15:30:30,-472.7545997441948,
2022-01-14 23:59:59,-465.79111255115276,w
2022-01-17 00:00:00,-472.0148839421463,
2022-01-17 10:00:00,-492.86971663747363,
2022-01-17 10:30:00,-521.7096013573087,
2022-01-17 12:00:00,-544.647216379125,
2022-01-17 13:30:00,-547.050711202407,
2022-01-17 15:00:00,-513.9192578953384,
2022-01-17 15:30:30,-513.9192578953384,
2022-01-17 23:59:59,-511.49754013152005,c
2022-01-18 00:00:00,-496.4273120026337,
2022-01-18 10:00:00,-492.2873250509674,
2022-01-18 10:30:00,-456.0367645914216,
2022-01-18 12:00:00,-456.7935341111147,
2022-01-18 13:30:00,-416.2114224298143,
2022-01-18 15:00:00,-408.5144871797738,
2022-01-18 15:30:30,-408.5144871797738,s
2022-01-18 23:59:59,-395.1417271102605,c
2022-01-19 00:00:00,-406.14288470816473,
2022-01-19 10:00:00,-374.4610376025712,
2022-01-19 10:30:00,-365.1977797595514,
2022-01-19 12:00:00,-329.1853515574703,
2022-01-19 13:30:00,-315.4808543020681,
2022-01-19 15:00:00,-313.95277454541656,
2022-01-19 15:30:30,-313.95277454541656,
2022-01-19 23:59:59,-297.9861910811478,c
2022-01-20 00:00:00,-311.9491434794536,
2022-01-20 10:00:00,-293.1317691678828,
2022-01-20 10:30:00,-299.5316307289472,
2022-01-20 12:00:00,-260.32153414417644,
2022-01-20 13:30:00,-253.53149655976176,
2022-01-20 15:00:00,-247.5571950456947,
2022-01-20 15:30:30,-247.5571950456947,
2022-01-20 23:59:59,-273.3280094042075,c
2022-01-21 00:00:00,-269.36845077071075,
2022-01-21 10:00:00,-259.76745362107204,
2022-01-21 10:30:00,-234.55924635524616,
2022-01-21 12:00:00,-212.9055971146372,
2022-01-21 13:30:00,-204.05444981328128,
2022-01-21 15:00:00,-205.21147254227435,
2022-01-21 15:30:30,-205.21147254227435,
2022-01-21 23:59:59,-227.57809726033338,w
2022-01-24 00:00:00,-205.8858655596464,
2022-01-24 10:00:00,-175.82188120669707,
2022-01-24 10:30:00,-180.07553486404004,
2022-01-24 12:00:00,-172.30172797122577,
2022-01-24 13:30:00,-165.449680206023,
2022-01-24 15:00:00,-183.80880746939602,
2022-01-24 15:30:30,-183.80880746939602,
2022-01-24 23:59:59,-213.54777281217594,c
2022-01-25 00:00:00,-217.00670226852526,
2022-01-25 10:00:00,-224.97422749040243,
2022-01-25 10:30:00,-210.27742178802055,
2022-01-25 12:00:00,-233.44843499090803,
2022-01-25 13:30:00,-236.92869418873215,
2022-01-25 15:00:00,-274.6697197604817,
2022-01-25 15:30:30,-274.6697197604817,
2022-01-25 23:59:59,-284.02208421498517,c
2022-01-26 00:00:00,-284.2517200535008,
2022-01-26 10:00:00,-253.08237284450934,
2022-01-26 10:30:00,-246.78328334801654,
2022-01-26 12:00:00,-218.2639061148484,
2022-01-26 13:30:00,-199.74854850579823,
2022-01-26 15:00:00,-197.37570464282953,
2022-01-26 15:30:30,-197.37570464282953,
2022-01-26 23:59:59,-177.65741366033626,c
2022-01-27 00:00:00,-177.93588728143595,
2022-01-27 10:00:00,-175.74224566909288,
2022-01-27 10:30:00,-171.64329750662137,
2022-01-27 12:00:00,-157.055571741555,
2022-01-27 13:30:00,-106.99642248556756,
2022-01-27 15:00:00,-82.54497896435123,
2022-01-27 15:30:30,-82.54497896435123,
2022-01-27 23:59:59,-83.74581013005945,c
2022-01-28 00:00:00,-84.40852208744036,
2022-01-28 10:00:00,-52.85001704768865,
2022-01-28 10:30:00,-50.518551362809376,
2022-01-28 12:00:00,-85.65462248549784,
2022-01-28 13:30:00,-69.52645278732825,
2022-01-28 15:00:00,-75.70495972848494,
2022-01-28 15:30:30,-75.70495972848494,
2022-01-28 23:59:59,-74.91866132117775,w
2022-01-31 00:00:00,-67.13464150160416,
2022-01-31 10:00:00,-92.07376890140085,
2022-01-31 10:30:00,-91.84023308480892,
2022-01-31 12:00:00,-66.7595737292545,
2022-01-31 13:30:00,-84.29718195856913,
2022-01-31 15:00:00,-104.02348500609787,
2022-01-31 15:30:30,-104.02348500609787,
2022-01-31 23:59:59,-70.68000363881583,c
2022-02-01 00:00:00,-91.11344472739393,
2022-02-01 10:00:00,-69.32364720844635,
2022-02-01 10:30:00,-62.74261560700825,
2022-02-01 12:00:00,-36.19140965703264,
2022-02-01 13:30:00,-36.83769820201542,
2022-02-01 15:00:00,-49.696725561802396,
2022-02-01 15:30:30,-49.696725561802396,
2022-02-01 23:59:59,-71.03633322614405,c
2022-02-02 00:00:00,-80.15859194600353,
2022-02-02 10:00:00,-40.56276225898637,
2022-02-02 10:30:00,-43.17454051744562,
2022-02-02 12:00:00,-21.996712337314875,
2022-02-02 13:30:00,-38.11699867691277,
2022-02-02 15:00:00,-15.481122648796372,
2022-02-02 15:30:30,-15.481122648796372,
2022-02-02 23:59:59,-13.46656481507398,c
2022-02-03 00:00:00,-15.805875314322293,
2022-02-03 10:00:00,12.603202646458158,
2022-02-03 10:30:00,7.1323287843601975,
2022-02-03 12:00:00,27.572903620304714,
2022-02-03 13:30:00,34.67459801066798,
2022-02-03 15:00:00,65.17287691343608,
2022-02-03 15:30:30,65.17287691343608,
2022-02-03 23:59:59,67.89633813791852,c
2022-02-04 00:00:00,67.56958132003501,
2022-02-04 10:00:00,78.37541132801516,
2022-02-04 10:30:00,83.71159745793057,
2022-02-04 12:00:00,79.03107420549395,
2022-02-04 13:30:00,79.12100686539088,
2022-02-04 15:00:00,62.20329834354652,
2022-02-04 15:30:30,62.20329834354652,
2022-02-04 23:59:59,54.940675500587986,w
2022-02-07 00:00:00,54.940675500587986,
2022-02-07 10:00:00,54.940675500587986,
2022-02-07 10:30:00,54.940675500587986,
2022-02-07 12:00:00,54.940675500587986,
