date,EU_MSCI_DM_SC_2023_Q1,meta
2022-12-29 00:00:00,-330.49020058950896,
2022-12-29 03:30:00,-343.32730006883435,
2022-12-29 04:00:00,-338.6138517514558,
2022-12-29 06:00:00,-315.9082601062747,
2022-12-29 08:00:00,-324.1940847026216,
2022-12-29 10:30:00,-302.58544775028,
2022-12-29 11:00:00,-291.1306195076852,
2022-12-29 23:59:59,-289.49880591776656,c
2022-12-30 00:00:00,-242.5735438429353,
2022-12-30 03:30:00,-252.70314740121083,
2022-12-30 04:00:00,-263.83480145217055,
2022-12-30 06:00:00,-239.87331441225817,
2022-12-30 08:00:00,-237.37023245287537,
2022-12-30 10:30:00,-233.31670797589194,
2022-12-30 11:00:00,-234.00922349445798,
2022-12-30 23:59:59,-228.18225723845467,w
2023-01-02 00:00:00,-245.36792765831817,
2023-01-02 03:30:00,-235.95901162825973,
2023-01-02 04:00:00,-236.19398541740975,
2023-01-02 06:00:00,-239.61072240480283,
2023-01-02 08:00:00,-243.6860790731709,
2023-01-02 10:30:00,-254.54261081561162,
2023-01-02 11:00:00,-249.7450682649151,
2023-01-02 23:59:59,-245.75690265282498,c
2023-01-03 00:00:00,-257.18945004287,
2023-01-03 03:30:00,-260.8110309526494,
2023-01-03 04:00:00,-270.3954129873238,
2023-01-03 06:00:00,-263.305126226025,
2023-01-03 08:00:00,-253.35930831793047,
2023-01-03 10:30:00,-286.87460608927796,
2023-01-03 11:00:00,-293.6147551117013,
2023-01-03 23:59:59,-294.69179221480175,c
2023-01-04 00:00:00,-313.35883481318666,
2023-01-04 03:30:00,-307.5944935323183,
2023-01-04 04:00:00,-330.1002551606756,
2023-01-04 06:00:00,-363.14743166464234,
2023-01-04 08:00:00,-392.9876574786584,
2023-01-04 10:30:00,-387.4109941116727,
2023-01-04 11:00:00,-384.0266755237813,
2023-01-04 23:59:59,-398.7707831718852,c
2023-01-05 00:00:00,-413.4548685836028,
2023-01-05 03:30:00,-411.64677922245886,
2023-01-05 04:00:00,-407.0407941372423,
2023-01-05 06:00:00,-389.8621165830581,
2023-01-05 08:00:00,-378.7405324590253,
2023-01-05 10:30:00,-388.6991518914711,
2023-01-05 11:00:00,-379.51336593751637,
2023-01-05 23:59:59,-380.27197787347654,c
2023-01-06 00:00:00,-386.3638280804567,
2023-01-06 03:30:00,-407.6486983594667,
2023-01-06 04:00:00,-397.293938838367,
2023-01-06 06:00:00,-398.21028174643607,
2023-01-06 08:00:00,-403.2388411094361,
2023-01-06 10:30:00,-395.2105808871581,
2023-01-06 11:00:00,-417.8924093322371,
2023-01-06 23:59:59,-409.08673228382986,w
2023-01-09 00:00:00,-328.46523742836706,
2023-01-09 03:30:00,-312.1300530574251,
2023-01-09 04:00:00,-300.50726678437735,
2023-01-09 06:00:00,-344.3504076831426,
2023-01-09 08:00:00,-338.3095869715703,
2023-01-09 10:30:00,-328.28915255539965,
2023-01-09 11:00:00,-313.6312985355514,
2023-01-09 23:59:59,-294.0017745237085,c
2023-01-10 00:00:00,-350.97344697634367,
2023-01-10 03:30:00,-341.1330725714156,
2023-01-10 04:00:00,-350.3386072295261,
2023-01-10 06:00:00,-343.96788203478684,
2023-01-10 08:00:00,-339.7520945853622,
2023-01-10 10:30:00,-333.7568039386824,
2023-01-10 11:00:00,-333.1131240323596,
2023-01-10 23:59:59,-329.3086905902092,c
2023-01-11 00:00:00,-304.3413803643402,
2023-01-11 03:30:00,-328.86718176665926,
