date,PAR_MIGRATION_20210607,meta
2021-04-02 00:00:00,-199.15617296763864,
2021-04-02 10:00:00,-199.15617296763864,
2021-04-02 10:30:00,-199.15617296763864,
2021-04-02 12:00:00,-199.15617296763864,
2021-04-02 13:30:00,-199.15617296763864,
2021-04-02 15:00:00,-199.15617296763864,
2021-04-02 15:30:30,-199.15617296763864,
2021-04-02 23:59:59,-199.15617296763864,w
2021-04-05 00:00:00,-199.15617296763864,
2021-04-05 10:00:00,-204.0609393324161,
2021-04-05 10:30:00,-208.90797460507136,
2021-04-05 12:00:00,-174.94560706360133,
2021-04-05 13:30:00,-174.41980941544662,
2021-04-05 15:00:00,-170.0536264271196,
2021-04-05 15:30:30,-170.0536264271196,
2021-04-05 23:59:59,-156.7449384074359,c
2021-04-06 00:00:00,-173.28801405464063,
2021-04-06 10:00:00,-186.78561391960014,
2021-04-06 10:30:00,-187.15264614648325,
2021-04-06 12:00:00,-158.26030605107897,
2021-04-06 13:30:00,-149.41605490416597,
2021-04-06 15:00:00,-156.2535932233014,
2021-04-06 15:30:30,-156.2535932233014,
2021-04-06 23:59:59,-140.3245279446729,c
2021-04-07 00:00:00,-138.06152586443895,
2021-04-07 10:00:00,-116.32311764886802,
2021-04-07 10:30:00,-111.4484652684101,
2021-04-07 12:00:00,-86.52777570422322,
2021-04-07 13:30:00,-82.93818887936473,
2021-04-07 15:00:00,-70.86511524543036,
2021-04-07 15:30:30,-70.86511524543036,
2021-04-07 23:59:59,-59.45402210955524,c
2021-04-08 00:00:00,-85.75591907738661,
2021-04-08 10:00:00,-68.27065756143355,
2021-04-08 10:30:00,-56.76944624925548,
2021-04-08 12:00:00,-91.94475457696205,
2021-04-08 13:30:00,-90.05774864295506,
2021-04-08 15:00:00,-87.86169350041357,
2021-04-08 15:30:30,-87.86169350041357,
2021-04-08 23:59:59,-95.88120665105902,c
2021-04-09 00:00:00,-84.76029617096816,
2021-04-09 10:00:00,-100.57332018592419,
2021-04-09 10:30:00,-106.8706219341768,
2021-04-09 12:00:00,-117.59738739282321,
2021-04-09 13:30:00,-123.78516361586455,
2021-04-09 15:00:00,-121.19253696169088,
2021-04-09 15:30:30,-121.19253696169088,
2021-04-09 23:59:59,-115.30513087125604,w
2021-04-12 00:00:00,-118.06462494150242,
2021-04-12 10:00:00,-86.72317607715252,
2021-04-12 10:30:00,-86.73382721921706,
2021-04-12 12:00:00,-77.74189817948454,
2021-04-12 13:30:00,-73.25155334252861,
2021-04-12 15:00:00,-71.07462501789996,
2021-04-12 15:30:30,-71.07462501789996,
2021-04-12 23:59:59,-77.60039060447889,c
2021-04-13 00:00:00,-79.687466157048,
2021-04-13 10:00:00,-54.47152182971885,
2021-04-13 10:30:00,-64.30201949321369,
2021-04-13 12:00:00,-70.18632859408672,
2021-04-13 13:30:00,-70.2472966941126,
2021-04-13 15:00:00,-61.512196499857765,
2021-04-13 15:30:30,-61.512196499857765,
2021-04-13 23:59:59,-70.13691427253113,c
2021-04-14 00:00:00,-73.37829385247088,
2021-04-14 10:00:00,-85.0407819271897,
2021-04-14 10:30:00,-77.59818159113806,
2021-04-14 12:00:00,-105.40825482316893,
2021-04-14 13:30:00,-94.61406538990883,
2021-04-14 15:00:00,-84.89016739256459,
2021-04-14 15:30:30,-84.89016739256459,
2021-04-14 23:59:59,-90.2805640787459,c
2021-04-15 00:00:00,-92.86653409383393,
2021-04-15 10:00:00,-84.82686384195648,
2021-04-15 10:30:00,-66.00491135683478,
2021-04-15 12:00:00,-53.4661333709916,
2021-04-15 13:30:00,-30.86192844951313,
2021-04-15 15:00:00,-45.421125442278026,
2021-04-15 15:30:30,-45.421125442278026,
2021-04-15 23:59:59,-53.5576771707058,c
2021-04-16 00:00:00,-73.24932416198195,
2021-04-16 10:00:00,-111.71673359456787,
2021-04-16 10:30:00,-117.7947872801659,
2021-04-16 12:00:00,-131.2536223943478,
2021-04-16 13:30:00,-131.58327906600036,
2021-04-16 15:00:00,-152.4794858973133,
2021-04-16 15:30:30,-152.4794858973133,
2021-04-16 23:59:59,-150.00678319449705,w
2021-04-19 00:00:00,-166.96596243717053,
2021-04-19 10:00:00,-170.05508941202427,
2021-04-19 10:30:00,-156.5352591714749,
2021-04-19 12:00:00,-144.7467182865865,
2021-04-19 13:30:00,-134.3164730627952,
2021-04-19 15:00:00,-150.85621203046801,
2021-04-19 15:30:30,-150.85621203046801,
2021-04-19 23:59:59,-152.45717784047778,c
2021-04-20 00:00:00,-159.6321060143783,
2021-04-20 10:00:00,-144.17367510496373,
2021-04-20 10:30:00,-136.58957523059158,
2021-04-20 12:00:00,-106.92421103358322,
2021-04-20 13:30:00,-109.44220341069794,
2021-04-20 15:00:00,-100.6662875082275,
2021-04-20 15:30:30,-100.6662875082275,
2021-04-20 23:59:59,-128.3956877655169,c
2021-04-21 00:00:00,-113.32292366763349,
2021-04-21 10:00:00,-122.04774003176104,
2021-04-21 10:30:00,-133.92165961904013,
2021-04-21 12:00:00,-130.34651837945964,
2021-04-21 13:30:00,-143.2436673270901,
2021-04-21 15:00:00,-147.8115059249673,
2021-04-21 15:30:30,-147.8115059249673,
2021-04-21 23:59:59,-154.95986445880075,c
2021-04-22 00:00:00,-170.79849294249144,
2021-04-22 10:00:00,-158.1338762073399,
2021-04-22 10:30:00,-144.04419791423575,
2021-04-22 12:00:00,-176.1726112387606,
2021-04-22 13:30:00,-150.1163109589717,
2021-04-22 15:00:00,-145.0397603432044,
2021-04-22 15:30:30,-145.0397603432044,
2021-04-22 23:59:59,-137.8199561826855,c
2021-04-23 00:00:00,-138.11559133037426,
2021-04-23 10:00:00,-159.81503731121646,
2021-04-23 10:30:00,-160.47070641669964,
2021-04-23 12:00:00,-149.0895848470797,
2021-04-23 13:30:00,-153.87863746314886,
2021-04-23 15:00:00,-164.21411166974363,
2021-04-23 15:30:30,-164.21411166974363,
2021-04-23 23:59:59,-165.0253412911778,w
2021-04-26 00:00:00,-180.97163456892176,
2021-04-26 10:00:00,-165.3240744756607,
2021-04-26 10:30:00,-155.92054075648625,
2021-04-26 12:00:00,-170.03543428997622,
2021-04-26 13:30:00,-170.07771517523113,
2021-04-26 15:00:00,-178.997112361665,
2021-04-26 15:30:30,-178.997112361665,
2021-04-26 23:59:59,-188.0811602381169,c
2021-04-27 00:00:00,-191.11471148586932,
2021-04-27 10:00:00,-222.75673036084808,
2021-04-27 10:30:00,-224.9691929719896,
2021-04-27 12:00:00,-219.89524966623307,
2021-04-27 13:30:00,-214.01502887371473,
2021-04-27 15:00:00,-226.01597356632706,
2021-04-27 15:30:30,-226.01597356632706,
2021-04-27 23:59:59,-231.89595838462682,c
2021-04-28 00:00:00,-236.83801810226296,
2021-04-28 10:00:00,-203.78722819799148,
2021-04-28 10:30:00,-206.6005266464019,
2021-04-28 12:00:00,-207.36933528387064,
2021-04-28 13:30:00,-211.4069437482378,
2021-04-28 15:00:00,-211.71332250492875,
2021-04-28 15:30:30,-211.71332250492875,
2021-04-28 23:59:59,-216.3716366381913,c
2021-04-29 00:00:00,-217.676413100266,
2021-04-29 10:00:00,-218.15325238266192,
2021-04-29 10:30:00,-216.87630909015522,
2021-04-29 12:00:00,-202.89254421883132,
2021-04-29 13:30:00,-181.12502690960488,
2021-04-29 15:00:00,-195.5201065985544,
2021-04-29 15:30:30,-195.5201065985544,
2021-04-29 23:59:59,-195.89514894804253,c
2021-04-30 00:00:00,-184.42085114022498,
2021-04-30 10:00:00,-204.99098444916385,
2021-04-30 10:30:00,-214.94382722800057,
2021-04-30 12:00:00,-190.31947262575616,
2021-04-30 13:30:00,-190.4748071537226,
2021-04-30 15:00:00,-181.65840464029733,
2021-04-30 15:30:30,-181.65840464029733,
2021-04-30 23:59:59,-200.92720272134497,w
2021-05-03 00:00:00,-216.11329917859914,
2021-05-03 10:00:00,-203.8332954759929,
2021-05-03 10:30:00,-197.97794331382326,
2021-05-03 12:00:00,-204.41958489005086,
2021-05-03 13:30:00,-199.12635841324337,
2021-05-03 15:00:00,-189.140123251181,
2021-05-03 15:30:30,-189.140123251181,
2021-05-03 23:59:59,-185.38578681348125,c
2021-05-04 00:00:00,-155.46688128356263,
2021-05-04 10:00:00,-167.89034481894797,
2021-05-04 10:30:00,-198.75062680799473,
2021-05-04 12:00:00,-183.22939334121665,
2021-05-04 13:30:00,-193.87206814956343,
2021-05-04 15:00:00,-204.11705381308545,
2021-05-04 15:30:30,-204.11705381308545,
2021-05-04 23:59:59,-222.49958989850197,c
2021-05-05 00:00:00,-263.7800847909755,
2021-05-05 10:00:00,-244.36183967873765,
2021-05-05 10:30:00,-231.62094608864467,
2021-05-05 12:00:00,-242.77902479236943,
2021-05-05 13:30:00,-236.01174319489454,
2021-05-05 15:00:00,-236.21477942836302,
2021-05-05 15:30:30,-236.21477942836302,
2021-05-05 23:59:59,-232.02762668727402,c
2021-05-06 00:00:00,-254.4258733791804,
2021-05-06 10:00:00,-246.73470167295218,
2021-05-06 10:30:00,-234.439625413397,
2021-05-06 12:00:00,-210.37101003321797,
2021-05-06 13:30:00,-211.93560148457735,
2021-05-06 15:00:00,-195.1464378333678,
2021-05-06 15:30:30,-195.1464378333678,
2021-05-06 23:59:59,-207.45324659543425,c
2021-05-07 00:00:00,-220.73076934479994,
2021-05-07 10:00:00,-209.08490099104867,
2021-05-07 10:30:00,-215.06211797845836,
2021-05-07 12:00:00,-220.75202069653565,
2021-05-07 13:30:00,-257.29418134444484,
2021-05-07 15:00:00,-255.15664594925042,
2021-05-07 15:30:30,-255.15664594925042,s
2021-05-07 23:59:59,-255.6788084897665,w
2021-05-10 00:00:00,-263.9813106956383,
2021-05-10 10:00:00,-265.0239591595283,
