date,AS_MSCI_EM_REST_MIG_2022_Q1,meta
2021-12-29 00:00:00,-281.2548843718177,
2021-12-29 01:00:00,-287.1462078664186,
2021-12-29 02:30:00,-287.1462078664186,
2021-12-29 03:00:00,-287.1462078664186,
2021-12-29 18:30:00,-287.1462078664186,
2021-12-29 20:00:00,-260.27190577963245,
2021-12-29 23:00:00,-225.80899685593033,
2021-12-29 23:59:59,-216.46906613413833,c
2021-12-30 00:00:00,-214.03038863470113,
2021-12-30 01:00:00,-214.79071199866485,
2021-12-30 02:30:00,-214.79071199866485,
2021-12-30 03:00:00,-214.79071199866485,
2021-12-30 18:30:00,-214.79071199866485,
2021-12-30 20:00:00,-214.79071199866485,
2021-12-30 23:00:00,-214.79071199866485,
2021-12-30 23:59:59,-207.1101659801905,c
2021-12-31 00:00:00,-207.1101659801905,
2021-12-31 01:00:00,-207.1101659801905,
2021-12-31 02:30:00,-207.1101659801905,
2021-12-31 03:00:00,-207.1101659801905,
2021-12-31 18:30:00,-207.1101659801905,
2021-12-31 20:00:00,-207.1101659801905,
2021-12-31 23:00:00,-207.1101659801905,
2021-12-31 23:59:59,-207.1101659801905,w
2022-01-03 00:00:00,-135.871410289492,
2022-01-03 01:00:00,-134.96119511677145,
2022-01-03 02:30:00,-134.96119511677145,
2022-01-03 03:00:00,-134.96119511677145,
2022-01-03 18:30:00,-134.96119511677145,
2022-01-03 20:00:00,-56.35515333555078,
2022-01-03 23:00:00,2.6533979869275512,
2022-01-03 23:59:59,44.57984998647946,c
2022-01-04 00:00:00,48.36932357600318,
2022-01-04 01:00:00,37.32999644514274,
2022-01-04 02:30:00,37.32999644514274,
2022-01-04 03:00:00,37.32999644514274,
2022-01-04 18:30:00,37.32999644514274,
2022-01-04 20:00:00,89.44579971818108,
2022-01-04 23:00:00,139.13961667948757,
2022-01-04 23:59:59,142.74322556882737,c
2022-01-05 00:00:00,132.96969381258583,
2022-01-05 01:00:00,115.13173614162132,
2022-01-05 02:30:00,115.13173614162132,
2022-01-05 03:00:00,115.13173614162132,
2022-01-05 18:30:00,115.13173614162132,
2022-01-05 20:00:00,71.42363321533121,
2022-01-05 23:00:00,139.03111970339012,
2022-01-05 23:59:59,157.05663873041703,c
2022-01-06 00:00:00,169.12651838791655,
2022-01-06 01:00:00,124.04397850994361,
2022-01-06 02:30:00,124.04397850994361,
2022-01-06 03:00:00,124.04397850994361,
2022-01-06 18:30:00,124.04397850994361,
2022-01-06 20:00:00,156.38218557867202,
2022-01-06 23:00:00,184.83413288486537,
2022-01-06 23:59:59,196.1519594969669,c
2022-01-07 00:00:00,205.96051634097756,
2022-01-07 01:00:00,233.75513245098134,
2022-01-07 02:30:00,233.75513245098134,
2022-01-07 03:00:00,233.75513245098134,
2022-01-07 18:30:00,233.75513245098134,
2022-01-07 20:00:00,233.75513245098134,
2022-01-07 23:00:00,233.75513245098134,
2022-01-07 23:59:59,227.68328617438343,w
