date,EU_SPYW_2022_Q2,meta
2022-05-20 00:00:00,127.5680874703038,
2022-05-20 03:30:00,123.9932237791212,
2022-05-20 04:00:00,122.6253269443157,
2022-05-20 06:00:00,105.50872191207213,
2022-05-20 08:00:00,105.12887561254115,
2022-05-20 10:30:00,92.27173044186372,
2022-05-20 11:00:00,87.09847526633257,
2022-05-20 23:59:59,88.89430910271972,w
2022-05-23 00:00:00,97.61784856976112,
2022-05-23 03:30:00,104.94128166013468,
2022-05-23 04:00:00,105.70475822809374,
2022-05-23 06:00:00,91.90238697899667,
2022-05-23 08:00:00,95.56960680017221,
2022-05-23 10:30:00,93.22239153620501,
2022-05-23 11:00:00,92.5504977227638,
2022-05-23 23:59:59,120.07537881487849,c
2022-05-24 00:00:00,128.5459714815579,
2022-05-24 03:30:00,115.27684156341104,
2022-05-24 04:00:00,111.90283582681491,
2022-05-24 06:00:00,104.76986701884573,
2022-05-24 08:00:00,89.45059805921608,
2022-05-24 10:30:00,50.89072707055607,
2022-05-24 11:00:00,41.080721522837166,
2022-05-24 23:59:59,43.32939385101338,c
2022-05-25 00:00:00,46.40489179215308,
2022-05-25 03:30:00,53.89334848376143,
2022-05-25 04:00:00,42.6144054905925,
2022-05-25 06:00:00,61.23325157777663,
2022-05-25 08:00:00,63.12112398757199,
2022-05-25 10:30:00,64.20942321393659,
2022-05-25 11:00:00,56.94181004602251,
2022-05-25 23:59:59,44.407243699222136,c
2022-05-26 00:00:00,53.802532483650566,
2022-05-26 03:30:00,34.72011711758478,
2022-05-26 04:00:00,45.034768040989206,
2022-05-26 06:00:00,36.613005730088844,
2022-05-26 08:00:00,53.27705469785383,
2022-05-26 10:30:00,65.29243061921647,
2022-05-26 11:00:00,75.24643067954594,
2022-05-26 23:59:59,77.86402625384676,c
2022-05-27 00:00:00,62.718793143026915,
2022-05-27 03:30:00,101.34590622622204,
2022-05-27 04:00:00,101.59688439326669,
2022-05-27 06:00:00,114.44728906398063,
2022-05-27 08:00:00,95.44055699750504,
2022-05-27 10:30:00,96.58465522861468,
2022-05-27 11:00:00,106.56238855824006,
