date,SPHD_2022_Q1,meta
2022-01-14 00:00:00,-48.82932808770819,
2022-01-14 10:00:00,-63.931818771107814,
2022-01-14 10:30:00,-59.52648273677849,
2022-01-14 12:00:00,-49.88411130252122,
2022-01-14 13:30:00,-31.74196929862077,
2022-01-14 15:00:00,-33.69729883962336,
2022-01-14 15:30:30,-33.69729883962336,
2022-01-14 23:59:59,-41.540086045584815,w
2022-01-17 00:00:00,-41.540086045584815,
2022-01-17 10:00:00,-41.540086045584815,
2022-01-17 10:30:00,-41.540086045584815,
2022-01-17 12:00:00,-41.540086045584815,
2022-01-17 13:30:00,-41.540086045584815,
2022-01-17 15:00:00,-41.540086045584815,
2022-01-17 15:30:30,-41.540086045584815,
2022-01-17 23:59:59,-41.540086045584815,c
2022-01-18 00:00:00,-41.5720251159275,
2022-01-18 10:00:00,-36.82435338291296,
2022-01-18 10:30:00,-42.75170114238361,
2022-01-18 12:00:00,-44.18956941775174,
2022-01-18 13:30:00,-30.701865017098545,
2022-01-18 15:00:00,-38.41143758258714,
2022-01-18 15:30:30,-38.41143758258714,
2022-01-18 23:59:59,-32.67920004262143,c
2022-01-19 00:00:00,-49.16093947405764,
2022-01-19 10:00:00,-48.571808064100125,
2022-01-19 10:30:00,-36.78884175444354,
2022-01-19 12:00:00,-20.737217744290902,
2022-01-19 13:30:00,-25.088882958887208,
2022-01-19 15:00:00,-21.27151017669723,
2022-01-19 15:30:30,-21.27151017669723,
2022-01-19 23:59:59,-23.306837953479043,c
2022-01-20 00:00:00,-28.703168238541796,
2022-01-20 10:00:00,-1.459102045651301,
2022-01-20 10:30:00,-11.212983794051564,
2022-01-20 12:00:00,-22.51474229539716,
2022-01-20 13:30:00,-21.89251052147073,
2022-01-20 15:00:00,-28.075126423049955,
2022-01-20 15:30:30,-28.075126423049955,
2022-01-20 23:59:59,-20.09798418465071,c
2022-01-21 00:00:00,-16.643132833989306,
2022-01-21 10:00:00,-7.058207521309363,
2022-01-21 10:30:00,-1.050293960267572,
2022-01-21 12:00:00,-3.3952202870915134,
2022-01-21 13:30:00,-8.515166966045314,
2022-01-21 15:00:00,-3.0496984144215222,
2022-01-21 15:30:30,-3.0496984144215222,
2022-01-21 23:59:59,2.6381535540220593,w
2022-01-24 00:00:00,0.22339287106447792,
2022-01-24 10:00:00,-0.3429254237930124,
2022-01-24 10:30:00,1.5067262130094239,
2022-01-24 12:00:00,30.177784174446835,
2022-01-24 13:30:00,13.254737364278075,
2022-01-24 15:00:00,2.9105421298039786,
2022-01-24 15:30:30,2.9105421298039786,
2022-01-24 23:59:59,0.0,a
2022-01-25 00:00:00,15.234376189401235,
2022-01-25 10:00:00,33.818843913926926,
2022-01-25 10:30:00,34.69205095786633,
2022-01-25 12:00:00,33.334491595058125,
2022-01-25 13:30:00,33.375508323046006,
2022-01-25 15:00:00,34.10877390053655,
2022-01-25 15:30:30,34.10877390053655,
2022-01-25 23:59:59,38.038503195306774,c
2022-01-26 00:00:00,32.11902672964847,
2022-01-26 10:00:00,38.43113838522055,
2022-01-26 10:30:00,33.23163721264679,
2022-01-26 12:00:00,12.231961791626613,
2022-01-26 13:30:00,5.327849273902803,
2022-01-26 15:00:00,-0.28882583465948386,
2022-01-26 15:30:30,-0.28882583465948386,
2022-01-26 23:59:59,5.010830558461991,c
2022-01-27 00:00:00,-7.701380538898881,
2022-01-27 10:00:00,17.517608295064605,
2022-01-27 10:30:00,10.093460499148206,
2022-01-27 12:00:00,4.098032427098719,
2022-01-27 13:30:00,7.7253112825522186,
2022-01-27 15:00:00,-4.1007544273469065,
2022-01-27 15:30:30,-4.1007544273469065,
2022-01-27 23:59:59,-2.2864866350087567,c
2022-01-28 00:00:00,-25.864341059568975,
2022-01-28 10:00:00,-25.887407113587795,
2022-01-28 10:30:00,-36.89051828660446,
2022-01-28 12:00:00,-61.40213404537822,
2022-01-28 13:30:00,-47.187587815400335,
2022-01-28 15:00:00,-44.49905311222038,
2022-01-28 15:30:30,-44.49905311222038,
2022-01-28 23:59:59,-53.532255456576436,w
2022-01-31 00:00:00,-65.62821903118162,
2022-01-31 10:00:00,-61.51923797207232,
2022-01-31 10:30:00,-65.81549884833535,
2022-01-31 12:00:00,-58.31665582024536,
2022-01-31 13:30:00,-57.786933755242146,
2022-01-31 15:00:00,-65.63489169585732,
2022-01-31 15:30:30,-65.63489169585732,
2022-01-31 23:59:59,-59.90917126099076,e
2022-02-01 00:00:00,-81.02551705845768,
2022-02-01 10:00:00,-84.43259930092172,
2022-02-01 10:30:00,-88.87948996473706,
2022-02-01 12:00:00,-92.27166183688526,
2022-02-01 13:30:00,-90.0917772270332,
2022-02-01 15:00:00,-86.51131524067483,
2022-02-01 15:30:30,-86.51131524067483,
2022-02-01 23:59:59,-96.0316580688211,c
2022-02-02 00:00:00,-112.2680913747708,
2022-02-02 10:00:00,-119.18599661760828,
2022-02-02 10:30:00,-114.69749669287334,
2022-02-02 12:00:00,-114.64784972583837,
2022-02-02 13:30:00,-119.59944294080717,
2022-02-02 15:00:00,-134.22547631152952,
2022-02-02 15:30:30,-134.22547631152952,
2022-02-02 23:59:59,-139.71657226055783,c
2022-02-03 00:00:00,-127.10047510306163,
2022-02-03 10:00:00,-149.24222621622897,
2022-02-03 10:30:00,-149.48248094038198,
2022-02-03 12:00:00,-133.1333436506311,
2022-02-03 13:30:00,-139.27810997537313,
2022-02-03 15:00:00,-140.49218826879533,
2022-02-03 15:30:30,-140.49218826879533,
2022-02-03 23:59:59,-140.01745982071287,c
2022-02-04 00:00:00,-145.59692744156223,
2022-02-04 10:00:00,-147.74206526084947,
2022-02-04 10:30:00,-153.16420199493612,
2022-02-04 12:00:00,-142.9417102433097,
2022-02-04 13:30:00,-150.39597005555942,
2022-02-04 15:00:00,-151.99845227071864,
2022-02-04 15:30:30,-151.99845227071864,
2022-02-04 23:59:59,-146.19934918657108,w
2022-02-07 00:00:00,-150.83786431380983,
2022-02-07 10:00:00,-132.96370978909295,
2022-02-07 10:30:00,-128.99514985045982,
2022-02-07 12:00:00,-125.05878019447763,
2022-02-07 13:30:00,-126.38467378895919,
2022-02-07 15:00:00,-114.92556741294436,
2022-02-07 15:30:30,-114.92556741294436,
2022-02-07 23:59:59,-107.95063354359931,c
2022-02-08 00:00:00,-65.22504274027364,
2022-02-08 10:00:00,-50.689689096963875,
2022-02-08 10:30:00,-47.80318958585018,
2022-02-08 12:00:00,-58.02272312018208,
2022-02-08 13:30:00,-61.291874180686406,
2022-02-08 15:00:00,-63.67575050528042,
2022-02-08 15:30:30,-63.67575050528042,
2022-02-08 23:59:59,-66.43534798939255,c
2022-02-09 00:00:00,-80.6356931736986,
2022-02-09 10:00:00,-79.23533421254943,
2022-02-09 10:30:00,-81.0004401743641,
2022-02-09 12:00:00,-84.8994513315628,
2022-02-09 13:30:00,-85.25156616153421,
2022-02-09 15:00:00,-95.17444117028384,
2022-02-09 15:30:30,-95.17444117028384,
2022-02-09 23:59:59,-100.62134273386145,c
2022-02-10 00:00:00,-29.909648068685105,
2022-02-10 10:00:00,-89.13023634150845,
2022-02-10 10:30:00,-79.70939759954625,
2022-02-10 12:00:00,-79.39029302400102,
2022-02-10 13:30:00,-75.41279419474027,
2022-02-10 15:00:00,-74.0338678397879,
2022-02-10 15:30:30,-74.0338678397879,
2022-02-10 23:59:59,-69.2705661475032,c
2022-02-11 00:00:00,-65.25559816802446,
2022-02-11 10:00:00,-101.67208499103128,
2022-02-11 10:30:00,-87.40360103105414,
2022-02-11 12:00:00,-76.51114536395548,
2022-02-11 13:30:00,-77.97334469288138,
2022-02-11 15:00:00,-65.84011960113658,
2022-02-11 15:30:30,-65.84011960113658,
2022-02-11 23:59:59,-75.23776478810966,w
2022-02-14 00:00:00,-78.65873970633213,
2022-02-14 10:00:00,-82.52399456072457,
2022-02-14 10:30:00,-87.38174223584028,
2022-02-14 12:00:00,-96.34140980557541,
2022-02-14 13:30:00,-94.36385914760304,
2022-02-14 15:00:00,-102.10294770647614,
2022-02-14 15:30:30,-102.10294770647614,
2022-02-14 23:59:59,-93.34140388468504,c
