date,MOAT_HEDGED_2022_Q3,meta
2022-08-12 00:00:00,86.42557957042584,
2022-08-12 10:00:00,145.76287310224177,
2022-08-12 10:30:00,160.31323875032024,
2022-08-12 12:00:00,161.06882587642224,
2022-08-12 13:30:00,164.98310307982376,
2022-08-12 15:00:00,160.80034428705392,
2022-08-12 15:30:30,160.80034428705392,
2022-08-12 23:59:59,179.75031681001735,w
2022-08-15 00:00:00,189.8823498351195,
2022-08-15 10:00:00,215.3573775565302,
2022-08-15 10:30:00,191.9746694010713,
2022-08-15 12:00:00,217.98097269682705,
2022-08-15 13:30:00,224.63844636738907,
2022-08-15 15:00:00,225.3488006441122,
2022-08-15 15:30:30,225.3488006441122,
2022-08-15 23:59:59,220.0164049925578,c
2022-08-16 00:00:00,189.88207042349848,
2022-08-16 10:00:00,188.7148108809646,
2022-08-16 10:30:00,160.88232119487986,
2022-08-16 12:00:00,203.91577084603716,
2022-08-16 13:30:00,206.12659174202565,
2022-08-16 15:00:00,192.7141885091288,
2022-08-16 15:30:30,192.7141885091288,
2022-08-16 23:59:59,203.10968651519659,c
2022-08-17 00:00:00,162.4463480138253,
2022-08-17 10:00:00,179.34210248235706,
2022-08-17 10:30:00,160.89429705345776,
2022-08-17 12:00:00,160.37784372808403,
2022-08-17 13:30:00,158.6884190929544,
2022-08-17 15:00:00,184.92655713177658,
2022-08-17 15:30:30,184.92655713177658,
2022-08-17 23:59:59,178.51766644995962,c
2022-08-18 00:00:00,188.36235861540115,
2022-08-18 10:00:00,152.7609705850822,
2022-08-18 10:30:00,150.06784160056998,
2022-08-18 12:00:00,169.41815150392006,
2022-08-18 13:30:00,167.58739872168496,
2022-08-18 15:00:00,145.48562864995995,
2022-08-18 15:30:30,145.48562864995995,
2022-08-18 23:59:59,135.98337210785087,c
2022-08-19 00:00:00,114.86923079805217,
2022-08-19 10:00:00,67.40400574269563,
2022-08-19 10:30:00,75.70674668132494,
2022-08-19 12:00:00,62.023512857241144,
2022-08-19 13:30:00,47.440478642906214,
2022-08-19 15:00:00,49.74227974518578,
2022-08-19 15:30:30,49.74227974518578,
2022-08-19 23:59:59,48.19639746972041,w
2022-08-22 00:00:00,-63.837756152530346,
2022-08-22 10:00:00,-12.629485911419465,
2022-08-22 10:30:00,-23.34332726315563,
2022-08-22 12:00:00,-19.604129088633158,
2022-08-22 13:30:00,-23.10694142142654,
2022-08-22 15:00:00,-34.56095277628026,
2022-08-22 15:30:30,-34.56095277628026,
2022-08-22 23:59:59,-45.77831879956125,c
2022-08-23 00:00:00,-38.66938240281979,
2022-08-23 10:00:00,-76.2773198268194,
2022-08-23 10:30:00,-42.87675789995615,
2022-08-23 12:00:00,-62.1244136631168,
2022-08-23 13:30:00,-63.04676044362486,
2022-08-23 15:00:00,-64.21864085041193,
2022-08-23 15:30:30,-64.21864085041193,
2022-08-23 23:59:59,-70.24693416248772,c
2022-08-24 00:00:00,-67.24151440615105,
2022-08-24 10:00:00,-80.25143334914037,
2022-08-24 10:30:00,-80.2754436372993,
2022-08-24 12:00:00,-40.41837302830936,
2022-08-24 13:30:00,-74.44656777462978,
2022-08-24 15:00:00,-53.74001221105061,
2022-08-24 15:30:30,-53.74001221105061,
2022-08-24 23:59:59,-60.3152580890976,c
2022-08-25 00:00:00,-55.23199211603253,
2022-08-25 10:00:00,-59.33447689628724,
2022-08-25 10:30:00,-49.84394370110351,
2022-08-25 12:00:00,-61.461092969315246,
2022-08-25 13:30:00,-55.15940093305562,
2022-08-25 15:00:00,-52.92996471861977,
2022-08-25 15:30:30,-52.92996471861977,
2022-08-25 23:59:59,-39.664657311536644,c
2022-08-26 00:00:00,-6.861251404422205,
2022-08-26 10:00:00,-23.7297588225249,
2022-08-26 10:30:00,-34.46603198511343,
2022-08-26 12:00:00,-72.89728663745416,
2022-08-26 13:30:00,-93.69147052169126,
2022-08-26 15:00:00,-93.76631250169578,
2022-08-26 15:30:30,-93.76631250169578,
2022-08-26 23:59:59,-115.96056730316798,w
2022-08-29 00:00:00,-125.76568090014928,
2022-08-29 10:00:00,-131.9179499110826,
2022-08-29 10:30:00,-127.16948228905301,
2022-08-29 12:00:00,-164.07101191817833,
2022-08-29 13:30:00,-158.3581260169517,
2022-08-29 15:00:00,-154.4393898628482,
2022-08-29 15:30:30,-154.4393898628482,
2022-08-29 23:59:59,-165.22652573830567,c
2022-08-30 00:00:00,-129.74267645489192,
2022-08-30 10:00:00,-143.7206187735062,
2022-08-30 10:30:00,-165.97217329877026,
2022-08-30 12:00:00,-181.1901532786278,
2022-08-30 13:30:00,-186.64298590107808,
