date,AS_FTSE_EM_AD_2022_Q3,meta
2022-08-23 03:00:00,63.75916593691217,
2022-08-23 18:30:00,63.75916593691217,
2022-08-23 20:00:00,63.75916593691217,
2022-08-23 23:00:00,85.51257822770772,
2022-08-23 23:59:59,86.75348804475425,c
2022-08-24 00:00:00,86.98542221810195,
2022-08-24 01:00:00,86.44418378763667,
2022-08-24 02:30:00,76.63784145248889,
2022-08-24 03:00:00,64.08174392425448,
2022-08-24 18:30:00,64.08174392425448,
2022-08-24 20:00:00,64.08174392425448,
2022-08-24 23:00:00,83.13153314367815,
2022-08-24 23:59:59,76.89613892175389,c
2022-08-25 00:00:00,38.837498843583845,
2022-08-25 01:00:00,37.396928254842145,
2022-08-25 02:30:00,-12.697248134374142,
2022-08-25 03:00:00,-38.84927191949969,
2022-08-25 18:30:00,-38.84927191949969,
2022-08-25 20:00:00,-38.84927191949969,
2022-08-25 23:00:00,-34.009659374544675,
2022-08-25 23:59:59,-35.045864079277784,c
2022-08-26 00:00:00,-50.297750546643975,
2022-08-26 01:00:00,-53.059251529569,
2022-08-26 02:30:00,-47.27056377653761,
2022-08-26 03:00:00,-52.51835219513378,
2022-08-26 18:30:00,-52.51835219513378,
2022-08-26 20:00:00,-52.51835219513378,
2022-08-26 23:00:00,-52.51835219513378,
2022-08-26 23:59:59,-50.57496138889565,w
2022-08-29 00:00:00,-51.39226791145794,
2022-08-29 01:00:00,-53.78397242015365,
2022-08-29 02:30:00,-43.64927665597373,
2022-08-29 03:00:00,-47.20837355710933,
2022-08-29 18:30:00,-47.20837355710933,
2022-08-29 20:00:00,-47.20837355710933,
2022-08-29 23:00:00,-11.491433537080724,
2022-08-29 23:59:59,-31.212141196317326,c
2022-08-30 00:00:00,-29.382391747403524,
2022-08-30 01:00:00,-27.903952607994384,
2022-08-30 02:30:00,-49.3651170205164,
2022-08-30 03:00:00,-42.00806584916541,
2022-08-30 18:30:00,-42.00806584916541,
2022-08-30 20:00:00,-42.00806584916541,
2022-08-30 23:00:00,-87.15458422147637,
2022-08-30 23:59:59,-128.2495035392501,c
2022-08-31 00:00:00,-86.50149405977515,
2022-08-31 01:00:00,-96.32288626605046,
2022-08-31 02:30:00,-114.82721889109928,
2022-08-31 03:00:00,-112.81176837099247,
2022-08-31 18:30:00,-112.81176837099247,
2022-08-31 20:00:00,-112.81176837099247,
2022-08-31 23:00:00,-112.85808646325302,
2022-08-31 23:59:59,-82.74730299292708,c
2022-09-01 00:00:00,-61.67214627129652,
2022-09-01 01:00:00,-60.43607607103183,
2022-09-01 02:30:00,-44.737311305866946,
2022-09-01 03:00:00,-38.86435586712698,
2022-09-01 18:30:00,-38.86435586712698,
2022-09-01 20:00:00,-38.86435586712698,
2022-09-01 23:00:00,-20.013209664621783,
2022-09-01 23:59:59,-29.207795933332747,c
2022-09-02 00:00:00,-28.290142709832942,
2022-09-02 01:00:00,-31.053519982577278,
2022-09-02 02:30:00,-13.785525994222944,
2022-09-02 03:00:00,-27.00699046328944,
2022-09-02 18:30:00,-27.00699046328944,
2022-09-02 20:00:00,-27.00699046328944,
2022-09-02 23:00:00,-27.00699046328944,
2022-09-02 23:59:59,-21.461537142082022,w
2022-09-05 00:00:00,-78.14782221886972,
2022-09-05 01:00:00,-77.35162982817701,
2022-09-05 02:30:00,-84.02860556762855,
2022-09-05 03:00:00,-80.95666821247471,
2022-09-05 18:30:00,-80.95666821247471,
2022-09-05 20:00:00,-80.95666821247471,
2022-09-05 23:00:00,-79.09829494193036,
2022-09-05 23:59:59,-91.95194685764886,c
2022-09-06 00:00:00,-88.80349617349387,
2022-09-06 01:00:00,-89.5588107500725,
2022-09-06 02:30:00,-86.0252684045721,
2022-09-06 03:00:00,-84.48895289925136,
2022-09-06 18:30:00,-84.48895289925136,
2022-09-06 20:00:00,-84.48895289925136,
2022-09-06 23:00:00,-59.63176604498485,
2022-09-06 23:59:59,-63.834555099871956,c
2022-09-07 00:00:00,-61.46922832636705,
2022-09-07 01:00:00,-61.66226569195309,
2022-09-07 02:30:00,-65.6237748505726,
2022-09-07 03:00:00,-64.09930700734242,
2022-09-07 18:30:00,-64.09930700734242,
2022-09-07 20:00:00,-64.09930700734242,
2022-09-07 23:00:00,-66.98044696482262,
2022-09-07 23:59:59,-68.38780400160357,c
2022-09-08 00:00:00,-62.14634380470684,
2022-09-08 01:00:00,-63.30635227349368,
2022-09-08 02:30:00,-61.87688105373788,
2022-09-08 03:00:00,-63.38635022960761,
2022-09-08 18:30:00,-63.38635022960761,
2022-09-08 20:00:00,-63.38635022960761,
2022-09-08 23:00:00,-57.40987519140939,
2022-09-08 23:59:59,-63.141331712163755,c
2022-09-09 00:00:00,-63.11513861131427,
2022-09-09 01:00:00,-63.11513861131427,
2022-09-09 02:30:00,-63.11093740992906,
2022-09-09 03:00:00,-61.600499519716415,
2022-09-09 18:30:00,-61.600499519716415,
2022-09-09 20:00:00,-61.600499519716415,
2022-09-09 23:00:00,-61.600499519716415,
2022-09-09 23:59:59,-61.61109801676242,w
2022-09-12 00:00:00,-48.406607147896445,
2022-09-12 01:00:00,-48.66242283149928,
2022-09-12 02:30:00,-48.66242283149928,
2022-09-12 03:00:00,-48.66242283149928,
2022-09-12 18:30:00,-48.66242283149928,
2022-09-12 20:00:00,-48.66242283149928,
2022-09-12 23:00:00,-60.59430372177861,
2022-09-12 23:59:59,-57.833542476473276,c
2022-09-13 00:00:00,-63.86119095142272,
2022-09-13 01:00:00,-66.42912663844223,
2022-09-13 02:30:00,-71.535083637437,
2022-09-13 03:00:00,-74.5485485124861,
2022-09-13 18:30:00,-74.5485485124861,
2022-09-13 20:00:00,-74.5485485124861,
2022-09-13 23:00:00,-80.15163203613434,
2022-09-13 23:59:59,-75.21777010091182,c
2022-09-14 00:00:00,-73.51851850797513,
2022-09-14 01:00:00,-76.8970729959936,
2022-09-14 02:30:00,-67.68735418980594,
2022-09-14 03:00:00,-66.17246380314387,
2022-09-14 18:30:00,-66.17246380314387,
2022-09-14 20:00:00,-66.17246380314387,
2022-09-14 23:00:00,-48.36335732574397,
2022-09-14 23:59:59,-38.36791814256237,c
2022-09-15 00:00:00,-32.50616357410822,
2022-09-15 01:00:00,-36.403104429070446,
2022-09-15 02:30:00,-34.47728769743501,
2022-09-15 03:00:00,-32.96257767762979,
2022-09-15 18:30:00,-32.96257767762979,
2022-09-15 20:00:00,-32.96257767762979,
2022-09-15 23:00:00,-46.195126758565884,
2022-09-15 23:59:59,-53.91021164135572,c
2022-09-16 00:00:00,-54.307264179532105,
2022-09-16 01:00:00,-59.425769436827004,
2022-09-16 02:30:00,-55.75076121688388,
2022-09-16 03:00:00,-55.75465491672082,
2022-09-16 18:30:00,-55.75465491672082,
2022-09-16 20:00:00,-55.75465491672082,
2022-09-16 23:00:00,-55.75465491672082,
2022-09-16 23:59:59,-52.60082383562878,e
2022-09-19 00:00:00,-55.534252036128684,
2022-09-19 01:00:00,-57.42711774070448,
2022-09-19 02:30:00,-52.72234809639236,
2022-09-19 03:00:00,-52.72327335557072,
2022-09-19 18:30:00,-52.72327335557072,
2022-09-19 20:00:00,-52.72327335557072,
2022-09-19 23:00:00,-63.94836267303889,
2022-09-19 23:59:59,-67.14379031717496,c
2022-09-20 00:00:00,-66.02336526196237,
2022-09-20 01:00:00,-66.9992486578029,
2022-09-20 02:30:00,-65.21260798949794,
2022-09-20 03:00:00,-65.21169701228581,
2022-09-20 18:30:00,-65.21169701228581,
2022-09-20 20:00:00,-65.21169701228581,
2022-09-20 23:00:00,-66.26794489346938,
2022-09-20 23:59:59,-69.44653940438786,c
2022-09-21 00:00:00,-65.08251428415886,
2022-09-21 01:00:00,-62.720683974669605,
2022-09-21 02:30:00,-59.56829943732641,
2022-09-21 03:00:00,-61.07282151960573,
2022-09-21 18:30:00,-61.07282151960573,
2022-09-21 20:00:00,-61.07282151960573,
2022-09-21 23:00:00,-55.89760993776279,
2022-09-21 23:59:59,-59.962704005638805,c
2022-09-22 00:00:00,-57.95606581304259,
2022-09-22 01:00:00,-61.72115892325542,
2022-09-22 02:30:00,-64.21324682592825,
2022-09-22 03:00:00,-65.71842822377803,
2022-09-22 18:30:00,-65.71842822377803,
2022-09-22 20:00:00,-65.71842822377803,
2022-09-22 23:00:00,-46.020348764523966,
2022-09-22 23:59:59,-50.31555762981473,c
2022-09-23 00:00:00,-50.54312425311361,
2022-09-23 01:00:00,-47.02852349362694,
2022-09-23 02:30:00,-51.14206266204129,
2022-09-23 03:00:00,-51.14206266204129,
2022-09-23 18:30:00,-51.14206266204129,
2022-09-23 20:00:00,-51.14206266204129,
2022-09-23 23:00:00,-51.14206266204129,
2022-09-23 23:59:59,-51.314297698553695,w
2022-09-26 00:00:00,-52.546727902273595,
2022-09-26 01:00:00,-58.827180017691596,
2022-09-26 02:30:00,-60.72992419613721,
2022-09-26 03:00:00,-59.21290341000432,
2022-09-26 18:30:00,-59.21290341000432,
2022-09-26 20:00:00,-59.21290341000432,
2022-09-26 23:00:00,-56.47758007373705,
2022-09-26 23:59:59,-70.32840336892244,c
2022-09-27 00:00:00,-65.59629016446911,
2022-09-27 01:00:00,-61.75692427078268,
2022-09-27 02:30:00,-70.55407306062264,
2022-09-27 03:00:00,-70.55231875973845,
2022-09-27 18:30:00,-70.55231875973845,
2022-09-27 20:00:00,-70.55231875973845,
2022-09-27 23:00:00,-68.19008633713884,
2022-09-27 23:59:59,-59.37361642905224,c
2022-09-28 00:00:00,-54.6417099579127,
2022-09-28 01:00:00,-53.55821855764025,
2022-09-28 02:30:00,-64.9383454906241,
2022-09-28 03:00:00,-66.4557576390797,
2022-09-28 18:30:00,-66.4557576390797,
2022-09-28 20:00:00,-66.4557576390797,
2022-09-28 23:00:00,-99.55741377862634,
2022-09-28 23:59:59,-109.9773782698658,c
2022-09-29 00:00:00,-106.73362660637326,
2022-09-29 01:00:00,-101.5413496407719,
2022-09-29 02:30:00,-99.03120539273667,
2022-09-29 03:00:00,-97.53562800233462,
2022-09-29 18:30:00,-97.53562800233462,
2022-09-29 20:00:00,-97.53562800233462,
2022-09-29 23:00:00,-94.53543011554638,
2022-09-29 23:59:59,-94.87524326795676,c
2022-09-30 00:00:00,-99.3098357651298,
2022-09-30 01:00:00,-89.5191970123912,
2022-09-30 02:30:00,-79.00655721072494,
2022-09-30 03:00:00,-77.52017382979975,
2022-09-30 18:30:00,-77.52017382979975,
2022-09-30 20:00:00,-77.52017382979975,
2022-09-30 23:00:00,-77.52017382979975,
2022-09-30 23:59:59,-80.22324310454042,w
2022-10-03 00:00:00,-78.20017422980757,
2022-10-03 01:00:00,-75.7835078351934,
2022-10-03 02:30:00,-73.27522934905144,
2022-10-03 03:00:00,-71.78812642254982,
2022-10-03 18:30:00,-71.78812642254982,
2022-10-03 20:00:00,-71.78812642254982,
2022-10-03 23:00:00,-79.31718692759563,
2022-10-03 23:59:59,-75.31610788118653,c
2022-10-04 00:00:00,-73.96283878065836,
2022-10-04 01:00:00,-74.28687671057861,
2022-10-04 02:30:00,-74.28687671057861,
2022-10-04 03:00:00,-74.28687671057861,
2022-10-04 18:30:00,-74.28687671057861,
2022-10-04 20:00:00,-74.28687671057861,
2022-10-04 23:00:00,-38.069090519037566,
2022-10-04 23:59:59,-46.09678733385159,c
2022-10-05 00:00:00,-45.21906311078008,
2022-10-05 01:00:00,-47.30629381540364,
2022-10-05 02:30:00,-46.99206821592687,
2022-10-05 03:00:00,-46.99206821592687,
2022-10-05 18:30:00,-46.99206821592687,
2022-10-05 20:00:00,-46.99206821592687,
2022-10-05 23:00:00,-80.1621124850528,
2022-10-05 23:59:59,-89.96236099760932,c
2022-10-06 00:00:00,-89.46337434659674,
2022-10-06 01:00:00,-95.85229578254979,
2022-10-06 02:30:00,-84.99441990223656,
2022-10-06 03:00:00,-86.462507608831,
2022-10-06 18:30:00,-86.462507608831,
2022-10-06 20:00:00,-86.462507608831,
2022-10-06 23:00:00,-96.86411406610264,
2022-10-06 23:59:59,-89.69336904282903,c
2022-10-07 00:00:00,-86.43853466529302,
2022-10-07 01:00:00,-81.44853984120573,
2022-10-07 02:30:00,-78.94938063837469,
2022-10-07 03:00:00,-77.47248198347535,
2022-10-07 18:30:00,-77.47248198347535,
2022-10-07 20:00:00,-77.47248198347535,
2022-10-07 23:00:00,-77.47248198347535,
2022-10-07 23:59:59,-77.23883293199464,w
