date,JETS_2021_Q3,meta
2021-08-05 00:00:00,200.20890023020047,
2021-08-05 10:00:00,256.3101782466292,
2021-08-05 10:30:00,294.38220055142665,
2021-08-05 12:00:00,379.7820479891766,
2021-08-05 13:30:00,388.9122929225141,
2021-08-05 15:00:00,395.85556843716586,
2021-08-05 15:30:30,395.85556843716586,
2021-08-05 23:59:59,383.5712349921919,c
2021-08-06 00:00:00,332.6563256493132,
2021-08-06 10:00:00,329.65098560312344,
2021-08-06 10:30:00,270.5638776307014,
2021-08-06 12:00:00,235.14620687810657,
2021-08-06 13:30:00,267.4446667558259,
2021-08-06 15:00:00,244.96170560766768,
2021-08-06 15:30:30,244.96170560766768,
2021-08-06 23:59:59,240.83349511261895,w
2021-08-09 00:00:00,247.97950405061556,
2021-08-09 10:00:00,160.98739766703648,
2021-08-09 10:30:00,168.00420967699029,
2021-08-09 12:00:00,172.00152713238276,
2021-08-09 13:30:00,165.97227012071562,
2021-08-09 15:00:00,196.01542289642612,
2021-08-09 15:30:30,196.01542289642612,
2021-08-09 23:59:59,175.7459649710936,c
2021-08-10 00:00:00,185.43554268753724,
2021-08-10 10:00:00,185.10890923657416,
2021-08-10 10:30:00,156.77518971730933,
2021-08-10 12:00:00,156.19801201354176,
2021-08-10 13:30:00,190.97755128096514,
2021-08-10 15:00:00,203.81918094905222,
2021-08-10 15:30:30,203.81918094905222,
2021-08-10 23:59:59,178.05900451895423,c
2021-08-11 00:00:00,145.46831705036675,
2021-08-11 10:00:00,200.51942638623314,
2021-08-11 10:30:00,151.2324620938557,
2021-08-11 12:00:00,112.27425304266944,
2021-08-11 13:30:00,180.43986125469246,
2021-08-11 15:00:00,204.4849241919419,
2021-08-11 15:30:30,204.4849241919419,
2021-08-11 23:59:59,200.76713873521976,c
2021-08-12 00:00:00,158.63357065839818,
2021-08-12 10:00:00,99.01523307766047,
2021-08-12 10:30:00,83.9014659155223,
2021-08-12 12:00:00,46.090273372035426,
2021-08-12 13:30:00,40.36799372624205,
2021-08-12 15:00:00,80.13414711747646,
2021-08-12 15:30:30,80.13414711747646,
2021-08-12 23:59:59,77.86253476767206,c
2021-08-13 00:00:00,51.76693822573179,
2021-08-13 10:00:00,1.912784965343917,
2021-08-13 10:30:00,18.34737377624083,
2021-08-13 12:00:00,10.053973824557715,
2021-08-13 13:30:00,23.664457901679043,
2021-08-13 15:00:00,-20.127133419999154,
