date,USMC_2022_Q2,meta
2022-04-11 10:30:00,-59.16172651036404,
2022-04-11 12:00:00,-71.25296282791683,
2022-04-11 13:30:00,-98.49775751228086,
2022-04-11 15:00:00,-88.98168628838435,
2022-04-11 15:30:30,-88.98168628838435,
2022-04-11 23:59:59,-103.41242646477718,c
2022-04-12 00:00:00,-130.63929435466864,
2022-04-12 10:00:00,-137.954159489933,
2022-04-12 10:30:00,-128.30168267045784,
2022-04-12 12:00:00,-122.47659124122421,
2022-04-12 13:30:00,-118.83897972495598,
2022-04-12 15:00:00,-116.15493507980003,
2022-04-12 15:30:30,-116.15493507980003,
2022-04-12 23:59:59,-119.32181939294455,c
2022-04-13 00:00:00,-113.06975184802874,
2022-04-13 10:00:00,-119.49279781318455,
2022-04-13 10:30:00,-144.86551991693227,
2022-04-13 12:00:00,-167.01647415960483,
2022-04-13 13:30:00,-173.7810185837933,
2022-04-13 15:00:00,-180.0868154195786,
2022-04-13 15:30:30,-180.0868154195786,
2022-04-13 23:59:59,-163.37677319542954,c
2022-04-14 00:00:00,-167.96791155748576,
2022-04-14 10:00:00,-163.00723660478803,
2022-04-14 10:30:00,-164.4974320747102,
2022-04-14 12:00:00,-152.53974325412437,
2022-04-14 13:30:00,-137.7594658216937,
2022-04-14 15:00:00,-130.22724271522915,
2022-04-14 15:30:30,-130.22724271522915,
2022-04-14 23:59:59,-138.06343232849937,c
2022-04-15 00:00:00,-138.06343232849937,
2022-04-15 10:00:00,-138.06343232849937,
2022-04-15 10:30:00,-138.06343232849937,
2022-04-15 12:00:00,-138.06343232849937,
2022-04-15 13:30:00,-138.06343232849937,
2022-04-15 15:00:00,-138.06343232849937,
2022-04-15 15:30:30,-138.06343232849937,
2022-04-15 23:59:59,-138.06343232849937,w
2022-04-18 00:00:00,-128.4723493084774,
2022-04-18 10:00:00,-114.63722229509688,
2022-04-18 10:30:00,-124.145340108362,
2022-04-18 12:00:00,-111.14571582733225,
2022-04-18 13:30:00,-109.94585304974876,
2022-04-18 15:00:00,-119.00540838424732,
2022-04-18 15:30:30,-119.00540838424732,
2022-04-18 23:59:59,-125.28431881700934,c
2022-04-19 00:00:00,-106.49057308014221,
2022-04-19 10:00:00,-126.21752090120901,
2022-04-19 10:30:00,-125.60487049908835,
2022-04-19 12:00:00,-154.5572509601669,
2022-04-19 13:30:00,-148.1318652577554,
2022-04-19 15:00:00,-157.39994779770922,
2022-04-19 15:30:30,-157.39994779770922,
2022-04-19 23:59:59,-161.51448760154037,c
2022-04-20 00:00:00,11.017369572180712,
2022-04-20 10:00:00,65.74300425666502,
2022-04-20 10:30:00,77.22917663467695,
2022-04-20 12:00:00,94.49055421018963,
2022-04-20 13:30:00,74.04606521323362,
2022-04-20 15:00:00,74.01633805140159,
2022-04-20 15:30:30,74.01633805140159,
2022-04-20 23:59:59,69.10289144747847,c
2022-04-21 00:00:00,69.66737186103302,
2022-04-21 10:00:00,47.25915822178899,
2022-04-21 10:30:00,62.95933906651697,
2022-04-21 12:00:00,66.22196999041154,
2022-04-21 13:30:00,42.16963125887117,
2022-04-21 15:00:00,38.965641065775536,
2022-04-21 15:30:30,38.965641065775536,
2022-04-21 23:59:59,32.44711343804879,c
2022-04-22 00:00:00,22.611787429302808,
2022-04-22 10:00:00,-0.9923032616409664,
2022-04-22 10:30:00,13.37991568060513,
2022-04-22 12:00:00,5.735467518950507,
2022-04-22 13:30:00,10.459968629859567,
2022-04-22 15:00:00,0.41018340201343406,
2022-04-22 15:30:30,0.41018340201343406,
2022-04-22 23:59:59,0.0,a
2022-04-25 00:00:00,-39.60547939678928,
2022-04-25 10:00:00,-26.41016945561673,
2022-04-25 10:30:00,-30.18398282393609,
2022-04-25 12:00:00,-35.677600514081966,
2022-04-25 13:30:00,-37.38383562556285,
2022-04-25 15:00:00,-26.038786912932792,
2022-04-25 15:30:30,-26.038786912932792,
2022-04-25 23:59:59,-20.118500384503278,c
2022-04-26 00:00:00,-3.103031967787654,
2022-04-26 10:00:00,33.12302667981389,
2022-04-26 10:30:00,30.42364145802994,
2022-04-26 12:00:00,24.359923122584497,
2022-04-26 13:30:00,33.776309561512896,
2022-04-26 15:00:00,16.780052676761656,
2022-04-26 15:30:30,16.780052676761656,
2022-04-26 23:59:59,32.8917881768956,c
2022-04-27 00:00:00,48.376166790075125,
2022-04-27 10:00:00,51.56453374009218,
2022-04-27 10:30:00,65.31026811864217,
2022-04-27 12:00:00,76.11626574397243,
2022-04-27 13:30:00,63.24857461080217,
2022-04-27 15:00:00,76.84589375758634,
2022-04-27 15:30:30,76.84589375758634,
2022-04-27 23:59:59,85.26993559254427,c
2022-04-28 00:00:00,104.44892627861827,
2022-04-28 10:00:00,102.95313886327634,
2022-04-28 10:30:00,111.93527676043863,
2022-04-28 12:00:00,111.10299760371899,
2022-04-28 13:30:00,104.82999776665275,
2022-04-28 15:00:00,87.19393562473678,
2022-04-28 15:30:30,87.19393562473678,
2022-04-28 23:59:59,88.59442400006597,c
2022-04-29 00:00:00,105.74909459279166,
2022-04-29 10:00:00,115.42372320240972,
2022-04-29 10:30:00,109.46750462465712,
2022-04-29 12:00:00,102.28627568856282,
2022-04-29 13:30:00,115.25128347262392,
2022-04-29 15:00:00,113.28738545273862,
2022-04-29 15:30:30,113.28738545273862,
2022-04-29 23:59:59,118.50199288577878,e
2022-05-02 00:00:00,102.15864985145757,
2022-05-02 10:00:00,93.269743394508,
2022-05-02 10:30:00,96.86416019149257,
2022-05-02 12:00:00,93.12566844945837,
2022-05-02 13:30:00,93.98762317778261,
2022-05-02 15:00:00,101.4929127038045,
2022-05-02 15:30:30,101.4929127038045,
2022-05-02 23:59:59,94.89110720440505,c
2022-05-03 00:00:00,106.40602073721593,
2022-05-03 10:00:00,101.75805063905489,
2022-05-03 10:30:00,105.5868377483614,
2022-05-03 12:00:00,119.8814976526651,
2022-05-03 13:30:00,119.0296983327608,
2022-05-03 15:00:00,118.66490467163007,
2022-05-03 15:30:30,118.66490467163007,
2022-05-03 23:59:59,123.16436288010905,c
2022-05-04 00:00:00,134.904644791256,
2022-05-04 10:00:00,134.9008389195443,
2022-05-04 10:30:00,140.49400294838296,
2022-05-04 12:00:00,140.05451966812103,
2022-05-04 13:30:00,149.72499351507045,
2022-05-04 15:00:00,151.75308480739935,
2022-05-04 15:30:30,151.75308480739935,
2022-05-04 23:59:59,148.93800030586527,c
2022-05-05 00:00:00,153.00869143714655,
2022-05-05 10:00:00,170.40922072418172,
2022-05-05 10:30:00,170.152823374594,
2022-05-05 12:00:00,147.3972062877191,
2022-05-05 13:30:00,166.9711094262396,
2022-05-05 15:00:00,169.1539910630745,
2022-05-05 15:30:30,169.1539910630745,
2022-05-05 23:59:59,167.95781259438363,c
2022-05-06 00:00:00,177.56894368123338,
2022-05-06 10:00:00,184.79072213609652,
2022-05-06 10:30:00,175.30768732311262,
2022-05-06 12:00:00,184.4544811352514,
2022-05-06 13:30:00,195.3570036677418,
2022-05-06 15:00:00,202.65218380794542,
2022-05-06 15:30:30,202.65218380794542,
2022-05-06 23:59:59,205.31231520568718,w
2022-05-09 00:00:00,198.65148548281712,
2022-05-09 10:00:00,180.76533796268163,
2022-05-09 10:30:00,187.48435231074984,
2022-05-09 12:00:00,178.28917436984693,
2022-05-09 13:30:00,175.00773278703466,
2022-05-09 15:00:00,187.92749400014765,
2022-05-09 15:30:30,187.92749400014765,
2022-05-09 23:59:59,184.96827609983677,c
2022-05-10 00:00:00,190.34716128639488,
2022-05-10 10:00:00,184.25765394330904,
2022-05-10 10:30:00,186.89771947680674,
2022-05-10 12:00:00,179.11072565667553,
2022-05-10 13:30:00,154.86555619576393,
2022-05-10 15:00:00,167.0599982360172,
2022-05-10 15:30:30,167.0599982360172,u
2022-05-10 23:59:59,175.09959769724438,c
2022-05-11 00:00:00,190.8776101365043,
2022-05-11 10:00:00,202.55978389792935,
2022-05-11 10:30:00,209.01183895954983,
2022-05-11 12:00:00,235.91960125729418,
2022-05-11 13:30:00,230.11027600972488,
2022-05-11 15:00:00,234.9339891597669,
2022-05-11 15:30:30,234.9339891597669,
2022-05-11 23:59:59,233.29773073614905,c
2022-05-12 00:00:00,237.0032005687798,
2022-05-12 10:00:00,193.98551006288025,
2022-05-12 10:30:00,176.1299822628791,
2022-05-12 12:00:00,197.8482342159494,
2022-05-12 13:30:00,221.87096531590748,
2022-05-12 15:00:00,217.56265725104586,
2022-05-12 15:30:30,217.56265725104586,
2022-05-12 23:59:59,231.69118481555302,c
2022-05-13 00:00:00,221.09751875853777,
2022-05-13 10:00:00,225.0482350447732,
2022-05-13 10:30:00,224.6830642073868,
2022-05-13 12:00:00,217.18555949810886,
2022-05-13 13:30:00,209.36894357441315,
2022-05-13 15:00:00,189.94966980384385,
2022-05-13 15:30:30,189.94966980384385,
2022-05-13 23:59:59,180.4165562449013,w
