date,FCTR_2022_F,meta
2021-12-29 00:00:00,13.019938693988848,
2021-12-29 10:00:00,8.243269020274099,
2021-12-29 10:30:00,10.101475003005213,
2021-12-29 12:00:00,3.490009070603996,
2021-12-29 13:30:00,1.0500021094731693,
2021-12-29 15:00:00,-1.562684464091852,
2021-12-29 15:30:30,-1.562684464091852,
2021-12-29 23:59:59,1.4735701486024766,c
2021-12-30 00:00:00,1.4735701486024766,
2021-12-30 10:00:00,8.481188943945796,
2021-12-30 10:30:00,9.483335534300892,
2021-12-30 12:00:00,-3.094896111863875,
2021-12-30 13:30:00,-5.553064323930265,
2021-12-30 15:00:00,-8.01219363393583,
2021-12-30 15:30:30,-8.01219363393583,
2021-12-30 23:59:59,-10.810185684153858,c
2021-12-31 00:00:00,-10.810185684153858,
2021-12-31 10:00:00,-9.473117481628012,
2021-12-31 10:30:00,-6.39889526891794,
2021-12-31 12:00:00,6.149869359199215,
2021-12-31 13:30:00,-0.8564626518281884,
2021-12-31 15:00:00,-5.734582726088284,
2021-12-31 15:30:30,-5.734582726088284,
2021-12-31 23:59:59,-8.004336181038674,w
2022-01-03 00:00:00,-8.004336181038674,
2022-01-03 10:00:00,3.1080178308111783,
2022-01-03 10:30:00,4.074095243696398,
2022-01-03 12:00:00,9.36452297552723,
2022-01-03 13:30:00,5.131656314301395,
2022-01-03 15:00:00,-1.4544564676170708,
2022-01-03 15:30:30,-1.4544564676170708,
2022-01-03 23:59:59,0.0,a
2022-01-04 00:00:00,0.0,
2022-01-04 10:00:00,-3.8432272626440707,
2022-01-04 10:30:00,12.575829139183618,
2022-01-04 12:00:00,14.573153376572819,
2022-01-04 13:30:00,10.686115341380592,
2022-01-04 15:00:00,2.417267950598969,
2022-01-04 15:30:30,2.417267950598969,
2022-01-04 23:59:59,-4.951841980022664,c
0,-4.951841980022664,
0,-4.951841980022664,
0,-4.951841980022664,
0,-4.951841980022664,
0,-4.951841980022664,
0,-4.951841980022664,
0,-4.951841980022664,
0,-4.951841980022664,
2022-01-05 00:00:00,-4.951841980022664,
2022-01-05 10:00:00,-19.530046595104967,
2022-01-05 10:30:00,-13.033236303957338,
2022-01-05 12:00:00,-16.527250003204955,
2022-01-05 13:30:00,-18.698230252757703,
2022-01-05 15:00:00,-26.35211009580503,
2022-01-05 15:30:30,-26.35211009580503,
2022-01-05 23:59:59,-31.797031587569244,e
2022-01-06 00:00:00,-31.797031587569244,
2022-01-06 10:00:00,-26.63523128010416,
2022-01-06 10:30:00,-33.63848032939804,
2022-01-06 12:00:00,-33.18516628211303,
2022-01-06 13:30:00,-27.261095162773465,
2022-01-06 15:00:00,-30.44437848759329,
2022-01-06 15:30:30,-30.44437848759329,
2022-01-06 23:59:59,-26.15248901445677,c
2022-01-07 00:00:00,-26.15248901445677,
2022-01-07 10:00:00,-13.05124312036142,
2022-01-07 10:30:00,-3.4831350067390403,
2022-01-07 12:00:00,6.892874095711399,
2022-01-07 13:30:00,15.20240678141952,
2022-01-07 15:00:00,20.397581991865486,
2022-01-07 15:30:30,20.397581991865486,
2022-01-07 23:59:59,23.147449419546867,w
2022-01-10 00:00:00,23.147449419546867,
2022-01-10 10:00:00,33.190308866498384,
2022-01-10 10:30:00,34.27182866310123,
2022-01-10 12:00:00,34.32461231622902,
2022-01-10 13:30:00,22.39034468160299,
2022-01-10 15:00:00,11.461511313012977,
2022-01-10 15:30:30,11.461511313012977,
2022-01-10 23:59:59,4.428748366944582,c
2022-01-11 00:00:00,4.428748366944582,
2022-01-11 10:00:00,-2.0885838840776145,
2022-01-11 10:30:00,1.0877807689372219,
2022-01-11 12:00:00,-20.04989428422596,
2022-01-11 13:30:00,-25.473789192492603,
2022-01-11 15:00:00,-31.542774222567743,
2022-01-11 15:30:30,-31.542774222567743,
2022-01-11 23:59:59,-34.89418004365264,c
2022-01-12 00:00:00,-34.89418004365264,
2022-01-12 10:00:00,-33.00423505700952,
2022-01-12 10:30:00,-35.12559282371787,
2022-01-12 12:00:00,-37.938738451363086,
2022-01-12 13:30:00,-38.288084693774856,
2022-01-12 15:00:00,-37.223513479805916,
2022-01-12 15:30:30,-37.223513479805916,
2022-01-12 23:59:59,-34.0459269085149,c
2022-01-13 00:00:00,-34.0459269085149,
2022-01-13 10:00:00,-37.53286410940462,
2022-01-13 10:30:00,-30.034947474447847,
2022-01-13 12:00:00,-28.109395328525903,
2022-01-13 13:30:00,-16.183200931337943,
2022-01-13 15:00:00,-14.109386130349037,
2022-01-13 15:30:30,-14.109386130349037,
2022-01-13 23:59:59,-6.0543436004903555,c
2022-01-14 00:00:00,-6.0543436004903555,
2022-01-14 10:00:00,-11.94589530777105,
2022-01-14 10:30:00,-16.292583931924806,
2022-01-14 12:00:00,-22.853700262963457,
2022-01-14 13:30:00,-16.521815150080684,
2022-01-14 15:00:00,-21.712513169234953,
2022-01-14 15:30:30,-21.712513169234953,
2022-01-14 23:59:59,-40.173616568177806,w
2022-01-17 00:00:00,-40.173616568177806,
2022-01-17 10:00:00,-40.173616568177806,
2022-01-17 10:30:00,-40.173616568177806,
2022-01-17 12:00:00,-40.173616568177806,
2022-01-17 13:30:00,-40.173616568177806,
2022-01-17 15:00:00,-40.173616568177806,
2022-01-17 15:30:30,-40.173616568177806,
2022-01-17 23:59:59,-40.173616568177806,c
2022-01-18 00:00:00,-40.173616568177806,
2022-01-18 10:00:00,-44.96220660711259,
2022-01-18 10:30:00,-48.48046637802135,
2022-01-18 12:00:00,-50.26443167623724,
2022-01-18 13:30:00,-38.337195297204715,
2022-01-18 15:00:00,-19.255977203995652,
2022-01-18 15:30:30,-19.255977203995652,
2022-01-18 23:59:59,-21.139447922865845,c
2022-01-19 00:00:00,-21.139447922865845,
2022-01-19 10:00:00,-38.111578233370395,
2022-01-19 10:30:00,-35.831954461910506,
2022-01-19 12:00:00,-26.337458198200434,
2022-01-19 13:30:00,-30.426992842368946,
2022-01-19 15:00:00,-25.781172931821043,
2022-01-19 15:30:30,-25.781172931821043,
2022-01-19 23:59:59,-16.652230138876273,c
