date,FCTR_2022_F,meta
2021-12-20 00:00:00,69.8252760835716,
2021-12-20 10:00:00,76.44410060120141,
2021-12-20 10:30:00,88.71665137024308,
2021-12-20 12:00:00,91.58265470100908,
2021-12-20 13:30:00,84.01692150741258,
2021-12-20 15:00:00,83.86923818867426,
2021-12-20 15:30:30,83.86923818867426,
2021-12-20 23:59:59,78.45206785775618,c
2021-12-21 00:00:00,78.45206785775618,
2021-12-21 10:00:00,84.53347986163341,
2021-12-21 10:30:00,84.2496489573162,
2021-12-21 12:00:00,89.75052838782868,
2021-12-21 13:30:00,95.85914597827134,
2021-12-21 15:00:00,86.72992847160965,
2021-12-21 15:30:30,86.72992847160965,
2021-12-21 23:59:59,66.37578750221573,c
2021-12-22 00:00:00,66.37578750221573,
2021-12-22 10:00:00,61.15285007131264,
2021-12-22 10:30:00,62.48764118990219,
2021-12-22 12:00:00,71.0833453687335,
2021-12-22 13:30:00,57.23040156740804,
2021-12-22 15:00:00,66.03415590477401,
2021-12-22 15:30:30,66.03415590477401,
2021-12-22 23:59:59,61.96228818022587,c
2021-12-23 00:00:00,61.96228818022587,
2021-12-23 10:00:00,56.29790667727616,
2021-12-23 10:30:00,45.31367926767015,
2021-12-23 12:00:00,48.49405124104203,
2021-12-23 13:30:00,56.56732933244412,
2021-12-23 15:00:00,42.90777707368635,
2021-12-23 15:30:30,42.90777707368635,
2021-12-23 23:59:59,42.06016199380892,c
2021-12-24 00:00:00,42.06016199380892,
2021-12-24 10:00:00,42.06016199380892,
2021-12-24 10:30:00,42.06016199380892,
2021-12-24 12:00:00,42.06016199380892,
2021-12-24 13:30:00,42.06016199380892,
2021-12-24 15:00:00,42.06016199380892,
2021-12-24 15:30:30,42.06016199380892,
2021-12-24 23:59:59,42.06016199380892,w
2021-12-27 00:00:00,42.06016199380892,
2021-12-27 10:00:00,47.96117019335476,
2021-12-27 10:30:00,39.06510877744026,
2021-12-27 12:00:00,25.348347627888586,
2021-12-27 13:30:00,18.885239077709336,
2021-12-27 15:00:00,19.923444155646933,
2021-12-27 15:30:30,19.923444155646933,
2021-12-27 23:59:59,15.211036630345433,c
2021-12-28 00:00:00,15.211036630345433,
2021-12-28 10:00:00,8.856400787589251,
2021-12-28 10:30:00,9.476790667107181,
2021-12-28 12:00:00,2.8147604988540493,
2021-12-28 13:30:00,11.729097862596241,
2021-12-28 15:00:00,14.573605965935975,
2021-12-28 15:30:30,14.573605965935975,
2021-12-28 23:59:59,13.019938693988848,c
