date,SKYY_2022_Q3,meta
2022-08-19 00:00:00,48.51297998958486,
2022-08-19 10:00:00,5.995968224474495,
2022-08-19 10:30:00,4.731526393595033,
2022-08-19 12:00:00,27.265684090096798,
2022-08-19 13:30:00,37.97453928217702,
2022-08-19 15:00:00,45.37671214953849,
2022-08-19 15:30:30,45.37671214953849,
2022-08-19 23:59:59,54.61592346288887,w
2022-08-22 00:00:00,49.44657911915658,
2022-08-22 10:00:00,34.79239799856539,
2022-08-22 10:30:00,16.432081189560314,
2022-08-22 12:00:00,40.200825300794904,
2022-08-22 13:30:00,33.571759864274625,
2022-08-22 15:00:00,46.89817627385841,
2022-08-22 15:30:30,46.89817627385841,
2022-08-22 23:59:59,44.041611040884035,c
2022-08-23 00:00:00,18.247238247986566,
2022-08-23 10:00:00,26.184033710369036,
2022-08-23 10:30:00,33.819227908197846,
2022-08-23 12:00:00,46.88717613572719,
2022-08-23 13:30:00,38.61104084416279,
2022-08-23 15:00:00,23.027073480896604,
2022-08-23 15:30:30,23.027073480896604,
2022-08-23 23:59:59,24.46631910659297,c
2022-08-24 00:00:00,62.670977079877716,
2022-08-24 10:00:00,18.848142461117035,
2022-08-24 10:30:00,-4.811795796094266,
2022-08-24 12:00:00,3.499648014993305,
2022-08-24 13:30:00,-25.199902210020554,
2022-08-24 15:00:00,-19.894534660920225,
2022-08-24 15:30:30,-19.894534660920225,
2022-08-24 23:59:59,-33.00587071181796,c
2022-08-25 00:00:00,-64.70600138322288,
2022-08-25 10:00:00,-123.31191371899895,
2022-08-25 10:30:00,-122.62521980504779,
2022-08-25 12:00:00,-142.44259180075423,
2022-08-25 13:30:00,-154.89792164859955,
2022-08-25 15:00:00,-167.93653458459588,
2022-08-25 15:30:30,-167.93653458459588,
2022-08-25 23:59:59,-150.72579692376925,c
2022-08-26 00:00:00,-270.135263643048,
2022-08-26 10:00:00,-244.60027446845555,
2022-08-26 10:30:00,-261.58922931429265,
2022-08-26 12:00:00,-273.59079886018935,
2022-08-26 13:30:00,-283.2785056767949,
2022-08-26 15:00:00,-267.9264125737511,
2022-08-26 15:30:30,-267.9264125737511,
2022-08-26 23:59:59,-250.03124093153758,w
2022-08-29 00:00:00,-289.7706588295304,
2022-08-29 10:00:00,-300.3340691407229,
2022-08-29 10:30:00,-264.20064871616796,
