date,AS_FTSE_DM_SC_2022_Q2,meta
2022-04-08 00:00:00,60.307705761130904,
2022-04-08 01:00:00,71.17182873016279,
2022-04-08 02:30:00,69.20564585948676,
2022-04-08 03:00:00,63.74598737887791,
2022-04-08 18:30:00,63.74598737887791,
2022-04-08 20:00:00,63.74598737887791,
2022-04-08 23:00:00,63.74598737887791,
2022-04-08 23:59:59,66.61904106288722,w
2022-04-11 00:00:00,70.29831409940218,
2022-04-11 01:00:00,67.69269662834733,
2022-04-11 02:30:00,72.64162035074307,
2022-04-11 03:00:00,72.57180405973162,
2022-04-11 18:30:00,72.57180405973162,
2022-04-11 20:00:00,72.57180405973162,
2022-04-11 23:00:00,37.28740985043777,
2022-04-11 23:59:59,31.642434615828847,c
2022-04-12 00:00:00,25.66493282510214,
2022-04-12 01:00:00,33.484917983192986,
2022-04-12 02:30:00,35.022461439216215,
2022-04-12 03:00:00,35.11577354754991,
2022-04-12 18:30:00,35.11577354754991,
2022-04-12 20:00:00,35.11577354754991,
2022-04-12 23:00:00,65.76976085746256,
2022-04-12 23:59:59,88.82441685507803,c
2022-04-13 00:00:00,93.25924266192746,
2022-04-13 01:00:00,86.10318157506123,
2022-04-13 02:30:00,78.37965903234314,
2022-04-13 03:00:00,82.43586768731299,
2022-04-13 18:30:00,82.43586768731299,
2022-04-13 20:00:00,82.43586768731299,
2022-04-13 23:00:00,79.62049468131158,
2022-04-13 23:59:59,82.67107535457905,c
2022-04-14 00:00:00,87.45367412031132,
2022-04-14 01:00:00,85.36293894661557,
2022-04-14 02:30:00,99.26290098986703,
2022-04-14 03:00:00,99.23128496120742,
2022-04-14 18:30:00,99.23128496120742,
2022-04-14 20:00:00,99.23128496120742,
2022-04-14 23:00:00,90.62293586012404,
2022-04-14 23:59:59,96.35359187725246,c
2022-04-15 00:00:00,91.51000838427217,
2022-04-15 01:00:00,88.74494814177294,
2022-04-15 02:30:00,88.74494814177294,
2022-04-15 03:00:00,88.74494814177294,
2022-04-15 18:30:00,88.74494814177294,
2022-04-15 20:00:00,88.74494814177294,
2022-04-15 23:00:00,88.74494814177294,
2022-04-15 23:59:59,89.83563421503536,w
2022-04-18 00:00:00,82.3835290541264,
2022-04-18 01:00:00,80.99786849173151,
2022-04-18 02:30:00,83.16254614983873,
2022-04-18 03:00:00,81.82279392017941,
2022-04-18 18:30:00,81.82279392017941,
2022-04-18 20:00:00,81.82279392017941,
2022-04-18 23:00:00,74.32466073255418,
2022-04-18 23:59:59,97.71513148782734,c
