date,CRSP_MIG_HEDGED_2022_Q3,meta
2022-07-22 00:00:00,460.92262598187665,
2022-07-22 10:00:00,417.1821259956613,
2022-07-22 10:30:00,409.49374658824865,
2022-07-22 12:00:00,365.79699033643476,
2022-07-22 13:30:00,349.4984350914028,
2022-07-22 15:00:00,356.7673084243214,
2022-07-22 15:30:30,356.7673084243214,
2022-07-22 23:59:59,362.131830029115,w
2022-07-25 00:00:00,377.5983884402415,
2022-07-25 10:00:00,342.0305393364015,
2022-07-25 10:30:00,340.04586777421423,
2022-07-25 12:00:00,346.77182041151013,
2022-07-25 13:30:00,339.92191509529596,
2022-07-25 15:00:00,317.2061554267128,
2022-07-25 15:30:30,317.2061554267128,
2022-07-25 23:59:59,309.132778939657,c
2022-07-26 00:00:00,279.28763909246913,
2022-07-26 10:00:00,264.44685714832224,
2022-07-26 10:30:00,281.7330195671477,
2022-07-26 12:00:00,306.27602175987397,
2022-07-26 13:30:00,337.5358782410615,
2022-07-26 15:00:00,345.4601824812777,
2022-07-26 15:30:30,345.4601824812777,
2022-07-26 23:59:59,350.07644072898665,c
2022-07-27 00:00:00,348.3178774688149,
2022-07-27 10:00:00,343.9137766400611,
2022-07-27 10:30:00,353.90054563483,
2022-07-27 12:00:00,362.1791767255854,
2022-07-27 13:30:00,331.91063714377515,
2022-07-27 15:00:00,353.87102405378516,
2022-07-27 15:30:30,353.87102405378516,
2022-07-27 23:59:59,361.57452178651897,c
2022-07-28 00:00:00,350.12610305239014,
2022-07-28 10:00:00,289.10288116398624,
2022-07-28 10:30:00,280.9526016221281,
2022-07-28 12:00:00,335.4287176755565,
2022-07-28 13:30:00,334.76565039499155,
2022-07-28 15:00:00,331.54351356703353,
2022-07-28 15:30:30,331.54351356703353,
2022-07-28 23:59:59,325.9792735457513,c
2022-07-29 00:00:00,301.97595539541635,
2022-07-29 10:00:00,322.4453251555726,
2022-07-29 10:30:00,325.21660690001204,
2022-07-29 12:00:00,310.34947602430145,
2022-07-29 13:30:00,316.13958346370964,
2022-07-29 15:00:00,315.4633072548819,
2022-07-29 15:30:30,315.4633072548819,
2022-07-29 23:59:59,306.84355879497286,w
2022-08-01 00:00:00,271.3624638624467,
2022-08-01 10:00:00,258.7034796333721,
2022-08-01 10:30:00,276.58674063648243,
2022-08-01 12:00:00,291.2399574154981,
2022-08-01 13:30:00,279.689678837422,
2022-08-01 15:00:00,284.9990909328985,
2022-08-01 15:30:30,284.9990909328985,
2022-08-01 23:59:59,290.5006008754391,c
2022-08-02 00:00:00,317.46523637744383,
2022-08-02 10:00:00,310.883993177358,
2022-08-02 10:30:00,320.3116776486995,
2022-08-02 12:00:00,328.86555224832296,
2022-08-02 13:30:00,347.96977830434855,
2022-08-02 15:00:00,337.76992462277474,
2022-08-02 15:30:30,337.76992462277474,
2022-08-02 23:59:59,334.3856526500573,c
2022-08-03 00:00:00,387.13364269837666,
2022-08-03 10:00:00,359.8959985070876,
2022-08-03 10:30:00,366.22888601162686,
2022-08-03 12:00:00,373.0816006125882,
2022-08-03 13:30:00,371.149905751584,
2022-08-03 15:00:00,374.04382980700655,
2022-08-03 15:30:30,374.04382980700655,
