date,SPX_EW_2022_Q1,meta
2022-01-28 00:00:00,1009.561161107134,
2022-01-28 10:00:00,959.9262819178418,
2022-01-28 10:30:00,971.4595817066165,
2022-01-28 12:00:00,1046.052522622233,
2022-01-28 13:30:00,1021.956689391845,
2022-01-28 15:00:00,1021.5115519092244,
2022-01-28 15:30:30,1021.5115519092244,
2022-01-28 23:59:59,1059.427891505241,w
2022-01-31 00:00:00,1085.5560284371168,
2022-01-31 10:00:00,1166.072653353004,
2022-01-31 10:30:00,1161.6072875458817,
2022-01-31 12:00:00,1214.5685470362155,
2022-01-31 13:30:00,1189.451682874411,
2022-01-31 15:00:00,1202.4184418740429,
2022-01-31 15:30:30,1202.4184418740429,
2022-01-31 23:59:59,1234.5648172235951,c
2022-02-01 00:00:00,1261.1225485510454,
2022-02-01 10:00:00,1213.1087034433035,
2022-02-01 10:30:00,1203.2868012428307,
2022-02-01 12:00:00,1237.8482247867553,
2022-02-01 13:30:00,1235.8617552363137,
2022-02-01 15:00:00,1206.0945083983129,
2022-02-01 15:30:30,1206.0945083983129,
2022-02-01 23:59:59,1234.2353952105539,c
2022-02-02 00:00:00,1250.582998417981,
2022-02-02 10:00:00,1233.177897930434,
2022-02-02 10:30:00,1214.4700406837107,
2022-02-02 12:00:00,1181.8827767262367,
2022-02-02 13:30:00,1186.2633665203066,
2022-02-02 15:00:00,1176.7888811039259,
2022-02-02 15:30:30,1176.7888811039259,
2022-02-02 23:59:59,1180.463825467147,c
2022-02-03 00:00:00,1100.3429482274148,
2022-02-03 10:00:00,1097.4574158977123,
2022-02-03 10:30:00,1114.5873467044153,
2022-02-03 12:00:00,1080.9567324296331,
2022-02-03 13:30:00,1089.217065440539,
2022-02-03 15:00:00,1062.525892753244,
2022-02-03 15:30:30,1062.525892753244,
2022-02-03 23:59:59,1042.455964976812,c
2022-02-04 00:00:00,1022.4350112063194,
2022-02-04 10:00:00,994.2093238315535,
2022-02-04 10:30:00,1006.5430347172055,
2022-02-04 12:00:00,1009.7028716302405,
2022-02-04 13:30:00,1031.756086472783,
2022-02-04 15:00:00,1039.1353719025044,
2022-02-04 15:30:30,1039.1353719025044,
2022-02-04 23:59:59,1035.5041507276817,w
2022-02-07 00:00:00,1033.743920741907,
2022-02-07 10:00:00,1072.3694464155292,
2022-02-07 10:30:00,1054.0629508666573,
2022-02-07 12:00:00,1020.216580252124,
2022-02-07 13:30:00,1042.505433670945,
2022-02-07 15:00:00,1031.680373571046,
2022-02-07 15:30:30,1031.680373571046,
2022-02-07 23:59:59,1010.2956779527365,c
2022-02-08 00:00:00,987.4349474889175,
2022-02-08 10:00:00,985.5696212744831,
2022-02-08 10:30:00,984.3355118797542,
2022-02-08 12:00:00,1028.4971184531103,
2022-02-08 13:30:00,1018.8790987811037,
2022-02-08 15:00:00,1018.8899598036244,
2022-02-08 15:30:30,1018.8899598036244,
2022-02-08 23:59:59,1027.2937198640304,c
2022-02-09 00:00:00,1075.0756140990945,
2022-02-09 10:00:00,1083.7782879484994,
2022-02-09 10:30:00,1097.6817281529313,
2022-02-09 12:00:00,1115.6457260371335,
2022-02-09 13:30:00,1129.4952112731185,
2022-02-09 15:00:00,1129.3234507018237,
2022-02-09 15:30:30,1129.3234507018237,
2022-02-09 23:59:59,1145.0959144375586,c
2022-02-10 00:00:00,1056.514460090775,
2022-02-10 10:00:00,1088.5307441807088,
2022-02-10 10:30:00,1113.5784426260047,
2022-02-10 12:00:00,1136.153940788658,
2022-02-10 13:30:00,1102.059364863178,
2022-02-10 15:00:00,1074.591467907246,
2022-02-10 15:30:30,1074.591467907246,
2022-02-10 23:59:59,1067.4306167565826,c
2022-02-11 00:00:00,1064.3542562158755,
2022-02-11 10:00:00,1031.8568563359324,
2022-02-11 10:30:00,1042.5787937049777,
2022-02-11 12:00:00,1001.4321554179246,
2022-02-11 13:30:00,977.6284603681072,
2022-02-11 15:00:00,898.796038698556,
2022-02-11 15:30:30,898.796038698556,s
2022-02-11 23:59:59,886.6104078689291,w
2022-02-14 00:00:00,888.5145337794863,
2022-02-14 10:00:00,929.8449486441082,
2022-02-14 10:30:00,924.5920965516445,
2022-02-14 12:00:00,931.5167269145024,
2022-02-14 13:30:00,920.2913358500005,
2022-02-14 15:00:00,901.4812823920715,
2022-02-14 15:30:30,901.4812823920715,
2022-02-14 23:59:59,896.0772369176423,c
