date,AS_LOCK_2021_Q2,meta
2021-05-21 00:00:00,6.836787368536079,
2021-05-21 01:00:00,17.333889903644376,
2021-05-21 02:30:00,1.4888248646043394,
2021-05-21 03:00:00,1.403406830390395,
2021-05-21 18:30:00,1.403406830390395,
2021-05-21 20:00:00,1.403406830390395,
2021-05-21 23:00:00,1.403406830390395,
2021-05-21 23:59:59,6.332663828021396,w
2021-05-24 00:00:00,-1.8747538870038625,
2021-05-24 01:00:00,-12.824690640725748,
2021-05-24 02:30:00,-26.41646263325174,
2021-05-24 03:00:00,-25.529523342469474,
2021-05-24 18:30:00,-25.529523342469474,
2021-05-24 20:00:00,-25.529523342469474,
2021-05-24 23:00:00,-91.052127822079,
2021-05-24 23:59:59,-87.53528060119334,c
2021-05-25 00:00:00,-80.12236717218002,
2021-05-25 01:00:00,-71.66163483609944,
2021-05-25 02:30:00,-64.18891720866804,
2021-05-25 03:00:00,-64.36366349269338,
2021-05-25 18:30:00,-64.36366349269338,
2021-05-25 20:00:00,-64.36366349269338,
2021-05-25 23:00:00,48.65181620012845,
2021-05-25 23:59:59,52.33795689080807,c
2021-05-26 00:00:00,48.8083877281756,
2021-05-26 01:00:00,43.744547370710734,
2021-05-26 02:30:00,38.283798191155256,
2021-05-26 03:00:00,41.03280947407802,
2021-05-26 18:30:00,41.03280947407802,
2021-05-26 20:00:00,41.03280947407802,
2021-05-26 23:00:00,46.83761000502045,
2021-05-26 23:59:59,31.87169189667111,c
2021-05-27 00:00:00,14.088077202006389,
2021-05-27 01:00:00,0.15110297325963984,
2021-05-27 02:30:00,28.23024744579243,
2021-05-27 03:00:00,23.953806501923737,
2021-05-27 18:30:00,23.953806501923737,
2021-05-27 20:00:00,23.953806501923737,
2021-05-27 23:00:00,38.74359008277361,
2021-05-27 23:59:59,43.31307254089597,c
2021-05-28 00:00:00,51.285790046161765,
2021-05-28 01:00:00,51.23925543668065,
2021-05-28 02:30:00,37.62848293874731,
2021-05-28 03:00:00,39.79158525256253,
2021-05-28 18:30:00,39.79158525256253,
2021-05-28 20:00:00,39.79158525256253,
2021-05-28 23:00:00,39.79158525256253,
2021-05-28 23:59:59,37.510436821628446,w
2021-05-31 00:00:00,-15.174745959503525,
2021-05-31 01:00:00,-3.3195793089817016,
2021-05-31 02:30:00,15.386846778480503,
2021-05-31 03:00:00,10.668928948738994,
2021-05-31 18:30:00,10.668928948738994,
2021-05-31 20:00:00,10.668928948738994,
2021-05-31 23:00:00,-20.60229643658886,
2021-05-31 23:59:59,-25.039109443500365,c
2021-06-01 00:00:00,-17.945199654597218,
2021-06-01 01:00:00,-2.255764427135091,
2021-06-01 02:30:00,-12.828096334877955,
2021-06-01 03:00:00,-9.091494833286106,
2021-06-01 18:30:00,-9.091494833286106,
2021-06-01 20:00:00,-9.091494833286106,
2021-06-01 23:00:00,-7.532753703690105,
2021-06-01 23:59:59,-1.114700179468855,c
2021-06-02 00:00:00,-0.41523255609217813,
2021-06-02 01:00:00,7.631111029037129,
2021-06-02 02:30:00,11.542305388638852,
2021-06-02 03:00:00,6.242496852328713,
2021-06-02 18:30:00,6.242496852328713,
2021-06-02 20:00:00,6.242496852328713,
2021-06-02 23:00:00,64.55612116932025,
2021-06-02 23:59:59,35.03091169515801,c
2021-06-03 00:00:00,34.71564756006228,
2021-06-03 01:00:00,33.658713716523835,
2021-06-03 02:30:00,25.525947914875815,
2021-06-03 03:00:00,20.082727535179856,
2021-06-03 18:30:00,20.082727535179856,
2021-06-03 20:00:00,20.082727535179856,
2021-06-03 23:00:00,-11.53056908273993,
2021-06-03 23:59:59,-14.365294750167322,c
2021-06-04 00:00:00,-7.4741658007651495,
2021-06-04 01:00:00,-6.601286995181454,
2021-06-04 02:30:00,-5.901393952250601,
2021-06-04 03:00:00,-7.884877409771434,
2021-06-04 18:30:00,-7.884877409771434,
2021-06-04 20:00:00,-7.884877409771434,
2021-06-04 23:00:00,-7.884877409771434,
2021-06-04 23:59:59,0.0,a
2021-06-07 00:00:00,-78.0735806288626,
2021-06-07 01:00:00,-88.20881541414929,
2021-06-07 02:30:00,-81.63395597172439,
2021-06-07 03:00:00,-86.12715069288834,
2021-06-07 18:30:00,-86.12715069288834,
2021-06-07 20:00:00,-86.12715069288834,
2021-06-07 23:00:00,-65.68079316079275,
2021-06-07 23:59:59,-68.41795117040328,c
2021-06-08 00:00:00,-33.728747128704526,
2021-06-08 01:00:00,-38.17969815869537,
2021-06-08 02:30:00,-30.23144072542891,
2021-06-08 03:00:00,-27.808315046708685,
2021-06-08 18:30:00,-27.808315046708685,
2021-06-08 20:00:00,-27.808315046708685,
2021-06-08 23:00:00,-38.26590105067544,
2021-06-08 23:59:59,-49.93001961141772,c
2021-06-09 00:00:00,-46.2174936829706,
2021-06-09 01:00:00,-40.55609267624595,
2021-06-09 02:30:00,-45.25963865212134,
2021-06-09 03:00:00,-49.03263777946813,
2021-06-09 18:30:00,-49.03263777946813,
2021-06-09 20:00:00,-49.03263777946813,
2021-06-09 23:00:00,-60.03503382495364,
2021-06-09 23:59:59,-49.79634230123111,c
2021-06-10 00:00:00,-39.2940815886418,
2021-06-10 01:00:00,-47.17819041420762,
2021-06-10 02:30:00,-58.664571999431246,
2021-06-10 03:00:00,-62.49943320332204,
2021-06-10 18:30:00,-62.49943320332204,
2021-06-10 20:00:00,-62.49943320332204,
2021-06-10 23:00:00,-61.058545458281515,
2021-06-10 23:59:59,-74.57213390894094,c
2021-06-11 00:00:00,-74.78341068183454,
2021-06-11 01:00:00,-83.07075118663806,
2021-06-11 02:30:00,-88.52806642918586,
2021-06-11 03:00:00,-93.00930088239147,
