date,MOAT_HEDGED_2020_Q4,meta
2020-11-13 00:00:00,128.63669668229036,
2020-11-13 10:00:00,115.26791287855957,
2020-11-13 10:30:00,120.65070128627227,
2020-11-13 12:00:00,104.10513273801382,
2020-11-13 13:30:00,92.81789018697025,
2020-11-13 15:00:00,99.90264812516992,
2020-11-13 15:30:30,99.90264812516992,
2020-11-13 23:59:59,87.90796493070191,w
2020-11-16 00:00:00,89.29750045990325,
2020-11-16 10:00:00,102.74418453958943,
2020-11-16 10:30:00,107.59502446860246,
2020-11-16 12:00:00,109.16677835649917,
2020-11-16 13:30:00,102.50622583683665,
2020-11-16 15:00:00,105.37451716789815,
2020-11-16 15:30:30,105.37451716789815,
2020-11-16 23:59:59,112.86887127823182,c
2020-11-17 00:00:00,111.26853046605166,
2020-11-17 10:00:00,125.17158396846442,
2020-11-17 10:30:00,117.93291727402917,
2020-11-17 12:00:00,115.72183894594065,
2020-11-17 13:30:00,115.86959354824305,
2020-11-17 15:00:00,107.77766180638358,
2020-11-17 15:30:30,107.77766180638358,
2020-11-17 23:59:59,105.36908299115608,c
2020-11-18 00:00:00,106.64947047625023,
2020-11-18 10:00:00,97.50988996061702,
2020-11-18 10:30:00,87.5392399944769,
2020-11-18 12:00:00,90.46722423444781,
2020-11-18 13:30:00,101.53239276744132,
2020-11-18 15:00:00,99.5740465057272,
2020-11-18 15:30:30,99.5740465057272,
2020-11-18 23:59:59,101.04846209829029,c
2020-11-19 00:00:00,101.89287724319085,
2020-11-19 10:00:00,91.15390235537441,
2020-11-19 10:30:00,102.77430185261167,
2020-11-19 12:00:00,83.78436757680697,
2020-11-19 13:30:00,80.41428551251602,
2020-11-19 15:00:00,79.95827568852697,
2020-11-19 15:30:30,79.95827568852697,
2020-11-19 23:59:59,69.70447392603613,c
2020-11-20 00:00:00,77.47199379308844,
2020-11-20 10:00:00,69.52735224130684,
2020-11-20 10:30:00,52.98127342132534,
2020-11-20 12:00:00,52.06704676693931,
2020-11-20 13:30:00,54.14819769243522,
2020-11-20 15:00:00,53.910906799502456,
2020-11-20 15:30:30,53.910906799502456,
