date,R2_STAY_HEDGED_2021_Q1,meta
2021-01-08 00:00:00,-324.64922720550885,
2021-01-08 10:00:00,-316.17790397392264,
2021-01-08 10:30:00,-344.8241559832586,
2021-01-08 12:00:00,-321.0589804380111,
2021-01-08 13:30:00,-353.83835166080416,
2021-01-08 15:00:00,-343.306383594771,
2021-01-08 15:30:30,-343.306383594771,
2021-01-08 23:59:59,-315.48712765943174,w
2021-01-11 00:00:00,-370.7282230908263,
2021-01-11 10:00:00,-322.5835564500471,
2021-01-11 10:30:00,-324.96022643185415,
2021-01-11 12:00:00,-313.3478502169223,
2021-01-11 13:30:00,-306.7570264144965,
2021-01-11 15:00:00,-298.86800123527746,
2021-01-11 15:30:30,-298.86800123527746,
2021-01-11 23:59:59,-313.5022738497628,c
2021-01-12 00:00:00,-285.38036944265696,
2021-01-12 10:00:00,-288.0468576978901,
2021-01-12 10:30:00,-300.75869163605785,
2021-01-12 12:00:00,-304.71150685871135,
2021-01-12 13:30:00,-336.00766446113585,
2021-01-12 15:00:00,-317.1680208355524,
2021-01-12 15:30:30,-317.1680208355524,
2021-01-12 23:59:59,-321.74967875707443,c
2021-01-13 00:00:00,-308.25168598231585,
2021-01-13 10:00:00,-321.1527498092014,
2021-01-13 10:30:00,-309.7792113533437,
2021-01-13 12:00:00,-297.5445748268098,
2021-01-13 13:30:00,-276.44470139454825,
2021-01-13 15:00:00,-280.3765009565909,
2021-01-13 15:30:30,-280.3765009565909,
2021-01-13 23:59:59,-287.12726967386243,c
2021-01-14 00:00:00,-247.63772433730946,
2021-01-14 10:00:00,-281.1887636628394,
2021-01-14 10:30:00,-251.7296728562219,
2021-01-14 12:00:00,-237.01394858346157,
2021-01-14 13:30:00,-234.82339015003527,
2021-01-14 15:00:00,-214.94153794265048,
2021-01-14 15:30:30,-214.94153794265048,
2021-01-14 23:59:59,-207.808376433974,c
2021-01-15 00:00:00,-203.19043807309026,
2021-01-15 10:00:00,-218.3618464134429,
2021-01-15 10:30:00,-280.2101114450229,
2021-01-15 12:00:00,-223.0479116784063,
2021-01-15 13:30:00,-203.58024950307708,
2021-01-15 15:00:00,-193.87286541313597,
2021-01-15 15:30:30,-193.87286541313597,
2021-01-15 23:59:59,-193.09700707111097,w
2021-01-18 00:00:00,-193.09700707111097,
2021-01-18 10:00:00,-193.09700707111097,
2021-01-18 10:30:00,-193.09700707111097,
2021-01-18 12:00:00,-193.09700707111097,
2021-01-18 13:30:00,-193.09700707111097,
2021-01-18 15:00:00,-193.09700707111097,
2021-01-18 15:30:30,-193.09700707111097,
2021-01-18 23:59:59,-193.09700707111097,c
2021-01-19 00:00:00,-157.5975422679894,
2021-01-19 10:00:00,-149.8702657544286,
2021-01-19 10:30:00,-134.60058425646912,
2021-01-19 12:00:00,-98.9543757079341,
2021-01-19 13:30:00,-85.11279996258963,
2021-01-19 15:00:00,-93.34567499810964,
2021-01-19 15:30:30,-93.34567499810964,
2021-01-19 23:59:59,-66.10732382541937,c
