date,AS_FTSE_DM_AD_2022_Q3,meta
2022-07-08 00:00:00,-392.16658976914823,
2022-07-08 01:00:00,-341.0071794935234,
2022-07-08 02:30:00,-383.4747790481442,
2022-07-08 03:00:00,-360.5288220885145,
2022-07-08 18:30:00,-360.5288220885145,
2022-07-08 20:00:00,-360.5288220885145,
2022-07-08 23:00:00,-360.5288220885145,
2022-07-08 23:59:59,-383.71021437389345,w
2022-07-11 00:00:00,-864.5884212368856,
2022-07-11 01:00:00,-877.1842384939841,
2022-07-11 02:30:00,-877.1842384939841,
2022-07-11 03:00:00,-877.1842384939841,
2022-07-11 18:30:00,-877.1842384939841,
2022-07-11 20:00:00,-877.1842384939841,
2022-07-11 23:00:00,-1005.9356266280272,
2022-07-11 23:59:59,-995.2250545915692,c
2022-07-12 00:00:00,-1056.2532136931727,
2022-07-12 01:00:00,-1041.6841888562903,
2022-07-12 02:30:00,-988.2926631166829,
2022-07-12 03:00:00,-1031.574693261078,
2022-07-12 18:30:00,-1031.574693261078,
2022-07-12 20:00:00,-1031.574693261078,
2022-07-12 23:00:00,-922.6680351543355,
2022-07-12 23:59:59,-890.0580352585675,c
2022-07-13 00:00:00,-896.8653829064497,
2022-07-13 01:00:00,-875.9325271837736,
2022-07-13 02:30:00,-863.296440982874,
2022-07-13 03:00:00,-865.4597580915467,
2022-07-13 18:30:00,-865.4597580915467,
2022-07-13 20:00:00,-865.4597580915467,
2022-07-13 23:00:00,-654.2656923445966,
2022-07-13 23:59:59,-677.9328520172335,c
2022-07-14 00:00:00,-689.0424469323218,
2022-07-14 01:00:00,-680.114447155366,
2022-07-14 02:30:00,-705.0469949822179,
2022-07-14 03:00:00,-726.2137205529484,
2022-07-14 18:30:00,-726.2137205529484,
2022-07-14 20:00:00,-726.2137205529484,
2022-07-14 23:00:00,-965.9395365244357,
2022-07-14 23:59:59,-1014.2276372330898,c
2022-07-15 00:00:00,-1024.9027128862388,
2022-07-15 01:00:00,-1023.7195923654112,
2022-07-15 02:30:00,-994.025741197061,
2022-07-15 03:00:00,-992.672094711872,
2022-07-15 18:30:00,-992.672094711872,
2022-07-15 20:00:00,-992.672094711872,
2022-07-15 23:00:00,-992.672094711872,
2022-07-15 23:59:59,-996.3158010935715,w
2022-07-18 00:00:00,-996.2478383207806,
2022-07-18 01:00:00,-996.2478383207806,
2022-07-18 02:30:00,-992.1688248513055,
2022-07-18 03:00:00,-993.1196224990556,
2022-07-18 18:30:00,-993.1196224990556,
2022-07-18 20:00:00,-993.1196224990556,
2022-07-18 23:00:00,-1071.4840571714353,
2022-07-18 23:59:59,-1047.3312165748605,c
2022-07-19 00:00:00,-989.3598683251912,
2022-07-19 01:00:00,-978.7059115890768,
2022-07-19 02:30:00,-979.5757305570664,
2022-07-19 03:00:00,-980.8141836603404,
2022-07-19 18:30:00,-980.8141836603404,
2022-07-19 20:00:00,-980.8141836603404,
2022-07-19 23:00:00,-1117.768100855761,
2022-07-19 23:59:59,-1137.8507810974136,c
2022-07-20 00:00:00,-1097.7149852234104,
2022-07-20 01:00:00,-1075.0907377650412,
2022-07-20 02:30:00,-1080.9261122431121,
2022-07-20 03:00:00,-1081.1999275266583,
2022-07-20 18:30:00,-1081.1999275266583,
2022-07-20 20:00:00,-1081.1999275266583,
2022-07-20 23:00:00,-998.2642716746313,
2022-07-20 23:59:59,-1037.7085855654861,c
2022-07-21 00:00:00,-993.6178661525059,
2022-07-21 01:00:00,-962.2532107871971,
2022-07-21 02:30:00,-963.1881284975427,
2022-07-21 03:00:00,-962.0916859199838,
2022-07-21 18:30:00,-962.0916859199838,
2022-07-21 20:00:00,-962.0916859199838,
2022-07-21 23:00:00,-770.2751260504806,
2022-07-21 23:59:59,-783.1124792703586,c
2022-07-22 00:00:00,-810.2064240222583,
2022-07-22 01:00:00,-825.024859781428,
2022-07-22 02:30:00,-837.7856725602669,
2022-07-22 03:00:00,-839.4231609034532,
2022-07-22 18:30:00,-839.4231609034532,
2022-07-22 20:00:00,-839.4231609034532,
2022-07-22 23:00:00,-839.4231609034532,
2022-07-22 23:59:59,-781.0747398509282,w
2022-07-25 00:00:00,-806.597954163703,
2022-07-25 01:00:00,-795.3132705127182,
2022-07-25 02:30:00,-778.408335101884,
2022-07-25 03:00:00,-802.3294772960367,
2022-07-25 18:30:00,-802.3294772960367,
2022-07-25 20:00:00,-802.3294772960367,
2022-07-25 23:00:00,-717.1878816278954,
2022-07-25 23:59:59,-717.329309140481,c
2022-07-26 00:00:00,-768.8013316060694,
2022-07-26 01:00:00,-776.4429604946527,
2022-07-26 02:30:00,-783.5921902989053,
2022-07-26 03:00:00,-782.9118964894915,
2022-07-26 18:30:00,-782.9118964894915,
2022-07-26 20:00:00,-782.9118964894915,
2022-07-26 23:00:00,-923.7661718778907,
2022-07-26 23:59:59,-930.29409781654,c
2022-07-27 00:00:00,-878.615081940871,
2022-07-27 01:00:00,-828.415764500478,
2022-07-27 02:30:00,-824.6014122693894,
2022-07-27 03:00:00,-824.1942322468221,
2022-07-27 18:30:00,-824.1942322468221,
2022-07-27 20:00:00,-824.1942322468221,
2022-07-27 23:00:00,-787.0443734488797,
2022-07-27 23:59:59,-793.9929618196268,c
2022-07-28 00:00:00,-754.3783416718534,
2022-07-28 01:00:00,-756.6748130532428,
2022-07-28 02:30:00,-745.0353978309893,
2022-07-28 03:00:00,-766.8306704848435,
2022-07-28 18:30:00,-766.8306704848435,
2022-07-28 20:00:00,-766.8306704848435,
2022-07-28 23:00:00,-763.7316925368766,
2022-07-28 23:59:59,-770.0671352757809,c
2022-07-29 00:00:00,-668.0656025637927,
2022-07-29 01:00:00,-714.4097568468098,
2022-07-29 02:30:00,-727.2643724932759,
2022-07-29 03:00:00,-744.9830765016211,
2022-07-29 18:30:00,-744.9830765016211,
2022-07-29 20:00:00,-744.9830765016211,
2022-07-29 23:00:00,-744.9830765016211,
2022-07-29 23:59:59,-782.5298651482569,w
2022-08-01 00:00:00,-442.8087553094151,
2022-08-01 01:00:00,-435.04122877405825,
2022-08-01 02:30:00,-425.05066944866667,
2022-08-01 03:00:00,-430.0097568277306,
2022-08-01 18:30:00,-430.0097568277306,
2022-08-01 20:00:00,-430.0097568277306,
2022-08-01 23:00:00,-434.68285176614427,
2022-08-01 23:59:59,-485.53008075324396,c
2022-08-02 00:00:00,-500.80047031275626,
2022-08-02 01:00:00,-507.20342360102586,
2022-08-02 02:30:00,-488.99875198105474,
2022-08-02 03:00:00,-465.8357299600848,
2022-08-02 18:30:00,-465.8357299600848,
2022-08-02 20:00:00,-465.8357299600848,
2022-08-02 23:00:00,-371.5003110958869,
2022-08-02 23:59:59,-435.8554416622178,c
2022-08-03 00:00:00,-380.2142465400443,
2022-08-03 01:00:00,-391.741332146019,
2022-08-03 02:30:00,-364.87324158594447,
2022-08-03 03:00:00,-406.8181243857907,
2022-08-03 18:30:00,-406.8181243857907,
2022-08-03 20:00:00,-406.8181243857907,
2022-08-03 23:00:00,-388.4357053013373,
2022-08-03 23:59:59,-410.51721250973605,c
2022-08-04 00:00:00,-321.34439112116524,
2022-08-04 01:00:00,-325.6614515721999,
2022-08-04 02:30:00,-356.1374673877708,
2022-08-04 03:00:00,-334.7854377063559,
2022-08-04 18:30:00,-334.7854377063559,
2022-08-04 20:00:00,-334.7854377063559,
2022-08-04 23:00:00,-268.1875243334607,
2022-08-04 23:59:59,-308.17870732703705,c
2022-08-05 00:00:00,-379.2733964097738,
2022-08-05 01:00:00,-407.8098233536257,
2022-08-05 02:30:00,-357.39776858943196,
2022-08-05 03:00:00,-358.4906758882603,
2022-08-05 18:30:00,-358.4906758882603,
2022-08-05 20:00:00,-358.4906758882603,
2022-08-05 23:00:00,-358.4906758882603,
2022-08-05 23:59:59,-347.79073551238434,w
2022-08-08 00:00:00,-580.8994517150991,
2022-08-08 01:00:00,-534.3106807641911,
2022-08-08 02:30:00,-526.2246358020257,
2022-08-08 03:00:00,-504.51917437603015,
2022-08-08 18:30:00,-504.51917437603015,
2022-08-08 20:00:00,-504.51917437603015,
2022-08-08 23:00:00,-504.51917437603015,
2022-08-08 23:59:59,-342.19770817217295,c
2022-08-09 00:00:00,-324.4328327079493,
2022-08-09 01:00:00,-342.79942998700926,
2022-08-09 02:30:00,-342.79942998700926,
2022-08-09 03:00:00,-342.79942998700926,
2022-08-09 18:30:00,-342.79942998700926,
2022-08-09 20:00:00,-342.79942998700926,
2022-08-09 23:00:00,-652.5112160686438,
2022-08-09 23:59:59,-666.7969889297935,c
2022-08-10 00:00:00,-846.4572629734432,
2022-08-10 01:00:00,-855.6744381418687,
2022-08-10 02:30:00,-835.4746707019328,
2022-08-10 03:00:00,-836.4289901998154,
2022-08-10 18:30:00,-836.4289901998154,
2022-08-10 20:00:00,-836.4289901998154,
2022-08-10 23:00:00,-815.1110835629938,
2022-08-10 23:59:59,-843.326276719536,c
2022-08-11 00:00:00,-832.4082479744604,
2022-08-11 01:00:00,-832.4082479744604,
2022-08-11 02:30:00,-856.9077780085393,
2022-08-11 03:00:00,-836.2362910711904,
2022-08-11 18:30:00,-836.2362910711904,
2022-08-11 20:00:00,-836.2362910711904,
