date,2015_TAX,meta
12/22/2015 0:00,62.7301853,
12/22/2015 10:00,36.48838072,
12/22/2015 10:30,22.24784751,
12/22/2015 12:00,-5.150325599,
12/22/2015 13:30,-19.33266483,
12/22/2015 15:00,-12.60290716,
12/22/2015 15:30,-12.60290716,
12/22/2015 23:59,-7.907839359,c
12/23/2015 0:00,-11.60451819,
12/23/2015 10:00,-39.48753653,
12/23/2015 10:30,-58.3022251,
12/23/2015 12:00,-92.69694335,
12/23/2015 13:30,-83.13105019,
12/23/2015 15:00,-77.5195887,
12/23/2015 15:30,-77.5195887,
12/23/2015 23:59,-83.42190265,c
12/24/2015 0:00,-86.35955564,
12/24/2015 10:00,-90.47136038,
12/24/2015 10:30,-90.46432845,
12/24/2015 12:00,-90.46432845,
12/24/2015 13:30,-90.46432845,
12/24/2015 15:00,-90.46432845,
12/24/2015 15:30,-90.46432845,
12/24/2015 23:59,-90.46432845,c
12/29/2015 0:00,-20.26200549,
12/29/2015 10:00,-6.884497583,
12/29/2015 10:30,-2.654354364,
12/29/2015 12:00,17.8328439,
12/29/2015 13:30,6.230857865,
12/29/2015 15:00,-0.947298375,
12/29/2015 15:30,-0.947298375,
12/29/2015 23:59,-4.032233819,c
12/30/2015 0:00,7.546533277,
12/30/2015 10:00,-10.28079345,
12/30/2015 10:30,24.84152736,
12/30/2015 12:00,19.45371455,
12/30/2015 13:30,25.26376192,
12/30/2015 15:00,28.55431106,
12/30/2015 15:30,28.55431106,
12/30/2015 23:59,23.93942395,c
12/31/2015 0:00,23.85815458,
12/31/2015 10:00,14.50008357,
12/31/2015 10:30,8.846408328,
12/31/2015 12:00,21.43516671,
12/31/2015 13:30,14.94782793,
12/31/2015 15:00,5.747919563,
12/31/2015 15:30,5.747919563,
12/31/2015 23:59,0,a
1/1/2016 0:00,0,
1/1/2016 10:00,0,
1/1/2016 10:30,0,
1/1/2016 12:00,0,
1/1/2016 13:30,0,
1/1/2016 15:00,0,
1/1/2016 15:30,0,
1/1/2016 23:59,0,w
1/4/2016 0:00,5.221933945,
1/4/2016 10:00,-12.87236784,
1/4/2016 10:30,-39.06508269,
1/4/2016 12:00,-30.70041904,
1/4/2016 13:30,-83.4917646,
1/4/2016 15:00,-98.54216725,
1/4/2016 15:30,-98.54216725,
1/4/2016 23:59,-92.89120405,c
1/5/2016 0:00,-89.61241028,
1/5/2016 10:00,-36.06747318,
1/5/2016 10:30,-37.64630384,
1/5/2016 12:00,-33.34126981,
1/5/2016 13:30,-32.21109675,
1/5/2016 15:00,-38.49948356,
1/5/2016 15:30,-38.49948356,
1/5/2016 23:59,-43.0008079,c
1/6/2016 0:00,-34.23047713,
1/6/2016 10:00,-14.31824831,
1/6/2016 10:30,-7.295618843,
1/6/2016 12:00,22.42517509,
1/6/2016 13:30,38.94240128,
1/6/2016 15:00,42.70826209,
1/6/2016 15:30,42.70826209,
1/6/2016 23:59,41.23026388,c
1/7/2016 0:00,37.98873968,
1/7/2016 10:00,55.89248459,
1/7/2016 10:30,68.95260009,
1/7/2016 12:00,75.3124963,
1/7/2016 13:30,72.63741405,
1/7/2016 15:00,80.5386267,
1/7/2016 15:30,80.5386267,
1/7/2016 23:59,79.79731575,c
1/8/2016 0:00,79.12432559,
1/8/2016 10:00,116.159329,
1/8/2016 10:30,122.7833795,
1/8/2016 12:00,119.5171961,
1/8/2016 13:30,123.2740536,
1/8/2016 15:00,111.5877242,
1/8/2016 15:30,111.5877242,
1/8/2016 23:59,111.2033642,w
1/11/2016 0:00,101.2879111,
1/11/2016 10:00,140.7563783,
1/11/2016 10:30,168.878318,
1/11/2016 12:00,187.2214607,
1/11/2016 13:30,178.3510211,
1/11/2016 15:00,181.9794544,
1/11/2016 15:30,181.9794544,
1/11/2016 23:59,187.187673,c
1/12/2016 0:00,171.7677409,
1/12/2016 10:00,171.571409,
1/12/2016 10:30,218.8724336,
1/12/2016 12:00,258.7187459,
1/12/2016 13:30,274.7808404,
1/12/2016 15:00,274.4628832,
1/12/2016 15:30,274.4628832,
1/12/2016 23:59,259.3441268,c
1/13/2016 0:00,247.8027089,
1/13/2016 10:00,237.3636696,
1/13/2016 10:30,267.0960484,
1/13/2016 12:00,258.0172709,
1/13/2016 13:30,258.8017556,
1/13/2016 15:00,251.2829859,
1/13/2016 15:30,251.2829859,
1/13/2016 23:59,235.9197779,c
1/14/2016 0:00,233.2125813,
1/14/2016 10:00,239.8297905,
1/14/2016 10:30,207.6373953,
1/14/2016 12:00,237.1505156,
1/14/2016 13:30,210.9938526,
1/14/2016 15:00,205.7535109,
1/14/2016 15:30,205.7535109,
1/14/2016 23:59,207.5934602,c
1/15/2016 0:00,207.7263645,
1/15/2016 10:00,250.8816257,
1/15/2016 10:30,267.2206639,
1/15/2016 12:00,269.8227928,
1/15/2016 13:30,252.3028378,
1/15/2016 15:00,225.0728448,
1/15/2016 15:30,225.0728448,
1/15/2016 23:59,225.4793559,w
1/18/2016 0:00,225.4793559,
1/18/2016 10:00,225.4793559,
1/18/2016 10:30,225.4793559,
1/18/2016 12:00,225.4793559,
1/18/2016 13:30,225.4793559,
1/18/2016 15:00,225.4793559,
1/18/2016 15:30,225.4793559,
1/18/2016 23:59,225.4793559,c
1/19/2016 0:00,227.2074785,
1/19/2016 10:00,268.5320502,
1/19/2016 10:30,259.1966663,
1/19/2016 12:00,274.792462,
1/19/2016 13:30,279.3524643,
1/19/2016 15:00,289.1297321,
1/19/2016 15:30,289.1297321,
1/19/2016 23:59,291.2480799,c
