date,ICLN_2022_Q1,meta
2021-12-10 00:00:00,785.5944686000394,
2021-12-10 10:00:00,711.7090417117429,
2021-12-10 10:30:00,705.7485426435755,
2021-12-10 12:00:00,662.8655468593656,
2021-12-10 13:30:00,656.9745067445951,
2021-12-10 15:00:00,657.5456462708094,
2021-12-10 15:30:30,657.5456462708094,
2021-12-10 23:59:59,660.176668820869,w
2021-12-13 00:00:00,697.0224182184083,
2021-12-13 10:00:00,706.3491410903594,
2021-12-13 10:30:00,647.8661157477609,
2021-12-13 12:00:00,551.4550703315313,
2021-12-13 13:30:00,589.8639135772496,
2021-12-13 15:00:00,589.5192847767535,
2021-12-13 15:30:30,589.5192847767535,
2021-12-13 23:59:59,614.1086784989375,c
2021-12-14 00:00:00,509.28659953906254,
2021-12-14 10:00:00,479.2261916363291,
2021-12-14 10:30:00,496.951598417329,
2021-12-14 12:00:00,440.57742193487957,
2021-12-14 13:30:00,458.36803385247686,
2021-12-14 15:00:00,459.55063559856353,
2021-12-14 15:30:30,459.55063559856353,
2021-12-14 23:59:59,459.0443437576796,c
2021-12-15 00:00:00,440.640797623038,
2021-12-15 10:00:00,373.0440998721083,
2021-12-15 10:30:00,373.52972898402277,
2021-12-15 12:00:00,283.8754998980676,
2021-12-15 13:30:00,288.18147048721676,
2021-12-15 15:00:00,365.4043432982685,
2021-12-15 15:30:30,365.4043432982685,
2021-12-15 23:59:59,413.4882205951021,c
2021-12-16 00:00:00,470.4940295636461,
2021-12-16 10:00:00,461.32310730284644,
2021-12-16 10:30:00,470.25694338636504,
2021-12-16 12:00:00,320.1861806836496,
2021-12-16 13:30:00,334.5134391585734,
2021-12-16 15:00:00,294.3940797257533,
2021-12-16 15:30:30,294.3940797257533,
2021-12-16 23:59:59,292.59728411281685,c
2021-12-17 00:00:00,264.1137141120653,
2021-12-17 10:00:00,263.20939461481703,
2021-12-17 10:30:00,308.2559070641205,
2021-12-17 12:00:00,367.30899862642536,
2021-12-17 13:30:00,368.3054150085827,
2021-12-17 15:00:00,380.1908535368848,
2021-12-17 15:30:30,380.1908535368848,s
2021-12-17 23:59:59,411.504103006891,w
2021-12-20 00:00:00,319.04280902014807,
2021-12-20 10:00:00,369.1058486889501,
2021-12-20 10:30:00,384.1673791292237,
2021-12-20 12:00:00,303.9784382940811,
2021-12-20 13:30:00,258.79704034680344,
2021-12-20 15:00:00,254.3679581170136,
2021-12-20 15:30:30,254.3679581170136,
2021-12-20 23:59:59,257.6158540799429,c
2021-12-21 00:00:00,290.2225134925561,
2021-12-21 10:00:00,313.32121380990657,
2021-12-21 10:30:00,311.3680941474727,
2021-12-21 12:00:00,416.67006587049127,
2021-12-21 13:30:00,409.42966519840184,
2021-12-21 15:00:00,474.9545075182805,
2021-12-21 15:30:30,474.9545075182805,
2021-12-21 23:59:59,465.8287279944775,c
2021-12-22 00:00:00,450.52008325389806,
2021-12-22 10:00:00,451.16999465754907,
2021-12-22 10:30:00,439.2080916942605,
2021-12-22 12:00:00,462.51941642650945,
2021-12-22 13:30:00,439.7512766542204,
2021-12-22 15:00:00,460.0363334108979,
2021-12-22 15:30:30,460.0363334108979,
2021-12-22 23:59:59,429.93106075567266,c
2021-12-23 00:00:00,432.3052069547939,
2021-12-23 10:00:00,388.37770089210017,
2021-12-23 10:30:00,385.4288686718792,
2021-12-23 12:00:00,409.3239889221809,
2021-12-23 13:30:00,475.8605736635841,
2021-12-23 15:00:00,448.88245400198366,
2021-12-23 15:30:30,448.88245400198366,
2021-12-23 23:59:59,439.77653793170475,c
2021-12-24 00:00:00,443.30206376925344,
2021-12-24 10:00:00,448.2860159520401,
2021-12-24 10:30:00,445.34085417367896,
2021-12-24 12:00:00,440.62297869976874,
2021-12-24 13:30:00,440.62297869976874,
2021-12-24 15:00:00,440.62297869976874,
2021-12-24 15:30:30,440.62297869976874,
2021-12-24 23:59:59,439.9656228308995,w
2021-12-27 00:00:00,495.20283932274333,
2021-12-27 10:00:00,415.8919664473542,
2021-12-27 10:30:00,414.6832033464884,
2021-12-27 12:00:00,404.76773539758915,
2021-12-27 13:30:00,422.9635107284689,
2021-12-27 15:00:00,414.77119730943923,
2021-12-27 15:30:30,414.77119730943923,
2021-12-27 23:59:59,395.67275115439315,c
2021-12-28 00:00:00,396.9576538451256,
2021-12-28 10:00:00,383.59171220332564,
2021-12-28 10:30:00,385.0489928398524,
2021-12-28 12:00:00,323.38768568851265,
2021-12-28 13:30:00,307.3215400344575,
2021-12-28 15:00:00,316.21629889346923,
2021-12-28 15:30:30,316.21629889346923,
2021-12-28 23:59:59,297.87734653198095,c
2021-12-29 00:00:00,231.10071783055082,
2021-12-29 10:00:00,176.28559290089652,
2021-12-29 10:30:00,186.5185295022252,
2021-12-29 12:00:00,177.67910512127492,
2021-12-29 13:30:00,163.2913235634769,
2021-12-29 15:00:00,183.0387587255509,
2021-12-29 15:30:30,183.0387587255509,
2021-12-29 23:59:59,141.5057443648834,c
2021-12-30 00:00:00,133.5149138040524,
2021-12-30 10:00:00,213.49716453023802,
2021-12-30 10:30:00,237.89558140829286,
2021-12-30 12:00:00,275.1874360601669,
2021-12-30 13:30:00,282.5829885944636,
2021-12-30 15:00:00,274.61402342041083,
