date,MSCI_FACT_QUAL_HEDGED_2020_Q4,meta
2020-10-14 00:00:00,51.24985094352923,
2020-10-14 10:00:00,45.29974955193841,
2020-10-14 10:30:00,45.678373982414264,
2020-10-14 12:00:00,46.92840379783349,
2020-10-14 13:30:00,49.64559896654497,
2020-10-14 15:00:00,52.20326538930798,
2020-10-14 15:30:30,52.20326538930798,
2020-10-14 23:59:59,46.42223316681427,c
2020-10-15 00:00:00,46.12272401125005,
2020-10-15 10:00:00,45.226987996084695,
2020-10-15 10:30:00,44.28611084570816,
2020-10-15 12:00:00,46.75976098565902,
2020-10-15 13:30:00,56.55845500208009,
2020-10-15 15:00:00,57.74690245543598,
2020-10-15 15:30:30,57.74690245543598,
2020-10-15 23:59:59,55.89809790179003,c
2020-10-16 00:00:00,56.78723297059468,
2020-10-16 10:00:00,67.30372292678663,
2020-10-16 10:30:00,70.5635611192431,
2020-10-16 12:00:00,72.50563579070183,
2020-10-16 13:30:00,71.9377483792232,
2020-10-16 15:00:00,70.79944398555872,
2020-10-16 15:30:30,70.79944398555872,
2020-10-16 23:59:59,70.19396068052978,w
2020-10-19 00:00:00,78.71017525925339,
2020-10-19 10:00:00,82.65075326697337,
2020-10-19 10:30:00,90.43914264188152,
2020-10-19 12:00:00,83.80134084733436,
2020-10-19 13:30:00,85.64359317923066,
2020-10-19 15:00:00,83.37843046237984,
2020-10-19 15:30:30,83.37843046237984,
2020-10-19 23:59:59,77.16925017016914,c
2020-10-20 00:00:00,83.80609970355854,
2020-10-20 10:00:00,68.3116428851032,
2020-10-20 10:30:00,69.61264827809396,
2020-10-20 12:00:00,66.0024969043616,
2020-10-20 13:30:00,60.85393561220108,
2020-10-20 15:00:00,62.221544536873274,
2020-10-20 15:30:30,62.221544536873274,
2020-10-20 23:59:59,60.04730194992879,c
2020-10-21 00:00:00,49.00650704760799,
2020-10-21 10:00:00,39.61266852727368,
2020-10-21 10:30:00,31.844481684580124,
2020-10-21 12:00:00,26.922743406795185,
2020-10-21 13:30:00,25.541717140100396,
2020-10-21 15:00:00,24.98329718926795,
2020-10-21 15:30:30,24.98329718926795,
2020-10-21 23:59:59,20.312717773106492,c
