date,AS_FTSE_AS_DM_AW_ADDSDELS_2021_Q4,meta
2021-10-25 18:30:00,-567.3524949087616,
2021-10-25 20:00:00,-567.3524949087616,
2021-10-25 23:00:00,-480.3496325679843,
2021-10-25 23:59:59,-491.78645009586154,c
2021-10-26 00:00:00,-492.37970399783353,
2021-10-26 01:00:00,-505.9168933875884,
2021-10-26 02:30:00,-495.84998628730386,
2021-10-26 03:00:00,-496.69656288867355,
2021-10-26 18:30:00,-496.69656288867355,
2021-10-26 20:00:00,-496.69656288867355,
2021-10-26 23:00:00,-538.8982260203976,
2021-10-26 23:59:59,-521.744951412785,c
2021-10-27 00:00:00,-518.5985073334577,
2021-10-27 01:00:00,-530.5889944665216,
2021-10-27 02:30:00,-527.2278403447706,
2021-10-27 03:00:00,-527.6217531706898,
2021-10-27 18:30:00,-527.6217531706898,
2021-10-27 20:00:00,-527.6217531706898,
2021-10-27 23:00:00,-494.1694336292324,
2021-10-27 23:59:59,-500.51637023133384,c
2021-10-28 00:00:00,-512.2965904611372,
2021-10-28 01:00:00,-528.5335240500845,
2021-10-28 02:30:00,-545.0031875743982,
2021-10-28 03:00:00,-542.4947983638033,
2021-10-28 18:30:00,-542.4947983638033,
2021-10-28 20:00:00,-542.4947983638033,
2021-10-28 23:00:00,-558.3809145938744,
2021-10-28 23:59:59,-556.3736657349004,c
2021-10-29 00:00:00,-559.0934348188907,
2021-10-29 01:00:00,-557.5159749737784,
2021-10-29 02:30:00,-582.8644473964721,
2021-10-29 03:00:00,-582.8575681515074,
2021-10-29 18:30:00,-582.8575681515074,
2021-10-29 20:00:00,-582.8575681515074,
2021-10-29 23:00:00,-582.8575681515074,
2021-10-29 23:59:59,-578.4355907275534,w
2021-11-01 00:00:00,-523.1952606700972,
2021-11-01 01:00:00,-533.7900493973556,
2021-11-01 02:30:00,-536.7962485972017,
2021-11-01 03:00:00,-537.1911452719646,
2021-11-01 18:30:00,-537.1911452719646,
2021-11-01 20:00:00,-537.1911452719646,
2021-11-01 23:00:00,-570.0134628955857,
2021-11-01 23:59:59,-559.1921761805816,c
2021-11-02 00:00:00,-547.2607391911415,
2021-11-02 01:00:00,-543.912428383599,
2021-11-02 02:30:00,-544.0870078784362,
2021-11-02 03:00:00,-544.0667656204389,
2021-11-02 18:30:00,-544.0667656204389,
2021-11-02 20:00:00,-544.0667656204389,
2021-11-02 23:00:00,-604.1142144964244,
2021-11-02 23:59:59,-614.0449650998144,c
2021-11-03 00:00:00,-622.414958786126,
2021-11-03 01:00:00,-627.2816948026718,
2021-11-03 02:30:00,-656.7789332644385,
2021-11-03 03:00:00,-655.1012540037033,
2021-11-03 18:30:00,-655.1012540037033,
2021-11-03 20:00:00,-655.1012540037033,
2021-11-03 23:00:00,-727.174484582,
2021-11-03 23:59:59,-717.5618434351449,c
2021-11-04 00:00:00,-709.7074744691301,
2021-11-04 01:00:00,-722.4485332240444,
2021-11-04 02:30:00,-691.1426575927593,
2021-11-04 03:00:00,-691.1426575927593,
2021-11-04 18:30:00,-691.1426575927593,
2021-11-04 20:00:00,-691.1426575927593,
2021-11-04 23:00:00,-753.4105175969911,
2021-11-04 23:59:59,-763.5658294073621,c
2021-11-05 00:00:00,-776.7277680568174,
2021-11-05 01:00:00,-792.5284451968562,
2021-11-05 02:30:00,-810.4486329087326,
2021-11-05 03:00:00,-809.6325790683675,
2021-11-05 18:30:00,-809.6325790683675,
2021-11-05 20:00:00,-809.6325790683675,
2021-11-05 23:00:00,-809.6325790683675,
2021-11-05 23:59:59,-831.4480655814671,w
2021-11-08 00:00:00,-808.3736723520663,
2021-11-08 01:00:00,-793.7059502410044,
2021-11-08 02:30:00,-776.5267044450868,
2021-11-08 03:00:00,-776.9113663585532,
2021-11-08 18:30:00,-776.9113663585532,
2021-11-08 20:00:00,-663.091107147304,
2021-11-08 23:00:00,-647.6529717703677,
2021-11-08 23:59:59,-674.6851877652964,c
2021-11-09 00:00:00,-688.5294786000978,
2021-11-09 01:00:00,-677.3491248703157,
2021-11-09 02:30:00,-640.9589126726639,
2021-11-09 03:00:00,-641.7550147554792,
2021-11-09 18:30:00,-641.7550147554792,
2021-11-09 20:00:00,-479.41569411252857,
2021-11-09 23:00:00,-441.2559539381731,
2021-11-09 23:59:59,-413.8573035077754,c
2021-11-10 00:00:00,-403.96617456967857,
2021-11-10 01:00:00,-408.44379196677176,
2021-11-10 02:30:00,-431.1036865473005,
2021-11-10 03:00:00,-431.91323502360973,
2021-11-10 18:30:00,-431.91323502360973,
2021-11-10 20:00:00,-404.3996052960354,
2021-11-10 23:00:00,-352.67971285869896,
2021-11-10 23:59:59,-238.08676623957615,c
2021-11-11 00:00:00,-199.40674358218655,
2021-11-11 01:00:00,-221.3926831998017,
2021-11-11 02:30:00,-165.1190682973172,
2021-11-11 03:00:00,-163.08215090923784,
2021-11-11 18:30:00,-163.08215090923784,
2021-11-11 20:00:00,-165.43272530160016,
2021-11-11 23:00:00,-66.77113458397207,
2021-11-11 23:59:59,-40.61511515967584,c
2021-11-12 00:00:00,-61.72558977009885,
2021-11-12 01:00:00,-27.481448891866876,
2021-11-12 02:30:00,-24.086483496014694,
2021-11-12 03:00:00,-25.32383116276924,
2021-11-12 18:30:00,-25.32383116276924,
2021-11-12 20:00:00,-25.32383116276924,
2021-11-12 23:00:00,-25.32383116276924,
2021-11-12 23:59:59,-27.910254181963637,w
2021-11-15 00:00:00,-23.520917881829973,
2021-11-15 01:00:00,-42.16834088037115,
2021-11-15 02:30:00,-19.383386351364038,
2021-11-15 03:00:00,-23.07230470100501,
2021-11-15 18:30:00,-23.07230470100501,
2021-11-15 20:00:00,-15.407807377055406,
2021-11-15 23:00:00,0.43802248186818815,
2021-11-15 23:59:59,-23.35089730959885,c
2021-11-16 00:00:00,-32.19331410134953,
2021-11-16 01:00:00,-51.90708857622917,
2021-11-16 02:30:00,-38.16201814292879,
2021-11-16 03:00:00,-38.998690278467734,
2021-11-16 18:30:00,-38.998690278467734,
2021-11-16 20:00:00,6.704528886845537,
2021-11-16 23:00:00,127.20241278286846,
2021-11-16 23:59:59,102.0019892141703,c
2021-11-17 00:00:00,115.79864196815379,
2021-11-17 01:00:00,97.45792613524372,
2021-11-17 02:30:00,96.78507114020636,
2021-11-17 03:00:00,96.77475636285851,
2021-11-17 18:30:00,96.77475636285851,
2021-11-17 20:00:00,96.77475636285851,
2021-11-17 23:00:00,18.48758161866931,
2021-11-17 23:59:59,-1.164642860569984,c
2021-11-18 00:00:00,23.459208566530833,
2021-11-18 01:00:00,9.472364051276372,
2021-11-18 02:30:00,4.583652847384997,
2021-11-18 03:00:00,5.015476085314958,
2021-11-18 18:30:00,5.015476085314958,
2021-11-18 20:00:00,-59.32192510687469,
2021-11-18 23:00:00,34.64846328413353,
2021-11-18 23:59:59,2.3011127286409874,c
2021-11-19 00:00:00,-0.4476249836163788,
2021-11-19 01:00:00,-9.619813863344461,
2021-11-19 02:30:00,1.9601063919712942,
2021-11-19 03:00:00,0.7225687452396414,
2021-11-19 18:30:00,0.7225687452396414,
2021-11-19 20:00:00,0.7225687452396414,
2021-11-19 23:00:00,0.7225687452396414,
2021-11-19 23:59:59,0.0,a
2021-11-22 00:00:00,-122.74863883086198,
2021-11-22 01:00:00,-165.32198512470995,
2021-11-22 02:30:00,-140.1487799358905,
2021-11-22 03:00:00,-140.56012110536574,
2021-11-22 18:30:00,-140.56012110536574,
2021-11-22 20:00:00,-5.212097818917414,
2021-11-22 23:00:00,-51.37231181390041,
2021-11-22 23:59:59,-116.43833535640601,c
2021-11-23 00:00:00,-132.57568247361849,
2021-11-23 01:00:00,-151.68803706379254,
2021-11-23 02:30:00,-128.86082977762055,
2021-11-23 03:00:00,-128.40972217473802,
2021-11-23 18:30:00,-128.40972217473802,
2021-11-23 20:00:00,-177.18168285328863,
2021-11-23 23:00:00,-173.34699938866584,
2021-11-23 23:59:59,-176.43377085645352,c
2021-11-24 00:00:00,-160.6583070014185,
2021-11-24 01:00:00,-145.58525739430377,
2021-11-24 02:30:00,-147.2569976892553,
2021-11-24 03:00:00,-145.9795109292378,
2021-11-24 18:30:00,-145.9795109292378,
2021-11-24 20:00:00,-105.11177546114072,
2021-11-24 23:00:00,-65.17610511224348,
2021-11-24 23:59:59,-92.54192393263929,c
2021-11-25 00:00:00,-51.1424277550924,
2021-11-25 01:00:00,-68.78031445232705,
2021-11-25 02:30:00,-67.95158832701372,
2021-11-25 03:00:00,-67.91504618129636,
2021-11-25 18:30:00,-67.91504618129636,
2021-11-25 20:00:00,-26.09664126181167,
2021-11-25 23:00:00,30.695159656847864,
2021-11-25 23:59:59,28.141463115197098,c
2021-11-26 00:00:00,25.839398189098915,
2021-11-26 01:00:00,46.87425779729517,
2021-11-26 02:30:00,41.53603071158216,
2021-11-26 03:00:00,41.089086579708464,
2021-11-26 18:30:00,41.089086579708464,
2021-11-26 20:00:00,41.089086579708464,
2021-11-26 23:00:00,41.089086579708464,
2021-11-26 23:59:59,71.82078794243716,w
2021-11-29 00:00:00,192.48714190975465,
2021-11-29 01:00:00,221.69010492576763,
2021-11-29 02:30:00,206.65029120765303,
2021-11-29 03:00:00,207.5018219067249,
2021-11-29 18:30:00,207.5018219067249,
2021-11-29 20:00:00,145.24406049121865,
2021-11-29 23:00:00,126.24746843413538,
2021-11-29 23:59:59,165.0655575939404,c
2021-11-30 00:00:00,174.77368286884962,
2021-11-30 01:00:00,143.8032151269963,
2021-11-30 02:30:00,96.66356493231035,
2021-11-30 03:00:00,94.51597408478506,
2021-11-30 18:30:00,94.51597408478506,
2021-11-30 20:00:00,10.319469771702416,
2021-11-30 23:00:00,-71.20304136192522,
2021-11-30 23:59:59,-74.33733306059048,c
2021-12-01 00:00:00,-87.76976975426953,
2021-12-01 01:00:00,-91.31846242036977,
2021-12-01 02:30:00,-72.37404806627546,
2021-12-01 03:00:00,-70.32287377073862,
2021-12-01 18:30:00,-70.32287377073862,
2021-12-01 20:00:00,-68.25635101605144,
2021-12-01 23:00:00,-80.96087310258929,
2021-12-01 23:59:59,-110.88440118473522,c
2021-12-02 00:00:00,-101.3262056261184,
2021-12-02 01:00:00,-118.83409442565801,
2021-12-02 02:30:00,-45.27377798954387,
2021-12-02 03:00:00,-45.2609902889875,
2021-12-02 18:30:00,-45.2609902889875,
2021-12-02 20:00:00,-20.050845830469825,
2021-12-02 23:00:00,4.258298329964418,
2021-12-02 23:59:59,-17.303098574654086,c
2021-12-03 00:00:00,-4.267279341202766,
2021-12-03 01:00:00,-18.75210765941324,
2021-12-03 02:30:00,-4.196318357946097,
2021-12-03 03:00:00,-3.397043719310659,
2021-12-03 18:30:00,-3.397043719310659,
2021-12-03 20:00:00,-3.397043719310659,
2021-12-03 23:00:00,-3.397043719310659,
2021-12-03 23:59:59,-7.82349592663968,w
2021-12-06 00:00:00,-169.80600673644028,
2021-12-06 01:00:00,-191.98186731625208,
2021-12-06 02:30:00,-170.1012659033297,
2021-12-06 03:00:00,-170.02915701422216,
2021-12-06 18:30:00,-170.02915701422216,
2021-12-06 20:00:00,-270.3260873916465,
2021-12-06 23:00:00,-310.9841931563666,
2021-12-06 23:59:59,-364.11280277614003,c
2021-12-07 00:00:00,-362.4488085602495,
2021-12-07 01:00:00,-355.43561891471336,
2021-12-07 02:30:00,-327.83774420200075,
2021-12-07 03:00:00,-328.30991317013263,
2021-12-07 18:30:00,-328.30991317013263,
2021-12-07 20:00:00,-310.7420754077641,
2021-12-07 23:00:00,-309.6586693490133,
2021-12-07 23:59:59,-314.0135404212964,c
2021-12-08 00:00:00,-301.6807172252106,
2021-12-08 01:00:00,-302.6161722096384,
2021-12-08 02:30:00,-293.87409137547115,
2021-12-08 03:00:00,-293.4239381462588,
2021-12-08 18:30:00,-293.4239381462588,
2021-12-08 20:00:00,-244.472175996793,
2021-12-08 23:00:00,-243.08984502676833,
2021-12-08 23:59:59,-232.56191877427614,c
2021-12-09 00:00:00,-255.9793805329432,
2021-12-09 01:00:00,-248.71351772846924,
2021-12-09 02:30:00,-243.84733370532297,
2021-12-09 03:00:00,-244.6825253449033,
2021-12-09 18:30:00,-244.6825253449033,
2021-12-09 20:00:00,-216.01262648181864,
2021-12-09 23:00:00,-194.6056007430302,
2021-12-09 23:59:59,-211.48063540856504,c
2021-12-10 00:00:00,-206.81128387768433,
2021-12-10 01:00:00,-199.1295357646602,
2021-12-10 02:30:00,-177.0667763355109,
2021-12-10 03:00:00,-177.0410206806165,
2021-12-10 18:30:00,-177.0410206806165,
2021-12-10 20:00:00,-177.0410206806165,
2021-12-10 23:00:00,-177.0410206806165,
2021-12-10 23:59:59,-179.81603533749194,w
2021-12-13 00:00:00,-182.62768147605038,
2021-12-13 01:00:00,-201.46037185546436,
2021-12-13 02:30:00,-184.10049982678743,
2021-12-13 03:00:00,-185.7462251135944,
2021-12-13 18:30:00,-185.7462251135944,
2021-12-13 20:00:00,-186.0234938220641,
2021-12-13 23:00:00,-199.86116257272374,
2021-12-13 23:59:59,-201.3061076016453,c
2021-12-14 00:00:00,-192.56430994955872,
2021-12-14 01:00:00,-182.57334564418125,
2021-12-14 02:30:00,-158.04226729363336,
2021-12-14 03:00:00,-156.7825007807304,
2021-12-14 18:30:00,-156.7825007807304,
2021-12-14 20:00:00,-159.32563621543613,
2021-12-14 23:00:00,-181.45736457022804,
2021-12-14 23:59:59,-185.20744951616916,c
2021-12-15 00:00:00,-190.4363361155631,
2021-12-15 01:00:00,-214.87745937120815,
2021-12-15 02:30:00,-213.06419987060724,
2021-12-15 03:00:00,-212.6525551915223,
2021-12-15 18:30:00,-212.6525551915223,
2021-12-15 20:00:00,-245.3889560832106,
2021-12-15 23:00:00,-227.82126477128008,
2021-12-15 23:59:59,-222.98531756342413,c
2021-12-16 00:00:00,-200.7439522614136,
2021-12-16 01:00:00,-204.453488388089,
2021-12-16 02:30:00,-212.60404391683664,
2021-12-16 03:00:00,-213.84247923936334,
2021-12-16 18:30:00,-213.84247923936334,
2021-12-16 20:00:00,-173.40399205944084,
2021-12-16 23:00:00,-164.84959346697235,
2021-12-16 23:59:59,-202.01642384811328,c
2021-12-17 00:00:00,-199.23543782196919,
2021-12-17 01:00:00,-210.27167610864717,
2021-12-17 02:30:00,-122.74370378967171,
2021-12-17 03:00:00,-123.55795686485237,
2021-12-17 18:30:00,-123.55795686485237,
2021-12-17 20:00:00,-123.55795686485237,
2021-12-17 23:00:00,-123.55795686485237,
2021-12-17 23:59:59,-138.11955636032894,e
2021-12-20 00:00:00,-225.23497760838984,
2021-12-20 01:00:00,-233.113534421385,
2021-12-20 02:30:00,-219.0472217199732,
2021-12-20 03:00:00,-220.30412957580882,
2021-12-20 18:30:00,-220.30412957580882,
2021-12-20 20:00:00,-296.8652788156171,
2021-12-20 23:00:00,-316.28366646508186,
2021-12-20 23:59:59,-334.917116713101,c
2021-12-21 00:00:00,-330.2215171632175,
2021-12-21 01:00:00,-331.091296934777,
2021-12-21 02:30:00,-329.0590894357779,
2021-12-21 03:00:00,-329.065294074604,
2021-12-21 18:30:00,-329.065294074604,
2021-12-21 20:00:00,-329.5680163022472,
2021-12-21 23:00:00,-334.66099280090066,
2021-12-21 23:59:59,-335.7577730630078,c
2021-12-22 00:00:00,-334.1378416775634,
2021-12-22 01:00:00,-335.72845118459645,
2021-12-22 02:30:00,-344.8355363988512,
2021-12-22 03:00:00,-346.0088933540844,
2021-12-22 18:30:00,-346.0088933540844,
2021-12-22 20:00:00,-410.57749378445385,
2021-12-22 23:00:00,-414.12899930428193,
2021-12-22 23:59:59,-422.89016994306127,c
2021-12-23 00:00:00,-426.4086122989926,
2021-12-23 01:00:00,-416.753806282895,
2021-12-23 02:30:00,-408.52941530062213,
2021-12-23 03:00:00,-408.1269049886586,
2021-12-23 18:30:00,-408.1269049886586,
2021-12-23 20:00:00,-399.3621345335122,
2021-12-23 23:00:00,-408.9754787147084,
2021-12-23 23:59:59,-408.84141514055426,c
2021-12-24 00:00:00,-422.3540639505264,
2021-12-24 01:00:00,-430.5048965021477,
2021-12-24 02:30:00,-430.5048965021477,
2021-12-24 03:00:00,-430.5048965021477,
2021-12-24 18:30:00,-430.5048965021477,
2021-12-24 20:00:00,-430.5048965021477,
2021-12-24 23:00:00,-430.5048965021477,
2021-12-24 23:59:59,-425.73517308097354,w
2021-12-27 00:00:00,-491.807013847926,
2021-12-27 01:00:00,-499.85738895010815,
2021-12-27 02:30:00,-499.85738895010815,
2021-12-27 03:00:00,-499.85738895010815,
2021-12-27 18:30:00,-499.85738895010815,
2021-12-27 20:00:00,-456.15380958728963,
2021-12-27 23:00:00,-429.16264761586507,
2021-12-27 23:59:59,-450.18050966508764,c
2021-12-28 00:00:00,-458.55655891195175,
2021-12-28 01:00:00,-455.30652118777806,
2021-12-28 02:30:00,-409.6993997653004,
2021-12-28 03:00:00,-408.9096838775728,
2021-12-28 18:30:00,-408.9096838775728,
2021-12-28 20:00:00,-393.706200162529,
2021-12-28 23:00:00,-378.96529131991787,
2021-12-28 23:59:59,-391.8580757381983,c
2021-12-29 00:00:00,-388.6994013917737,
2021-12-29 01:00:00,-383.69602549918017,
2021-12-29 02:30:00,-378.8141626126792,
2021-12-29 03:00:00,-385.3936862514114,
2021-12-29 18:30:00,-385.3936862514114,
2021-12-29 20:00:00,-414.43518016627155,
2021-12-29 23:00:00,-419.9858376741997,
2021-12-29 23:59:59,-422.09908512018524,c
2021-12-30 00:00:00,-422.0648514292045,
2021-12-30 01:00:00,-410.1697877962356,
2021-12-30 02:30:00,-424.29876433308743,
2021-12-30 03:00:00,-424.30809211828074,
2021-12-30 18:30:00,-424.30809211828074,
2021-12-30 20:00:00,-424.30809211828074,
2021-12-30 23:00:00,-410.8515450816871,
2021-12-30 23:59:59,-411.3973103792717,c
2021-12-31 00:00:00,-424.1556253060554,
2021-12-31 01:00:00,-424.1556253060554,
2021-12-31 02:30:00,-424.1556253060554,
2021-12-31 03:00:00,-424.1556253060554,
2021-12-31 18:30:00,-424.1556253060554,
2021-12-31 20:00:00,-424.1556253060554,
2021-12-31 23:00:00,-424.1556253060554,
2021-12-31 23:59:59,-416.0914098011651,w
2022-01-03 00:00:00,-445.9164350586064,
2022-01-03 01:00:00,-439.4853773739739,
2022-01-03 02:30:00,-432.38680728385594,
2022-01-03 03:00:00,-433.2227261878718,
2022-01-03 18:30:00,-433.2227261878718,
2022-01-03 20:00:00,-494.2260951389421,
2022-01-03 23:00:00,-534.8976596350869,
2022-01-03 23:59:59,-546.3508435886018,c
2022-01-04 00:00:00,-557.2011522882573,
2022-01-04 01:00:00,-593.7913617885281,
2022-01-04 02:30:00,-578.4914350595967,
2022-01-04 03:00:00,-578.4945655731917,
2022-01-04 18:30:00,-578.4945655731917,
2022-01-04 20:00:00,-663.4456550109397,
2022-01-04 23:00:00,-714.2952703145621,
2022-01-04 23:59:59,-728.615156628596,c
2022-01-05 00:00:00,-727.9206586685154,
2022-01-05 01:00:00,-737.6190980031718,
2022-01-05 02:30:00,-728.6581293577433,
2022-01-05 03:00:00,-727.4167857268214,
2022-01-05 18:30:00,-727.4167857268214,
2022-01-05 20:00:00,-767.7162585975943,
2022-01-05 23:00:00,-782.8183165700702,
2022-01-05 23:59:59,-783.8755458936499,c
2022-01-06 00:00:00,-808.1067083753658,
2022-01-06 01:00:00,-808.6226134701698,
2022-01-06 02:30:00,-786.0592311530503,
2022-01-06 03:00:00,-791.371942822434,
2022-01-06 18:30:00,-791.371942822434,
2022-01-06 20:00:00,-785.7950029873176,
2022-01-06 23:00:00,-824.1696586022744,
2022-01-06 23:59:59,-842.8954977811783,c
2022-01-07 00:00:00,-862.1339789443678,
2022-01-07 01:00:00,-858.7690176598097,
2022-01-07 02:30:00,-857.8459827199385,
2022-01-07 03:00:00,-858.2324936667408,
2022-01-07 18:30:00,-858.2324936667408,
2022-01-07 20:00:00,-858.2324936667408,
2022-01-07 23:00:00,-858.2324936667408,
2022-01-07 23:59:59,-860.3919265643759,w
