date,EU_SDIV_2022_Q3,meta
2022-08-10 00:00:00,-221.5053743321605,
2022-08-10 03:30:00,47.14517536067979,
2022-08-10 04:00:00,18.208878740887485,
2022-08-10 06:00:00,59.685769619104576,
2022-08-10 08:00:00,121.80648612457117,
2022-08-10 10:30:00,157.60504221547217,
2022-08-10 11:00:00,192.2180873821044,
2022-08-10 23:59:59,93.54071124397524,c
2022-08-11 00:00:00,78.91457208870725,
2022-08-11 03:30:00,109.32324248883288,
2022-08-11 04:00:00,88.8819138345707,
2022-08-11 06:00:00,88.33151841334984,
2022-08-11 08:00:00,68.73770524490465,
2022-08-11 10:30:00,107.85630881954057,
2022-08-11 11:00:00,72.98880919997373,
2022-08-11 23:59:59,5.881541850747453,c
2022-08-12 00:00:00,73.42495697591221,
2022-08-12 03:30:00,-1.9407034817713793,
2022-08-12 04:00:00,-20.161760866970326,
2022-08-12 06:00:00,-45.518637425899215,
2022-08-12 08:00:00,-35.86873219406971,
2022-08-12 10:30:00,-97.53237660779178,
2022-08-12 11:00:00,-130.534918382662,
2022-08-12 23:59:59,-73.68085933759812,w
2022-08-15 00:00:00,37.18015198616831,
2022-08-15 03:30:00,-71.01745736018347,
2022-08-15 04:00:00,-144.75476397234706,
2022-08-15 06:00:00,-107.80256732707858,
2022-08-15 08:00:00,-98.28019177203896,
2022-08-15 10:30:00,-53.35148314494836,
2022-08-15 11:00:00,-36.69635410936371,
2022-08-15 23:59:59,28.6373381134963,c
2022-08-16 00:00:00,51.78572978536067,
2022-08-16 03:30:00,72.62609437347874,
2022-08-16 04:00:00,86.3787034697225,
2022-08-16 06:00:00,109.06632165945575,
2022-08-16 08:00:00,131.25252500588977,
2022-08-16 10:30:00,156.28797668287007,
2022-08-16 11:00:00,165.8588830771705,
2022-08-16 23:59:59,137.8089908080201,c
2022-08-17 00:00:00,158.30777016411594,
2022-08-17 03:30:00,127.25912984368915,
2022-08-17 04:00:00,86.03100374794121,
2022-08-17 06:00:00,85.61690112236556,
2022-08-17 08:00:00,61.44913990044279,
2022-08-17 10:30:00,81.2323923917329,
2022-08-17 11:00:00,48.26935869482804,
2022-08-17 23:59:59,64.04690114217283,c
2022-08-18 00:00:00,-15.98297987296337,
2022-08-18 03:30:00,-39.28909634085085,
2022-08-18 04:00:00,-35.610032171149214,
2022-08-18 06:00:00,74.59376841304311,
2022-08-18 08:00:00,94.8081442879593,
2022-08-18 10:30:00,86.67529684881356,
2022-08-18 11:00:00,78.02825504157136,
2022-08-18 23:59:59,112.28953384248871,c
2022-08-19 00:00:00,110.19825521654184,
2022-08-19 03:30:00,67.58151747665852,
2022-08-19 04:00:00,76.86493495026025,
2022-08-19 06:00:00,17.098165758829055,
2022-08-19 08:00:00,8.048007875383519,
2022-08-19 10:30:00,22.03147800114766,
2022-08-19 11:00:00,14.242371503776667,
2022-08-19 23:59:59,60.37069802552378,w
2022-08-22 00:00:00,20.983407767686003,
2022-08-22 03:30:00,-82.54745818876108,
2022-08-22 04:00:00,-74.40964986709241,
2022-08-22 06:00:00,-54.71556743282508,
2022-08-22 08:00:00,-10.907029743269959,
2022-08-22 10:30:00,-60.470712159870345,
2022-08-22 11:00:00,-50.91689204461272,
2022-08-22 23:59:59,-51.297362341432745,c
2022-08-23 00:00:00,0.47241932099768746,
2022-08-23 03:30:00,16.146113649572726,
2022-08-23 04:00:00,-32.585119609469984,
2022-08-23 06:00:00,18.51268333432563,
2022-08-23 08:00:00,-11.695619594441268,
2022-08-23 10:30:00,92.26952041264212,
2022-08-23 11:00:00,99.8648274266161,
2022-08-23 23:59:59,38.623010797569805,c
2022-08-24 00:00:00,35.60866907665422,
2022-08-24 03:30:00,-15.593264066554184,
2022-08-24 04:00:00,-13.410522379972463,
2022-08-24 06:00:00,-19.94638328068504,
2022-08-24 08:00:00,75.710528968365,
2022-08-24 10:30:00,29.833874734005803,
2022-08-24 11:00:00,44.910661794692714,
2022-08-24 23:59:59,0.0,a
2022-08-25 00:00:00,-6.988133266783734,
2022-08-25 03:30:00,-57.70511152517793,
2022-08-25 04:00:00,-25.35225513334899,
2022-08-25 06:00:00,-75.80724372575332,
2022-08-25 08:00:00,-72.2054504071084,
2022-08-25 10:30:00,-62.448016882685806,
2022-08-25 11:00:00,-31.365613116478016,
2022-08-25 23:59:59,86.56861457579453,c
2022-08-26 00:00:00,126.16116169312681,
2022-08-26 03:30:00,289.16054285876453,
2022-08-26 04:00:00,297.3675864267152,
2022-08-26 06:00:00,405.36672394550897,
2022-08-26 08:00:00,351.52011313002913,
2022-08-26 10:30:00,306.139342516708,
2022-08-26 11:00:00,254.07357249763663,
2022-08-26 23:59:59,231.70751560628833,w
2022-08-29 00:00:00,253.28962227055308,
2022-08-29 03:30:00,197.44197993150738,
2022-08-29 04:00:00,212.52969703856525,
2022-08-29 06:00:00,198.2253466611337,
2022-08-29 08:00:00,209.01472011201167,
2022-08-29 10:30:00,238.78320401307974,
