date,CAD_BBCA_2021_Q4,meta
2021-11-19 00:00:00,705.9187391492303,
2021-11-19 10:00:00,746.745039965803,
2021-11-19 10:30:00,735.8915054392166,
2021-11-19 12:00:00,743.9340389454601,
2021-11-19 13:30:00,702.3691408878374,
2021-11-19 15:00:00,693.79972776824,
2021-11-19 15:30:30,693.79972776824,
2021-11-19 23:59:59,722.0692119364514,w
2021-11-22 00:00:00,786.982936637058,
2021-11-22 10:00:00,775.4458140808738,
2021-11-22 10:30:00,807.8356222295943,
2021-11-22 12:00:00,676.5209022680892,
2021-11-22 13:30:00,783.7764692942787,
2021-11-22 15:00:00,791.1811746048479,
2021-11-22 15:30:30,791.1811746048479,u
2021-11-22 23:59:59,787.0823147575763,c
2021-11-23 00:00:00,794.5170755756415,
2021-11-23 10:00:00,863.2422758322696,
2021-11-23 10:30:00,718.9675135897328,
2021-11-23 12:00:00,690.4761405965037,
2021-11-23 13:30:00,647.2261548362137,
2021-11-23 15:00:00,629.8189691959865,
2021-11-23 15:30:30,629.8189691959865,
2021-11-23 23:59:59,630.8094014366131,c
2021-11-24 00:00:00,600.9475726884648,
2021-11-24 10:00:00,708.1112457093407,
2021-11-24 10:30:00,739.12784122947,
2021-11-24 12:00:00,782.9959053482519,
2021-11-24 13:30:00,791.1388637695625,
2021-11-24 15:00:00,795.7615485031931,
2021-11-24 15:30:30,795.7615485031931,
2021-11-24 23:59:59,772.2457680075679,c
2021-11-25 00:00:00,845.5901939998269,
2021-11-25 10:00:00,854.9068773674521,
2021-11-25 10:30:00,878.1513566578324,
2021-11-25 12:00:00,865.6495235665966,
2021-11-25 13:30:00,835.23283927742,
2021-11-25 15:00:00,851.9587333216496,
2021-11-25 15:30:30,851.9587333216496,
2021-11-25 23:59:59,859.0570904631361,c
2021-11-26 00:00:00,678.4759810327532,
2021-11-26 10:00:00,807.2946407512156,
2021-11-26 10:30:00,790.3279629118558,
2021-11-26 12:00:00,751.1738490573973,
2021-11-26 13:30:00,743.1420474647523,
2021-11-26 15:00:00,753.2370332310338,
2021-11-26 15:30:30,753.2370332310338,
2021-11-26 23:59:59,746.4223392388649,w
2021-11-29 00:00:00,800.867543172177,
2021-11-29 10:00:00,789.0496733950833,
2021-11-29 10:30:00,745.8818110850566,
2021-11-29 12:00:00,731.6358951972966,
