date,2018_TAX,meta
12/24/2018 0:00,3.451755167,
12/24/2018 10:00,24.38581729,
12/24/2018 10:30,5.012041935,
12/24/2018 12:00,-19.35105369,
12/24/2018 13:30,-19.35105369,
12/24/2018 15:00,-19.35105369,
12/24/2018 15:30,-19.35105369,s
12/24/2018 23:59,-4.60522583,c
12/25/2018 0:00,-4.60522583,
12/25/2018 10:00,-4.60522583,
12/25/2018 10:30,-4.60522583,
12/25/2018 12:00,-4.60522583,
12/25/2018 13:30,-4.60522583,
12/25/2018 15:00,-4.60522583,
12/25/2018 15:30,-4.60522583,
12/25/2018 23:59,-4.60522583,c
12/26/2018 0:00,-7.266233011,
12/26/2018 10:00,39.16700715,
12/26/2018 10:30,47.33636787,
12/26/2018 12:00,16.8279291,
12/26/2018 13:30,2.716002829,
12/26/2018 15:00,-14.91991132,
12/26/2018 15:30,-14.91991132,
12/26/2018 23:59,-33.59682947,c
12/27/2018 0:00,-17.91050719,
12/27/2018 10:00,-28.80995542,
12/27/2018 10:30,-31.52578001,
12/27/2018 12:00,-8.875826394,
12/27/2018 13:30,8.873019762,
12/27/2018 15:00,6.484384226,
12/27/2018 15:30,6.484384226,
12/27/2018 23:59,-9.359210068,c
12/28/2018 0:00,-8.7010243,
12/28/2018 10:00,-44.19366939,
12/28/2018 10:30,-15.3454736,
12/28/2018 12:00,-12.96501516,
12/28/2018 13:30,1.423675363,
12/28/2018 15:00,-28.26131122,
12/28/2018 15:30,-28.26131122,
12/28/2018 23:59,-15.87274596,w
12/31/2018 0:00,-11.58264969,
12/31/2018 10:00,8.844503967,
12/31/2018 10:30,30.48089653,
12/31/2018 12:00,20.91656495,
12/31/2018 13:30,18.69595685,
12/31/2018 15:00,21.97605734,
12/31/2018 15:30,21.97605734,
12/31/2018 23:59,0,a
1/1/2019 0:00,0,
1/1/2019 10:00,0,
1/1/2019 10:30,0,
1/1/2019 12:00,0,
1/1/2019 13:30,0,
1/1/2019 15:00,0,
1/1/2019 15:30,0,
1/1/2019 23:59,0,c
1/2/2019 0:00,1.425675612,
1/2/2019 10:00,-38.49387627,
1/2/2019 10:30,-77.0504637,
1/2/2019 12:00,-99.75542546,
1/2/2019 13:30,-101.8925572,
1/2/2019 15:00,-111.4703288,
1/2/2019 15:30,-111.4703288,
1/2/2019 23:59,-102.726421,c
1/3/2019 0:00,-125.8459495,
1/3/2019 10:00,-104.2322595,
1/3/2019 10:30,-119.1781904,
1/3/2019 12:00,-153.9839252,
1/3/2019 13:30,-154.2946364,
1/3/2019 15:00,-139.1500439,
1/3/2019 15:30,-139.1500439,
1/3/2019 23:59,-141.1051094,c
1/4/2019 0:00,-163.7994652,
1/4/2019 10:00,-174.1159418,
1/4/2019 10:30,-197.4493993,
1/4/2019 12:00,-203.526112,
1/4/2019 13:30,-208.9399377,
1/4/2019 15:00,-208.5412267,
1/4/2019 15:30,-208.5412267,
1/4/2019 23:59,-216.2884674,w
1/7/2019 0:00,-213.2891101,
1/7/2019 10:00,-212.0761113,
1/7/2019 10:30,-236.0890856,
1/7/2019 12:00,-259.1754289,
1/7/2019 13:30,-263.1927818,
1/7/2019 15:00,-263.4903383,
1/7/2019 15:30,-263.4903383,
1/7/2019 23:59,-266.7069886,c
1/8/2019 0:00,-286.4195949,
1/8/2019 10:00,-271.3924291,
1/8/2019 10:30,-269.1130673,
1/8/2019 12:00,-287.0444498,
1/8/2019 13:30,-282.1654234,
1/8/2019 15:00,-271.9971396,
1/8/2019 15:30,-271.9971396,
1/8/2019 23:59,-270.9078353,c
1/9/2019 0:00,-283.8934923,
1/9/2019 10:00,-286.4909707,
1/9/2019 10:30,-284.3330544,
1/9/2019 12:00,-288.9714022,
1/9/2019 13:30,-297.0019248,
1/9/2019 15:00,-309.265722,
1/9/2019 15:30,-309.265722,
1/9/2019 23:59,-308.7548871,c
1/10/2019 0:00,-313.579355,
1/10/2019 10:00,-329.2973344,
1/10/2019 10:30,-337.3604817,
1/10/2019 12:00,-350.5825819,
1/10/2019 13:30,-330.0123375,
1/10/2019 15:00,-342.5149387,
1/10/2019 15:30,-342.5149387,
1/10/2019 23:59,-338.4665145,c
1/11/2019 0:00,-333.8457643,
1/11/2019 10:00,-331.1209484,
1/11/2019 10:30,-323.1562982,
1/11/2019 12:00,-358.7681409,
1/11/2019 13:30,-375.8147213,
1/11/2019 15:00,-372.8497589,
1/11/2019 15:30,-372.8497589,
1/11/2019 23:59,-369.8329124,w
1/14/2019 0:00,-351.3248532,
1/14/2019 10:00,-352.4848055,
1/14/2019 10:30,-356.3142427,
1/14/2019 12:00,-359.55529,
1/14/2019 13:30,-382.8222072,
1/14/2019 15:00,-380.4914115,
1/14/2019 15:30,-380.4914115,
1/14/2019 23:59,-367.9095074,c
1/15/2019 0:00,-356.6635725,
1/15/2019 10:00,-320.1881114,
1/15/2019 10:30,-311.7089207,
1/15/2019 12:00,-324.5555189,
1/15/2019 13:30,-314.497435,
1/15/2019 15:00,-315.4301017,
1/15/2019 15:30,-315.4301017,
1/15/2019 23:59,-321.5575337,c
1/16/2019 0:00,-316.6582231,
1/16/2019 10:00,-351.5476926,
1/16/2019 10:30,-352.0157527,
1/16/2019 12:00,-358.1077479,
1/16/2019 13:30,-358.7555388,
1/16/2019 15:00,-355.6698948,
1/16/2019 15:30,-355.6698948,
1/16/2019 23:59,-358.7677987,c
1/17/2019 0:00,-348.0154173,
1/17/2019 10:00,-333.3403886,
1/17/2019 10:30,-322.0578949,
1/17/2019 12:00,-332.8618463,
1/17/2019 13:30,-341.3742718,
1/17/2019 15:00,-347.7597189,
1/17/2019 15:30,-347.7597189,
1/17/2019 23:59,-350.739141,c
