date,COWZ_2022_Q4,meta
2022-12-01 00:00:00,91.9578217336616,
2022-12-01 10:00:00,82.146689267272,
2022-12-01 10:30:00,79.49539613524777,
2022-12-01 12:00:00,55.188962581206425,
2022-12-01 13:30:00,60.34422518244659,
2022-12-01 15:00:00,62.024300642306116,
2022-12-01 15:30:30,62.024300642306116,
2022-12-01 23:59:59,56.69102868203487,c
2022-12-02 00:00:00,45.800464980035116,
2022-12-02 10:00:00,25.008531347839693,
2022-12-02 10:30:00,15.806786796388366,
2022-12-02 12:00:00,14.715581811186155,
2022-12-02 13:30:00,18.464544512730242,
2022-12-02 15:00:00,14.341818544432556,
2022-12-02 15:30:30,14.341818544432556,s
2022-12-02 23:59:59,-5.806111145321694,w
2022-12-05 00:00:00,-10.511618015535191,
2022-12-05 10:00:00,-29.871269447355502,
2022-12-05 10:30:00,-38.9592509338659,
2022-12-05 12:00:00,-15.6493591697473,
2022-12-05 13:30:00,-34.27585959836564,
2022-12-05 15:00:00,-42.93155712596699,
2022-12-05 15:30:30,-42.93155712596699,
2022-12-05 23:59:59,-43.66379659457915,c
2022-12-06 00:00:00,-27.779405633389203,
2022-12-06 10:00:00,-44.32435350311535,
2022-12-06 10:30:00,-43.57638835399629,
2022-12-06 12:00:00,-41.441795645506815,
2022-12-06 13:30:00,-42.76733413354421,
2022-12-06 15:00:00,-46.158584505042384,
2022-12-06 15:30:30,-46.158584505042384,
2022-12-06 23:59:59,-49.692721904166845,c
2022-12-07 00:00:00,-31.27440416164673,
2022-12-07 10:00:00,-62.82345209205286,
2022-12-07 10:30:00,-54.98336249081156,
2022-12-07 12:00:00,-43.236422657355405,
2022-12-07 13:30:00,-47.95805303757932,
2022-12-07 15:00:00,-47.53878826095617,
2022-12-07 15:30:30,-47.53878826095617,
2022-12-07 23:59:59,-42.69803985000249,c
2022-12-08 00:00:00,-39.45532781586343,
2022-12-08 10:00:00,-55.0051017336894,
2022-12-08 10:30:00,-55.22258740226032,
2022-12-08 12:00:00,-63.8844154519341,
2022-12-08 13:30:00,-65.56483150531338,
2022-12-08 15:00:00,-71.8036158168977,
2022-12-08 15:30:30,-71.8036158168977,
2022-12-08 23:59:59,-77.54526433115832,c
