date,VYM_HEDGED_2023_Q1,meta
2023-01-27 00:00:00,-33.37540644655985,
2023-01-27 10:00:00,-46.16282755181646,
2023-01-27 10:30:00,-45.7452957981352,
2023-01-27 12:00:00,-33.04361612019659,
2023-01-27 13:30:00,-38.847553848747225,
2023-01-27 15:00:00,-43.07124680765173,
2023-01-27 15:30:30,-43.07124680765173,
2023-01-27 23:59:59,-38.224780977507635,w
2023-01-30 00:00:00,-36.868999401579686,
2023-01-30 10:00:00,-45.95489918246665,
2023-01-30 10:30:00,-47.503861841054004,
2023-01-30 12:00:00,-46.828405022943116,
2023-01-30 13:30:00,-44.46560611191455,
2023-01-30 15:00:00,-40.72330467302902,
2023-01-30 15:30:30,-40.72330467302902,
2023-01-30 23:59:59,-38.88507625982675,c
2023-01-31 00:00:00,-53.122767540393966,
2023-01-31 10:00:00,-47.29488302746552,
2023-01-31 10:30:00,-52.23282171652943,
2023-01-31 12:00:00,-51.91974056345873,
2023-01-31 13:30:00,-50.82965951203653,
2023-01-31 15:00:00,-47.414476537665564,
2023-01-31 15:30:30,-47.414476537665564,
2023-01-31 23:59:59,-53.2723129867029,c
2023-02-01 00:00:00,-38.01270015202647,
2023-02-01 10:00:00,-29.57536738209876,
2023-02-01 10:30:00,-18.92104300681342,
2023-02-01 12:00:00,-14.681367085601323,
2023-02-01 13:30:00,-27.099040893865663,
2023-02-01 15:00:00,-34.778743071736244,
2023-02-01 15:30:30,-34.778743071736244,
2023-02-01 23:59:59,-42.92022188152691,c
2023-02-02 00:00:00,-15.663326976091412,
2023-02-02 10:00:00,-1.332303142456908,
2023-02-02 10:30:00,17.990379134135424,
2023-02-02 12:00:00,24.65513632384136,
2023-02-02 13:30:00,17.804117934926694,
2023-02-02 15:00:00,16.22930937931983,
2023-02-02 15:30:30,16.22930937931983,
2023-02-02 23:59:59,0.45577954701877843,c
2023-02-03 00:00:00,17.201659176168278,
2023-02-03 10:00:00,-8.479077987547726,
2023-02-03 10:30:00,-11.598941245743731,
2023-02-03 12:00:00,-7.05590362997475,
2023-02-03 13:30:00,0.9209083718898228,
2023-02-03 15:00:00,7.225671804878971,
2023-02-03 15:30:30,7.225671804878971,
2023-02-03 23:59:59,7.008832033286922,w
2023-02-06 00:00:00,13.871423842360173,
2023-02-06 10:00:00,13.138712088876446,
2023-02-06 10:30:00,20.223654435554295,
2023-02-06 12:00:00,24.70801661732594,
2023-02-06 13:30:00,24.905481077454624,
2023-02-06 15:00:00,22.585189861806157,
2023-02-06 15:30:30,22.585189861806157,
2023-02-06 23:59:59,20.077817145251856,c
2023-02-07 00:00:00,24.209261201260574,
2023-02-07 10:00:00,19.20505290872711,
2023-02-07 10:30:00,29.88305198090245,
2023-02-07 12:00:00,11.352039716390777,
2023-02-07 13:30:00,2.8325409219414723,
2023-02-07 15:00:00,-5.909796053696596,
2023-02-07 15:30:30,-5.909796053696596,
2023-02-07 23:59:59,-4.834042246474496,c
2023-02-08 00:00:00,-3.645555198262514,
2023-02-08 10:00:00,-12.670774630602864,
2023-02-08 10:30:00,-5.980837658606788,
2023-02-08 12:00:00,-8.18831438743348,
2023-02-08 13:30:00,-5.312737827673573,
2023-02-08 15:00:00,-9.363045321531217,
2023-02-08 15:30:30,-9.363045321531217,
2023-02-08 23:59:59,-1.5107212057042716,c
2023-02-09 00:00:00,-9.208423316229982,
2023-02-09 10:00:00,-33.00580416307048,
2023-02-09 10:30:00,-31.129249114505683,
2023-02-09 12:00:00,-26.864579130406582,
2023-02-09 13:30:00,-20.868855461383646,
2023-02-09 15:00:00,-21.98161178567227,
2023-02-09 15:30:30,-21.98161178567227,
