date,SDOG_2021_Q2,meta
2021-05-21 00:00:00,108.06939956433982,
2021-05-21 10:00:00,103.30631666610395,
2021-05-21 10:30:00,97.60588155334315,
2021-05-21 12:00:00,110.66329144826867,
2021-05-21 13:30:00,120.35699057188182,
2021-05-21 15:00:00,135.26562656637367,
2021-05-21 15:30:30,135.26562656637367,
2021-05-21 23:59:59,135.11715797026756,w
2021-05-24 00:00:00,141.39306955289123,
2021-05-24 10:00:00,127.14686207633027,
2021-05-24 10:30:00,119.00531024069048,
2021-05-24 12:00:00,111.44096187135455,
2021-05-24 13:30:00,97.8585526632757,
2021-05-24 15:00:00,86.60057068107014,
2021-05-24 15:30:30,86.60057068107014,
2021-05-24 23:59:59,83.74173124967021,c
2021-05-25 00:00:00,90.14126236818888,
2021-05-25 10:00:00,115.11878630721617,
2021-05-25 10:30:00,97.91415904916911,
2021-05-25 12:00:00,111.92015457632243,
2021-05-25 13:30:00,102.1963690629311,
2021-05-25 15:00:00,127.27785171811139,
2021-05-25 15:30:30,127.27785171811139,
2021-05-25 23:59:59,135.50395848846998,c
2021-05-26 00:00:00,135.41698553613304,
2021-05-26 10:00:00,134.33624519362678,
2021-05-26 10:30:00,129.54542002295483,
2021-05-26 12:00:00,102.39954526557821,
2021-05-26 13:30:00,104.01167215578451,
2021-05-26 15:00:00,94.68546081738478,
2021-05-26 15:30:30,94.68546081738478,
2021-05-26 23:59:59,89.26165383559311,c
2021-05-27 00:00:00,86.97514332826387,
2021-05-27 10:00:00,71.3999142450007,
2021-05-27 10:30:00,56.37101345397704,
2021-05-27 12:00:00,96.40817617341224,
2021-05-27 13:30:00,99.59406552974397,
2021-05-27 15:00:00,103.6417156293586,
2021-05-27 15:30:30,103.6417156293586,m
2021-05-27 23:59:59,85.45959314379277,c
2021-05-28 00:00:00,43.618195865834736,
2021-05-28 10:00:00,113.073892616904,
2021-05-28 10:30:00,120.7146420948755,
2021-05-28 12:00:00,144.9463630494296,
2021-05-28 13:30:00,150.65831366966523,
2021-05-28 15:00:00,162.5556030921221,
2021-05-28 15:30:30,162.5556030921221,
2021-05-28 23:59:59,150.6949822817652,w
2021-05-31 00:00:00,150.6949822817652,
2021-05-31 10:00:00,150.6949822817652,
2021-05-31 10:30:00,150.6949822817652,
2021-05-31 12:00:00,150.6949822817652,
2021-05-31 13:30:00,150.6949822817652,
2021-05-31 15:00:00,150.6949822817652,
2021-05-31 15:30:30,150.6949822817652,s
2021-05-31 23:59:59,150.6949822817652,c
2021-06-01 00:00:00,136.54018740821707,
2021-06-01 10:00:00,150.95649439726668,
2021-06-01 10:30:00,173.32651120552129,
2021-06-01 12:00:00,175.61161124769623,
2021-06-01 13:30:00,190.07798415065065,
2021-06-01 15:00:00,169.2607238153793,
2021-06-01 15:30:30,169.2607238153793,
2021-06-01 23:59:59,173.5488977771617,c
2021-06-02 00:00:00,175.0157864331336,
2021-06-02 10:00:00,165.7528978029315,
2021-06-02 10:30:00,146.00086316860853,
2021-06-02 12:00:00,125.39792256035201,
2021-06-02 13:30:00,126.85360922550609,
2021-06-02 15:00:00,113.82392511504506,
2021-06-02 15:30:30,113.82392511504506,
2021-06-02 23:59:59,90.68174574463904,c
2021-06-03 00:00:00,109.34616120722174,
2021-06-03 10:00:00,127.08886971081463,
2021-06-03 10:30:00,121.5879616496023,
2021-06-03 12:00:00,115.5470915919594,
2021-06-03 13:30:00,114.4970491888098,
2021-06-03 15:00:00,120.83447726675584,
2021-06-03 15:30:30,120.83447726675584,
2021-06-03 23:59:59,119.5607370633384,c
2021-06-04 00:00:00,115.66493211347014,
2021-06-04 10:00:00,91.3016379810135,
2021-06-04 10:30:00,92.15068056152501,
2021-06-04 12:00:00,101.72292156286952,
2021-06-04 13:30:00,104.91021210365867,
2021-06-04 15:00:00,103.49640046884582,
2021-06-04 15:30:30,103.49640046884582,
2021-06-04 23:59:59,123.69639821207545,w
2021-06-07 00:00:00,108.37885204579842,
2021-06-07 10:00:00,132.6700754922226,
2021-06-07 10:30:00,150.82013789209748,
2021-06-07 12:00:00,149.20292657383388,
2021-06-07 13:30:00,143.55482081549007,
2021-06-07 15:00:00,154.72998665575236,
2021-06-07 15:30:30,154.72998665575236,
2021-06-07 23:59:59,138.85947743410367,c
2021-06-08 00:00:00,141.8104833099985,
2021-06-08 10:00:00,135.12296186993336,
2021-06-08 10:30:00,113.1242864736763,
2021-06-08 12:00:00,75.7962721978943,
2021-06-08 13:30:00,61.05190590400619,
2021-06-08 15:00:00,75.5747630493629,
2021-06-08 15:30:30,75.5747630493629,
2021-06-08 23:59:59,60.83661476870142,c
2021-06-09 00:00:00,48.73007615666401,
2021-06-09 10:00:00,67.68642153763784,
2021-06-09 10:30:00,51.6435643076056,
2021-06-09 12:00:00,5.871320546785796,
2021-06-09 13:30:00,-17.716488019331024,
2021-06-09 15:00:00,-17.0739294286561,
2021-06-09 15:30:30,-17.0739294286561,
2021-06-09 23:59:59,-6.1442975186870115,c
2021-06-10 00:00:00,-0.8496443268722373,
2021-06-10 10:00:00,-17.859380599614013,
2021-06-10 10:30:00,2.5997554990964318,
2021-06-10 12:00:00,23.522164809485588,
2021-06-10 13:30:00,42.548707784697115,
2021-06-10 15:00:00,41.529340126287906,
2021-06-10 15:30:30,41.529340126287906,
2021-06-10 23:59:59,27.27545036700741,c
2021-06-11 00:00:00,6.142115871054045,
2021-06-11 10:00:00,-21.59833748973969,
2021-06-11 10:30:00,-22.162730061445615,
2021-06-11 12:00:00,9.64393451489778,
2021-06-11 13:30:00,2.8076250121828537,
2021-06-11 15:00:00,9.812797854470062,
2021-06-11 15:30:30,9.812797854470062,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,-11.251957144667898,
2021-06-14 10:00:00,20.527133701798732,
2021-06-14 10:30:00,29.047135808053213,
2021-06-14 12:00:00,66.18062858045653,
2021-06-14 13:30:00,88.53704931645049,
2021-06-14 15:00:00,108.17695394921913,
2021-06-14 15:30:30,108.17695394921913,
2021-06-14 23:59:59,114.73390782937858,c
2021-06-15 00:00:00,118.37658622341576,
2021-06-15 10:00:00,119.71171560187003,
2021-06-15 10:30:00,133.29301719330167,
2021-06-15 12:00:00,126.00360187328667,
2021-06-15 13:30:00,105.69898436301676,
2021-06-15 15:00:00,98.72715126577816,
2021-06-15 15:30:30,98.72715126577816,
2021-06-15 23:59:59,103.95089663449929,c
2021-06-16 00:00:00,119.60356672820674,
2021-06-16 10:00:00,74.50010317359423,
2021-06-16 10:30:00,81.47804749944439,
2021-06-16 12:00:00,70.26746683477509,
2021-06-16 13:30:00,64.6980046084559,
2021-06-16 15:00:00,85.61512559671061,
2021-06-16 15:30:30,85.61512559671061,
2021-06-16 23:59:59,83.13113097975858,c
2021-06-17 00:00:00,88.62316513539042,
2021-06-17 10:00:00,74.04719026003426,
2021-06-17 10:30:00,100.55129094302157,
2021-06-17 12:00:00,124.43618194389887,
2021-06-17 13:30:00,145.81685624743614,
2021-06-17 15:00:00,127.22004360273364,
2021-06-17 15:30:30,127.22004360273364,
2021-06-17 23:59:59,145.4010906886599,c
2021-06-18 00:00:00,166.1742602672328,
2021-06-18 10:00:00,187.66362900694696,
2021-06-18 10:30:00,200.37436636394438,
2021-06-18 12:00:00,181.026264412501,
2021-06-18 13:30:00,164.4904142702822,
2021-06-18 15:00:00,144.16799755822893,
2021-06-18 15:30:30,144.16799755822893,
2021-06-18 23:59:59,111.26830690919209,e
2021-06-21 00:00:00,115.70939644409373,
2021-06-21 10:00:00,108.28541162194637,
2021-06-21 10:30:00,141.12498906706938,
2021-06-21 12:00:00,193.45437278073194,
2021-06-21 13:30:00,137.18237717039935,
2021-06-21 15:00:00,136.64588967663772,
2021-06-21 15:30:30,136.64588967663772,
2021-06-21 23:59:59,156.25949582224627,c
2021-06-22 00:00:00,188.623085043122,
2021-06-22 10:00:00,213.96853105102912,
2021-06-22 10:30:00,216.5895444380056,
2021-06-22 12:00:00,199.8816483856304,
2021-06-22 13:30:00,210.22208543542672,
2021-06-22 15:00:00,200.9600172004084,
2021-06-22 15:30:30,200.9600172004084,
