date,AS_JETS_2022_Q2,meta
2022-05-06 00:00:00,-387.78043980815573,
2022-05-06 01:00:00,-382.45712166892827,
2022-05-06 02:30:00,-359.64539712527267,
2022-05-06 03:00:00,-359.6453971252713,
2022-05-06 18:30:00,-359.6453971252713,
2022-05-06 20:00:00,-359.6453971252713,
2022-05-06 23:00:00,-359.6453971252713,
2022-05-06 23:59:59,-396.0905338847774,w
2022-05-09 00:00:00,-307.9134837936617,
2022-05-09 01:00:00,-284.59812546361354,
2022-05-09 02:30:00,-284.59812546361354,
2022-05-09 03:00:00,-284.59812546361354,
2022-05-09 18:30:00,-284.59812546361354,
2022-05-09 20:00:00,-284.59812546361354,
2022-05-09 23:00:00,-266.2330086231864,
2022-05-09 23:59:59,-299.549922674139,c
2022-05-10 00:00:00,-336.75617116294325,
2022-05-10 01:00:00,-340.3416921224766,
2022-05-10 02:30:00,-298.1638104912531,
2022-05-10 03:00:00,-286.432093081381,
2022-05-10 18:30:00,-286.432093081381,
2022-05-10 20:00:00,-286.432093081381,
2022-05-10 23:00:00,11.78573565420129,
2022-05-10 23:59:59,17.319696291032415,c
2022-05-11 00:00:00,2.470736089931961,
2022-05-11 01:00:00,2.286741575497217,
2022-05-11 02:30:00,-32.56987219997927,
2022-05-11 03:00:00,-45.45982991146411,
2022-05-11 18:30:00,-45.45982991146411,
2022-05-11 20:00:00,-45.45982991146411,
2022-05-11 23:00:00,31.527680314234203,
2022-05-11 23:59:59,74.28717941912055,c
2022-05-12 00:00:00,-10.433845425145137,
2022-05-12 01:00:00,-33.02620688707884,
2022-05-12 02:30:00,-63.33794168461418,
2022-05-12 03:00:00,-63.33794738406823,
2022-05-12 18:30:00,-63.33794738406823,
2022-05-12 20:00:00,-63.33794738406823,
2022-05-12 23:00:00,-29.221557801565268,
2022-05-12 23:59:59,-22.288624495716704,c
2022-05-13 00:00:00,0.4360248063803738,
2022-05-13 01:00:00,-12.952617541198833,
2022-05-13 02:30:00,26.466332333223363,
2022-05-13 03:00:00,18.996992551126368,
2022-05-13 18:30:00,18.996992551126368,
2022-05-13 20:00:00,18.996992551126368,
2022-05-13 23:00:00,18.996992551126368,
2022-05-13 23:59:59,50.27458185822161,w
2022-05-16 00:00:00,41.77742335119319,
2022-05-16 01:00:00,51.15990327527561,
2022-05-16 02:30:00,96.19122267093462,
2022-05-16 03:00:00,88.17225714734832,
2022-05-16 18:30:00,88.17225714734832,
2022-05-16 20:00:00,88.17225714734832,
2022-05-16 23:00:00,29.907306095357853,
2022-05-16 23:59:59,5.0407660821852005,c
2022-05-17 00:00:00,64.73877621637348,
