date,PSC_2021_Q4,meta
2021-10-01 00:00:00,61.539436231259316,
2021-10-01 10:00:00,39.96174308265857,
2021-10-01 10:30:00,42.68701978763944,
2021-10-01 12:00:00,40.444718088909966,
2021-10-01 13:30:00,34.02662304285252,
2021-10-01 15:00:00,29.83571250180627,
2021-10-01 15:30:30,29.83571250180627,
2021-10-01 23:59:59,31.070045564598686,w
2021-10-04 00:00:00,43.904776662071384,
2021-10-04 10:00:00,29.134726921420352,
2021-10-04 10:30:00,38.65800909273466,
2021-10-04 12:00:00,35.28137748484076,
2021-10-04 13:30:00,32.8206074901356,
2021-10-04 15:00:00,41.332105697016374,
2021-10-04 15:30:30,41.332105697016374,
2021-10-04 23:59:59,44.71986827160393,c
2021-10-05 00:00:00,41.75739223521428,
2021-10-05 10:00:00,51.73029215582983,
2021-10-05 10:30:00,37.12119934111847,
2021-10-05 12:00:00,39.286627529652975,
2021-10-05 13:30:00,37.342858741733295,
2021-10-05 15:00:00,33.930623676293564,
2021-10-05 15:30:30,33.930623676293564,
2021-10-05 23:59:59,32.48356071637649,c
2021-10-06 00:00:00,24.244954973704708,
2021-10-06 10:00:00,36.012171662362576,
2021-10-06 10:30:00,34.121610656580444,
2021-10-06 12:00:00,26.5488099443985,
2021-10-06 13:30:00,21.278030718397105,
2021-10-06 15:00:00,12.129566883171819,
2021-10-06 15:30:30,12.129566883171819,
2021-10-06 23:59:59,9.287624219157351,c
2021-10-07 00:00:00,11.269267348344357,
2021-10-07 10:00:00,0.715726025035103,
2021-10-07 10:30:00,-2.0014495271804194,
2021-10-07 12:00:00,-0.21498936221239262,
2021-10-07 13:30:00,4.125912917178518,
2021-10-07 15:00:00,12.4107796110399,
2021-10-07 15:30:30,12.4107796110399,
2021-10-07 23:59:59,9.222396473030415,c
2021-10-08 00:00:00,14.524617046431018,
2021-10-08 10:00:00,5.576604874758637,
2021-10-08 10:30:00,9.014966997730077,
2021-10-08 12:00:00,10.239043117439635,
2021-10-08 13:30:00,9.904093296405875,
2021-10-08 15:00:00,7.846480164467096,
2021-10-08 15:30:30,7.846480164467096,
2021-10-08 23:59:59,8.707731770077856,w
2021-10-11 00:00:00,8.00934508208163,
2021-10-11 10:00:00,-5.915045495280424,
2021-10-11 10:30:00,-6.593715075188676,
2021-10-11 12:00:00,-10.235581940191366,
2021-10-11 13:30:00,3.2342380282871233,
2021-10-11 15:00:00,5.030700364193713,
2021-10-11 15:30:30,5.030700364193713,
2021-10-11 23:59:59,6.036030357193972,c
2021-10-12 00:00:00,5.3493880554758775,
2021-10-12 10:00:00,-3.4177541432391365,
2021-10-12 10:30:00,0.15319193593055758,
2021-10-12 12:00:00,-1.1452027078540254,
2021-10-12 13:30:00,4.114378853791543,
2021-10-12 15:00:00,5.556411723407166,
2021-10-12 15:30:30,5.556411723407166,
2021-10-12 23:59:59,-1.473457438325319,c
2021-10-13 00:00:00,8.359475816471438,
2021-10-13 10:00:00,16.179895454210282,
2021-10-13 10:30:00,8.644151782321742,
2021-10-13 12:00:00,-0.7023880818099286,
2021-10-13 13:30:00,0.6861863147492784,
2021-10-13 15:00:00,3.6459897006331303,
2021-10-13 15:30:30,3.6459897006331303,
2021-10-13 23:59:59,4.73011978727591,c
2021-10-14 00:00:00,8.445659816275366,
2021-10-14 10:00:00,14.408543766210101,
2021-10-14 10:30:00,9.457769850194978,
