date,INTEL_STY_2021_Q3,meta
2021-08-10 00:00:00,-15.926915069130468,
2021-08-10 10:00:00,-18.422435315460127,
2021-08-10 10:30:00,-24.11601103844702,
2021-08-10 12:00:00,-27.08438000311304,
2021-08-10 13:30:00,-31.232947604695816,
2021-08-10 15:00:00,-34.02553889388017,
2021-08-10 15:30:30,-34.02553889388017,
2021-08-10 23:59:59,-34.424694630156246,c
2021-08-11 00:00:00,-40.61617628509,
2021-08-11 10:00:00,-45.70617497236502,
2021-08-11 10:30:00,-43.96903640931807,
2021-08-11 12:00:00,-60.12224081815346,
2021-08-11 13:30:00,-59.927131607044146,
2021-08-11 15:00:00,-67.92727443288723,
2021-08-11 15:30:30,-67.92727443288723,
2021-08-11 23:59:59,-71.89197861890374,c
2021-08-12 00:00:00,-72.23493195578993,
2021-08-12 10:00:00,-63.64805446653007,
2021-08-12 10:30:00,-56.32906651054651,
2021-08-12 12:00:00,-58.52334143006769,
2021-08-12 13:30:00,-64.11968103594849,
2021-08-12 15:00:00,-57.02036453324951,
2021-08-12 15:30:30,-57.02036453324951,
2021-08-12 23:59:59,-59.721777713222835,c
2021-08-13 00:00:00,-57.0736552420989,
2021-08-13 10:00:00,-46.20359867890259,
2021-08-13 10:30:00,-41.94808823023847,
2021-08-13 12:00:00,-44.814225437624906,
2021-08-13 13:30:00,-50.69047332008058,
2021-08-13 15:00:00,-49.142319344268614,
2021-08-13 15:30:30,-49.142319344268614,
2021-08-13 23:59:59,-48.07555531211621,w
2021-08-16 00:00:00,-51.43621660284685,
2021-08-16 10:00:00,-54.24018012630954,
2021-08-16 10:30:00,-56.793955707716826,
2021-08-16 12:00:00,-56.544002639887715,
2021-08-16 13:30:00,-53.60020307408701,
2021-08-16 15:00:00,-51.738074883327094,
2021-08-16 15:30:30,-51.738074883327094,
2021-08-16 23:59:59,-53.86861364079991,c
2021-08-17 00:00:00,-57.62599384837069,
2021-08-17 10:00:00,-49.15288901304488,
2021-08-17 10:30:00,-49.92548543594136,
2021-08-17 12:00:00,-45.607213886012794,
2021-08-17 13:30:00,-30.06216612742309,
2021-08-17 15:00:00,-34.96280404731596,
2021-08-17 15:30:30,-34.96280404731596,
2021-08-17 23:59:59,-35.496817792623915,c
2021-08-18 00:00:00,-30.571327647957958,
2021-08-18 10:00:00,-31.04495223174753,
2021-08-18 10:30:00,-35.17085682305981,
2021-08-18 12:00:00,-50.12823377885559,
2021-08-18 13:30:00,-45.25869530654446,
2021-08-18 15:00:00,-40.6680818285029,
2021-08-18 15:30:30,-40.6680818285029,
2021-08-18 23:59:59,-37.99144149331705,c
2021-08-19 00:00:00,-40.84839215513974,
2021-08-19 10:00:00,-27.521384989759632,
2021-08-19 10:30:00,-24.41142411092256,
2021-08-19 12:00:00,-11.187026045203337,
2021-08-19 13:30:00,-1.8591749190097575,
2021-08-19 15:00:00,-1.6511532284552226,
2021-08-19 15:30:30,-1.6511532284552226,
2021-08-19 23:59:59,3.3668896798702566,c
