date,CRSP_MICRO_HEDGED_2022_Q2,meta
2022-04-22 00:00:00,-806.1086303897209,
2022-04-22 10:00:00,-817.4804645619379,
2022-04-22 10:30:00,-763.8772224783097,
2022-04-22 12:00:00,-705.4060567396846,
2022-04-22 13:30:00,-700.9584216384901,
2022-04-22 15:00:00,-695.7485138769925,
2022-04-22 15:30:30,-695.7485138769925,
2022-04-22 23:59:59,-679.9826610162936,w
2022-04-25 00:00:00,-639.8711516150806,
2022-04-25 10:00:00,-620.8611221865021,
2022-04-25 10:30:00,-685.3099049697785,
2022-04-25 12:00:00,-640.072420322128,
2022-04-25 13:30:00,-718.7300439997161,
2022-04-25 15:00:00,-730.0493475794838,
2022-04-25 15:30:30,-730.0493475794838,
2022-04-25 23:59:59,-774.0167093199689,c
2022-04-26 00:00:00,-708.2935554176938,
2022-04-26 10:00:00,-634.8323213276053,
2022-04-26 10:30:00,-622.2475602383893,
2022-04-26 12:00:00,-511.5778983168766,
2022-04-26 13:30:00,-499.76791401765695,
2022-04-26 15:00:00,-529.8417175391223,
2022-04-26 15:30:30,-529.8417175391223,
2022-04-26 23:59:59,-439.4120012953117,c
2022-04-27 00:00:00,-440.8290153122771,
2022-04-27 10:00:00,-515.3753233620046,
2022-04-27 10:30:00,-384.60918798165585,
2022-04-27 12:00:00,-411.141526080145,
2022-04-27 13:30:00,-436.59180289358756,
2022-04-27 15:00:00,-420.8599052266154,
2022-04-27 15:30:30,-420.8599052266154,
2022-04-27 23:59:59,-379.9926026764906,c
2022-04-28 00:00:00,-436.27829267509605,
2022-04-28 10:00:00,-311.3362811868401,
2022-04-28 10:30:00,-224.93337648182842,
2022-04-28 12:00:00,-199.1870739359365,
2022-04-28 13:30:00,-397.42829538607384,
2022-04-28 15:00:00,-474.5381636575403,
2022-04-28 15:30:30,-474.5381636575403,
2022-04-28 23:59:59,-420.2534867903669,c
2022-04-29 00:00:00,-382.6557209881521,
2022-04-29 10:00:00,-526.156797556122,
2022-04-29 10:30:00,-405.8238117973942,
2022-04-29 12:00:00,-410.6432848782524,
2022-04-29 13:30:00,-353.0124330007329,
2022-04-29 15:00:00,-269.54336869024246,
2022-04-29 15:30:30,-269.54336869024246,
2022-04-29 23:59:59,-202.01635468463064,w
2022-05-02 00:00:00,-195.62204314385417,
2022-05-02 10:00:00,-311.45700566228606,
2022-05-02 10:30:00,-343.759776133551,
2022-05-02 12:00:00,-325.9687248133296,
2022-05-02 13:30:00,-209.03808257225592,
2022-05-02 15:00:00,-216.8782797951526,
2022-05-02 15:30:30,-216.8782797951526,
2022-05-02 23:59:59,-393.2181187561064,c
2022-05-03 00:00:00,-389.24961569797233,
2022-05-03 10:00:00,-426.48270083980697,
2022-05-03 10:30:00,-422.92445340491486,
2022-05-03 12:00:00,-436.31606516325974,
2022-05-03 13:30:00,-439.04838515745087,
2022-05-03 15:00:00,-439.6644734458632,
2022-05-03 15:30:30,-439.6644734458632,
2022-05-03 23:59:59,-416.94293612390265,c
2022-05-04 00:00:00,-433.34340975050327,
2022-05-04 10:00:00,-287.56817768824294,
2022-05-04 10:30:00,-252.22928037150723,
2022-05-04 12:00:00,-288.447139005043,
2022-05-04 13:30:00,-347.35075540271555,
2022-05-04 15:00:00,-516.671872680361,
2022-05-04 15:30:30,-516.671872680361,
2022-05-04 23:59:59,-626.8235928566364,c
2022-05-05 00:00:00,-521.4109075084061,
2022-05-05 10:00:00,-475.24551349155354,
2022-05-05 10:30:00,-357.3679202555559,
2022-05-05 12:00:00,-239.02009391346837,
2022-05-05 13:30:00,-279.94415815147386,
2022-05-05 15:00:00,-210.11122641383645,
2022-05-05 15:30:30,-210.11122641383645,
2022-05-05 23:59:59,-248.76376565077862,c
2022-05-06 00:00:00,-218.42445817578664,
2022-05-06 10:00:00,-8.33907055677355,
2022-05-06 10:30:00,-91.64531146864192,
2022-05-06 12:00:00,-46.44856971087029,
2022-05-06 13:30:00,-85.69137658668842,
2022-05-06 15:00:00,-4.3224070106889485,
2022-05-06 15:30:30,-4.3224070106889485,
2022-05-06 23:59:59,-44.75122704750902,w
2022-05-09 00:00:00,76.36665269938385,
2022-05-09 10:00:00,89.698732398414,
2022-05-09 10:30:00,154.25855733563913,
2022-05-09 12:00:00,187.72417691114515,
2022-05-09 13:30:00,245.74785743064967,
2022-05-09 15:00:00,276.3277738761017,
2022-05-09 15:30:30,276.3277738761017,
2022-05-09 23:59:59,322.8465512748362,c
2022-05-10 00:00:00,167.76633961760217,
2022-05-10 10:00:00,122.56163709584962,
2022-05-10 10:30:00,124.55391000447162,
2022-05-10 12:00:00,271.6897219916118,
2022-05-10 13:30:00,199.9942310340166,
2022-05-10 15:00:00,104.44119778566346,
2022-05-10 15:30:30,104.44119778566346,u
2022-05-10 23:59:59,148.01602781569454,c
2022-05-11 00:00:00,201.57810186910137,
2022-05-11 10:00:00,130.93407455896704,
2022-05-11 10:30:00,121.59882608835414,
2022-05-11 12:00:00,186.48239582997212,
2022-05-11 13:30:00,372.07896253775107,
2022-05-11 15:00:00,386.15385671021795,
2022-05-11 15:30:30,386.15385671021795,
2022-05-11 23:59:59,438.4926988742145,c
2022-05-12 00:00:00,511.5440886058577,
2022-05-12 10:00:00,422.4018893353086,
2022-05-12 10:30:00,309.82407941638303,
2022-05-12 12:00:00,401.80700228280784,
2022-05-12 13:30:00,412.3825028306919,
2022-05-12 15:00:00,468.71571793827843,
2022-05-12 15:30:30,468.71571793827843,
2022-05-12 23:59:59,340.6428540927027,c
2022-05-13 00:00:00,212.1828686267345,
2022-05-13 10:00:00,148.40539055896443,
2022-05-13 10:30:00,107.47898261654154,
2022-05-13 12:00:00,68.00097665256635,
2022-05-13 13:30:00,64.62049367204781,
2022-05-13 15:00:00,79.00030250028885,
2022-05-13 15:30:30,79.00030250028885,
2022-05-13 23:59:59,74.00177072137922,w
2022-05-16 00:00:00,105.08043698608799,
2022-05-16 10:00:00,120.20891633544943,
2022-05-16 10:30:00,14.67840390866968,
2022-05-16 12:00:00,54.448179142134904,
2022-05-16 13:30:00,83.67178534231334,
2022-05-16 15:00:00,87.87416767471677,
2022-05-16 15:30:30,87.87416767471677,
2022-05-16 23:59:59,157.07664881673736,c
2022-05-17 00:00:00,21.129296742665247,
2022-05-17 10:00:00,35.09396339392333,
2022-05-17 10:30:00,68.18635286336485,
2022-05-17 12:00:00,0.5597053129895357,
2022-05-17 13:30:00,-12.64532131255055,
2022-05-17 15:00:00,-26.099204690099214,
2022-05-17 15:30:30,-26.099204690099214,
2022-05-17 23:59:59,-56.48498503528117,c
2022-05-18 00:00:00,53.13957960161588,
2022-05-18 10:00:00,66.5800164698012,
2022-05-18 10:30:00,35.22905939667635,
2022-05-18 12:00:00,126.27709819034317,
2022-05-18 13:30:00,164.98266794648407,
2022-05-18 15:00:00,230.5749041865074,
2022-05-18 15:30:30,230.5749041865074,
2022-05-18 23:59:59,197.54566355621137,c
2022-05-19 00:00:00,221.61483974877865,
2022-05-19 10:00:00,220.48143898071703,
2022-05-19 10:30:00,192.8446656886381,
2022-05-19 12:00:00,80.57540891343797,
2022-05-19 13:30:00,104.65385816746038,
2022-05-19 15:00:00,58.871497126059694,
2022-05-19 15:30:30,58.871497126059694,
2022-05-19 23:59:59,129.982357258069,c
2022-05-20 00:00:00,57.544380174229445,
2022-05-20 10:00:00,88.07034043982458,
2022-05-20 10:30:00,110.99003061423628,
2022-05-20 12:00:00,248.64585061274647,
2022-05-20 13:30:00,361.5303478524602,
2022-05-20 15:00:00,265.6651415093538,
2022-05-20 15:30:30,265.6651415093538,
2022-05-20 23:59:59,133.58763263289802,w
2022-05-23 00:00:00,85.26133635910082,
2022-05-23 10:00:00,152.31940356823907,
2022-05-23 10:30:00,151.7187607658243,
2022-05-23 12:00:00,112.17498390677702,
2022-05-23 13:30:00,136.4951419799636,
2022-05-23 15:00:00,116.01312046606199,
2022-05-23 15:30:30,116.01312046606199,
2022-05-23 23:59:59,120.8794830745046,c
2022-05-24 00:00:00,198.8527817151571,
2022-05-24 10:00:00,329.1004088273676,
2022-05-24 10:30:00,341.7831281407325,
2022-05-24 12:00:00,326.70310661578606,
2022-05-24 13:30:00,351.98229251942666,
2022-05-24 15:00:00,371.4931226331537,
2022-05-24 15:30:30,371.4931226331537,
2022-05-24 23:59:59,322.64346359269257,c
2022-05-25 00:00:00,340.6406858074988,
2022-05-25 10:00:00,277.2648967531504,
2022-05-25 10:30:00,199.26380005311785,
2022-05-25 12:00:00,282.7158163914273,
2022-05-25 13:30:00,278.6386304370508,
2022-05-25 15:00:00,216.20217120471352,
2022-05-25 15:30:30,216.20217120471352,
2022-05-25 23:59:59,216.17637216113053,c
2022-05-26 00:00:00,201.81665739959226,
2022-05-26 10:00:00,100.81094425339052,
2022-05-26 10:30:00,86.02434717342385,
2022-05-26 12:00:00,73.68281719465176,
2022-05-26 13:30:00,72.07443134062214,
2022-05-26 15:00:00,65.22929225291864,
2022-05-26 15:30:30,65.22929225291864,
2022-05-26 23:59:59,104.07900634109228,c
2022-05-27 00:00:00,67.56221650966381,
2022-05-27 10:00:00,40.45365226877311,
2022-05-27 10:30:00,-19.170541061052973,
2022-05-27 12:00:00,-44.17083836384609,
2022-05-27 13:30:00,-65.53705431881826,
2022-05-27 15:00:00,-93.43453496240272,
2022-05-27 15:30:30,-93.43453496240272,
2022-05-27 23:59:59,-115.59453370091978,w
2022-05-30 00:00:00,-115.59453370091978,
