date,DWFACT_2022_Q4,meta
2022-09-23 00:00:00,-253.65128202239578,
2022-09-23 10:00:00,-281.8209299948417,
2022-09-23 10:30:00,-286.07093706242057,
2022-09-23 12:00:00,-300.7385617052103,
2022-09-23 13:30:00,-293.4241069704809,
2022-09-23 15:00:00,-293.8250854611859,
2022-09-23 15:30:30,-293.8250854611859,
2022-09-23 23:59:59,-302.29181265108105,w
2022-09-26 00:00:00,-304.0662368353587,
2022-09-26 10:00:00,-269.84883702950066,
2022-09-26 10:30:00,-264.18770442510447,
2022-09-26 12:00:00,-244.70771077352742,
2022-09-26 13:30:00,-231.32709277134683,
2022-09-26 15:00:00,-245.087884359525,
2022-09-26 15:30:30,-245.087884359525,
2022-09-26 23:59:59,-255.11280607187933,c
2022-09-27 00:00:00,-247.7885534730886,
2022-09-27 10:00:00,-229.80951752013084,
2022-09-27 10:30:00,-210.69236386282222,
2022-09-27 12:00:00,-228.45824645270204,
2022-09-27 13:30:00,-219.3077499913278,
2022-09-27 15:00:00,-217.57600370824179,
2022-09-27 15:30:30,-217.57600370824179,
2022-09-27 23:59:59,-216.96495435442932,c
2022-09-28 00:00:00,-224.930229156449,
2022-09-28 10:00:00,-222.23351607397933,
2022-09-28 10:30:00,-226.8250551256359,
2022-09-28 12:00:00,-212.16234536828495,
2022-09-28 13:30:00,-197.14189932581633,
2022-09-28 15:00:00,-181.26720136782887,
2022-09-28 15:30:30,-181.26720136782887,
2022-09-28 23:59:59,-174.85690475464708,c
2022-09-29 00:00:00,-175.06016401883295,
2022-09-29 10:00:00,-139.75854388716772,
2022-09-29 10:30:00,-143.13147591359495,
2022-09-29 12:00:00,-149.00018260495204,
2022-09-29 13:30:00,-137.92807435372669,
2022-09-29 15:00:00,-137.48230027964627,
2022-09-29 15:30:30,-137.48230027964627,
2022-09-29 23:59:59,-126.32527326472719,c
2022-09-30 00:00:00,-146.53570272572222,
2022-09-30 10:00:00,-146.90566324523638,
2022-09-30 10:30:00,-142.87136641239823,
2022-09-30 12:00:00,-132.87047502930437,
2022-09-30 13:30:00,-137.36499639603045,
2022-09-30 15:00:00,-147.1489966343977,
2022-09-30 15:30:30,-147.1489966343977,
2022-09-30 23:59:59,-146.62905091468537,w
2022-10-03 00:00:00,-137.43810701389788,
2022-10-03 10:00:00,-105.32432823437195,
2022-10-03 10:30:00,-124.74316248383481,
2022-10-03 12:00:00,-113.34966125065837,
2022-10-03 13:30:00,-119.18317085654697,
2022-10-03 15:00:00,-111.94012648883664,
2022-10-03 15:30:30,-111.94012648883664,
2022-10-03 23:59:59,-100.64487979721689,c
2022-10-04 00:00:00,-88.80188699783923,
2022-10-04 10:00:00,-107.85855675868906,
2022-10-04 10:30:00,-111.49971070254169,
2022-10-04 12:00:00,-91.24104926804496,
2022-10-04 13:30:00,-86.32159644278762,
2022-10-04 15:00:00,-88.83015745478431,
2022-10-04 15:30:30,-88.83015745478431,
2022-10-04 23:59:59,-84.46541551999785,c
2022-10-05 00:00:00,-57.46430209354891,
2022-10-05 10:00:00,-23.509224217076806,
2022-10-05 10:30:00,-25.49078407936578,
2022-10-05 12:00:00,-4.835828331922805,
2022-10-05 13:30:00,-1.556688479363661,
2022-10-05 15:00:00,-18.974549274054212,
2022-10-05 15:30:30,-18.974549274054212,
2022-10-05 23:59:59,-17.684867881354357,c
2022-10-06 00:00:00,-20.6877267724593,
2022-10-06 10:00:00,20.224205651245654,
2022-10-06 10:30:00,20.212706912225045,
2022-10-06 12:00:00,12.401003860017827,
2022-10-06 13:30:00,27.541218984292342,
2022-10-06 15:00:00,27.11330195793635,
2022-10-06 15:30:30,27.11330195793635,
2022-10-06 23:59:59,37.46220821655582,c
2022-10-07 00:00:00,52.19334676395803,
2022-10-07 10:00:00,58.33795774030215,
2022-10-07 10:30:00,67.72522153475715,
2022-10-07 12:00:00,75.65135865965718,
2022-10-07 13:30:00,76.54347958783609,
2022-10-07 15:00:00,76.88673017381188,
2022-10-07 15:30:30,76.88673017381188,
2022-10-07 23:59:59,66.7052505805218,w
2022-10-10 00:00:00,58.41488348244263,
2022-10-10 10:00:00,51.792054012804115,
2022-10-10 10:30:00,54.53032664352712,
2022-10-10 12:00:00,41.63535679395854,
2022-10-10 13:30:00,37.468840061423144,
2022-10-10 15:00:00,39.84672798158336,
2022-10-10 15:30:30,39.84672798158336,
2022-10-10 23:59:59,43.49433254044115,c
2022-10-11 00:00:00,22.182078883854373,
2022-10-11 10:00:00,17.031926800651952,
2022-10-11 10:30:00,9.956283456519039,
2022-10-11 12:00:00,10.939576839945556,
2022-10-11 13:30:00,17.823174837893554,
2022-10-11 15:00:00,5.659035121824228,
2022-10-11 15:30:30,5.659035121824228,
2022-10-11 23:59:59,5.480385445492541,c
2022-10-12 00:00:00,-19.47657436553998,
2022-10-12 10:00:00,16.101150448545184,
2022-10-12 10:30:00,5.1817639469327155,
2022-10-12 12:00:00,8.793082191383586,
2022-10-12 13:30:00,23.28770334774338,
2022-10-12 15:00:00,27.493355759185434,
2022-10-12 15:30:30,27.493355759185434,
2022-10-12 23:59:59,32.32085978084555,c
2022-10-13 00:00:00,45.29392798578613,
2022-10-13 10:00:00,46.76446840772125,
2022-10-13 10:30:00,41.32581142692726,
2022-10-13 12:00:00,51.8125993112579,
2022-10-13 13:30:00,52.10500266795716,
2022-10-13 15:00:00,35.090743637129236,
2022-10-13 15:30:30,35.090743637129236,
2022-10-13 23:59:59,35.58345303553383,c
2022-10-14 00:00:00,-3.759145714304829,
2022-10-14 10:00:00,0.638236650724874,
2022-10-14 10:30:00,13.157552580677173,
2022-10-14 12:00:00,17.75846298299672,
2022-10-14 13:30:00,7.261715878187303,
2022-10-14 15:00:00,2.6408653676609006,
2022-10-14 15:30:30,2.6408653676609006,s
2022-10-14 23:59:59,0.0,a
2022-10-17 00:00:00,-12.240106644602221,
2022-10-17 10:00:00,-10.756582149080089,
2022-10-17 10:30:00,-7.6299479865611985,
2022-10-17 12:00:00,-14.405431840398599,
2022-10-17 13:30:00,-8.998672348945533,
2022-10-17 15:00:00,-7.363796042761038,
2022-10-17 15:30:30,-7.363796042761038,
2022-10-17 23:59:59,-11.292710854124259,c
2022-10-18 00:00:00,-18.77216570572932,
2022-10-18 10:00:00,-37.40164677347019,
2022-10-18 10:30:00,-28.53643955234587,
2022-10-18 12:00:00,-36.80270028290427,
2022-10-18 13:30:00,-25.14581531162088,
2022-10-18 15:00:00,-26.319065772229955,
2022-10-18 15:30:30,-26.319065772229955,
2022-10-18 23:59:59,-26.33927573564609,c
2022-10-19 00:00:00,3.8213473798404998,
2022-10-19 10:00:00,12.98702607512751,
2022-10-19 10:30:00,8.542446715623488,
2022-10-19 12:00:00,17.68960145756438,
2022-10-19 13:30:00,40.320399721938465,
2022-10-19 15:00:00,42.72473469685191,
2022-10-19 15:30:30,42.72473469685191,
2022-10-19 23:59:59,44.685165406308386,c
2022-10-20 00:00:00,65.04333415281715,
2022-10-20 10:00:00,59.99500523710939,
2022-10-20 10:30:00,60.97658196739245,
2022-10-20 12:00:00,66.96656347612056,
2022-10-20 13:30:00,69.33592538383647,
2022-10-20 15:00:00,70.12165400172887,
2022-10-20 15:30:30,70.12165400172887,
2022-10-20 23:59:59,75.48591993267985,c
2022-10-21 00:00:00,85.53760570189287,
2022-10-21 10:00:00,88.32923978069726,
2022-10-21 10:30:00,86.79586841623916,
2022-10-21 12:00:00,114.42622081442316,
2022-10-21 13:30:00,119.98175864231199,
2022-10-21 15:00:00,118.84277749854019,
2022-10-21 15:30:30,118.84277749854019,
2022-10-21 23:59:59,132.0614340580472,e
2022-10-24 00:00:00,128.58798357186052,
2022-10-24 10:00:00,143.36075767470595,
2022-10-24 10:30:00,153.61446771992837,
2022-10-24 12:00:00,135.86537580793726,
2022-10-24 13:30:00,140.35523945415983,
2022-10-24 15:00:00,141.41580244082556,
2022-10-24 15:30:30,141.41580244082556,
2022-10-24 23:59:59,148.5055238593785,c
2022-10-25 00:00:00,147.66885979681547,
2022-10-25 10:00:00,128.11789431898745,
2022-10-25 10:30:00,128.26744253799063,
2022-10-25 12:00:00,98.10455054736366,
2022-10-25 13:30:00,92.26184777778943,
2022-10-25 15:00:00,99.53365721356727,
2022-10-25 15:30:30,99.53365721356727,
2022-10-25 23:59:59,102.38289125504743,c
2022-10-26 00:00:00,112.87651726775896,
2022-10-26 10:00:00,142.2637986152576,
2022-10-26 10:30:00,151.9090295860945,
2022-10-26 12:00:00,164.781204724801,
2022-10-26 13:30:00,152.53424187413663,
2022-10-26 15:00:00,155.1345804222562,
2022-10-26 15:30:30,155.1345804222562,
2022-10-26 23:59:59,155.68131319587098,c
2022-10-27 00:00:00,166.56007029009334,
2022-10-27 10:00:00,133.8839769993942,
2022-10-27 10:30:00,141.4529876181379,
2022-10-27 12:00:00,148.47783023281426,
2022-10-27 13:30:00,144.62503273778213,
2022-10-27 15:00:00,150.425178190424,
2022-10-27 15:30:30,150.425178190424,
2022-10-27 23:59:59,140.30928494533492,c
2022-10-28 00:00:00,165.77036106823618,
2022-10-28 10:00:00,129.69584933367898,
2022-10-28 10:30:00,119.51920758004334,
2022-10-28 12:00:00,113.8631774600828,
2022-10-28 13:30:00,108.46860000013318,
2022-10-28 15:00:00,113.55224373800247,
2022-10-28 15:30:30,113.55224373800247,
2022-10-28 23:59:59,98.32278335139095,w
2022-10-31 00:00:00,90.11410537042264,
2022-10-31 10:00:00,121.63956246569614,
2022-10-31 10:30:00,119.82950629163881,
2022-10-31 12:00:00,114.76085317159293,
2022-10-31 13:30:00,112.01240070976431,
2022-10-31 15:00:00,122.68054764294601,
2022-10-31 15:30:30,122.68054764294601,
2022-10-31 23:59:59,120.33189521695586,c
2022-11-01 00:00:00,128.0718232770559,
2022-11-01 10:00:00,138.8964551116892,
2022-11-01 10:30:00,142.29472538887603,
2022-11-01 12:00:00,136.0151174518842,
2022-11-01 13:30:00,141.76965390913966,
2022-11-01 15:00:00,139.77577039995583,
2022-11-01 15:30:30,139.77577039995583,
2022-11-01 23:59:59,135.83144078687695,c
2022-11-02 00:00:00,136.28598138032942,
2022-11-02 10:00:00,126.9284279013371,
2022-11-02 10:30:00,122.34994258104747,
2022-11-02 12:00:00,142.95636477140272,
2022-11-02 13:30:00,119.60565258389684,
2022-11-02 15:00:00,133.85857247344535,
2022-11-02 15:30:30,133.85857247344535,
2022-11-02 23:59:59,140.2927387296004,c
2022-11-03 00:00:00,141.07886487287064,
2022-11-03 10:00:00,167.24135821685002,
2022-11-03 10:30:00,173.93062060924234,
2022-11-03 12:00:00,185.40913550219466,
2022-11-03 13:30:00,184.43205394044213,
2022-11-03 15:00:00,188.99616050776115,
2022-11-03 15:30:30,188.99616050776115,
2022-11-03 23:59:59,197.87616107183788,c
2022-11-04 00:00:00,194.74929427966242,
2022-11-04 10:00:00,188.3999499856953,
2022-11-04 10:30:00,180.10194789442545,
2022-11-04 12:00:00,171.75510193222863,
2022-11-04 13:30:00,177.92029637900936,
2022-11-04 15:00:00,165.18224228077372,
2022-11-04 15:30:30,165.18224228077372,
2022-11-04 23:59:59,156.5654786852058,w
