date,KOMP_2022_Q4,meta
2022-11-18 00:00:00,338.73461677033004,
2022-11-18 10:00:00,279.255666644793,
2022-11-18 10:30:00,266.95432874807454,
2022-11-18 12:00:00,251.08374146462586,
2022-11-18 13:30:00,251.82351698027838,
2022-11-18 15:00:00,239.27878631685553,
2022-11-18 15:30:30,239.27878631685553,
2022-11-18 23:59:59,253.69131897295753,w
2022-11-21 00:00:00,212.0014358501808,
2022-11-21 10:00:00,177.7563818401691,
2022-11-21 10:30:00,204.94864703139694,
2022-11-21 12:00:00,164.7268676828689,
2022-11-21 13:30:00,143.44192807863766,
2022-11-21 15:00:00,153.7248747268092,
2022-11-21 15:30:30,153.7248747268092,
2022-11-21 23:59:59,154.10225914368704,c
2022-11-22 00:00:00,138.4037029917201,
2022-11-22 10:00:00,86.23819047639174,
2022-11-22 10:30:00,108.28729828541324,
2022-11-22 12:00:00,106.26535286452071,
2022-11-22 13:30:00,103.49280632059153,
2022-11-22 15:00:00,105.93841246779297,
2022-11-22 15:30:30,105.93841246779297,
2022-11-22 23:59:59,131.7923307750646,c
2022-11-23 00:00:00,159.88568614257264,
2022-11-23 10:00:00,171.88512021945343,
2022-11-23 10:30:00,152.42604680108093,
2022-11-23 12:00:00,143.84276114363493,
2022-11-23 13:30:00,154.08492929667983,
2022-11-23 15:00:00,167.01287905341104,
2022-11-23 15:30:30,167.01287905341104,
2022-11-23 23:59:59,169.3969318976703,c
2022-11-24 00:00:00,169.3969318976703,
2022-11-24 10:00:00,169.3969318976703,
2022-11-24 10:30:00,169.3969318976703,
2022-11-24 12:00:00,169.3969318976703,
2022-11-24 13:30:00,169.3969318976703,
2022-11-24 15:00:00,169.3969318976703,
2022-11-24 15:30:30,169.3969318976703,
2022-11-24 23:59:59,169.3969318976703,c
2022-11-25 00:00:00,160.00135488483886,
2022-11-25 10:00:00,147.07404868191452,
2022-11-25 10:30:00,147.56081562380658,
2022-11-25 12:00:00,161.3505675329183,
2022-11-25 13:30:00,161.3505675329183,
2022-11-25 15:00:00,161.3505675329183,
2022-11-25 15:30:30,161.3505675329183,
