date,HACK_2022_Q4,meta
2022-12-16 12:00:00,-100.05720838242263,
2022-12-16 13:30:00,-70.40899940087104,
2022-12-16 15:00:00,-74.30731708544755,
2022-12-16 15:30:30,-74.30731708544755,
2022-12-16 23:59:59,-86.48627413897788,e
2022-12-19 00:00:00,-102.45838587604135,
2022-12-19 10:00:00,-178.9716949380018,
2022-12-19 10:30:00,-149.53372375821374,
2022-12-19 12:00:00,-186.77783730455081,
2022-12-19 13:30:00,-136.73313747283947,
2022-12-19 15:00:00,-150.5052651963098,
2022-12-19 15:30:30,-150.5052651963098,
2022-12-19 23:59:59,-173.7944440070956,c
2022-12-20 00:00:00,-196.10872576010973,
2022-12-20 10:00:00,-157.30105605624857,
2022-12-20 10:30:00,-137.5533331468166,
2022-12-20 12:00:00,-137.51167891509246,
2022-12-20 13:30:00,-156.26281972225635,
2022-12-20 15:00:00,-131.78293281271766,
2022-12-20 15:30:30,-131.78293281271766,
2022-12-20 23:59:59,-123.71552313336701,c
2022-12-21 00:00:00,-152.0000982168461,
2022-12-21 10:00:00,-157.50462908412712,
2022-12-21 10:30:00,-164.63558307979616,
2022-12-21 12:00:00,-147.06592748332596,
2022-12-21 13:30:00,-145.34163621105014,
2022-12-21 15:00:00,-158.1132487701969,
2022-12-21 15:30:30,-158.1132487701969,
2022-12-21 23:59:59,-182.2182098129659,c
2022-12-22 00:00:00,-235.73733459692087,
2022-12-22 10:00:00,-254.2678213592936,
2022-12-22 10:30:00,-244.01793362465102,
2022-12-22 12:00:00,-263.0136489771313,
2022-12-22 13:30:00,-261.1554964065459,
2022-12-22 15:00:00,-252.39697371051923,
2022-12-22 15:30:30,-252.39697371051923,
2022-12-22 23:59:59,-243.28448139359327,c
2022-12-23 00:00:00,-255.57260019685998,
2022-12-23 10:00:00,-324.97553664787694,
2022-12-23 10:30:00,-298.9441920867029,
2022-12-23 12:00:00,-308.7954916367521,
2022-12-23 13:30:00,-332.6103672180187,
2022-12-23 15:00:00,-321.63362589796134,
2022-12-23 15:30:30,-321.63362589796134,
2022-12-23 23:59:59,-312.2789359903467,w
2022-12-26 00:00:00,-312.2789359903467,
2022-12-26 10:00:00,-312.2789359903467,
2022-12-26 10:30:00,-312.2789359903467,
2022-12-26 12:00:00,-312.2789359903467,
2022-12-26 13:30:00,-312.2789359903467,
2022-12-26 15:00:00,-312.2789359903467,
2022-12-26 15:30:30,-312.2789359903467,
2022-12-26 23:59:59,-312.2789359903467,c
2022-12-27 00:00:00,-348.4718649018748,
2022-12-27 10:00:00,-365.65246105744535,
2022-12-27 10:30:00,-353.69804946901115,
2022-12-27 12:00:00,-356.391048876072,
2022-12-27 13:30:00,-366.97172370061395,
2022-12-27 15:00:00,-370.5015301320598,
2022-12-27 15:30:30,-370.5015301320598,
2022-12-27 23:59:59,-380.01511577844366,c
2022-12-28 00:00:00,-411.47996530240533,
2022-12-28 10:00:00,-380.2222593330363,
2022-12-28 10:30:00,-377.91405963152914,
2022-12-28 12:00:00,-390.2777637503549,
2022-12-28 13:30:00,-366.85698654244095,
2022-12-28 15:00:00,-382.706672473582,
2022-12-28 15:30:30,-382.706672473582,
2022-12-28 23:59:59,-357.13976080382895,c
2022-12-29 00:00:00,-305.56749812402666,
2022-12-29 10:00:00,-307.15914782271005,
2022-12-29 10:30:00,-278.9503618051948,
2022-12-29 12:00:00,-243.62653327206718,
2022-12-29 13:30:00,-254.55283833078423,
2022-12-29 15:00:00,-246.8010314404419,
2022-12-29 15:30:30,-246.8010314404419,
2022-12-29 23:59:59,-233.93640216965366,c
2022-12-30 00:00:00,-258.8145538266979,
2022-12-30 10:00:00,-212.19506161067298,
2022-12-30 10:30:00,-213.63369031493175,
2022-12-30 12:00:00,-221.23409319104718,
2022-12-30 13:30:00,-247.367045788024,
2022-12-30 15:00:00,-218.80489000497855,
2022-12-30 15:30:30,-218.80489000497855,
2022-12-30 23:59:59,-220.2205258894418,w
