date,HACK_2022_Q4,meta
2022-12-01 00:00:00,-19.03399371632952,
2022-12-01 10:00:00,62.75960900546494,
2022-12-01 10:30:00,24.498499525274838,
2022-12-01 12:00:00,63.11839437788831,
2022-12-01 13:30:00,52.896831245581154,
2022-12-01 15:00:00,62.92981450890761,
2022-12-01 15:30:30,62.92981450890761,
2022-12-01 23:59:59,61.25187354526804,c
2022-12-02 00:00:00,-20.33473290336974,
2022-12-02 10:00:00,34.781513637573596,
2022-12-02 10:30:00,45.168663897427734,
2022-12-02 12:00:00,4.253925285601781,
2022-12-02 13:30:00,-15.833532677800065,
2022-12-02 15:00:00,-11.201959768325196,
2022-12-02 15:30:30,-11.201959768325196,s
2022-12-02 23:59:59,16.373287325366448,w
2022-12-05 00:00:00,8.168199474501932,
2022-12-05 10:00:00,-30.547745563648903,
2022-12-05 10:30:00,-51.39556091188672,
2022-12-05 12:00:00,-101.78960070643745,
2022-12-05 13:30:00,-136.78256678594133,
2022-12-05 15:00:00,-170.9101210220147,
2022-12-05 15:30:30,-170.9101210220147,
2022-12-05 23:59:59,-150.2575903815399,c
2022-12-06 00:00:00,-151.59657307541474,
2022-12-06 10:00:00,-219.64568551901607,
2022-12-06 10:30:00,-248.23677211630513,
2022-12-06 12:00:00,-214.11081786160864,
2022-12-06 13:30:00,-214.67340567235908,
2022-12-06 15:00:00,-200.66327434935718,
2022-12-06 15:30:30,-200.66327434935718,
2022-12-06 23:59:59,-204.24049537997072,c
2022-12-07 00:00:00,-190.20896049925577,
2022-12-07 10:00:00,-225.22245245277693,
2022-12-07 10:30:00,-218.71777366233005,
2022-12-07 12:00:00,-199.32574297505715,
2022-12-07 13:30:00,-194.44306513107026,
2022-12-07 15:00:00,-185.62046900046394,
2022-12-07 15:30:30,-185.62046900046394,
2022-12-07 23:59:59,-190.62463902034935,c
2022-12-08 00:00:00,-173.59479639204162,
2022-12-08 10:00:00,-133.29360572927186,
2022-12-08 10:30:00,-120.09789849083455,
2022-12-08 12:00:00,-75.30687315970698,
2022-12-08 13:30:00,-74.40051525315783,
2022-12-08 15:00:00,-71.75060070135493,
2022-12-08 15:30:30,-71.75060070135493,
2022-12-08 23:59:59,-76.49284402251192,c
2022-12-09 00:00:00,-56.56864872859529,
2022-12-09 10:00:00,-16.268654590683866,
2022-12-09 10:30:00,-7.28183588330819,
2022-12-09 12:00:00,-30.037341805446715,
2022-12-09 13:30:00,-52.15077611486862,
2022-12-09 15:00:00,-45.5510062690895,
2022-12-09 15:30:30,-45.5510062690895,
2022-12-09 23:59:59,-49.23799510258294,w
2022-12-12 00:00:00,-43.94276855480683,
2022-12-12 10:00:00,26.658380211419455,
2022-12-12 10:30:00,43.8251289454675,
2022-12-12 12:00:00,40.39863564043543,
2022-12-12 13:30:00,11.462064471278381,
2022-12-12 15:00:00,16.107624186256373,
2022-12-12 15:30:30,16.107624186256373,
2022-12-12 23:59:59,22.785745605157274,c
2022-12-13 00:00:00,164.89328226423464,
2022-12-13 10:00:00,95.86382221914391,
2022-12-13 10:30:00,80.21403449733361,
2022-12-13 12:00:00,86.6757345596991,
2022-12-13 13:30:00,87.3348391900567,
2022-12-13 15:00:00,82.64431180028379,
2022-12-13 15:30:30,82.64431180028379,
2022-12-13 23:59:59,84.99738078373764,c
2022-12-14 00:00:00,60.69177454161064,
2022-12-14 10:00:00,97.10467815058576,
2022-12-14 10:30:00,92.99239177324785,
2022-12-14 12:00:00,92.37569850571128,
2022-12-14 13:30:00,87.7520524680516,
2022-12-14 15:00:00,120.257316701815,
2022-12-14 15:30:30,120.257316701815,
2022-12-14 23:59:59,101.91292233481477,c
2022-12-15 00:00:00,30.876740425882986,
2022-12-15 10:00:00,104.52363181250291,
2022-12-15 10:30:00,92.00329747874588,
2022-12-15 12:00:00,30.6755955964731,
2022-12-15 13:30:00,24.230392012218317,
2022-12-15 15:00:00,10.064296436458164,
2022-12-15 15:30:30,10.064296436458164,
2022-12-15 23:59:59,0.0,a
2022-12-16 00:00:00,7.0047817581775575,
2022-12-16 10:00:00,11.50817265697549,
2022-12-16 10:30:00,-46.074167001600074,
