date,ASHRSPY_2019,meta
2019-01-25 00:00:00,91.56557113618732,
2019-01-25 10:00:00,94.16471540427207,
2019-01-25 10:30:00,89.33626156110405,
2019-01-25 12:00:00,95.30925035732865,
2019-01-25 13:30:00,92.77125619541228,
2019-01-25 15:00:00,100.66843991624474,
2019-01-25 15:30:30,100.66843991624474,
2019-01-25 23:59:59,101.40063402009606,w
2019-01-28 00:00:00,99.38390724552391,
2019-01-28 10:00:00,99.35486948561251,
2019-01-28 10:30:00,97.77207864725173,
2019-01-28 12:00:00,112.48016988861144,
2019-01-28 13:30:00,102.29207849755704,
2019-01-28 15:00:00,98.89577784294903,
2019-01-28 15:30:30,98.89577784294903,
2019-01-28 23:59:59,92.54396196507871,c
2019-01-29 00:00:00,118.98555980151295,
2019-01-29 10:00:00,111.70388109227657,
2019-01-29 10:30:00,113.31399615215064,
2019-01-29 12:00:00,112.16851863651395,
2019-01-29 13:30:00,103.16400323379219,
2019-01-29 15:00:00,108.69353729871153,
2019-01-29 15:30:30,108.69353729871153,
2019-01-29 23:59:59,107.4140124769622,c
2019-01-30 00:00:00,88.7718482551378,
2019-01-30 10:00:00,90.3546390934974,
2019-01-30 10:30:00,84.5574133735019,
2019-01-30 12:00:00,67.11546284474433,
2019-01-30 13:30:00,68.3486367245406,
2019-01-30 15:00:00,61.98730981568754,
2019-01-30 15:30:30,61.98730981568754,
2019-01-30 23:59:59,84.92488855440735,c
2019-01-31 00:00:00,86.21893225611211,
2019-01-31 10:00:00,86.29991189137102,
2019-01-31 10:30:00,82.76460344273269,
2019-01-31 12:00:00,79.03509837519884,
2019-01-31 13:30:00,90.31383871158242,
2019-01-31 15:00:00,84.45741167626083,
2019-01-31 15:30:30,84.45741167626083,
2019-01-31 23:59:59,102.3807748786837,c
2019-02-01 00:00:00,87.81399038341284,
2019-02-01 10:00:00,96.80583554003954,
2019-02-01 10:30:00,78.58533996547938,
2019-02-01 12:00:00,81.9201403526956,
2019-02-01 13:30:00,93.86795105078639,
2019-02-01 15:00:00,97.22901120045542,
2019-02-01 15:30:30,97.22901120045542,s
2019-02-01 23:59:59,87.37780285618722,w
2019-02-04 00:00:00,86.45348592639924,
2019-02-04 10:00:00,69.67979285735429,
2019-02-04 10:30:00,72.90764267163932,
2019-02-04 12:00:00,65.45697274023473,
2019-02-04 13:30:00,58.91303403643131,
2019-02-04 15:00:00,53.85133943344771,
2019-02-04 15:30:30,53.85133943344771,
2019-02-04 23:59:59,35.45409551749408,c
2019-02-05 00:00:00,64.37989700664103,
2019-02-05 10:00:00,55.43999372536481,
2019-02-05 10:30:00,56.43077141045868,
2019-02-05 12:00:00,65.61248547278225,
2019-02-05 13:30:00,84.97101899571955,
2019-02-05 15:00:00,80.71320993072928,
2019-02-05 15:30:30,80.71320993072928,
2019-02-05 23:59:59,77.37840954351127,c
2019-02-06 00:00:00,91.50900651156248,
2019-02-06 10:00:00,81.87433212182344,
2019-02-06 10:30:00,77.85598752476454,
2019-02-06 12:00:00,59.078060129193666,
2019-02-06 13:30:00,43.27643324754715,
2019-02-06 15:00:00,40.42250282292008,
2019-02-06 15:30:30,40.42250282292008,
2019-02-06 23:59:59,33.63449941782951,c
2019-02-07 00:00:00,41.710412880149484,
2019-02-07 10:00:00,55.72260721754551,
2019-02-07 10:30:00,53.089837378762965,
2019-02-07 12:00:00,46.85867572255552,
2019-02-07 13:30:00,45.99434273007393,
2019-02-07 15:00:00,42.44373277950167,
2019-02-07 15:30:30,42.44373277950167,
2019-02-07 23:59:59,35.49990374836743,c
2019-02-08 00:00:00,48.59616639145852,
2019-02-08 10:00:00,24.38203726035297,
2019-02-08 10:30:00,18.878969483128785,
2019-02-08 12:00:00,17.584925781425834,
2019-02-08 13:30:00,25.259823120911122,
2019-02-08 15:00:00,18.552799351085426,
2019-02-08 15:30:30,18.552799351085426,
2019-02-08 23:59:59,0.0,a
2019-02-11 00:00:00,123.00224287968278,
2019-02-11 10:00:00,132.8664630907494,
2019-02-11 10:30:00,132.17895142226755,
2019-02-11 12:00:00,128.40796350783228,
2019-02-11 13:30:00,127.54469652723074,
2019-02-11 15:00:00,129.14015761168957,
2019-02-11 15:30:30,129.14015761168957,
2019-02-11 23:59:59,131.62436126439988,c
2019-02-12 00:00:00,134.04823780627905,
2019-02-12 10:00:00,119.99136103350938,
2019-02-12 10:30:00,110.54155002972901,
2019-02-12 12:00:00,99.34586312156499,
2019-02-12 13:30:00,108.29649795143962,
2019-02-12 15:00:00,110.46670403894484,
2019-02-12 15:30:30,110.46670403894484,
2019-02-12 23:59:59,111.39102096873403,c
2019-02-13 00:00:00,190.79679411330164,
2019-02-13 10:00:00,204.65316282465218,
2019-02-13 10:30:00,209.84832475496054,
2019-02-13 12:00:00,204.81624789067507,
2019-02-13 13:30:00,197.59205695836602,
2019-02-13 15:00:00,187.60217467666803,
2019-02-13 15:30:30,187.60217467666803,
2019-02-13 23:59:59,199.93607966048899,c
2019-02-14 00:00:00,201.30496935298146,
2019-02-14 10:00:00,215.81981197290062,
2019-02-14 10:30:00,213.66176680607916,
2019-02-14 12:00:00,210.90222074732483,
2019-02-14 13:30:00,206.75717834777055,
2019-02-14 15:00:00,217.55662716450215,
2019-02-14 15:30:30,217.55662716450215,
2019-02-14 23:59:59,215.4126622055906,c
2019-02-15 00:00:00,130.51067776663007,
2019-02-15 10:00:00,126.44368327555895,
2019-02-15 10:30:00,114.53144693900107,
2019-02-15 12:00:00,122.60835498342097,
2019-02-15 13:30:00,129.8896268534553,
2019-02-15 15:00:00,133.43832838654043,
2019-02-15 15:30:30,133.43832838654043,
2019-02-15 23:59:59,128.6391397916144,w
2019-02-18 00:00:00,128.6391397916144,
2019-02-18 10:00:00,128.6391397916144,
2019-02-18 10:30:00,128.6391397916144,
2019-02-18 12:00:00,128.6391397916144,
2019-02-18 13:30:00,128.6391397916144,
2019-02-18 15:00:00,128.6391397916144,
2019-02-18 15:30:30,128.6391397916144,
2019-02-18 23:59:59,128.6391397916144,c
2019-02-19 00:00:00,218.59051117125512,
2019-02-19 10:00:00,235.61133576382457,
2019-02-19 10:30:00,238.0290786612314,
2019-02-19 12:00:00,245.22310603812159,
2019-02-19 13:30:00,263.73848239381493,
2019-02-19 15:00:00,273.0916690868777,
2019-02-19 15:30:30,273.0916690868777,
2019-02-19 23:59:59,279.36250532948316,c
2019-02-20 00:00:00,280.10195887331423,
2019-02-20 10:00:00,297.06227389853416,
2019-02-20 10:30:00,307.9113206067342,
2019-02-20 12:00:00,319.2834856653768,
2019-02-20 13:30:00,318.2927079802829,
2019-02-20 15:00:00,302.2397569573694,
2019-02-20 15:30:30,302.2397569573694,
2019-02-20 23:59:59,298.4095677276045,c
2019-02-21 00:00:00,277.9355401171666,
2019-02-21 10:00:00,267.48043254833755,
2019-02-21 10:30:00,272.161218512609,
2019-02-21 12:00:00,263.0509707253289,
2019-02-21 13:30:00,268.79625456997394,
2019-02-21 15:00:00,279.18602717900455,
2019-02-21 15:30:30,279.18602717900455,
2019-02-21 23:59:59,264.21209291642424,c
2019-02-22 00:00:00,385.8538313390964,
2019-02-22 10:00:00,389.7003880826742,
2019-02-22 10:30:00,393.86522507284224,
2019-02-22 12:00:00,394.8518101401955,
2019-02-22 13:30:00,397.1497520912916,
2019-02-22 15:00:00,409.20469348959864,
2019-02-22 15:30:30,409.20469348959864,
2019-02-22 23:59:59,398.3122725980425,e
