date,EU_MSCI_DM_STAY_2022_Q4,meta
2022-09-29 00:00:00,18.957642466884984,
2022-09-29 03:30:00,27.99427627177984,
2022-09-29 04:00:00,24.056885873871593,
2022-09-29 06:00:00,25.367943895717445,
2022-09-29 08:00:00,28.590824148198195,
2022-09-29 10:30:00,15.595264410810245,
2022-09-29 11:00:00,10.939910569883558,
2022-09-29 23:59:59,2.954960202683324,c
2022-09-30 00:00:00,-3.4963807192346508,
2022-09-30 03:30:00,2.983291493011265,
2022-09-30 04:00:00,2.421482382641777,
2022-09-30 06:00:00,0.13844989832357868,
2022-09-30 08:00:00,-4.671843972356228,
2022-09-30 10:30:00,-6.040027434809119,
2022-09-30 11:00:00,-2.579201658869245,
2022-09-30 23:59:59,-6.166633014482578,w
2022-10-03 00:00:00,-20.353917280361408,
2022-10-03 03:30:00,-13.751021951751909,
2022-10-03 04:00:00,-15.095622893939463,
2022-10-03 06:00:00,-11.47096012553471,
2022-10-03 08:00:00,-20.66809731744321,
2022-10-03 10:30:00,-12.875114840902892,
2022-10-03 11:00:00,-7.246809362191016,
2022-10-03 23:59:59,-14.699447716819218,c
2022-10-04 00:00:00,-11.17833034377269,
2022-10-04 03:30:00,-11.28045191347693,
2022-10-04 04:00:00,-10.701154063029975,
2022-10-04 06:00:00,-9.601527262167846,
2022-10-04 08:00:00,-12.422654891704997,
2022-10-04 10:30:00,-18.081676506976407,
2022-10-04 11:00:00,-23.062808179457292,
2022-10-04 23:59:59,-16.030715112845172,c
2022-10-05 00:00:00,-20.849211065775513,
2022-10-05 03:30:00,-20.711497618387508,
2022-10-05 04:00:00,-8.853042145151868,
2022-10-05 06:00:00,-9.153450892373883,
2022-10-05 08:00:00,-17.08675948330341,
2022-10-05 10:30:00,-33.69512651967347,
2022-10-05 11:00:00,-35.00991896388695,
2022-10-05 23:59:59,-23.540467653603983,c
2022-10-06 00:00:00,-3.284932150469132,
2022-10-06 03:30:00,0.13532439688575693,
2022-10-06 04:00:00,3.541134153398474,
2022-10-06 06:00:00,15.08194676061862,
2022-10-06 08:00:00,3.11754538240816,
2022-10-06 10:30:00,-7.795660468139701,
2022-10-06 11:00:00,-9.362252439237135,
2022-10-06 23:59:59,-4.59392796563197,c
2022-10-07 00:00:00,-11.06257281803568,
2022-10-07 03:30:00,-18.710313323577807,
2022-10-07 04:00:00,-18.985248650635256,
2022-10-07 06:00:00,-14.875281191734146,
2022-10-07 08:00:00,-18.63822621948778,
2022-10-07 10:30:00,-28.37104592259853,
2022-10-07 11:00:00,-27.29738086474022,
2022-10-07 23:59:59,-30.113945295780983,w
2022-10-10 00:00:00,-32.4278211155146,
2022-10-10 03:30:00,-41.04125955911105,
2022-10-10 04:00:00,-32.488901784969734,
2022-10-10 06:00:00,-21.457373432046623,
2022-10-10 08:00:00,-16.915801326218414,
2022-10-10 10:30:00,-21.86387857357359,
2022-10-10 11:00:00,-22.703206434354467,
2022-10-10 23:59:59,-29.60250139103055,c
2022-10-11 00:00:00,-26.825355214639682,
2022-10-11 03:30:00,-17.88359863724183,
2022-10-11 04:00:00,-16.963439861849373,
2022-10-11 06:00:00,-13.381829201473337,
2022-10-11 08:00:00,-13.80827608223208,
2022-10-11 10:30:00,-28.630780933133124,
2022-10-11 11:00:00,-22.484794787376995,
2022-10-11 23:59:59,-23.768454129801974,c
2022-10-12 00:00:00,-18.686861033424094,
2022-10-12 03:30:00,-15.729309656358339,
2022-10-12 04:00:00,-9.837016291944291,
2022-10-12 06:00:00,-20.337667363164314,
2022-10-12 08:00:00,-21.5079128786574,
2022-10-12 10:30:00,-24.35341036477518,
2022-10-12 11:00:00,-29.36336109168549,
2022-10-12 23:59:59,-32.712043786642624,c
2022-10-13 00:00:00,-38.45566425758175,
2022-10-13 03:30:00,-46.8551843223877,
2022-10-13 04:00:00,-46.30092475338094,
2022-10-13 06:00:00,-58.13387065089306,
2022-10-13 08:00:00,-45.47739011622659,
2022-10-13 10:30:00,-63.83277466605024,
2022-10-13 11:00:00,-70.26616825696493,
