date,XRT_WW_2021_Q3,meta
2021-08-13 00:00:00,-1231.602860647521,
2021-08-13 10:00:00,-1114.4501884504234,
2021-08-13 10:30:00,-1099.0505117121293,
2021-08-13 12:00:00,-1172.8417847151031,
2021-08-13 13:30:00,-1210.0101358204138,
2021-08-13 15:00:00,-1192.5524232361158,
2021-08-13 15:30:30,-1192.5524232361158,
2021-08-13 23:59:59,-1167.64871032873,w
2021-08-16 00:00:00,-1161.1938520766817,
2021-08-16 10:00:00,-990.7573265941446,
2021-08-16 10:30:00,-1048.2481793803,
2021-08-16 12:00:00,-1151.085892267046,
2021-08-16 13:30:00,-1114.3759622370726,
2021-08-16 15:00:00,-1138.1254472150595,
2021-08-16 15:30:30,-1138.1254472150595,
2021-08-16 23:59:59,-1114.0920305238014,c
2021-08-17 00:00:00,-1049.5344866044697,
2021-08-17 10:00:00,-891.3971038604568,
2021-08-17 10:30:00,-947.1668881017513,
2021-08-17 12:00:00,-809.4560644968869,
2021-08-17 13:30:00,-781.5432097275079,
2021-08-17 15:00:00,-858.779838240921,
2021-08-17 15:30:30,-858.779838240921,
2021-08-17 23:59:59,-865.7712313971997,c
2021-08-18 00:00:00,-836.4506720122499,
2021-08-18 10:00:00,-888.2665413293589,
2021-08-18 10:30:00,-871.650033988497,
2021-08-18 12:00:00,-953.4829460902683,
2021-08-18 13:30:00,-943.8596887977883,
2021-08-18 15:00:00,-918.8516289491617,
2021-08-18 15:30:30,-918.8516289491617,
2021-08-18 23:59:59,-842.1220070384534,c
2021-08-19 00:00:00,-706.7020501794641,
2021-08-19 10:00:00,-819.0074436470886,
2021-08-19 10:30:00,-842.2131737098416,
2021-08-19 12:00:00,-868.8780756401011,
2021-08-19 13:30:00,-904.0303762586673,
2021-08-19 15:00:00,-865.3014688171361,
2021-08-19 15:30:30,-865.3014688171361,
2021-08-19 23:59:59,-877.9187310291873,c
2021-08-20 00:00:00,-843.5009340628294,
2021-08-20 10:00:00,-924.1696268444084,
2021-08-20 10:30:00,-884.7775648801598,
2021-08-20 12:00:00,-993.4207060377639,
2021-08-20 13:30:00,-1032.2064792045412,
2021-08-20 15:00:00,-1015.843724045093,
2021-08-20 15:30:30,-1015.843724045093,
2021-08-20 23:59:59,-1011.4297509321314,w
2021-08-23 00:00:00,-1068.5692170842995,
2021-08-23 10:00:00,-1057.803301952982,
2021-08-23 10:30:00,-995.5595855306383,
2021-08-23 12:00:00,-950.2177201339464,
2021-08-23 13:30:00,-1000.5981879246692,
2021-08-23 15:00:00,-1023.2690232941277,
2021-08-23 15:30:30,-1023.2690232941277,
2021-08-23 23:59:59,-991.1942682873705,c
2021-08-24 00:00:00,-1009.3589889563254,
2021-08-24 10:00:00,-1083.3084306240971,
2021-08-24 10:30:00,-1100.6830107715077,
2021-08-24 12:00:00,-1170.7534653980147,
2021-08-24 13:30:00,-1259.660366557142,
2021-08-24 15:00:00,-1242.402956515938,
2021-08-24 15:30:30,-1242.402956515938,
2021-08-24 23:59:59,-1214.7380813884356,c
2021-08-25 00:00:00,-1176.3046035672141,
2021-08-25 10:00:00,-1159.4160942564777,
2021-08-25 10:30:00,-1121.1469463734975,
2021-08-25 12:00:00,-1107.191928119756,
2021-08-25 13:30:00,-1113.0428961565704,
2021-08-25 15:00:00,-1113.6262791707413,
2021-08-25 15:30:30,-1113.6262791707413,
2021-08-25 23:59:59,-1068.1817303577081,c
2021-08-26 00:00:00,-964.9046114431576,
2021-08-26 10:00:00,-844.7101865957402,
2021-08-26 10:30:00,-962.0100980158759,
2021-08-26 12:00:00,-892.810857071323,
2021-08-26 13:30:00,-883.6908784793113,
2021-08-26 15:00:00,-873.7904164212014,
