date,R1_STAY_2020_Q4,meta
2020-10-09 00:00:00,336.6293770669065,
2020-10-09 10:00:00,378.4575360661829,
2020-10-09 10:30:00,380.24721543850717,
2020-10-09 12:00:00,384.568059883875,
2020-10-09 13:30:00,415.68064490149993,
2020-10-09 15:00:00,440.8940128771467,
2020-10-09 15:30:30,440.8940128771467,
2020-10-09 23:59:59,452.5660583403526,w
2020-10-12 00:00:00,462.74237416606184,
2020-10-12 10:00:00,428.75934879773445,
2020-10-12 10:30:00,438.08861658186413,
2020-10-12 12:00:00,442.0518338477325,
2020-10-12 13:30:00,439.0059326812425,
2020-10-12 15:00:00,455.5430280756045,
2020-10-12 15:30:30,455.5430280756045,
2020-10-12 23:59:59,444.73479329366603,c
2020-10-13 00:00:00,431.62859410890417,
2020-10-13 10:00:00,455.32556034902325,
2020-10-13 10:30:00,474.1279439417957,
2020-10-13 12:00:00,510.9719502125921,
2020-10-13 13:30:00,541.1859422422924,
2020-10-13 15:00:00,567.7530892465326,
2020-10-13 15:30:30,567.7530892465326,
2020-10-13 23:59:59,572.6228726563486,c
2020-10-14 00:00:00,585.4613922956885,
2020-10-14 10:00:00,595.7589968185584,
2020-10-14 10:30:00,588.5503360655179,
2020-10-14 12:00:00,551.6866377729626,
2020-10-14 13:30:00,532.5815878301445,
2020-10-14 15:00:00,567.9223650636421,
2020-10-14 15:30:30,567.9223650636421,
2020-10-14 23:59:59,587.6310345455007,c
2020-10-15 00:00:00,538.8601825520952,
2020-10-15 10:00:00,587.9111210872888,
2020-10-15 10:30:00,616.4742408510492,
2020-10-15 12:00:00,668.5359614321019,
2020-10-15 13:30:00,631.7222259607404,
2020-10-15 15:00:00,642.4802685400169,
2020-10-15 15:30:30,642.4802685400169,
2020-10-15 23:59:59,658.568429336938,c
2020-10-16 00:00:00,681.2190676411407,
2020-10-16 10:00:00,706.4629192451404,
2020-10-16 10:30:00,650.3417147896754,
2020-10-16 12:00:00,569.9510251229307,
2020-10-16 13:30:00,597.7885807612975,
2020-10-16 15:00:00,558.829674331061,
2020-10-16 15:30:30,558.829674331061,
2020-10-16 23:59:59,564.5600606488719,w
2020-10-19 00:00:00,553.8110127094818,
2020-10-19 10:00:00,541.3966747427553,
2020-10-19 10:30:00,552.8190539504564,
2020-10-19 12:00:00,634.8910452292607,
2020-10-19 13:30:00,640.869802480415,
2020-10-19 15:00:00,619.665744630694,
2020-10-19 15:30:30,619.665744630694,
2020-10-19 23:59:59,636.9880483975428,c
2020-10-20 00:00:00,642.161963026129,
2020-10-20 10:00:00,616.9777075778613,
2020-10-20 10:30:00,593.8639609086624,
2020-10-20 12:00:00,638.9999562174688,
2020-10-20 13:30:00,619.2932018872278,
2020-10-20 15:00:00,613.8282205421971,
2020-10-20 15:30:30,613.8282205421971,
2020-10-20 23:59:59,593.8310810876098,c
2020-10-21 00:00:00,613.1639432401522,
2020-10-21 10:00:00,610.7089073307087,
2020-10-21 10:30:00,566.349864689514,
2020-10-21 12:00:00,486.7948470928018,
