date,EU_SX5P_AD_2022_Q3,meta
2022-08-30 06:00:00,215.10060578622665,
2022-08-30 08:00:00,188.03702786201984,
2022-08-30 10:30:00,205.61569786538303,
2022-08-30 11:00:00,176.94711190537987,
2022-08-30 23:59:59,172.97107113726884,c
2022-08-31 00:00:00,146.1013347812093,
2022-08-31 03:30:00,91.98629708984572,
2022-08-31 04:00:00,70.46852260641049,
2022-08-31 06:00:00,-5.696635771436149,
2022-08-31 08:00:00,63.60117386336992,
2022-08-31 10:30:00,1.123417403526446,
2022-08-31 11:00:00,-1.5789439938459964,
2022-08-31 23:59:59,-2.086983989711598,c
2022-09-01 00:00:00,-22.120164041167754,
2022-09-01 03:30:00,-14.626540972928296,
2022-09-01 04:00:00,-10.059748364450343,
2022-09-01 06:00:00,-44.45546206868312,
2022-09-01 08:00:00,15.35232527320727,
2022-09-01 10:30:00,-22.68421719883918,
2022-09-01 11:00:00,-25.772620509810395,
2022-09-01 23:59:59,0.0,a
2022-09-02 00:00:00,-18.5670294616491,
2022-09-02 03:30:00,-49.62259697942818,
2022-09-02 04:00:00,-43.398218634770274,
2022-09-02 06:00:00,-113.0268139159648,
2022-09-02 08:00:00,-117.08617736017732,
2022-09-02 10:30:00,-131.86373091459382,
2022-09-02 11:00:00,-138.7079119079167,
2022-09-02 23:59:59,-133.34705849742022,w
2022-09-05 00:00:00,-80.24959576001675,
2022-09-05 03:30:00,-114.80845379734274,
2022-09-05 04:00:00,-90.93197020058255,
2022-09-05 06:00:00,-50.581719982762934,
2022-09-05 08:00:00,-40.671219026563904,
2022-09-05 10:30:00,-26.89677950820783,
2022-09-05 11:00:00,-32.957495706664986,
2022-09-05 23:59:59,-34.45279531264259,c
2022-09-06 00:00:00,-36.56251620875673,
2022-09-06 03:30:00,-57.609425253184554,
2022-09-06 04:00:00,-74.27668003444342,
2022-09-06 06:00:00,-70.22595918061143,
2022-09-06 08:00:00,-112.34080220345686,
2022-09-06 10:30:00,-84.89600632997349,
2022-09-06 11:00:00,-86.24467367860848,
2022-09-06 23:59:59,-66.52513032976731,c
0,-66.52513032976731,
0,-66.52513032976731,
0,-66.52513032976731,
0,-66.52513032976731,
0,-66.52513032976731,
0,-66.52513032976731,
0,-66.52513032976731,
0,-66.52513032976731,
2022-09-07 00:00:00,-49.57061418895478,
2022-09-07 03:30:00,-59.82897380801978,
2022-09-07 04:00:00,-30.216860069285758,
2022-09-07 06:00:00,-29.184975411235882,
2022-09-07 08:00:00,-49.253133382334454,
2022-09-07 10:30:00,-19.28077501550547,
2022-09-07 11:00:00,-35.46310113583786,
2022-09-07 23:59:59,-36.602101481478485,c
2022-09-08 00:00:00,-71.32436955780872,
2022-09-08 03:30:00,-82.27683843371165,
2022-09-08 04:00:00,-94.77148970894677,
2022-09-08 06:00:00,-24.501777664456995,
2022-09-08 08:00:00,-47.74669422505781,
2022-09-08 10:30:00,-123.86897986359713,
2022-09-08 11:00:00,-140.42609871632567,
2022-09-08 23:59:59,-130.4767567236488,c
2022-09-09 00:00:00,-161.63607386234003,
2022-09-09 03:30:00,-189.13479794074578,
2022-09-09 04:00:00,-220.20611759360145,
2022-09-09 06:00:00,-165.68961156601495,
2022-09-09 08:00:00,-197.3877974035936,
2022-09-09 10:30:00,-221.1659979292226,
2022-09-09 11:00:00,-210.09323489137546,
2022-09-09 23:59:59,-229.23891005831842,w
2022-09-12 00:00:00,-248.89489378137364,
2022-09-12 03:30:00,-260.28581542258325,
2022-09-12 04:00:00,-275.8238255381341,
2022-09-12 06:00:00,-306.9718662675416,
2022-09-12 08:00:00,-275.8693231064385,
2022-09-12 10:30:00,-306.49184480656777,
2022-09-12 11:00:00,-299.62093380426927,
2022-09-12 23:59:59,-304.1632214827532,c
2022-09-13 00:00:00,-289.8472813976773,
2022-09-13 03:30:00,-234.2330501228514,
2022-09-13 04:00:00,-270.88364155294835,
2022-09-13 06:00:00,-296.74057248018244,
2022-09-13 08:00:00,-316.1077683096487,
2022-09-13 10:30:00,-298.13103019659,
2022-09-13 11:00:00,-303.70965718625575,
2022-09-13 23:59:59,-285.9300785943185,c
2022-09-14 00:00:00,-280.63168533099406,
2022-09-14 03:30:00,-354.62648383702367,
2022-09-14 04:00:00,-359.58114205590823,
2022-09-14 06:00:00,-368.6772475760099,
2022-09-14 08:00:00,-334.3844111228211,
2022-09-14 10:30:00,-309.1938276869148,
2022-09-14 11:00:00,-330.3738519255064,
2022-09-14 23:59:59,-341.7934714466853,c
2022-09-15 00:00:00,-410.65372280663496,
2022-09-15 03:30:00,-443.0177630490425,
2022-09-15 04:00:00,-463.3066621669609,
2022-09-15 06:00:00,-490.2600849972589,
2022-09-15 08:00:00,-467.04300624461393,
2022-09-15 10:30:00,-522.4685266657759,
2022-09-15 11:00:00,-563.3373911586423,
2022-09-15 23:59:59,-564.9353070195234,c
2022-09-16 00:00:00,-555.753928910158,
2022-09-16 03:30:00,-546.9271700083432,
2022-09-16 04:00:00,-560.9192321848841,
2022-09-16 06:00:00,-616.5199512881388,
2022-09-16 08:00:00,-642.3978060489226,
2022-09-16 10:30:00,-621.2159735466973,
2022-09-16 11:00:00,-642.8880191739581,
2022-09-16 23:59:59,-614.3556974276348,e
2022-09-19 00:00:00,-609.8960250540963,
2022-09-19 03:30:00,-588.4080127494881,
2022-09-19 04:00:00,-604.1983713343866,
2022-09-19 06:00:00,-600.5273869184884,
2022-09-19 08:00:00,-613.3650168529764,
2022-09-19 10:30:00,-592.3051450475432,
2022-09-19 11:00:00,-581.7926858738899,
2022-09-19 23:59:59,-578.435255770625,c
2022-09-20 00:00:00,-599.8779789026016,
2022-09-20 03:30:00,-581.4311983474795,
2022-09-20 04:00:00,-615.7727438426805,
2022-09-20 06:00:00,-594.0472001012424,
2022-09-20 08:00:00,-584.3490186501883,
2022-09-20 10:30:00,-525.793801961787,
2022-09-20 11:00:00,-532.100798514384,
2022-09-20 23:59:59,-525.5653974481884,c
2022-09-21 00:00:00,-463.19020045028356,
2022-09-21 03:30:00,-468.7804869290262,
2022-09-21 04:00:00,-490.38456833831765,
2022-09-21 06:00:00,-476.1403967830465,
2022-09-21 08:00:00,-437.9863392422874,
2022-09-21 10:30:00,-389.961826268722,
2022-09-21 11:00:00,-390.06367043514024,
2022-09-21 23:59:59,-407.9448250815731,c
2022-09-22 00:00:00,-423.1573568468566,
2022-09-22 03:30:00,-451.46390136325,
2022-09-22 04:00:00,-492.4707213238735,
2022-09-22 06:00:00,-538.5826926776915,
2022-09-22 08:00:00,-527.3180725774575,
2022-09-22 10:30:00,-540.9316033408481,
2022-09-22 11:00:00,-550.8984347563951,
2022-09-22 23:59:59,-549.2977830387463,c
2022-09-23 00:00:00,-540.0985416806755,
2022-09-23 03:30:00,-583.2566267585851,
2022-09-23 04:00:00,-611.0142508866954,
2022-09-23 06:00:00,-645.564818552524,
2022-09-23 08:00:00,-606.5926757732088,
2022-09-23 10:30:00,-586.9440778576866,
2022-09-23 11:00:00,-573.4458478087386,
2022-09-23 23:59:59,-546.2383663932353,w
2022-09-26 00:00:00,-580.1128163687397,
2022-09-26 03:30:00,-549.929821432406,
2022-09-26 04:00:00,-576.9259818386865,
2022-09-26 06:00:00,-613.9921107988719,
2022-09-26 08:00:00,-646.6054748383265,
2022-09-26 10:30:00,-658.320930284741,
2022-09-26 11:00:00,-637.888364713742,
2022-09-26 23:59:59,-641.1470898361031,c
2022-09-27 00:00:00,-634.7131046761731,
2022-09-27 03:30:00,-642.594019302155,
2022-09-27 04:00:00,-604.6769760164004,
2022-09-27 06:00:00,-559.8023390590315,
2022-09-27 08:00:00,-577.8056729968634,
2022-09-27 10:30:00,-585.8384956227758,
2022-09-27 11:00:00,-614.3879188851151,
2022-09-27 23:59:59,-612.4181984880875,c
2022-09-28 00:00:00,-610.8689487800934,
2022-09-28 03:30:00,-557.4849704450162,
2022-09-28 04:00:00,-571.54525018503,
2022-09-28 06:00:00,-511.37594773543924,
2022-09-28 08:00:00,-468.4002379526996,
2022-09-28 10:30:00,-402.449849099874,
2022-09-28 11:00:00,-392.8255637451498,
2022-09-28 23:59:59,-402.2494697836569,c
2022-09-29 00:00:00,-496.7026593441051,
2022-09-29 03:30:00,-420.81456450517317,
2022-09-29 04:00:00,-435.95838919469156,
2022-09-29 06:00:00,-404.72619341578843,
2022-09-29 08:00:00,-364.7369867880525,
2022-09-29 10:30:00,-364.52914594429103,
2022-09-29 11:00:00,-386.69307265192833,
2022-09-29 23:59:59,-381.1152019214235,c
2022-09-30 00:00:00,-447.1347432010948,
2022-09-30 03:30:00,-462.4481379529311,
2022-09-30 04:00:00,-448.70709339753193,
2022-09-30 06:00:00,-480.99233698395415,
2022-09-30 08:00:00,-479.13459976671106,
2022-09-30 10:30:00,-528.6195621356189,
2022-09-30 11:00:00,-536.2875702059137,
2022-09-30 23:59:59,-507.64793369494987,w
