date,EU_SX5P_AD_2022_Q3,meta
2022-08-11 00:00:00,73.22349031745671,
2022-08-11 03:30:00,-5.041335141500667,
2022-08-11 04:00:00,40.0818256619516,
2022-08-11 06:00:00,56.38933883689083,
2022-08-11 08:00:00,55.478293510802814,
2022-08-11 10:30:00,22.538354199944933,
2022-08-11 11:00:00,17.493058245499924,
2022-08-11 23:59:59,40.25182559726727,c
2022-08-12 00:00:00,4.183115583766039,
2022-08-12 03:30:00,21.10718419981231,
2022-08-12 04:00:00,16.236464639207043,
2022-08-12 06:00:00,20.691503448804042,
2022-08-12 08:00:00,10.095169650792059,
2022-08-12 10:30:00,22.306661611724167,
2022-08-12 11:00:00,36.890404566517645,
2022-08-12 23:59:59,23.84935786268761,w
2022-08-15 00:00:00,64.30716501702682,
2022-08-15 03:30:00,63.79272739290127,
2022-08-15 04:00:00,39.4772069735875,
2022-08-15 06:00:00,58.391512567715154,
2022-08-15 08:00:00,69.6238832310828,
2022-08-15 10:30:00,84.78147976138484,
2022-08-15 11:00:00,80.8687365660478,
2022-08-15 23:59:59,93.77802505123555,c
2022-08-16 00:00:00,136.114430565083,
2022-08-16 03:30:00,133.97872242035896,
2022-08-16 04:00:00,86.94085914980724,
2022-08-16 06:00:00,73.4802315747238,
2022-08-16 08:00:00,87.33596169147722,
2022-08-16 10:30:00,151.92813700425245,
2022-08-16 11:00:00,154.8702340405123,
2022-08-16 23:59:59,144.86811390645903,c
2022-08-17 00:00:00,150.23517076625694,
2022-08-17 03:30:00,160.31143652060382,
2022-08-17 04:00:00,190.58043290826595,
2022-08-17 06:00:00,186.85228144498024,
2022-08-17 08:00:00,266.27584126178726,
2022-08-17 10:30:00,259.1022707986683,
2022-08-17 11:00:00,256.2615123382295,
2022-08-17 23:59:59,267.45597053159054,c
2022-08-18 00:00:00,271.2595492238718,
2022-08-18 03:30:00,261.78285613988123,
2022-08-18 04:00:00,254.0001563543376,
2022-08-18 06:00:00,278.5352148937734,
2022-08-18 08:00:00,226.7736968040772,
2022-08-18 10:30:00,217.04169351678343,
2022-08-18 11:00:00,241.11305696614227,
2022-08-18 23:59:59,246.41375982349837,c
2022-08-19 00:00:00,258.7964111334927,
2022-08-19 03:30:00,297.2689723124088,
2022-08-19 04:00:00,288.22144124871534,
2022-08-19 06:00:00,355.49083974274777,
2022-08-19 08:00:00,286.03495396454423,
2022-08-19 10:30:00,314.2810508077175,
2022-08-19 11:00:00,309.50752507986886,
2022-08-19 23:59:59,323.89462215245567,w
2022-08-22 00:00:00,359.6139071844966,
2022-08-22 03:30:00,395.4547683287158,
2022-08-22 04:00:00,383.88118132679915,
2022-08-22 06:00:00,398.80151021934284,
2022-08-22 08:00:00,376.1195944270296,
2022-08-22 10:30:00,443.255611013263,
2022-08-22 11:00:00,427.218236036975,
2022-08-22 23:59:59,434.7552098495669,c
2022-08-23 00:00:00,401.3627767917708,
2022-08-23 03:30:00,339.6121787735085,
2022-08-23 04:00:00,326.9560328903874,
2022-08-23 06:00:00,272.5878515510676,
2022-08-23 08:00:00,288.49657646189985,
2022-08-23 10:30:00,251.10931350707642,
2022-08-23 11:00:00,248.89751572683258,
2022-08-23 23:59:59,249.67672734284065,c
2022-08-24 00:00:00,269.2036103044434,
2022-08-24 03:30:00,299.65711872562815,
2022-08-24 04:00:00,307.4264757736553,
2022-08-24 06:00:00,339.88437435660603,
2022-08-24 08:00:00,339.10437180693884,
2022-08-24 10:30:00,346.2748645365384,
2022-08-24 11:00:00,348.6518131517271,
2022-08-24 23:59:59,336.3950695726319,c
2022-08-25 00:00:00,331.633702874409,
2022-08-25 03:30:00,345.3444838552907,
2022-08-25 04:00:00,359.6524575931455,
2022-08-25 06:00:00,369.80665092183585,
2022-08-25 08:00:00,383.1424271959629,
2022-08-25 10:30:00,360.5448334846785,
2022-08-25 11:00:00,344.99721482756627,
2022-08-25 23:59:59,355.1010463423456,c
2022-08-26 00:00:00,363.15366519914437,
2022-08-26 03:30:00,331.03330525727574,
2022-08-26 04:00:00,305.3719780643362,
2022-08-26 06:00:00,333.02089063012477,
2022-08-26 08:00:00,324.57585680466127,
2022-08-26 10:30:00,333.6490926104723,
2022-08-26 11:00:00,301.56169632941555,
2022-08-26 23:59:59,309.56295602174123,w
2022-08-29 00:00:00,283.47400334271765,
2022-08-29 03:30:00,267.1351513148211,
2022-08-29 04:00:00,265.0320086837769,
2022-08-29 06:00:00,256.2331172454094,
2022-08-29 08:00:00,260.99939803095344,
2022-08-29 10:30:00,271.1582069388089,
2022-08-29 11:00:00,267.4084712041631,
2022-08-29 23:59:59,250.98002074568376,c
2022-08-30 00:00:00,299.1238245516381,
2022-08-30 03:30:00,258.5787545511005,
2022-08-30 04:00:00,233.08287427248888,
