date,AS_MSCI_FACT_INTL_2022_Q2,meta
2022-04-14 00:00:00,-56.234217803623665,
2022-04-14 01:00:00,-56.5926629499196,
2022-04-14 02:30:00,-56.129991636731006,
2022-04-14 03:00:00,-56.09176586331523,
2022-04-14 18:30:00,-56.09176586331523,
2022-04-14 20:00:00,-56.09176586331523,
2022-04-14 23:00:00,-51.61626576290098,
2022-04-14 23:59:59,-46.83891758552045,c
2022-04-15 00:00:00,-46.9831159852115,
2022-04-15 01:00:00,-45.86370910333119,
2022-04-15 02:30:00,-45.86370910333119,
2022-04-15 03:00:00,-45.86370910333119,
2022-04-15 18:30:00,-45.86370910333119,
2022-04-15 20:00:00,-45.86370910333119,
2022-04-15 23:00:00,-45.86370910333119,
2022-04-15 23:59:59,-46.466182994866244,w
2022-04-18 00:00:00,-46.12754636222269,
2022-04-18 01:00:00,-43.287975666715965,
2022-04-18 02:30:00,-36.09192951136697,
2022-04-18 03:00:00,-35.387049349252834,
2022-04-18 18:30:00,-36.15482440007156,
2022-04-18 20:00:00,-36.11698237274197,
2022-04-18 23:00:00,-40.023399332079066,
2022-04-18 23:59:59,-32.86484895424985,c
2022-04-19 00:00:00,-34.889449711035695,
2022-04-19 01:00:00,-35.69122562932148,
2022-04-19 02:30:00,-39.752729827304165,
2022-04-19 03:00:00,-38.50799123598358,
2022-04-19 18:30:00,-35.10304504013243,
2022-04-19 20:00:00,-34.950369391148115,
2022-04-19 23:00:00,-35.10411874019019,
2022-04-19 23:59:59,-29.77402912161267,c
2022-04-20 00:00:00,-35.198258036519405,
2022-04-20 01:00:00,-38.00523002060015,
2022-04-20 02:30:00,-35.44812678954952,
2022-04-20 03:00:00,-35.86235570682186,
2022-04-20 18:30:00,-39.03686570074626,
2022-04-20 20:00:00,-38.892959194466926,
2022-04-20 23:00:00,-40.21378606144947,
2022-04-20 23:59:59,-37.122337823294515,c
2022-04-21 00:00:00,-38.734470478679896,
2022-04-21 01:00:00,-38.59984248637306,
2022-04-21 02:30:00,-37.65470913039826,
2022-04-21 03:00:00,-36.90308196599608,
2022-04-21 18:30:00,-33.98393914579344,
2022-04-21 20:00:00,-33.8957475011598,
2022-04-21 23:00:00,-31.048059106933465,
2022-04-21 23:59:59,-28.898112129565448,c
2022-04-22 00:00:00,-30.08605242933254,
2022-04-22 01:00:00,-32.28391166929396,
2022-04-22 02:30:00,-34.74649861975911,
2022-04-22 03:00:00,-34.6618270219152,
2022-04-22 18:30:00,-34.6618270219152,
2022-04-22 20:00:00,-34.6618270219152,
2022-04-22 23:00:00,-34.6618270219152,
2022-04-22 23:59:59,-36.06133053885321,w
2022-04-25 00:00:00,-31.840371714536673,
2022-04-25 01:00:00,-36.462634148636084,
2022-04-25 02:30:00,-31.041516726644545,
2022-04-25 03:00:00,-31.221926113700647,
2022-04-25 18:30:00,-25.80817495065321,
2022-04-25 20:00:00,-25.52511393623263,
2022-04-25 23:00:00,-41.50155717987093,
2022-04-25 23:59:59,-39.829121235214416,c
2022-04-26 00:00:00,-34.062734803323224,
2022-04-26 01:00:00,-32.4837586421703,
2022-04-26 02:30:00,-43.12067561421168,
2022-04-26 03:00:00,-41.527875293968236,
2022-04-26 18:30:00,-41.27740037498597,
2022-04-26 20:00:00,-41.42271258506128,
2022-04-26 23:00:00,-50.886930868482864,
2022-04-26 23:59:59,-50.73180838795406,c
2022-04-27 00:00:00,-49.10916548825992,
2022-04-27 01:00:00,-51.64234414719772,
2022-04-27 02:30:00,-51.79924953245086,
2022-04-27 03:00:00,-53.68009284572133,
2022-04-27 18:30:00,-56.431825583754744,
2022-04-27 20:00:00,-56.397107479866804,
2022-04-27 23:00:00,-36.2828154398062,
2022-04-27 23:59:59,-35.56023373185701,c
2022-04-28 00:00:00,-35.95341354328184,
2022-04-28 01:00:00,-37.249298254827636,
2022-04-28 02:30:00,-33.92850043272142,
2022-04-28 03:00:00,-34.15033579334329,
2022-04-28 18:30:00,-34.79344528836384,
2022-04-28 20:00:00,-34.84401234470727,
2022-04-28 23:00:00,-32.52250046322558,
2022-04-28 23:59:59,-32.55530537371533,c
2022-04-29 00:00:00,-33.90513120553703,
2022-04-29 01:00:00,-35.2463413491115,
2022-04-29 02:30:00,-38.30335923601615,
2022-04-29 03:00:00,-40.90560486599338,
2022-04-29 18:30:00,-40.90560486599338,
2022-04-29 20:00:00,-40.90560486599338,
2022-04-29 23:00:00,-40.90560486599338,
2022-04-29 23:59:59,-42.830573956227454,w
2022-05-02 00:00:00,-30.384091491963204,
2022-05-02 01:00:00,-31.897822569962614,
2022-05-02 02:30:00,-31.897822569962614,
2022-05-02 03:00:00,-31.897822569962614,
2022-05-02 18:30:00,-27.149570939314458,
2022-05-02 20:00:00,-27.177781734967994,
2022-05-02 23:00:00,-18.154860573499946,
2022-05-02 23:59:59,-16.192832918098816,c
2022-05-03 00:00:00,-12.095832970069296,
2022-05-03 01:00:00,-11.798270309302666,
2022-05-03 02:30:00,-12.78027594981097,
2022-05-03 03:00:00,-14.430716597233754,
2022-05-03 18:30:00,-11.983732980505351,
2022-05-03 20:00:00,-12.071667001855303,
2022-05-03 23:00:00,4.6492843934900066,
2022-05-03 23:59:59,4.814102389603477,c
2022-05-04 00:00:00,3.5897402477055493,
2022-05-04 01:00:00,3.65934812880721,
2022-05-04 02:30:00,5.052537585195751,
2022-05-04 03:00:00,4.38173398726633,
2022-05-04 18:30:00,4.728418274533283,
2022-05-04 20:00:00,4.829344453761564,
2022-05-04 23:00:00,18.59860414778609,
2022-05-04 23:59:59,20.69164016362322,c
2022-05-05 00:00:00,18.908336347148406,
2022-05-05 01:00:00,18.735315542502008,
2022-05-05 02:30:00,16.77833874385078,
2022-05-05 03:00:00,16.55139695339551,
2022-05-05 18:30:00,12.328786891696836,
2022-05-05 20:00:00,12.458371851135212,
2022-05-05 23:00:00,0.9728752715565179,
2022-05-05 23:59:59,4.647734806063454,c
2022-05-06 00:00:00,6.090275615175756,
2022-05-06 01:00:00,6.89998350637552,
2022-05-06 02:30:00,4.3195587900908095,
2022-05-06 03:00:00,6.372749369763483,
2022-05-06 18:30:00,6.372749369763483,
2022-05-06 20:00:00,6.372749369763483,
2022-05-06 23:00:00,6.372749369763483,
2022-05-06 23:59:59,6.597190016345394,w
2022-05-09 00:00:00,16.757397781843224,
2022-05-09 01:00:00,17.216402785986247,
2022-05-09 02:30:00,23.292460065377895,
2022-05-09 03:00:00,23.452727063902216,
2022-05-09 18:30:00,22.5444720410012,
2022-05-09 20:00:00,22.44195897309146,
2022-05-09 23:00:00,-4.738944378159545,
2022-05-09 23:59:59,-0.1751887190710022,c
2022-05-10 00:00:00,-3.5905815002334975,
2022-05-10 01:00:00,0.39332538077474055,
2022-05-10 02:30:00,-2.908594566555621,
2022-05-10 03:00:00,-2.163390626085402,
2022-05-10 18:30:00,-2.234761377436598,
2022-05-10 20:00:00,-2.233276103371395,
2022-05-10 23:00:00,-8.255468755151355,
2022-05-10 23:59:59,-14.085062178822682,c
2022-05-11 00:00:00,-13.854283482306187,
2022-05-11 01:00:00,-8.237919164327536,
2022-05-11 02:30:00,-8.760304398909284,
2022-05-11 03:00:00,-5.162773918067273,
2022-05-11 18:30:00,-5.4511998736483065,
2022-05-11 20:00:00,-5.437862879372233,
2022-05-11 23:00:00,-19.357583843387374,
2022-05-11 23:59:59,-18.04439108068823,c
2022-05-12 00:00:00,-18.41868530821182,
2022-05-12 01:00:00,-19.32446429458264,
2022-05-12 02:30:00,-17.07202926827904,
2022-05-12 03:00:00,-16.49383322301651,
2022-05-12 18:30:00,-17.3150953173664,
2022-05-12 20:00:00,-16.97166898371097,
2022-05-12 23:00:00,-13.0739046751861,
2022-05-12 23:59:59,-12.739604577337445,c
2022-05-13 00:00:00,-17.425710256655407,
2022-05-13 01:00:00,-15.592979042669299,
2022-05-13 02:30:00,-23.339475111047022,
2022-05-13 03:00:00,-22.314439256035257,
