date,FIW_2022_Q1,meta
2022-02-18 00:00:00,308.01874361098623,
2022-02-18 10:00:00,299.95304059543787,
2022-02-18 10:30:00,295.1184794359074,
2022-02-18 12:00:00,305.53257330896747,
2022-02-18 13:30:00,300.67669054324347,
2022-02-18 15:00:00,293.44693201028974,
2022-02-18 15:30:30,293.44693201028974,
2022-02-18 23:59:59,289.3380180366386,w
2022-02-21 00:00:00,289.3380180366386,
2022-02-21 10:00:00,289.3380180366386,
2022-02-21 10:30:00,289.3380180366386,
2022-02-21 12:00:00,289.3380180366386,
2022-02-21 13:30:00,289.3380180366386,
2022-02-21 15:00:00,289.3380180366386,
2022-02-21 15:30:30,289.3380180366386,
2022-02-21 23:59:59,289.3380180366386,c
2022-02-22 00:00:00,293.9157356311473,
2022-02-22 10:00:00,296.8428419651584,
2022-02-22 10:30:00,350.7018974335564,
2022-02-22 12:00:00,329.9129191643784,
2022-02-22 13:30:00,313.6521387963867,
2022-02-22 15:00:00,304.4281728285881,
2022-02-22 15:30:30,304.4281728285881,
2022-02-22 23:59:59,330.7474451683704,c
2022-02-23 00:00:00,350.11905408726034,
2022-02-23 10:00:00,341.38154102900387,
2022-02-23 10:30:00,359.79711035889443,
2022-02-23 12:00:00,272.9349764384215,
2022-02-23 13:30:00,266.5200436265984,
2022-02-23 15:00:00,267.85118328220994,
2022-02-23 15:30:30,267.85118328220994,
2022-02-23 23:59:59,282.48718203664146,c
2022-02-24 00:00:00,286.84502817439875,
2022-02-24 10:00:00,320.3692311972959,
2022-02-24 10:30:00,374.97960716095486,
2022-02-24 12:00:00,385.74478457602135,
2022-02-24 13:30:00,381.8068423607056,
2022-02-24 15:00:00,394.0451352029769,
2022-02-24 15:30:30,394.0451352029769,
2022-02-24 23:59:59,397.9295132345919,c
2022-02-25 00:00:00,377.4936213330741,
2022-02-25 10:00:00,388.08894641581634,
2022-02-25 10:30:00,417.2850160402523,
2022-02-25 12:00:00,428.5740269542473,
2022-02-25 13:30:00,420.1754113808226,
2022-02-25 15:00:00,417.5519071757688,
2022-02-25 15:30:30,417.5519071757688,
2022-02-25 23:59:59,434.3208349490909,w
2022-02-28 00:00:00,348.0984347067399,
2022-02-28 10:00:00,347.07222518053277,
2022-02-28 10:30:00,341.72252719080495,
2022-02-28 12:00:00,358.8986470236056,
2022-02-28 13:30:00,355.75973721220305,
2022-02-28 15:00:00,366.0684990843149,
2022-02-28 15:30:30,366.0684990843149,s
2022-02-28 23:59:59,379.4566727392981,c
2022-03-01 00:00:00,351.3634936910403,
2022-03-01 10:00:00,347.9859545708457,
2022-03-01 10:30:00,359.9078127021414,
2022-03-01 12:00:00,284.1192374503978,
2022-03-01 13:30:00,299.15645367825664,
2022-03-01 15:00:00,332.67114517050595,
2022-03-01 15:30:30,332.67114517050595,
2022-03-01 23:59:59,326.92404502988256,c
2022-03-02 00:00:00,319.66236929344643,
2022-03-02 10:00:00,317.32999019715453,
2022-03-02 10:30:00,266.52280465622505,
2022-03-02 12:00:00,265.44118920220194,
2022-03-02 13:30:00,280.55584349098024,
2022-03-02 15:00:00,303.605257913739,
2022-03-02 15:30:30,303.605257913739,
2022-03-02 23:59:59,291.45872944350526,c
2022-03-03 00:00:00,294.15902588263486,
2022-03-03 10:00:00,269.6860362706112,
2022-03-03 10:30:00,254.14144482763436,
2022-03-03 12:00:00,290.78478304159944,
2022-03-03 13:30:00,298.24398179379386,
2022-03-03 15:00:00,303.2397934489028,
2022-03-03 15:30:30,303.2397934489028,
2022-03-03 23:59:59,284.175596060154,c
2022-03-04 00:00:00,239.71178635433694,
2022-03-04 10:00:00,277.64200054893183,
2022-03-04 10:30:00,259.432150072455,
2022-03-04 12:00:00,260.04013644443455,
2022-03-04 13:30:00,209.0686929282424,
2022-03-04 15:00:00,184.4231858665247,
2022-03-04 15:30:30,184.4231858665247,
2022-03-04 23:59:59,195.45589461415568,w
2022-03-07 00:00:00,145.60508093140993,
2022-03-07 10:00:00,153.18111508171978,
2022-03-07 10:30:00,110.32361748184746,
2022-03-07 12:00:00,81.40065346245433,
2022-03-07 13:30:00,68.23962697971069,
2022-03-07 15:00:00,19.463615711673924,
2022-03-07 15:30:30,19.463615711673924,
2022-03-07 23:59:59,45.001752860625515,c
2022-03-08 00:00:00,13.401797354399264,
2022-03-08 10:00:00,33.1489826309122,
2022-03-08 10:30:00,7.067012057018815,
2022-03-08 12:00:00,33.00109316211922,
2022-03-08 13:30:00,68.15508417113529,
2022-03-08 15:00:00,54.77858551630493,
2022-03-08 15:30:30,54.77858551630493,
2022-03-08 23:59:59,45.14532020151012,c
2022-03-09 00:00:00,27.492655442094133,
2022-03-09 10:00:00,106.40732302074707,
2022-03-09 10:30:00,119.89202862041338,
2022-03-09 12:00:00,122.13007617006986,
2022-03-09 13:30:00,142.63381931654078,
2022-03-09 15:00:00,137.08579415255815,
2022-03-09 15:30:30,137.08579415255815,
2022-03-09 23:59:59,131.04344698431032,c
2022-03-10 00:00:00,71.90290262921519,
2022-03-10 10:00:00,87.74492934332648,
2022-03-10 10:30:00,73.79035583224777,
2022-03-10 12:00:00,104.28680648552495,
2022-03-10 13:30:00,94.92449990349837,
2022-03-10 15:00:00,91.15658975381723,
2022-03-10 15:30:30,91.15658975381723,
2022-03-10 23:59:59,71.48979808777722,c
2022-03-11 00:00:00,76.12416055170331,
2022-03-11 10:00:00,8.442195772872992,
2022-03-11 10:30:00,19.568617525832337,
2022-03-11 12:00:00,3.899375100158977,
2022-03-11 13:30:00,7.51975053264357,
2022-03-11 15:00:00,-3.6282667514661853,
2022-03-11 15:30:30,-3.6282667514661853,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,44.73665792061456,
2022-03-14 10:00:00,163.98626664842652,
2022-03-14 10:30:00,262.24474722116076,
2022-03-14 12:00:00,271.6199559006867,
2022-03-14 13:30:00,239.61689823148288,
2022-03-14 15:00:00,223.47512881679404,
2022-03-14 15:30:30,223.47512881679404,
