date,MSCI_SECTORS_2022_Q3,meta
2022-07-15 00:00:00,28.997149373740115,
2022-07-15 10:00:00,-11.05165695977945,
2022-07-15 10:30:00,10.061261943284478,
2022-07-15 12:00:00,36.32061077406212,
2022-07-15 13:30:00,41.49968689369075,
2022-07-15 15:00:00,45.41104690239098,
2022-07-15 15:30:30,45.41104690239098,
2022-07-15 23:59:59,45.17442061224017,w
2022-07-18 00:00:00,78.80725198623821,
2022-07-18 10:00:00,109.9885844417683,
2022-07-18 10:30:00,91.32633206709983,
2022-07-18 12:00:00,103.2495490506833,
2022-07-18 13:30:00,103.3698584242893,
2022-07-18 15:00:00,92.5329965359955,
2022-07-18 15:30:30,92.5329965359955,
2022-07-18 23:59:59,91.13916958534094,c
2022-07-19 00:00:00,122.86569029362602,
2022-07-19 10:00:00,130.6288775979583,
2022-07-19 10:30:00,120.98311514396289,
2022-07-19 12:00:00,128.98552340863432,
2022-07-19 13:30:00,122.24490887887146,
2022-07-19 15:00:00,119.64319101500212,
2022-07-19 15:30:30,119.64319101500212,
2022-07-19 23:59:59,125.54511461475096,c
2022-07-20 00:00:00,123.83738038956142,
2022-07-20 10:00:00,146.8010289890036,
2022-07-20 10:30:00,183.31053368395317,
2022-07-20 12:00:00,196.05634625368646,
2022-07-20 13:30:00,180.17416834919914,
2022-07-20 15:00:00,191.76414116769695,
2022-07-20 15:30:30,191.76414116769695,
2022-07-20 23:59:59,202.4740020882981,c
2022-07-21 00:00:00,187.61477979582503,
2022-07-21 10:00:00,227.90532714562914,
2022-07-21 10:30:00,212.60011002478416,
2022-07-21 12:00:00,221.62437616330624,
2022-07-21 13:30:00,221.23431276485292,
2022-07-21 15:00:00,216.39546862777058,
2022-07-21 15:30:30,216.39546862777058,
2022-07-21 23:59:59,235.3411641788507,c
2022-07-22 00:00:00,226.09213779161303,
2022-07-22 10:00:00,197.95682106620814,
2022-07-22 10:30:00,183.6325165452388,
2022-07-22 12:00:00,162.65549492224932,
2022-07-22 13:30:00,145.1480633611053,
2022-07-22 15:00:00,150.26162998889617,
2022-07-22 15:30:30,150.26162998889617,
2022-07-22 23:59:59,152.90930019015468,w
2022-07-25 00:00:00,148.2739298196742,
2022-07-25 10:00:00,117.57085557268351,
2022-07-25 10:30:00,119.64511086376882,
2022-07-25 12:00:00,130.48970382849734,
2022-07-25 13:30:00,125.67882670542258,
2022-07-25 15:00:00,124.655775861736,
2022-07-25 15:30:30,124.655775861736,
2022-07-25 23:59:59,134.06715064618493,c
2022-07-26 00:00:00,144.49162692343975,
2022-07-26 10:00:00,103.96416057741669,
2022-07-26 10:30:00,93.26643814272438,
2022-07-26 12:00:00,98.99045826770259,
2022-07-26 13:30:00,92.1431033704547,
2022-07-26 15:00:00,96.08579058655886,
2022-07-26 15:30:30,96.08579058655886,
2022-07-26 23:59:59,93.39269147060622,c
2022-07-27 00:00:00,125.45288896161202,
2022-07-27 10:00:00,94.95110633494954,
2022-07-27 10:30:00,95.52810828564947,
2022-07-27 12:00:00,102.44973257915996,
2022-07-27 13:30:00,92.85330161800653,
2022-07-27 15:00:00,123.3933532889796,
2022-07-27 15:30:30,123.3933532889796,
2022-07-27 23:59:59,124.31644171175242,c
2022-07-28 00:00:00,119.76314620568314,
2022-07-28 10:00:00,122.56632598701458,
2022-07-28 10:30:00,111.02803532803301,
2022-07-28 12:00:00,156.2553633603593,
2022-07-28 13:30:00,147.54463728944552,
2022-07-28 15:00:00,155.15738789863622,
2022-07-28 15:30:30,155.15738789863622,
2022-07-28 23:59:59,161.29898809645692,c
2022-07-29 00:00:00,67.89444728429112,
2022-07-29 10:00:00,41.859280547313574,
2022-07-29 10:30:00,49.168643377526166,
2022-07-29 12:00:00,37.301633589804226,
2022-07-29 13:30:00,45.899499106507164,
2022-07-29 15:00:00,60.51231223629043,
2022-07-29 15:30:30,60.51231223629043,s
2022-07-29 23:59:59,79.06716647675762,w
2022-08-01 00:00:00,75.03380235897993,
2022-08-01 10:00:00,52.16104354873943,
2022-08-01 10:30:00,59.70449342628331,
2022-08-01 12:00:00,82.7764478949469,
2022-08-01 13:30:00,90.70713286742819,
2022-08-01 15:00:00,95.76298347773542,
2022-08-01 15:30:30,95.76298347773542,
2022-08-01 23:59:59,96.69577415612787,c
2022-08-02 00:00:00,89.78902802334312,
2022-08-02 10:00:00,114.90747494088515,
2022-08-02 10:30:00,120.68895360779993,
2022-08-02 12:00:00,134.22300078313845,
2022-08-02 13:30:00,147.3215120282133,
2022-08-02 15:00:00,159.8454076698731,
2022-08-02 15:30:30,159.8454076698731,
2022-08-02 23:59:59,161.92426015210083,c
2022-08-03 00:00:00,168.23874953432232,
2022-08-03 10:00:00,159.517207245617,
2022-08-03 10:30:00,153.99839488690498,
2022-08-03 12:00:00,161.27859529294346,
2022-08-03 13:30:00,172.7047693502343,
2022-08-03 15:00:00,168.89679168573343,
2022-08-03 15:30:30,168.89679168573343,
2022-08-03 23:59:59,180.2441264650472,c
2022-08-04 00:00:00,183.01953733093808,
2022-08-04 10:00:00,173.9883065430614,
2022-08-04 10:30:00,191.33660582402445,
2022-08-04 12:00:00,165.03520687737648,
2022-08-04 13:30:00,174.19795091125218,
2022-08-04 15:00:00,177.91791200789123,
2022-08-04 15:30:30,177.91791200789123,
2022-08-04 23:59:59,184.2854718866157,c
2022-08-05 00:00:00,166.712241824059,
2022-08-05 10:00:00,168.49243244773413,
2022-08-05 10:30:00,207.7039239188798,
2022-08-05 12:00:00,181.82173684296401,
2022-08-05 13:30:00,200.71204982328322,
2022-08-05 15:00:00,206.53289524691718,
2022-08-05 15:30:30,206.53289524691718,
2022-08-05 23:59:59,209.06507066419454,w
2022-08-08 00:00:00,222.33019524934082,
2022-08-08 10:00:00,252.47619087880207,
2022-08-08 10:30:00,259.7840283632106,
2022-08-08 12:00:00,258.68559955420415,
2022-08-08 13:30:00,254.13251723351607,
2022-08-08 15:00:00,246.75149825698645,
2022-08-08 15:30:30,246.75149825698645,
2022-08-08 23:59:59,246.46195849391995,c
2022-08-09 00:00:00,213.81436783885454,
2022-08-09 10:00:00,171.90733746423405,
2022-08-09 10:30:00,152.65770299219025,
2022-08-09 12:00:00,113.78617833061872,
2022-08-09 13:30:00,104.83349210737777,
2022-08-09 15:00:00,115.39832557414337,
2022-08-09 15:30:30,115.39832557414337,
2022-08-09 23:59:59,119.06661794992709,c
2022-08-10 00:00:00,170.3974391992955,
2022-08-10 10:00:00,164.3519825968741,
2022-08-10 10:30:00,176.4944788452682,
2022-08-10 12:00:00,189.45764906560328,
2022-08-10 13:30:00,186.7398248004455,
